first_name,last_name,committee,subcommittee,bioguide_id,note
Marsha,Blackburn,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",B001243,
Marsha,Blackburn,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,B001243,
Marsha,Blackburn,Committee on Finance,Subcommittee on Health Care,B001243,
Marsha,Blackburn,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",B001243,
Marsha,Blackburn,Committee on Finance,Subcommittee on Taxation and IRS Oversight,B001243,
Marsha,Blackburn,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,B001243,
Marsha,Blackburn,Committee on the Judiciary,Subcommittee on Intellectual Property,B001243,
Marsha,Blackburn,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",B001243,
Marsha,Blackburn,Committee on the Judiciary,Subcommittee on the Constitution,B001243,
Marsha,Blackburn,Committee on Veterans' Affairs,,B001243,
Marsha,Blackburn,Joint Economic Committee,,B001243,
Richard,Blumenthal,Committee on Armed Services,Subcommittee on Airland,B001277,
Richard,Blumenthal,Committee on Armed Services,Subcommittee on Personnel,B001277,
Richard,Blumenthal,Committee on Armed Services,Subcommittee on Seapower,B001277,
Richard,Blumenthal,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,B001277,
Richard,Blumenthal,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",B001277,
Richard,Blumenthal,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",B001277,
Richard,Blumenthal,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,B001277,
Richard,Blumenthal,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",B001277,
Richard,Blumenthal,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",B001277,
Richard,Blumenthal,Committee on Veterans' Affairs,,B001277,
Richard,Blumenthal,United States Senate Caucus on International Narcotics Control,,B001277,
Lisa,Blunt Rochester,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,B001303,
Lisa,Blunt Rochester,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",B001303,
Lisa,Blunt Rochester,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",B001303,
Lisa,Blunt Rochester,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",B001303,
Lisa,Blunt Rochester,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",B001303,
Lisa,Blunt Rochester,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",B001303,
Lisa,Blunt Rochester,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,B001303,
Lisa,Blunt Rochester,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",B001303,
Lisa,Blunt Rochester,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",B001303,
Lisa,Blunt Rochester,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,B001303,
Lisa,Blunt Rochester,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,B001303,
Lisa,Blunt Rochester,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,B001303,
Lauren,Boebert,Natural Resources,,B000825,
Lauren,Boebert,Oversight and Government Reform,,B000825,
Suzanne,Bonamici,Education and Workforce,,B001278,
Suzanne,Bonamici,"Science, Space, and Technology",,B001278,
Cory,Booker,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",B001288,
Cory,Booker,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",B001288,
Cory,Booker,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",B001288,
Cory,Booker,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,B001288,
Cory,Booker,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,B001288,
Cory,Booker,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",B001288,
Cory,Booker,Committee on Small Business and Entrepreneurship,,B001288,
Cory,Booker,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",B001288,
Cory,Booker,Committee on the Judiciary,Subcommittee on Border Security and Immigration,B001288,
Cory,Booker,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,B001288,
Cory,Booker,Committee on the Judiciary,Subcommittee on the Constitution,B001288,
John,Boozman,Commission on Security and Cooperation in Europe,,B001236,
John,Boozman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",B001236,
John,Boozman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",B001236,
John,Boozman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",B001236,
John,Boozman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",B001236,
John,Boozman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",B001236,
John,Boozman,Committee on Appropriations,Subcommittee on Department of Defense,B001236,
John,Boozman,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",B001236,
John,Boozman,Committee on Appropriations,Subcommittee on Financial Services and General Government,B001236,
John,Boozman,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",B001236,
John,Boozman,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",B001236,
John,Boozman,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",B001236,
John,Boozman,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",B001236,
John,Boozman,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",B001236,
John,Boozman,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,B001236,
John,Boozman,Committee on Rules and Administration,,B001236,
John,Boozman,Committee on Veterans' Affairs,,B001236,
Mike,Bost,Agriculture,,B001295,
Mike,Bost,Transportation and Infrastructure,,B001295,
Mike,Bost,Veterans' Affairs,,B001295,
Brendan,Boyle,Budget,,B001296,
Brendan,Boyle,Ways and Means,,B001296,
Josh,Brecheen,Budget,,B001317,
Josh,Brecheen,Homeland Security,,B001317,
Robert,Bresnahan,Agriculture,,B001327,
Robert,Bresnahan,Small Business,,B001327,
Robert,Bresnahan,Transportation and Infrastructure,,B001327,
Katie,Britt,Commission on Security and Cooperation in Europe,,B001319,
Katie,Britt,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",B001319,
Katie,Britt,Committee on Appropriations,Subcommittee on Department of Homeland Security,B001319,
Katie,Britt,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",B001319,
Katie,Britt,Committee on Appropriations,Subcommittee on Energy and Water Development,B001319,
Katie,Britt,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",B001319,
Katie,Britt,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",B001319,
Katie,Britt,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,B001319,
Katie,Britt,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",B001319,
Katie,Britt,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",B001319,
Katie,Britt,Committee on Rules and Administration,,B001319,
Katie,Britt,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",B001319,
Katie,Britt,Committee on the Judiciary,Subcommittee on Border Security and Immigration,B001319,
Katie,Britt,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,B001319,
Katie,Britt,Committee on the Judiciary,Subcommittee on Intellectual Property,B001319,
Shontel,Brown,Agriculture,,B001313,
Shontel,Brown,Oversight and Government Reform,,B001313,
Shontel,Brown,Select Comm on the Strategic Competition US and China,,B001313,
Julia,Brownley,Natural Resources,,B001285,
Julia,Brownley,Transportation and Infrastructure,,B001285,
Julia,Brownley,Veterans' Affairs,,B001285,
Vern,Buchanan,Joint Committee on Taxation,,B001260,
Vern,Buchanan,Ways and Means,,B001260,
Ted,Budd,Committee on Armed Services,Subcommittee on Airland,B001305,
Ted,Budd,Committee on Armed Services,Subcommittee on Cybersecurity,B001305,
Ted,Budd,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,B001305,
Ted,Budd,Committee on Armed Services,Subcommittee on Personnel,B001305,
Ted,Budd,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",B001305,
Ted,Budd,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",B001305,
Ted,Budd,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,B001305,
Ted,Budd,Committee on Small Business and Entrepreneurship,,B001305,
Ted,Budd,Joint Economic Committee,,B001305,
Ted,Budd,Select Committee on Intelligence,,B001305,
Nikki,Budzinski,Agriculture,,B001315,
Nikki,Budzinski,Veterans' Affairs,,B001315,
Tim,Burchett,Foreign Affairs,,B001309,
Tim,Burchett,Oversight and Government Reform,,B001309,
Tim,Burchett,Transportation and Infrastructure,,B001309,
Eric,Burlison,Oversight and Government Reform,,B001316,
Eric,Burlison,Transportation and Infrastructure,,B001316,
Janelle,Bynum,Financial Services,,B001326,
Ken,Calvert,Appropriations,,C000059,
Kat,Cammack,Agriculture,,C001039,
Kat,Cammack,Energy and Commerce,,C001039,
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",C000127,
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",C000127,
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",C000127,
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",C000127,
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",C000127,
Maria,Cantwell,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,C000127,
Maria,Cantwell,Committee on Energy and Natural Resources,,C000127,
Maria,Cantwell,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",C000127,
Maria,Cantwell,Committee on Indian Affairs,,C000127,
Maria,Cantwell,Committee on Small Business and Entrepreneurship,,C000127,
Maria,Cantwell,Joint Committee on Taxation,,C000127,
Shelley,Capito,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",C001047,
Shelley,Capito,Committee on Appropriations,Subcommittee on Department of Defense,C001047,
Shelley,Capito,Committee on Appropriations,Subcommittee on Department of Homeland Security,C001047,
Shelley,Capito,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",C001047,
Shelley,Capito,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",C001047,
Shelley,Capito,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",C001047,
Shelley,Capito,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",C001047,
Shelley,Capito,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",C001047,
Shelley,Capito,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",C001047,
Shelley,Capito,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,C001047,
Shelley,Capito,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",C001047,
Shelley,Capito,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",C001047,
Shelley,Capito,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",C001047,
Shelley,Capito,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,C001047,
Shelley,Capito,Committee on Rules and Administration,,C001047,
Salud,Carbajal,Agriculture,,C001112,
Salud,Carbajal,Armed Services,,C001112,
Salud,Carbajal,Transportation and Infrastructure,,C001112,
Mike,Carey,Budget,,C001126,
Mike,Carey,House Administration,,C001126,
Mike,Carey,Joint Committee of Congress on the Library,,C001126,
Mike,Carey,Ways and Means,,C001126,
Andre,Carson,Intelligence,,C001072,
Andre,Carson,Select Comm on the Strategic Competition US and China,,C001072,
Andre,Carson,Transportation and Infrastructure,,C001072,
Earl,Carter,Budget,,C001103,
Earl,Carter,Energy and Commerce,,C001103,
John,Carter,Appropriations,,C001051,
Troy,Carter,Energy and Commerce,,C001125,
Troy,Carter,Homeland Security,,C001125,
Greg,Casar,Education and Workforce,,C001131,
Greg,Casar,Oversight and Government Reform,,C001131,
Ed,Case,Appropriations,,C001055,
Bill,Cassidy,Committee on Energy and Natural Resources,Subcommittee on Energy,C001075,
Bill,Cassidy,Committee on Energy and Natural Resources,Subcommittee on National Parks,C001075,
Bill,Cassidy,Committee on Energy and Natural Resources,Subcommittee on Water and Power,C001075,
Bill,Cassidy,Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,C001075,
Bill,Cassidy,Committee on Finance,Subcommittee on Health Care,C001075,
Bill,Cassidy,Committee on Finance,Subcommittee on Taxation and IRS Oversight,C001075,
Bill,Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,C001075,
Bill,Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,C001075,
Bill,Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,C001075,
Bill,Cassidy,Committee on Veterans' Affairs,,C001075,
Sean,Casten,Financial Services,,C001117,
Kathy,Castor,Energy and Commerce,,C001066,
Kathy,Castor,Select Comm on the Strategic Competition US and China,,C001066,
Joaquin,Castro,Foreign Affairs,,C001091,
Joaquin,Castro,Intelligence,,C001091,
Sheila,Cherfilus-McCormick,Foreign Affairs,,C001127,
Sheila,Cherfilus-McCormick,Veterans' Affairs,,C001127,
Judy,Chu,Budget,,C001080,
Judy,Chu,Ways and Means,,C001080,
Juan,Ciscomani,Appropriations,,C001133,
Juan,Ciscomani,Veterans' Affairs,,C001133,
Gilbert,Cisneros,Armed Services,,C001123,
Gilbert,Cisneros,Small Business,,C001123,
Katherine,Clark,,,C001101,
Yvette,Clarke,Energy and Commerce,,C001067,
Emanuel,Cleaver,Financial Services,,C001061,
Ben,Cline,Appropriations,,C001118,
Ben,Cline,Budget,,C001118,
Ben,Cline,Intelligence,,C001118,
Ben,Cline,Judiciary,,C001118,
Michael,Cloud,Appropriations,,C001115,
Michael,Cloud,Oversight and Government Reform,,C001115,
James,Clyburn,Appropriations,,C000537,
Andrew,Clyde,Appropriations,,C001116,
Andrew,Clyde,Budget,,C001116,
Steve,Cohen,Intelligence,,C001068,
Steve,Cohen,Judiciary,,C001068,
Tom,Cole,Appropriations,,C001053,
Mike,Collins,Natural Resources,,C001129,
Mike,Collins,"Science, Space, and Technology",,C001129,
Mike,Collins,Transportation and Infrastructure,,C001129,
Susan,Collins,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",C001035,
Susan,Collins,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",C001035,
Susan,Collins,Committee on Appropriations,Subcommittee on Department of Defense,C001035,
Susan,Collins,Committee on Appropriations,Subcommittee on Department of Homeland Security,C001035,
Susan,Collins,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",C001035,
Susan,Collins,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",C001035,
Susan,Collins,Committee on Appropriations,Subcommittee on Energy and Water Development,C001035,
Susan,Collins,Committee on Appropriations,Subcommittee on Financial Services and General Government,C001035,
Susan,Collins,Committee on Appropriations,Subcommittee on Legislative Branch,C001035,
Susan,Collins,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",C001035,
Susan,Collins,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",C001035,
Susan,Collins,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",C001035,
Susan,Collins,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,C001035,
Susan,Collins,Select Committee on Intelligence,,C001035,
James,Comer,Education and Workforce,,C001108,
James,Comer,Oversight and Government Reform,,C001108,
Herbert,Conaway,Small Business,,C001136,
Herbert,Conaway,Veterans' Affairs,,C001136,
Christopher,Coons,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",C001088,
Christopher,Coons,Committee on Appropriations,Subcommittee on Department of Defense,C001088,
Christopher,Coons,Committee on Appropriations,Subcommittee on Energy and Water Development,C001088,
Christopher,Coons,Committee on Appropriations,Subcommittee on Financial Services and General Government,C001088,
Christopher,Coons,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",C001088,
Christopher,Coons,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",C001088,
Christopher,Coons,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,C001088,
Christopher,Coons,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",C001088,
Christopher,Coons,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",C001088,
Christopher,Coons,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",C001088,
Christopher,Coons,Committee on Small Business and Entrepreneurship,,C001088,
Christopher,Coons,Committee on the Judiciary,Subcommittee on Border Security and Immigration,C001088,
Christopher,Coons,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,C001088,
Christopher,Coons,Committee on the Judiciary,Subcommittee on Intellectual Property,C001088,
Christopher,Coons,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",C001088,
Christopher,Coons,Select Committee on Ethics,,C001088,
John,Cornyn,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",C001056,
John,Cornyn,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",C001056,
John,Cornyn,Committee on Finance,Subcommittee on Taxation and IRS Oversight,C001056,
John,Cornyn,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,C001056,
John,Cornyn,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",C001056,
John,Cornyn,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",C001056,
John,Cornyn,Committee on the Budget,,C001056,
John,Cornyn,Committee on the Judiciary,Subcommittee on Border Security and Immigration,C001056,
John,Cornyn,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,C001056,
John,Cornyn,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",C001056,
John,Cornyn,Committee on the Judiciary,Subcommittee on the Constitution,C001056,
John,Cornyn,Joint Committee on Taxation,,C001056,
John,Cornyn,Select Committee on Intelligence,,C001056,
John,Cornyn,United States Senate Caucus on International Narcotics Control,,C001056,
J.,Correa,Homeland Security,,C001110,
J.,Correa,Judiciary,,C001110,
Catherine,Cortez Masto,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,C001113,
Catherine,Cortez Masto,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,C001113,
Catherine,Cortez Masto,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",C001113,
Catherine,Cortez Masto,Committee on Energy and Natural Resources,Subcommittee on Energy,C001113,
Catherine,Cortez Masto,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",C001113,
Catherine,Cortez Masto,Committee on Energy and Natural Resources,Subcommittee on Water and Power,C001113,
Catherine,Cortez Masto,Committee on Finance,Subcommittee on Health Care,C001113,
Catherine,Cortez Masto,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",C001113,
Catherine,Cortez Masto,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",C001113,
Catherine,Cortez Masto,Committee on Indian Affairs,,C001113,
Jim,Costa,Agriculture,,C001059,
Jim,Costa,Foreign Affairs,,C001059,
Tom,Cotton,Committee on Armed Services,Subcommittee on Airland,C001095,
Tom,Cotton,Committee on Armed Services,Subcommittee on Cybersecurity,C001095,
Tom,Cotton,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,C001095,
Tom,Cotton,Committee on Armed Services,Subcommittee on Strategic Forces,C001095,
Tom,Cotton,Committee on Energy and Natural Resources,Subcommittee on Energy,C001095,
Tom,Cotton,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",C001095,
Tom,Cotton,Joint Economic Committee,,C001095,
Tom,Cotton,Select Committee on Intelligence,,C001095,
Joe,Courtney,Armed Services,,C001069,
Joe,Courtney,Education and Workforce,,C001069,
Angie,Craig,Agriculture,,C001119,
Kevin,Cramer,Committee on Armed Services,Subcommittee on Airland,C001096,
Kevin,Cramer,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,C001096,
Kevin,Cramer,Committee on Armed Services,Subcommittee on Readiness and Management Support,C001096,
Kevin,Cramer,Committee on Armed Services,Subcommittee on Strategic Forces,C001096,
Kevin,Cramer,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,C001096,
Kevin,Cramer,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",C001096,
Kevin,Cramer,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",C001096,
Kevin,Cramer,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",C001096,
Kevin,Cramer,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",C001096,
Kevin,Cramer,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,C001096,
Kevin,Cramer,Committee on Veterans' Affairs,,C001096,
Elijah,Crane,Homeland Security,,C001132,
Elijah,Crane,Oversight and Government Reform,,C001132,
Jeff,Crank,Armed Services,,C001137,
Jeff,Crank,Natural Resources,,C001137,
Mike,Crapo,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,C000880,
Mike,Crapo,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",C000880,
Mike,Crapo,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",C000880,
Mike,Crapo,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",C000880,
Mike,Crapo,Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,C000880,
Mike,Crapo,Committee on Finance,Subcommittee on Health Care,C000880,
Mike,Crapo,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",C000880,
Mike,Crapo,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",C000880,
Mike,Crapo,Committee on Finance,Subcommittee on Taxation and IRS Oversight,C000880,
Mike,Crapo,Committee on the Budget,,C000880,
Mike,Crapo,Joint Committee on Taxation,,C000880,
Eric,Crawford,Agriculture,,C001087,
Eric,Crawford,Intelligence,,C001087,
Eric,Crawford,Transportation and Infrastructure,,C001087,
Dan,Crenshaw,Energy and Commerce,,C001120,
Dan,Crenshaw,Intelligence,,C001120,
Jasmine,Crockett,Judiciary,,C001130,
Jasmine,Crockett,Oversight and Government Reform,,C001130,
Jasmine,Crockett,"Select Subcomm to Investigate Questions about Jan 6, 2021",,C001130,
Jason,Crow,Armed Services,,C001121,
Jason,Crow,Intelligence,,C001121,
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",C001098,
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",C001098,
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",C001098,
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",C001098,
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",C001098,
Ted,Cruz,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,C001098,
Ted,Cruz,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,C001098,
Ted,Cruz,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",C001098,
Ted,Cruz,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",C001098,
Ted,Cruz,Committee on Rules and Administration,,C001098,
Ted,Cruz,Committee on the Judiciary,Subcommittee on Border Security and Immigration,C001098,
Ted,Cruz,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,C001098,
Ted,Cruz,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",C001098,
Ted,Cruz,Committee on the Judiciary,Subcommittee on the Constitution,C001098,
Henry,Cuellar,Appropriations,,C001063,
John,Curtis,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",C001114,
John,Curtis,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",C001114,
John,Curtis,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,C001114,
John,Curtis,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",C001114,
John,Curtis,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",C001114,
John,Curtis,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,C001114,
John,Curtis,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",C001114,
John,Curtis,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,C001114,
John,Curtis,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",C001114,
John,Curtis,Committee on Small Business and Entrepreneurship,,C001114,
Steve,Daines,Committee on Energy and Natural Resources,Subcommittee on National Parks,D000618,
Steve,Daines,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining",D000618,
Steve,Daines,Committee on Energy and Natural Resources,Subcommittee on Water and Power,D000618,
Steve,Daines,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",D000618,
Steve,Daines,Committee on Finance,Subcommittee on Health Care,D000618,
Steve,Daines,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",D000618,
Steve,Daines,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,D000618,
Steve,Daines,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,D000618,
Steve,Daines,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",D000618,
