Amount,BioGuideID,Description,ExcessReturn,House,Party,PriceChange,Range,ReportDate,Representative,SPYChange,Ticker,TickerType,Transaction,TransactionDate,last_modified
1001.0,D000032,,27.9496183245973,Representatives,R,33.0761472516389,"$1,001 - $15,000",2025-09-05,Byron Donalds,5.12652892704159,LRCX,ST,Purchase,2025-08-07,2025-09-08
1001.0,D000032,,27.9496183245973,Representatives,R,33.0761472516389,"$1,001 - $15,000",2025-09-05,Byron Donalds,5.12652892704159,LRCX,ST,Purchase,2025-08-07,2025-09-08
1001.0,D000032,,1.62806959702493,Representatives,R,6.75459852406652,"$1,001 - $15,000",2025-09-05,Byron Donalds,5.12652892704159,HWM,ST,Sale,2025-08-07,2025-09-08
15001.0,M001236,,32.5824972012244,Representatives,R,37.709026128266,"$15,001 - $50,000",2025-09-03,Tim Moore,5.12652892704159,CNC,ST,Purchase,2025-08-07,2025-09-04
15001.0,M001236,,-6.85205059638349,Representatives,R,-1.7255216693419,"$15,001 - $50,000",2025-09-03,Tim Moore,5.12652892704159,HY,ST,Purchase,2025-08-07,2025-09-04
1001.0,M001232,,-8.36699903749293,Representatives,D,-3.24047011045133,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,5.12652892704159,IDXX,ST,Sale,2025-08-07,2025-09-03
1001.0,M001232,,4.66313278191146,Representatives,D,9.78966170895305,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,5.12652892704159,JLL,ST,Purchase,2025-08-07,2025-09-03
1001.0,T000490,,-4.07621341724418,Representatives,R,1.05031550979741,"$1,001 - $15,000",2025-09-02,David J. Taylor,5.12652892704159,CRM,ST,Purchase,2025-08-07,2025-09-03
1001.0,T000490,,2.30596707446372,Representatives,R,7.43249600150531,"$1,001 - $15,000",2025-09-02,David J. Taylor,5.12652892704159,PLD,ST,Purchase,2025-08-07,2025-09-03
1001.0,T000490,,-1.01610111243679,Representatives,R,4.1104278146048,"$1,001 - $15,000",2025-09-02,David J. Taylor,5.12652892704159,VRTX,ST,Purchase,2025-08-07,2025-09-03
1001.0,M001232,,-9.42227448672767,Representatives,D,-4.29574555968608,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,5.12652892704159,CLH,ST,Sale,2025-08-07,2025-09-03
1001.0,T000490,,-7.78512380968725,Representatives,R,-2.65859488264566,"$1,001 - $15,000",2025-09-02,David J. Taylor,5.12652892704159,IBP,ST,Sale,2025-08-07,2025-09-03
1001.0,T000490,,-5.4718282950786,Representatives,R,-0.345299368037006,"$1,001 - $15,000",2025-09-02,David J. Taylor,5.12652892704159,PG,ST,Purchase,2025-08-07,2025-09-03
1001.0,M001232,,-5.14918029613247,Representatives,D,-0.0226513690908813,"$1,001 - $15,000",2025-09-02,April Mcclain Delaney,5.12652892704159,MKL,ST,Purchase,2025-08-07,2025-09-03
1001.0,C001123,TICKER CPCN,-7.47503408212884,Representatives,D,-2.41176470588235,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.06326937624648,CP,ST,Sale,2025-08-06,2025-09-15
15001.0,C001123,,-5.00141370614339,Representatives,D,0.0618556701030951,"$15,001 - $50,000",2025-09-12,Gilbert Cisneros,5.06326937624648,STRC,ST,Purchase,2025-08-06,2025-09-15
1001.0,C001123,,1.00079409009034,Representatives,D,6.06406346633682,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.06326937624648,BRK.B,ST,Sale,2025-08-06,2025-09-15
1001.0,C001123,,-2.75941888486579,Representatives,D,2.3038504913807,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.06326937624648,MDLZ,ST,Sale,2025-08-06,2025-09-15
1001.0,C001123,,2.33633562704514,Representatives,D,7.39960500329163,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.06326937624648,MET,ST,Sale,2025-08-06,2025-09-15
50001.0,C001123,,-14.8105313813012,Representatives,D,-9.74726200505477,"$50,001 - $100,000",2025-09-12,Gilbert Cisneros,5.06326937624648,LB,ST,Purchase,2025-08-06,2025-09-15
1001.0,C001123,,24.4886562943664,Representatives,D,29.5519256706129,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.06326937624648,VLO,ST,Sale,2025-08-06,2025-09-15
50001.0,F000110,,-3.80644182079,Representatives,D,1.25682755545648,"$50,001 - $100,000",2025-09-03,Cleo Fields,5.06326937624648,NVDA,ST,Purchase,2025-08-06,2025-09-04
1001.0,C001123,,-7.34271028525487,Representatives,D,-1.49876813577881,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,ZTS,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-9.43436768139095,Representatives,D,-3.5904255319149,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,CAG,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-0.933494388282016,Representatives,D,4.91044776119404,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,SLB,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,6.53999471217669,Representatives,D,12.3839368616527,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,OXY,ST,Purchase,2025-08-05,2025-09-15
15001.0,C001123,,31.2054204003247,Representatives,D,37.0493625498008,"$15,001 - $50,000",2025-09-12,Gilbert Cisneros,5.84394214947606,UNH,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-8.60307075450143,Representatives,D,-2.75912860502538,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,MRK,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,7.4254870114593,Representatives,D,13.2694291609354,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,CHRW,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-4.21627175273139,Representatives,D,1.62767039674467,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,GIS,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-8.70429281081102,Representatives,D,-2.86035066133496,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,CMCSA,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,36.7448114136232,Representatives,D,42.5887535630992,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,TSLA,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-0.485550541084452,Representatives,D,5.3583916083916,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,O,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,28.5141111529573,Representatives,D,34.3580533024334,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,CNC,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-9.08111274586996,Representatives,D,-3.2371705963939,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,CDNS,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-5.39815042337049,Representatives,D,0.445791726105564,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,KMI,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,1.01382486947654,Representatives,D,6.85776701895259,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,ADBE,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-8.82850080354382,Representatives,D,-2.98455865406776,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,UPS,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,10.4716752613216,Representatives,D,16.3156174107977,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,LMT,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-5.67496348794424,Representatives,D,0.168978661531814,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,HUM,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,17.6680392986043,Representatives,D,23.5119814480804,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,MOH,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-0.0570248118089145,Representatives,D,5.78691733766714,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,CI,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-13.4627962738158,Representatives,D,-7.6188541243397,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,TAP,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,2.79576373287689,Representatives,D,8.63970588235294,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,LUV,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-3.23644559688737,Representatives,D,2.60749655258869,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,K,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-8.37260155260254,Representatives,D,-2.52865940312649,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,MSFT,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,-3.91008365824052,Representatives,D,1.93385849123554,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,PSA,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,-9.78333608887,Representatives,D,-3.93939393939395,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,PFE,ST,Sale,2025-08-05,2025-09-15
1001.0,C001123,,9.0315191051365,Representatives,D,14.8754612546126,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,HAL,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,24.5756382701044,Representatives,D,30.4195804195804,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,APA,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,9.96771444760798,Representatives,D,15.811656597084,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,ELV,ST,Purchase,2025-08-05,2025-09-15
1001.0,C001123,,1.69245723599802,Representatives,D,7.53639938547408,"$1,001 - $15,000",2025-09-12,Gilbert Cisneros,5.84394214947606,MCK,ST,Sale,2025-08-05,2025-09-15
1001.0,W000797,,17.0223451904955,Representatives,D,22.8662873399715,"$1,001 - $15,000",2025-08-06,Debbie Wasserman Schultz,5.84394214947606,ICHR,ST,Purchase,2025-08-05,2025-08-07
1001.0,K000398,,1.49240049703891,Representatives,R,6.82731965448367,"$1,001 - $15,000",2025-09-18,Thomas H. Kean Jr,5.33491915744476,CHKP,ST,Purchase,2025-08-04,2025-09-19
1001.0,M001136,,-10.699745462984,Representatives,R,-5.3648263055392,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,HON,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-4.44836522541389,Representatives,R,0.886553932030868,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,TXN,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-4.29369518804401,Representatives,R,1.04122396940075,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,PFE,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,4.98559101431124,Representatives,R,10.320510171756,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,GS,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,19.7908025784465,Representatives,R,25.1257217358912,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,THC,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,9.45360152798409,Representatives,R,14.7885206854289,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MEDP,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-3.37704315625818,Representatives,R,1.95787600118658,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,PECO,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-11.908689649248,Representatives,R,-6.57377049180328,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CHD,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,0.371348382312031,Representatives,R,5.70626753975679,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,JNJ,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-14.1944045349932,Representatives,R,-8.8594853775484,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,ROP,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,0.662577283574334,Representatives,R,5.9974964410191,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,GPI,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-27.4156644990597,Representatives,R,-22.0807453416149,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,FLO,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-12.3295278469687,Representatives,R,-6.99460868952395,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,SAP,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-4.31550168171661,Representatives,R,1.01941747572815,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BRO,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-6.01204727438372,Representatives,R,-0.677128116938961,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,RHP,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,7.60186922103974,Representatives,R,12.9367883784845,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,FLEX,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,1.08119379936588,Representatives,R,6.41611295681064,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,FR,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-2.96525091099926,Representatives,R,2.3696682464455,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,IEX,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-5.3575299503299,Representatives,R,-0.022610792885138,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,LNT,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,1.54952060370734,Representatives,R,6.8844397611521,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,OTIS,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-2.71604221598717,Representatives,R,2.6188769414576,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,NOG,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-0.0868181413650611,Representatives,R,5.2481010160797,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,ORLY,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,1.7348482844157,Representatives,R,7.06976744186046,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,NYT,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-6.60858420598846,Representatives,R,-1.2736650485437,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,INFY,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,1.66717843584294,Representatives,R,7.0020975932877,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,HWM,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-14.1902577652694,Representatives,R,-8.85533860782465,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,ALGN,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,25.0374212680872,Representatives,R,30.3723404255319,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MKSI,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-2.82589698868724,Representatives,R,2.50902216875752,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BUD,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,11.1755755951789,Representatives,R,16.5104947526237,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,DBX,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-13.5613448527346,Representatives,R,-8.22642569528983,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BSX,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-8.36028332164971,Representatives,R,-3.02536416420495,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,DEO,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-8.35792611303599,Representatives,R,-3.02300695559123,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CAG,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-1.68839658723451,Representatives,R,3.64652257021025,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,PYPL,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-7.05974072762715,Representatives,R,-1.72482157018239,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,EQNR,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-16.5537349073696,Representatives,R,-11.2188157499249,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CARR,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-5.69413441027702,Representatives,R,-0.359215252832262,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,DLB,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-10.58244390992,Representatives,R,-5.24752475247525,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BTI,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-3.51761262236233,Representatives,R,1.81730653508243,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,GGG,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-14.5085651652616,Representatives,R,-9.17364600781687,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CSL,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-10.2069274821066,Representatives,R,-4.8720083246618,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,SNY,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,4.24872151676059,Representatives,R,6.47921760391198,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,2.23049608715139,BHLB,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-15.7559442620473,Representatives,R,-10.4210251046025,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,HDB,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-10.8222837783834,Representatives,R,-5.48736462093861,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,WHR,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-5.13270128399401,Representatives,R,0.202217873450752,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,EPAM,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,6.89132614082921,Representatives,R,12.226245298274,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,LAD,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-6.32776482834561,Representatives,R,-0.992845670900851,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CSCO,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-2.02791027294329,Representatives,R,3.30700888450148,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,EMN,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-18.6230276969499,Representatives,R,-13.2881085395052,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CNH,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,2.69746742525669,Representatives,R,8.03238658270145,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,TXT,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,0.393593688818522,Representatives,R,5.72851284626328,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,XPO,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,3.66178818324862,Representatives,R,8.99670734069339,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BHP,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-10.2804020234884,Representatives,R,-4.94548286604361,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,FCPT,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,7.77158971829488,Representatives,R,13.1065088757396,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,DOC,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,3.36996406973146,Representatives,R,8.70488322717623,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,GSK,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-6.96164092053016,Representatives,R,-1.62672176308539,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MRK,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-3.06905813025443,Representatives,R,2.26586102719033,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CUBE,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-3.41617827588501,Representatives,R,1.91874088155975,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,GWRE,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-12.4582068286776,Representatives,R,-7.12328767123289,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,PAYX,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-19.2809250746045,Representatives,R,-13.9460059171598,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MORN,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-11.2101104751017,Representatives,R,-5.87519131765689,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,APD,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,12.0116074984518,Representatives,R,17.3465266558966,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,SONY,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,8.1356811293817,Representatives,R,13.4706002868265,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,NVO,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,5.37272916278397,Representatives,R,10.7076483202287,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,UNM,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,4.55536158171657,Representatives,R,9.89028073916133,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,WDAY,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-12.3087997544597,Representatives,R,-6.97388059701492,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,VRSK,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,3.46051729784843,Representatives,R,8.79543645529319,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,DOCU,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-7.17969230020694,Representatives,R,-1.84477314276217,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,UL,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-10.5256180573855,Representatives,R,-5.19069889994071,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,ZTS,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,0.992302405233858,Representatives,R,6.32722156267862,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,CRWD,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-7.03168020571289,Representatives,R,-1.69676104826812,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,RS,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-6.31116004194253,Representatives,R,-0.976240884497763,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,UPS,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,2.18441627652831,Representatives,R,7.51933543397308,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,RRC,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,47.1585391333597,Representatives,R,52.4934582908045,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MU,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-11.6936303065751,Representatives,R,-6.3587111491303,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MKC,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,22.2013590500602,Representatives,R,27.5362782075049,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,RGLD,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-3.65565803233981,Representatives,R,1.67926112510495,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MGY,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,1.18872357460427,Representatives,R,6.52364273204903,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,AVB,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,0.827829649184078,Representatives,R,6.16274880662884,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,UNP,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,22.6238213420123,Representatives,R,27.9587404994571,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,ENTG,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,15.0221061798372,Representatives,R,20.357025337282,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,MT,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,10.5424219540075,Representatives,R,15.8773411114523,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,NTES,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-11.3649112647849,Representatives,R,-6.02999210734017,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,HIMS,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-5.84739687580484,Representatives,R,-0.51247771836008,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BAX,ST,Sale,2025-08-04,2025-09-15
1001.0,M001136,,-2.30349987250435,Representatives,R,3.03141928494041,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,NOW,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-13.042572403727,Representatives,R,-7.70765324628219,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,BCC,ST,Purchase,2025-08-04,2025-09-15
1001.0,M001136,,-24.2729080293099,Representatives,R,-18.9379888718652,"$1,001 - $15,000",2025-09-12,Lisa Mcclain,5.33491915744476,NOVT,ST,Sale,2025-08-04,2025-09-15
1001.0,J000310,,6.46847839797268,Representatives,D,11.8033975554174,"$1,001 - $15,000",2025-09-11,Julie Johnson,5.33491915744476,PKG,ST,Purchase,2025-08-04,2025-09-12
1001.0,C001047,,0.288434425695929,Senate,R,5.62335358314069,"$1,001 - $15,000",2025-09-03,Shelley Moore Capito,5.33491915744476,BLK,Stock,Sale (Partial),2025-08-04,2025-09-03
1001.0,M001236,,-12.0472479245681,Representatives,R,-6.71232876712329,"$1,001 - $15,000",2025-09-03,Tim Moore,5.33491915744476,DNUT,ST,Purchase,2025-08-04,2025-09-04
