bioguide_id,cid,first_name,last_name,slug_url,top_contributors,top_industries,contributors_period_start,contributors_period_end,contributors_period,industries_period_start,industries_period_end,industries_period
D000629,N00042626,Sharice,Davids,https://www.opensecrets.org/members-of-congress/sharice-davids/summary?cid=N00042626,"JStreetPAC ($46,025); American Israel Public Affairs Cmte ($36,504); University of Kansas ($24,642); Fair Shot PAC ($23,200); Cross Law Firm ($19,800)","Retired ($712,430); Lawyers/Law Firms ($309,460); Securities & Investment ($305,934); Leadership PACs ($254,551); Casinos/Gambling ($240,378)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000626,N00038767,Warren,Davidson,https://www.opensecrets.org/members-of-congress/warren-davidson/summary?cid=N00038767,"House Freedom Fund ($25,200); Capital Funding Group ($13,200); Phelan Insurance ($13,200); Phillips Tube Group ($13,200); CGCN Group ($11,730)","Insurance ($194,915); Real Estate ($126,242); Securities & Investment ($100,660); Commercial Banks ($89,003); Leadership PACs ($71,100)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000096,N00004884,Danny,Davis,https://www.opensecrets.org/members-of-congress/rick-crawford/summary?cid=N00030770,"Herzog Contracting ($29,800); Herzog ($19,800); Boeing Co ($11,000); American Israel Public Affairs Cmte ($10,750); American Crystal Sugar ($10,500)","Crop Production & Basic Processing ($90,920); Agricultural Services/Products ($78,250); Railroads ($67,900); Air Transport ($63,750); General Contractors ($53,800)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000230,N00049636,Donald,Davis,https://www.opensecrets.org/members-of-congress/don-davis/summary?cid=N00049636&cycle=2024,"American Israel Public Affairs Cmte ($537,110); AmeriPAC: The Fund for a Greater America ($34,625); Digidems PAC ($33,750); Swing Left ($24,408); Fair Shot PAC ($23,200)","Pro-Israel ($577,110); Retired ($506,602); Securities & Investment ($466,788); Leadership PACs ($357,560); Democratic/Liberal ($275,375)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000594,N00045793,Monica,De La Cruz,https://www.opensecrets.org/members-of-congress/monica-de-la-cruz/summary?cid=N00045793,"American Israel Public Affairs Cmte ($57,406); Energy Transfer Partners ($19,100); Brodie Generational Capital Partners ($16,500); Listos Properties ($16,500); Starkey Hearing Technologies ($16,500)","Retired ($2,345,446); Real Estate ($505,177); Republican/Conservative ($439,281); Leadership PACs ($376,869); Securities & Investment ($323,003)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000631,N00042894,Madeleine,Dean,https://www.opensecrets.org/members-of-congress/madeleine-dean/summary?cid=N00042894,"JStreetPAC ($24,250); Apollo Global Management ($20,000); University of Pennsylvania ($16,724); Service Employees International Union ($15,000); Truist Financial ($12,500)","Securities & Investment ($136,984); Retired ($128,318); Lawyers/Law Firms ($106,608); Insurance ($100,305); Real Estate ($72,524)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000197,N00006134,Diana,DeGette,https://www.opensecrets.org/members-of-congress/diana-degette/summary?cid=N00006134,"Davita Inc ($21,300); DISH Network ($20,000); Broe Group ($15,600); Xcel Energy ($12,510); Abbott Laboratories ($10,000)","Health Professionals ($174,634); Pharmaceuticals/Health Products ($147,815); Lawyers/Law Firms ($72,233); Health Services/HMOs ($66,995); Real Estate ($50,325)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000216,N00000615,Rosa,DeLauro,https://www.opensecrets.org/members-of-congress/delauro-rosa/summary?cid=N00000615&cycle=2024,"Yale University ($48,989); RTX Corp ($21,115); GiveGreen United Action ($18,200); Institute for Aegean Prehistory ($16,500); JStreetPAC ($15,293)","Health Professionals ($138,648); Lobbyists ($114,034); Lawyers/Law Firms ($103,826); Education ($85,503); Retired ($73,471)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000617,N00030693,Suzan,DelBene,https://www.opensecrets.org/members-of-congress/delbene-suzan/summary?cid=N00030693&cycle=2024,"American Israel Public Affairs Cmte ($123,400); Microsoft Corp ($110,898); Amazon.com ($47,732); T-Mobile USA ($23,423); Apollo Global Management ($22,100)","Retired ($312,475); Insurance ($210,462); Real Estate ($209,917); Health Professionals ($204,810); Democratic/Liberal ($191,301)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000530,N00049160,Christopher,Deluzio,https://www.opensecrets.org/members-of-congress/deluzio-christopher/summary?cid=N00049160&cycle=2024,"JStreetPAC ($146,620); American Israel Public Affairs Cmte ($37,900); Digidems PAC ($33,500); Fair Shot PAC ($23,200); Titan Robotics (Pennsylvania) ($20,456)","Retired ($543,267); Lawyers/Law Firms ($488,401); Securities & Investment ($443,571); Leadership PACs ($355,205); Pro-Israel ($217,181)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000623,N00030709,Mark,DeSaulnier,https://www.opensecrets.org/members-of-congress/mark-desaulnier/summary?cid=N00030709,"Mackenzie Capital Management ($12,400); American Council of Engineering Cos ($10,000); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000); American Federation of Teachers Staff Union ($10,000)","Transportation Unions ($57,812); Building Trade Unions ($51,650); Lawyers/Law Firms ($45,310); Retired ($43,947); Public Sector Unions ($42,000)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000616,N00030957,Scott,DesJarlais,https://www.opensecrets.org/members-of-congress/scott-desjarlais/summary?cid=N00030957,"McKee Foods ($19,800); House Freedom Fund ($13,600); National Assn of Realtors ($10,500); American Revival PAC ($10,000); Majority Cmte PAC ($10,000)","Leadership PACs ($62,500); Food Processing & Sales ($26,400); Real Estate ($19,326); Republican/Conservative ($17,760); Home Builders ($13,400)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000635,N00054144,Maxine,Dexter,https://www.opensecrets.org/members-of-congress/maxine-dexter/summary?cid=N00054144&cycle=2024,"Northwest Permanente ($20,228); Servenco Management ($16,500); Oregon Health & Science University ($16,125); State of Oregon ($13,600); Affordable Housing Management Group ($13,200)","Democratic/Liberal ($297,833); Health Professionals ($181,210); Retired ($150,198); Real Estate ($144,525); Securities & Investment ($126,085)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000600,N00025337,Mario,Diaz-Balart,https://www.opensecrets.org/members-of-congress/mario-diaz-balart/summary?cid=N00025337,"American Israel Public Affairs Cmte ($480,227); National Assn of Realtors ($122,000); AEG Fuels ($27,900); General Atomics ($24,000); Innovative Federal Strategies ($13,800)","Pro-Israel ($516,462); Real Estate ($193,068); Lobbyists ($139,650); Air Transport ($119,400); Misc Defense ($100,200)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000624,N00036149,Debbie,Dingell,https://www.opensecrets.org/members-of-congress/debbie-dingell/summary?cid=N00036149,"University of Michigan ($35,855); Dearborn Sausage Co ($14,705); Cisco Systems ($14,200); Rock Holdings ($14,000); Boeing Co ($13,310)","Health Professionals ($139,545); Retired ($93,196); Electric Utilities ($71,050); Lawyers/Law Firms ($70,996); Automotive ($64,008)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000399,N00006023,Lloyd,Doggett,https://www.opensecrets.org/members-of-congress/lloyd-doggett/summary?cid=N00006023,"Service Employees International Union ($20,000); University of Texas/Austin ($14,696); Perry & Haas ($11,200); American Assn for Justice ($10,000); American Dental Assn ($10,000)","Health Professionals ($128,381); Lawyers/Law Firms ($114,630); Retired ($97,213); Democratic/Liberal ($80,025); Building Trade Unions ($59,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000032,N00034016,Byron,Donalds,https://www.opensecrets.org/members-of-congress/byron-donalds/summary?cid=N00034016,"Robinhood Markets ($31,500); Cassidy Organization ($19,800); House Freedom Fund ($17,055); Andreessen Horowitz ($16,500); American Israel Public Affairs Cmte ($14,560)","Retired ($1,390,799); Republican/Conservative ($821,141); Securities & Investment ($267,272); Real Estate ($181,648); Insurance ($108,110)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000634,N00041283,Troy,Downing,https://www.opensecrets.org/members-of-congress/summary?cid=N00041283&cycle=2024,"Yellowstone Bank ($27,900); Republican Main Street Partnership ($20,000); Town Pump Inc ($20,000); Oakland & Co ($18,200); 71 Ranch LP ($13,200)","Retired ($482,853); Leadership PACs ($137,500); Real Estate ($79,354); Republican/Conservative ($73,735); Oil & Gas ($65,358)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000622,N00027860,Tammy,Duckworth,https://www.opensecrets.org/members-of-congress/tammy-duckworth/summary?cid=N00027860,"EMILY's List ($188,986); Simmons Hanly Conroy ($130,500); American Israel Public Affairs Cmte ($105,500); Marquis Energy ($77,699); United Airlines ($59,523)","Retired ($3,405,677); Lawyers/Law Firms ($900,094); Women's Issues ($780,685); Democratic/Liberal ($624,020); Securities & Investment ($519,870)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
D000628,N00037442,Neal,Dunn,https://www.opensecrets.org/members-of-congress/dunn-neal/summary?cid=N00037442&cycle=2024,"American Israel Public Affairs Cmte ($23,608); Applied Research Assoc ($19,900); Wichita Urology Group ($19,097); Continental Pacific LLC ($18,073); Advanced Urology Institute ($13,900)","Health Professionals ($273,641); Pharmaceuticals/Health Products ($127,500); Lobbyists ($91,337); Real Estate ($70,298); Health Services/HMOs ($65,750)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
D000563,N00004981,Richard,Durbin,https://www.opensecrets.org/members-of-congress/dick-durbin/summary?cid=N00004981&cycle=2024,"Power Rogers LLP ($101,816); Simmons Hanly Conroy ($80,508); State of Illinois ($62,537); Clifford Law Offices ($60,300); Kirkland & Ellis ($54,653)","Lawyers/Law Firms ($1,616,855); Retired ($907,898); Health Professionals ($407,340); Securities & Investment ($406,750); Real Estate ($358,271)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
E000246,N00049670,Chuck,Edwards,https://www.opensecrets.org/members-of-congress/chuck-edwards/summary?cid=N00049670,"American Israel Public Affairs Cmte ($34,085); Brodie Generational Capital Partners ($13,200); Energy Transfer Partners ($13,200); First Virtual Group ($13,200); JH Reaben Oil & Supply ($13,200)","Retired ($187,341); Securities & Investment ($147,838); Real Estate ($126,155); Leadership PACs ($106,000); Candidate Committees ($64,750)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000301,N00053710,Sarah,Elfreth,https://www.opensecrets.org/members-of-congress/sarah-kelly-elfreth/summary?cid=N00053710&cycle=2024,"NAI Michael Co ($19,150); Metcor Ltd ($16,500); Servenco Management ($16,500); HA Sustainable Infrastructure Capital ($14,200); Perry Jacobson ($13,900)","Pro-Israel ($611,979); Retired ($163,809); Real Estate ($109,519); Lobbyists ($71,717); Business Services ($65,403)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000071,N00042243,Jake,Ellzey,https://www.opensecrets.org/members-of-congress/jake-ellzey/summary?cid=N00042243,"American Israel Public Affairs Cmte ($83,008); Home Depot ($14,381); Peck Enterprises ($13,446); Boeing Co ($12,709); Northrop Grumman ($11,086)","Retired ($3,794,409); Republican/Conservative ($1,343,350); Real Estate ($171,817); Health Professionals ($128,564); Pro-Israel ($117,881)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000294,N00035440,Tom,Emmer,https://www.opensecrets.org/members-of-congress/tom-emmer/summary?cid=N00035440,"American Israel Public Affairs Cmte ($454,467); Google Inc ($50,850); Valero Energy ($47,000); KKR & Co ($45,100); National Assn of Broadcasters ($35,750)","Republican/Conservative ($2,093,121); Retired ($1,057,111); Securities & Investment ($888,400); Pro-Israel ($559,686); Human Rights ($383,958)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000295,N00035483,Joni,Ernst,https://www.opensecrets.org/members-of-congress/ernst-joni/summary?cid=N00035483&cycle=2024,"NorPAC ($70,570); Blackstone Group ($64,200); Apollo Global Management ($58,650); RTX Corp ($53,512); Capital Group ($45,825)","Retired ($8,317,155); Republican/Conservative ($2,641,543); Securities & Investment ($1,787,256); Real Estate ($1,335,855); Health Professionals ($722,821)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
E000299,N00041702,Veronica,Escobar,https://www.opensecrets.org/members-of-congress/veronica-escobar/summary?cid=N00041702,"Adelanto Healthcare Ventures ($14,200); Tropicana Homes ($13,200); L3Harris Technologies ($12,500); Fox Auto Team ($11,600); Hunt Companies ($10,559)","Lawyers/Law Firms ($78,400); Real Estate ($61,209); Retired ($51,965); Lobbyists ($51,850); Health Professionals ($49,179)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000297,N00034549,Adriano,Espaillat,https://www.opensecrets.org/members-of-congress/adriano-espaillat/summary?cid=N00034549,"American Israel Public Affairs Cmte ($160,810); Columbia University ($20,200); Pan Am Equities ($19,800); Monroe College ($17,100); Atabey Capital Management ($16,000)","Pro-Israel ($169,410); Real Estate ($121,475); Securities & Investment ($91,150); Health Professionals ($80,025); Lawyers/Law Firms ($57,525)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000298,N00040712,Ron,Estes,https://www.opensecrets.org/members-of-congress/ron-estes/summary?cid=N00040712,"NorPAC ($18,200); ICM Inc (Kansas) ($17,500); Watco Companies ($15,500); American Council of Engineering Cos ($15,250); Spirit Aerosystems ($15,000)","Health Professionals ($157,800); Insurance ($141,556); Air Transport ($111,700); Oil & Gas ($111,700); Real Estate ($109,825)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000296,N00038450,Dwight,Evans,https://www.opensecrets.org/members-of-congress/dwight-evans/summary?cid=N00038450,"Duane Morris LLP ($16,800); Service Employees International Union ($15,000); Comcast Corp ($11,000); American Federation of State/Cnty/Munic Employees ($10,000); Bricklayers Union ($10,000)","Lawyers/Law Firms ($90,959); Insurance ($79,000); Building Trade Unions ($78,000); Real Estate ($51,375); Health Professionals ($51,158)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000300,N00053312,Gabe,Evans,https://www.opensecrets.org/members-of-congress/timothy-gabriel-joseph-evans/summary?cid=N00053312&cycle=2024,"Haselden Construction ($20,113); Valmore Gp ($19,800); Bt Construction ($16,600); Jane Street Capital ($16,500); Transwest Automotive Group ($16,500)","Retired ($404,648); Leadership PACs ($330,900); Securities & Investment ($219,519); Real Estate ($186,901); Republican/Conservative ($148,387)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
E000235,N00048240,Mike,Ezell,https://www.opensecrets.org/members-of-congress/mike-ezell/summary?cid=N00048240,"Edison Chouest Offshore ($39,600); Cornerstone Government Affairs ($28,800); Seemann Composites ($18,634); Specs for Veterans ($16,500); Anduril Industries ($13,200)","Leadership PACs ($117,550); Sea Transport ($63,750); Lobbyists ($57,935); Lawyers/Law Firms ($52,695); Misc Defense ($49,800)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000246,N00047264,Pat,Fallon,https://www.opensecrets.org/members-of-congress/fallon-patrick/summary?cid=N00047264&cycle=2024,"Partee Enterprises ($20,757); Rodman Excavation ($16,600); Barnes Capital Management ($13,200); Blackridge (Texas) ($13,200); Fisher Investments ($13,200)","Real Estate ($79,405); Crop Production & Basic Processing ($46,200); Leadership PACs ($45,172); Securities & Investment ($42,974); Retired ($36,780)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000482,N00054800,Julie,Fedorchak,https://www.opensecrets.org/members-of-congress/julie-fedorchak/summary?cid=N00054800&cycle=2024,"State of North Dakota ($49,280); Bell Bank ($20,700); Brandt Holdings ($19,000); First International Bank & Trust ($17,728); Goldmark Property Management ($16,500)","Leadership PACs ($185,300); Retired ($184,152); Oil & Gas ($122,325); Crop Production & Basic Processing ($94,900); Pro-Israel ($88,050)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000446,N00044011,Randy,Feenstra,https://www.opensecrets.org/members-of-congress/randy-feenstra/summary?cid=N00044011,"Marquis Energy ($33,500); Doll Distributing ($32,705); Versova Management ($26,450); BGR Group ($25,898); American Council Of Life Insurers ($16,600)","Insurance ($323,654); Real Estate ($285,206); Leadership PACs ($252,600); Securities & Investment ($214,217); Retired ($164,618)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000479,N00038201,John,Fetterman,https://www.opensecrets.org/members-of-congress/john-fetterman/summary?cid=N00038201,"JStreetPAC ($175,021); Google Inc ($158,296); University of Pennsylvania ($136,216); Penn State University ($98,168); University of Pittsburgh ($97,684)","Retired ($10,013,000); Lawyers/Law Firms ($2,410,186); Education ($2,358,919); Health Professionals ($1,496,039); Securities & Investment ($1,008,640)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
F000110,N00005398,Cleo,Fields,https://www.opensecrets.org/members-of-congress/cleo-fields/summary?cid=N00005398&cycle=2024,"Talbot, Carmouche & Marcello ($26,400); LHC Group ($25,600); Robin & Assoc ($18,200); Csrs Inc ($14,700); Industrial Fabrics Inc ($13,400)","Lawyers/Law Firms ($242,567); Lobbyists ($63,400); Real Estate ($44,650); Health Professionals ($42,350); General Contractors ($27,600)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000481,N00053909,Shomari,Figures,https://www.opensecrets.org/members-of-congress/shomari-c-figures/summary?cid=N00053909&cycle=2024,"Cunningham Bounds LLC ($49,750); American Israel Public Affairs Cmte ($36,300); Blue Cross/Blue Shield of Alabama ($30,750); AmeriPAC: The Fund for a Greater America ($24,325); Ball Healthcare Services ($20,300)","Lawyers/Law Firms ($256,102); Leadership PACs ($248,744); Retired ($201,969); Securities & Investment ($125,158); Lobbyists ($79,316)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000484,,Randy,Fine,https://www.opensecrets.org/officeholders/randy-fine/summary?cycle=2021&id=41676813,"Organization unavailable for these records ($42,413); Hca Management Services ($3,000); Merck & Co ($2,000); Florida Organization Of Agents ($2,000); Southern Group ($1,500)","Lobbyists ($6,000); Lawyers/Law Firms ($5,000); Insurance ($4,750); Hospitals/Nursing Homes ($3,000); Telecom Services ($2,500)",2021,2021,2021,2021,2021,2021
F000475,N00050649,Brad,Finstad,https://www.opensecrets.org/members-of-congress/brad-finstad/summary?cid=N00050649,"MR Paving ($25,800); Christensen Farms ($20,800); King Capital Corp ($20,071); Starkey Hearing Technologies ($18,500); Target Corp ($17,700)","Crop Production & Basic Processing ($142,307); Retired ($140,026); Agricultural Services/Products ($117,846); Renewable Energy ($70,750); Leadership PACs ($65,069)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000470,N00045251,Michelle,Fischbach,https://www.opensecrets.org/members-of-congress/michelle-fischbach/summary?cid=N00045251,"American Israel Public Affairs Cmte ($30,250); Marquis Energy ($20,000); King Capital Corp ($19,800); Poet LLC ($16,600); Hubbard Broadcasting ($15,258)","Retired ($185,556); Leadership PACs ($128,400); Crop Production & Basic Processing ($109,686); Insurance ($88,002); Securities & Investment ($87,545)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000463,N00033443,Deb,Fischer,https://www.opensecrets.org/members-of-congress/fischer-deb/summary?cid=N00033443&cycle=2024,"American Israel Public Affairs Cmte ($430,658); Tenaska Inc ($59,630); Union Pacific Corp ($56,750); National Republican Senatorial Cmte ($52,801); Marquis Energy ($42,100)","Retired ($620,673); Leadership PACs ($583,239); Securities & Investment ($509,009); Pro-Israel ($506,136); Lobbyists ($379,823)",2019,2024,2019 - 2024,2019,2024,2019 - 2024
F000471,N00045434,Scott,Fitzgerald,https://www.opensecrets.org/members-of-congress/scott-fitzgerald/summary?cid=N00045434,"BGR Group ($21,900); Blackstone Group ($21,800); TruStage Financial Group ($13,400); Delta Defense Llc ($13,200); Fisher Creek West LLC ($13,200)","Insurance ($156,247); Real Estate ($123,375); Securities & Investment ($108,515); Commercial Banks ($89,805); Retired ($84,666)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000466,N00038779,Brian,Fitzpatrick,https://www.opensecrets.org/members-of-congress/fitzpatrick-brian/summary?cid=N00038779&cycle=2024,"No Labels Problem Solvers ($545,714); American Israel Public Affairs Cmte ($283,462); Blackstone Group ($33,350); Comcast Corp ($23,851); Rbc Capital Markets ($23,100)","Securities & Investment ($749,367); Misc Issues ($607,116); Leadership PACs ($458,650); Retired ($389,628); Pro-Israel ($357,862)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000459,N00030815,Charles,Fleischmann,https://www.opensecrets.org/members-of-congress/chuck-fleischmann/summary?cid=N00030815,"McKee Foods ($40,300); Oak Ridge National Laboratory ($35,050); DeRoyal Industries ($26,400); Nuscale Power ($19,300); Fluor Corp ($17,600)","Electric Utilities ($160,400); Lobbyists ($98,350); Misc Defense ($76,800); Health Professionals ($73,828); Lawyers/Law Firms ($59,205)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000468,N00041194,Lizzie,Fletcher,https://www.opensecrets.org/members-of-congress/lizzie-fletcher/summary?cid=N00041194,"American Israel Public Affairs Cmte ($124,531); Rice University ($29,090); Plains All American Pipeline ($24,900); Enterprise Products Partners ($22,700); UT MD Anderson Cancer Center ($19,860)","Lawyers/Law Firms ($233,278); Oil & Gas ($231,033); Real Estate ($160,477); Health Professionals ($160,213); Retired ($155,177)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000474,N00050145,Mike,Flood,https://www.opensecrets.org/members-of-congress/mike-flood/summary?cid=N00050145,"Tenaska Inc ($31,200); Hawkins Construction ($27,800); Crete Carrier Corp ($23,550); Norfolk Iron & Metal ($23,100); Sandhills Global ($19,800)","Securities & Investment ($163,643); Insurance ($160,650); Real Estate ($116,750); Commercial Banks ($113,650); Leadership PACs ($65,500)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000480,N00054216,Vince,Fong,https://www.opensecrets.org/members-of-congress/fong-vince/summary?cid=N00054216&cycle=2024,"San Joaquin Refining Co ($29,700); Western National Group ($26,400); Wonderful Co ($26,400); America's Credit Unions ($20,000); Koch Inc ($20,000)","Leadership PACs ($224,300); Oil & Gas ($155,256); Crop Production & Basic Processing ($152,500); Retired ($105,362); Real Estate ($101,657)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000454,N00029139,Bill,Foster,https://www.opensecrets.org/members-of-congress/bill-foster/summary?cid=N00029139,"Argonne National Laboratory ($44,945); Fermilab ($34,098); Clifford Law Offices ($33,000); JStreetPAC ($32,280); University of Chicago ($30,445)","Education ($409,862); Securities & Investment ($336,600); Retired ($300,475); Lawyers/Law Firms ($250,254); Commercial Banks ($155,350)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000477,N00049652,Valerie,Foushee,https://www.opensecrets.org/members-of-congress/valerie-foushee/summary?cid=N00049652,"University of North Carolina/Chapel Hill ($15,390); Duke University ($12,593); American Israel Public Affairs Cmte ($10,680); American Federation of State/Cnty/Munic Employees ($10,000); Jobs Education & Families First ($10,000)","Retired ($79,837); Transportation Unions ($49,000); Education ($43,298); Leadership PACs ($41,070); Public Sector Unions ($32,503)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000450,N00026166,Virginia,Foxx,https://www.opensecrets.org/members-of-congress/virginia-foxx/summary?cid=N00026166,"Apollo Global Management ($52,700); Apollo Management ($19,100); Bob Barker Co ($15,900); South College ($14,900); Randy Marion Automotive Group ($14,200)","Retired ($212,319); Securities & Investment ($210,146); Pro-Israel ($121,269); Insurance ($95,253); For-Profit Education ($94,625)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000462,N00002893,Lois,Frankel,https://www.opensecrets.org/members-of-congress/lois-frankel/summary?cid=N00002893,"American Israel Public Affairs Cmte ($371,164); Florida Crystals ($26,400); Tate Development ($16,500); Service Employees International Union ($15,000); Southern Glazer's Wine & Spirits ($15,000)","Pro-Israel ($381,614); Retired ($228,073); Real Estate ($128,860); Securities & Investment ($88,288); Lawyers/Law Firms ($84,445)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000472,N00046760,Scott,Franklin,https://www.opensecrets.org/members-of-congress/scott-franklin/summary?cid=N00046760,"American Israel Public Affairs Cmte ($39,500); Cassidy Organization ($19,800); Publix Super Markets ($17,600); US Sugar ($12,500); Van Scoyoc Assoc ($10,600)","Misc Defense ($49,805); Lobbyists ($49,750); Retired ($45,887); Crop Production & Basic Processing ($42,758); Pro-Israel ($39,750)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000483,N00030815,Laura,Friedman,https://www.opensecrets.org/members-of-congress/fleischmann-chuck/summary?cid=N00030815&cycle=2024,"McKee Foods ($40,300); Oak Ridge National Laboratory ($35,050); DeRoyal Industries ($26,400); Nuscale Power ($19,300); Fluor Corp ($17,600)","Electric Utilities ($160,400); Lobbyists ($98,350); Misc Defense ($76,800); Health Professionals ($73,828); Lawyers/Law Firms ($59,205)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000476,N00049075,Maxwell,Frost,https://www.opensecrets.org/members-of-congress/maxwell-frost/summary?cid=N00049075,"Maher Law Firm ($16,200); Service Employees International Union ($15,337); WarnerMedia Group ($15,200); Pearson Education ($13,270); Badia Spices ($13,200)","Retired ($797,737); Lawyers/Law Firms ($170,089); TV/Movies/Music ($140,194); Education ($131,411); Real Estate ($121,265)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000478,N00049165,Russell,Fry,https://www.opensecrets.org/members-of-congress/russell-fry/summary?cid=N00049165,"American Israel Public Affairs Cmte ($37,200); Kemmerer Resources ($26,400); Founder Group International ($16,500); American Crystal Sugar ($15,000); JFD Tube & Coil Products ($13,331)","Retired ($100,377); Real Estate ($71,494); Lawyers/Law Firms ($67,847); Leadership PACs ($66,550); Crop Production & Basic Processing ($56,255)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
F000469,N00041335,Russ,Fulcher,https://www.opensecrets.org/members-of-congress/russ-fulcher/summary?cid=N00041335,"House Freedom Fund ($13,600); Harris Family LP ($13,198); Tree Top Ranches ($12,000); Auto Care Assn ($10,000); Charter Communications ($10,000)","Retired ($53,767); Telecom Services ($43,250); Leadership PACs ($37,000); Real Estate ($32,516); Republican/Conservative ($32,010)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
G000574,N00036097,Ruben,Gallego,https://www.opensecrets.org/members-of-congress/ruben-gallego/summary?cid=N00036097,"University of Arizona ($110,015); Arizona State University ($104,614); Google Inc ($79,902); Stanford University ($68,452); Apple Inc ($57,407)","Retired ($13,180,614); Education ($2,543,754); Lawyers/Law Firms ($2,531,357); Democratic/Liberal ($1,990,876); Securities & Investment ($1,659,920)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
G000559,N00030856,John,Garamendi,https://www.opensecrets.org/members-of-congress/john-garamendi/summary?cid=N00030856,"Edison Chouest Offshore ($19,800); Dutra Group ($13,400); Akt Development ($13,200); Downey Brand Llp ($12,850); Grupe Co ($12,400)","Transportation Unions ($99,500); Real Estate ($88,535); Sea Transport ($55,435); Building Trade Unions ($55,000); Lawyers/Law Firms ($49,895)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
G000597,N00046030,Andrew,Garbarino,https://www.opensecrets.org/members-of-congress/garbarino-andrew/summary?cid=N00046030&cycle=2024,"No Labels Problem Solvers ($156,003); American Israel Public Affairs Cmte ($93,890); NextEra Energy ($40,000); Elliott Management ($26,850); Melaleuca Inc ($26,400)","Securities & Investment ($451,985); Insurance ($273,964); Real Estate ($224,406); Leadership PACs ($195,500); Retired ($189,844)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
G000598,N00049470,Robert,Garcia,https://www.opensecrets.org/members-of-congress/robert-garcia/summary?cid=N00049470,"City of Long Beach, CA ($18,106); Curtin Maritime ($16,500); Waterford Property Co ($13,200); Service Employees International Union ($12,500); Equality Project PAC ($12,000)","Retired ($74,314); Human Rights ($66,462); Lobbyists ($63,659); Real Estate ($62,778); Lawyers/Law Firms ($60,299)",2023,2024,2023 - 2024,2023,2024,2023 - 2024
