bioguide_id,first_name,last_name,party,state,chamber,committee_assignments
M001176,Jeff,Merkley,Democrat,OR,Senate,"Committee on Appropriations: Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Subcommittee on Commerce, Justice, Science, and Related Agencies; Subcommittee on Department of Interior, Environment, and Related Agencies (Ranking); Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on Energy and Water Development; Subcommittee on State, Foreign Operations, and Related Programs | Committee on Environment and Public Works: Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight (Ranking); Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety; Subcommittee on Transportation and Infrastructure | Committee on Foreign Relations: Subcommittee on Africa and Global Health Policy; Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy; Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues | Committee on Rules and Administration | Committee on the Budget | Joint Committee on Printing"
M001233,Mark,Messmer,Republican,IN,House,Agriculture | Armed Services | Education and Workforce
M001204,Daniel,Meuser,Republican,PA,House,Financial Services | Small Business
M000687,Kweisi,Mfume,Democrat,MD,House,Foreign Affairs | Oversight and Government Reform
M001205,Carol,Miller,Republican,WV,House,Ways and Means
M001211,Mary,Miller,Republican,IL,House,Agriculture | Education and Workforce | House Administration
M001222,Max,Miller,Republican,OH,House,"Science, Space, and Technology | Ways and Means"
M001215,Mariannette,Miller-Meeks,Republican,IA,House,Energy and Commerce | Veterans' Affairs
M001216,Cory,Mills,Republican,FL,House,Armed Services | Foreign Affairs
M001241,Dave,Min,Democrat,CA,House,Oversight and Government Reform | Natural Resources
M001244,Ashley,Moody,Republican,FL,Senate,"Committee on Health, Education, Labor, and Pensions: Subcommittee on Education and the American Family; Subcommittee on Primary Health and Retirement Security | Committee on Homeland Security and Governmental Affairs: Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs; Subcommittee on Disaster Management, District of Columbia, and Census | Committee on the Judiciary: Subcommittee on Antitrust, Competition Policy, and Consumer Rights; Subcommittee on Border Security and Immigration; Subcommittee on Intellectual Property; Subcommittee on Privacy, Technology, and the Law | Joint Economic Committee | Special Committee on Aging"
M001194,John,Moolenaar,Republican,MI,House,Appropriations | Select Comm on the Strategic Competition US and China
M001212,Barry,Moore,Republican,AL,House,Agriculture | Judiciary
M001213,Blake,Moore,Republican,UT,House,Budget | Ways and Means
M001235,Riley,Moore,Republican,WV,House,Appropriations
M001236,Tim,Moore,Republican,NC,House,Financial Services | Budget
M000934,Jerry,Moran,Republican,KS,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Commodities, Derivatives, Risk Management, and Trade; Subcommittee on Rural Development, Energy, and Credit | Committee on Appropriations: Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Subcommittee on Commerce, Justice, Science, and Related Agencies (Chairman); Subcommittee on Department of Defense; Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on State, Foreign Operations, and Related Programs; Subcommittee on Transportation, Housing and Urban Development, and Related Agencies | Committee on Commerce, Science, and Transportation: Subcommittee on Aviation, Space, and Innovation (Chairman); Subcommittee on Consumer Protection, Technology, and Data Privacy; Subcommittee on Telecommunications and Media | Committee on Indian Affairs | Committee on Veterans' Affairs | Select Committee on Intelligence"
M001224,Nathaniel,Moran,Republican,TX,House,Ethics | Ways and Means | Select Comm on the Strategic Competition US and China
M001206,Joseph,Morelle,Democrat,NY,House,Appropriations | House Administration | Joint Committee of Congress on the Library
M001234,Kelly,Morrison,Democrat,MN,House,Small Business | Veterans' Affairs
M001217,Jared,Moskowitz,Democrat,FL,House,"Foreign Affairs | Judiciary | Select Subcomm to Investigate Questions about Jan 6, 2021"
M001196,Seth,Moulton,Democrat,MA,House,Armed Services | Transportation and Infrastructure | Select Comm on the Strategic Competition US and China
M001214,Frank,Mrvan,Democrat,IN,House,Appropriations
M001225,Kevin,Mullin,Democrat,CA,House,Energy and Commerce
M001190,Markwayne,Mullin,Republican,OK,Senate,"Committee on Appropriations: Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Subcommittee on Department of Interior, Environment, and Related Agencies; Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on Financial Services and General Government; Subcommittee on Legislative Branch (Chairman); Subcommittee on State, Foreign Operations, and Related Programs | Committee on Armed Services: Subcommittee on Airland; Subcommittee on Emerging Threats and Capabilities; Subcommittee on Seapower | Committee on Health, Education, Labor, and Pensions: Subcommittee on Employment and Workplace Safety (Chairman); Subcommittee on Primary Health and Retirement Security | Committee on Indian Affairs"
M001153,Lisa,Murkowski,Republican,AK,Senate,"Committee on Appropriations: Subcommittee on Commerce, Justice, Science, and Related Agencies; Subcommittee on Department of Defense; Subcommittee on Department of Homeland Security; Subcommittee on Department of Interior, Environment, and Related Agencies (Chairman); Subcommittee on Energy and Water Development; Subcommittee on Military Construction, Veterans Affairs, and Related Agencies | Committee on Energy and Natural Resources: Subcommittee on National Parks; Subcommittee on Public Lands, Forests, and Mining | Committee on Health, Education, Labor, and Pensions: Subcommittee on Education and the American Family; Subcommittee on Primary Health and Retirement Security | Committee on Indian Affairs"
M001169,Christopher,Murphy,Democrat,CT,Senate,"Committee on Appropriations: Subcommittee on Department of Defense; Subcommittee on Department of Homeland Security (Ranking); Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on State, Foreign Operations, and Related Programs; Subcommittee on Transportation, Housing and Urban Development, and Related Agencies | Committee on Foreign Relations: Subcommittee on Europe and Regional Security Cooperation (Ranking); Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism; Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues | Committee on Health, Education, Labor, and Pensions: Subcommittee on Employment and Workplace Safety; Subcommittee on Primary Health and Retirement Security"
M001111,Patty,Murray,Democrat,WA,Senate,"Committee on Appropriations: Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Subcommittee on Commerce, Justice, Science, and Related Agencies; Subcommittee on Department of Defense; Subcommittee on Department of Homeland Security; Subcommittee on Department of Interior, Environment, and Related Agencies; Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on Energy and Water Development (Ranking); Subcommittee on Financial Services and General Government; Subcommittee on Legislative Branch; Subcommittee on Military Construction, Veterans Affairs, and Related Agencies; Subcommittee on State, Foreign Operations, and Related Programs; Subcommittee on Transportation, Housing and Urban Development, and Related Agencies | Committee on Health, Education, Labor, and Pensions: Subcommittee on Education and the American Family; Subcommittee on Primary Health and Retirement Security | Committee on the Budget | Committee on Veterans' Affairs"
N000015,Richard,Neal,Democrat,MA,House,Joint Committee on Taxation | Ways and Means
N000191,Joe,Neguse,Democrat,CO,House,Natural Resources | Judiciary | Rules
N000026,Troy,Nehls,Republican,TX,House,"Judiciary | Transportation and Infrastructure | Select Subcomm to Investigate Questions about Jan 6, 2021"
N000189,Dan,Newhouse,Republican,WA,House,Agriculture | Appropriations | Select Comm on the Strategic Competition US and China
N000188,Donald,Norcross,Democrat,NJ,House,Armed Services | Education and Workforce
N000190,Ralph,Norman,Republican,SC,House,Financial Services | Budget | Rules
N000193,Zachary,Nunn,Republican,IA,House,Agriculture | Financial Services | Select Comm on the Strategic Competition US and China
O000019,Jay,Obernolte,Republican,CA,House,"Budget | Energy and Commerce | Science, Space, and Technology"
O000172,Alexandria,Ocasio-Cortez,Democrat,NY,House,Energy and Commerce
O000175,Andrew,Ogles,Republican,TN,House,Financial Services | Homeland Security
O000176,Johnny,Olszewski,Democrat,MD,House,Foreign Affairs | Small Business
O000173,Ilhan,Omar,Democrat,MN,House,Budget | Education and Workforce
O000177,Robert,Onder,Republican,MO,House,Education and Workforce | Judiciary | Transportation and Infrastructure
O000086,Burgess,Owens,Republican,UT,House,Education and Workforce | Transportation and Infrastructure
P000034,Frank,Pallone,Democrat,NJ,House,Energy and Commerce
P000609,Gary,Palmer,Republican,AL,House,Oversight and Government Reform | Energy and Commerce
P000613,Jimmy,Panetta,Democrat,CA,House,Budget | Ways and Means
P000614,Chris,Pappas,Democrat,NH,House,Transportation and Infrastructure | Veterans' Affairs
P000622,Jimmy,Patronis,Republican,FL,House,Transportation and Infrastructure | Small Business
P000603,Rand,Paul,Republican,KY,Senate,"Committee on Foreign Relations: Subcommittee on Africa and Global Health Policy; Subcommittee on Europe and Regional Security Cooperation; Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development | Committee on Health, Education, Labor, and Pensions: Subcommittee on Education and the American Family; Subcommittee on Primary Health and Retirement Security | Committee on Homeland Security and Governmental Affairs: Permanent Subcommittee on Investigations; Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs; Subcommittee on Disaster Management, District of Columbia, and Census | Committee on Small Business and Entrepreneurship"
P000197,Nancy,Pelosi,Democrat,CA,House,
G000600,Marie Gluesenkamp,Perez,Democrat,WA,House,Appropriations
P000605,Scott,Perry,Republican,PA,House,Foreign Affairs | Oversight and Government Reform | Intelligence | Transportation and Infrastructure
P000595,Gary,Peters,Democrat,MI,Senate,"Committee on Appropriations: Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies; Subcommittee on Commerce, Justice, Science, and Related Agencies; Subcommittee on Department of Homeland Security; Subcommittee on Energy and Water Development; Subcommittee on Military Construction, Veterans Affairs, and Related Agencies | Committee on Armed Services: Subcommittee on Airland; Subcommittee on Cybersecurity; Subcommittee on Emerging Threats and Capabilities | Committee on Commerce, Science, and Transportation: Subcommittee on Coast Guard, Maritime, and Fisheries; Subcommittee on Science, Manufacturing, and Competitiveness; Subcommittee on Surface Transportation, Freight, Pipelines, and Safety (Ranking); Subcommittee on Telecommunications and Media | Committee on Homeland Security and Governmental Affairs: Permanent Subcommittee on Investigations; Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs; Subcommittee on Disaster Management, District of Columbia, and Census"
P000608,Scott,Peters,Democrat,CA,House,Budget | Energy and Commerce
P000620,Brittany,Pettersen,Democrat,CO,House,Financial Services
P000048,August,Pfluger,Republican,TX,House,Homeland Security | Energy and Commerce
P000597,Chellie,Pingree,Democrat,ME,House,Agriculture | Appropriations
P000607,Mark,Pocan,Democrat,WI,House,Appropriations
P000621,Nellie,Pou,Democrat,NJ,House,Homeland Security | Transportation and Infrastructure
P000617,Ayanna,Pressley,Democrat,MA,House,Financial Services | Oversight and Government Reform
Q000023,Mike,Quigley,Democrat,IL,House,Appropriations | Intelligence
R000617,Delia,Ramirez,Democrat,IL,House,Homeland Security | Veterans' Affairs
R000621,Emily,Randall,Democrat,WA,House,Oversight and Government Reform | Natural Resources
R000606,Jamie,Raskin,Democrat,MD,House,Judiciary
R000610,Guy,Reschenthaler,Republican,PA,House,Appropriations
R000622,Josh,Riley,Democrat,NY,House,"Agriculture | Science, Space, and Technology"
R000584,James,Risch,Republican,ID,Senate,"Committee on Energy and Natural Resources: Subcommittee on Energy; Subcommittee on Public Lands, Forests, and Mining; Subcommittee on Water and Power | Committee on Foreign Relations: Subcommittee on Africa and Global Health Policy; Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy; Subcommittee on Europe and Regional Security Cooperation; Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism; Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development; Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues | Committee on Small Business and Entrepreneurship | Select Committee on Ethics | Select Committee on Intelligence | United States Senate Caucus on International Narcotics Control"
R000620,Luz,Rivas,Democrat,CA,House,"Natural Resources | Science, Space, and Technology"
R000575,Mike,Rogers,Republican,AL,House,Armed Services
R000612,John,Rose,Republican,TN,House,Agriculture | Financial Services
R000608,Jacky,Rosen,Democrat,NV,Senate,"Committee on Armed Services: Subcommittee on Cybersecurity (Ranking); Subcommittee on Emerging Threats and Capabilities; Subcommittee on Strategic Forces | Committee on Commerce, Science, and Transportation: Subcommittee on Aviation, Space, and Innovation; Subcommittee on Science, Manufacturing, and Competitiveness; Subcommittee on Telecommunications and Media | Committee on Foreign Relations: Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism (Ranking); Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues | Committee on Small Business and Entrepreneurship"
R000305,Deborah,Ross,Democrat,NC,House,"Judiciary | Ethics | Science, Space, and Technology"
R000603,David,Rouzer,Republican,NC,House,"Agriculture | Transportation and Infrastructure | Science, Space, and Technology"
R000595,Marco,Rubio,Republican,FL,Senate,
R000599,Raul,Ruiz,Democrat,CA,House,Energy and Commerce
R000619,Michael,Rulli,Republican,OH,House,Education and Workforce | Energy and Commerce
R000609,John,Rutherford,Republican,FL,House,Appropriations | Ethics
R000579,Patrick,Ryan,Democrat,NY,House,Armed Services | Transportation and Infrastructure
S000168,Maria Elvira,Salazar,Republican,FL,House,Financial Services | Foreign Affairs
S001226,Andrea,Salinas,Democrat,OR,House,"Agriculture | Science, Space, and Technology"
S001156,Linda,Sánchez,Democrat,CA,House,Ways and Means
S001176,Steve,Scalise,Republican,LA,House,
S001205,Mary Gay,Scanlon,Democrat,PA,House,Judiciary | Rules
S001145,Janice,Schakowsky,Democrat,IL,House,Energy and Commerce
S001194,Brian,Schatz,Democrat,HI,Senate,"Committee on Appropriations: Subcommittee on Commerce, Justice, Science, and Related Agencies; Subcommittee on Department of Defense; Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on Military Construction, Veterans Affairs, and Related Agencies; Subcommittee on State, Foreign Operations, and Related Programs (Ranking); Subcommittee on Transportation, Housing and Urban Development, and Related Agencies | Committee on Commerce, Science, and Transportation: Subcommittee on Coast Guard, Maritime, and Fisheries; Subcommittee on Consumer Protection, Technology, and Data Privacy; Subcommittee on Surface Transportation, Freight, Pipelines, and Safety; Subcommittee on Telecommunications and Media | Committee on Foreign Relations: Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy; Subcommittee on Europe and Regional Security Cooperation; Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy | Committee on Indian Affairs | Select Committee on Ethics"
S001150,Adam,Schiff,Democrat,CA,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Commodities, Derivatives, Risk Management, and Trade; Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology | Committee on Environment and Public Works: Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety; Subcommittee on Fisheries, Wildlife, and Water (Ranking); Subcommittee on Transportation and Infrastructure | Committee on Small Business and Entrepreneurship | Committee on the Judiciary: Subcommittee on Antitrust, Competition Policy, and Consumer Rights; Subcommittee on Intellectual Property (Ranking); Subcommittee on Privacy, Technology, and the Law; Subcommittee on the Constitution"
S001228,Derek,Schmidt,Republican,KS,House,Armed Services | Judiciary | Small Business
S001227,Eric,Schmitt,Republican,MO,Senate,"Committee on Armed Services: Subcommittee on Airland; Subcommittee on Cybersecurity; Subcommittee on Emerging Threats and Capabilities; Subcommittee on Readiness and Management Support | Committee on Commerce, Science, and Transportation: Subcommittee on Aviation, Space, and Innovation; Subcommittee on Science, Manufacturing, and Competitiveness; Subcommittee on Surface Transportation, Freight, Pipelines, and Safety; Subcommittee on Telecommunications and Media | Committee on the Judiciary: Subcommittee on Antitrust, Competition Policy, and Consumer Rights; Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights; Subcommittee on Intellectual Property; Subcommittee on the Constitution (Chairman) | Joint Economic Committee"
S001190,Bradley Scott,Schneider,Democrat,IL,House,Foreign Affairs | Ways and Means
S001221,Hillary,Scholten,Democrat,MI,House,Transportation and Infrastructure | Small Business
S001216,Kim,Schrier,Democrat,WA,House,Energy and Commerce
S000148,Charles,Schumer,Democrat,NY,Senate,Committee on Rules and Administration | Joint Congressional Committee on Inaugural Ceremonies - 2024 | Select Committee on Intelligence
S001183,David,Schweikert,Republican,AZ,House,Ways and Means
S001189,Austin,Scott,Republican,GA,House,Agriculture | Armed Services | Intelligence | Rules
S001157,David,Scott,Democrat,GA,House,Agriculture | Financial Services
S001217,Rick,Scott,Republican,FL,Senate,"Committee on Armed Services: Subcommittee on Personnel; Subcommittee on Readiness and Management Support; Subcommittee on Seapower (Chairman) | Committee on Foreign Relations: Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism; Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development; Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues | Committee on Homeland Security and Governmental Affairs: Permanent Subcommittee on Investigations; Subcommittee on Disaster Management, District of Columbia, and Census | Committee on the Budget | Special Committee on Aging"
S000185,Robert,Scott,Democrat,VA,House,Budget | Education and Workforce
S001184,Tim,Scott,Republican,SC,Senate,"Committee on Banking, Housing, and Urban Affairs: Subcommittee on Digital Assets; Subcommittee on Economic Policy; Subcommittee on Financial Institutions and Consumer Protection; Subcommittee on Housing, Transportation, and Community Development; Subcommittee on National Security and International Trade and Finance; Subcommittee on Securities, Insurance, and Investment | Committee on Finance: Subcommittee on Energy, Natural Resources, and Infrastructure; Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness | Committee on Health, Education, Labor, and Pensions: Subcommittee on Education and the American Family; Subcommittee on Employment and Workplace Safety | Committee on Small Business and Entrepreneurship"
S001224,Keith,Self,Republican,TX,House,"Foreign Affairs | Science, Space, and Technology | Veterans' Affairs"
S000250,Pete,Sessions,Republican,TX,House,Financial Services | Oversight and Government Reform
S001185,Terri,Sewell,Democrat,AL,House,House Administration | Ways and Means
S001181,Jeanne,Shaheen,Democrat,NH,Senate,"Commission on Security and Cooperation in Europe | Committee on Appropriations: Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies (Ranking); Subcommittee on Commerce, Justice, Science, and Related Agencies; Subcommittee on Department of Defense; Subcommittee on Department of Homeland Security; Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies; Subcommittee on State, Foreign Operations, and Related Programs | Committee on Armed Services: Subcommittee on Emerging Threats and Capabilities; Subcommittee on Readiness and Management Support; Subcommittee on Seapower | Committee on Foreign Relations: Subcommittee on Africa and Global Health Policy; Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy; Subcommittee on Europe and Regional Security Cooperation; Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy; Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism; Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development; Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues | Committee on Small Business and Entrepreneurship | Select Committee on Ethics"
S000344,Brad,Sherman,Democrat,CA,House,Financial Services | Foreign Affairs
S001207,Mikie,Sherrill,Democrat,NJ,House,Armed Services | Select Comm on the Strategic Competition US and China
S001229,Jefferson,Shreve,Republican,IN,House,Foreign Affairs | Transportation and Infrastructure
S001231,Lateefah,Simon,Democrat,CA,House,Oversight and Government Reform | Small Business
S001148,Michael,Simpson,Republican,ID,House,Appropriations
S001208,Elissa,Slotkin,Democrat,MI,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Commodities, Derivatives, Risk Management, and Trade; Subcommittee on Livestock, Dairy, Poultry, and Food Safety (Ranking) | Committee on Armed Services: Subcommittee on Airland; Subcommittee on Cybersecurity; Subcommittee on Emerging Threats and Capabilities (Ranking) | Committee on Homeland Security and Governmental Affairs: Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs; Subcommittee on Disaster Management, District of Columbia, and Census | Committee on Veterans' Affairs"
S000510,Adam,Smith,Democrat,WA,House,Armed Services
S001172,Adrian,Smith,Republican,NE,House,Joint Committee on Taxation | Ways and Means
S000522,Christopher,Smith,Republican,NJ,House,Foreign Affairs
S001195,Jason,Smith,Republican,MO,House,Joint Committee on Taxation | Ways and Means
S001203,Tina,Smith,Democrat,MN,Senate,"Commission on Security and Cooperation in Europe | Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research; Subcommittee on Livestock, Dairy, Poultry, and Food Safety; Subcommittee on Rural Development, Energy, and Credit | Committee on Banking, Housing, and Urban Affairs: Subcommittee on Digital Assets; Subcommittee on Economic Policy; Subcommittee on Housing, Transportation, and Community Development (Ranking) | Committee on Finance: Subcommittee on Fiscal Responsibility and Economic Growth (Ranking); Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness | Committee on Indian Affairs"
S001199,Lloyd,Smucker,Republican,PA,House,Budget | Ways and Means
S001225,Eric,Sorensen,Democrat,IL,House,Agriculture | Armed Services
S001200,Darren,Soto,Democrat,FL,House,Energy and Commerce | Natural Resources
S000929,Victoria,Spartz,Republican,IN,House,
S001218,Melanie,Stansbury,Democrat,NM,House,Oversight and Government Reform | Natural Resources
S001211,Greg,Stanton,Democrat,AZ,House,Foreign Affairs | Transportation and Infrastructure | Select Comm on the Strategic Competition US and China
S001212,Pete,Stauber,Republican,MN,House,Natural Resources | Transportation and Infrastructure | Small Business
S001196,Elise,Stefanik,Republican,NY,House,Armed Services | Education and Workforce | Intelligence
S001213,Bryan,Steil,Republican,WI,House,Financial Services | House Administration | Joint Committee of Congress on the Library
S001215,Haley,Stevens,Democrat,MI,House,"Education and Workforce | Science, Space, and Technology | Select Comm on the Strategic Competition US and China"
S001159,Marilyn,Strickland,Democrat,WA,House,Armed Services | Transportation and Infrastructure
S001220,Dale,Strong,Republican,AL,House,Appropriations | Homeland Security
S001188,Marlin,Stutzman,Republican,IN,House,Financial Services | Budget
S001230,Suhas,Subramanyam,Democrat,VA,House,"Oversight and Government Reform | Ethics | Science, Space, and Technology"
S001198,Dan,Sullivan,Republican,AK,Senate,"Committee on Armed Services: Subcommittee on Airland; Subcommittee on Readiness and Management Support (Chairman); Subcommittee on Seapower | Committee on Commerce, Science, and Transportation: Subcommittee on Coast Guard, Maritime, and Fisheries (Chairman); Subcommittee on Surface Transportation, Freight, Pipelines, and Safety; Subcommittee on Telecommunications and Media | Committee on Environment and Public Works: Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight; Subcommittee on Fisheries, Wildlife, and Water; Subcommittee on Transportation and Infrastructure | Committee on Veterans' Affairs"
S001201,Thomas,Suozzi,Democrat,NY,House,Ways and Means
S001193,Eric,Swalwell,Democrat,CA,House,"Homeland Security | Judiciary | Select Subcomm to Investigate Questions about Jan 6, 2021"
S001223,Emilia Strong,Sykes,Democrat,OH,House,"Transportation and Infrastructure | Science, Space, and Technology"
T000472,Mark,Takano,Democrat,CA,House,Education and Workforce | Veterans' Affairs
T000490,David,Taylor,Republican,OH,House,Agriculture | Transportation and Infrastructure
T000478,Claudia,Tenney,Republican,NY,House,"Intelligence | Science, Space, and Technology | Ways and Means"
T000488,Shri,Thanedar,Democrat,MI,House,Agriculture | Homeland Security
T000193,Bennie,Thompson,Democrat,MS,House,Homeland Security
T000467,Glenn,Thompson,Republican,PA,House,Agriculture | Education and Workforce
T000460,Mike,Thompson,Democrat,CA,House,Ways and Means
T000250,John,Thune,Republican,SD,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Commodities, Derivatives, Risk Management, and Trade; Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology; Subcommittee on Livestock, Dairy, Poultry, and Food Safety | Committee on Commerce, Science, and Transportation: Subcommittee on Aviation, Space, and Innovation; Subcommittee on Consumer Protection, Technology, and Data Privacy; Subcommittee on Surface Transportation, Freight, Pipelines, and Safety; Subcommittee on Telecommunications and Media | Committee on Finance: Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness; Subcommittee on Taxation and IRS Oversight | Select Committee on Intelligence"
T000165,Thomas,Tiffany,Republican,WI,House,Natural Resources | Judiciary
T000476,Thomas,Tillis,Republican,NC,Senate,"Commission on Security and Cooperation in Europe | Committee on Banking, Housing, and Urban Affairs: Subcommittee on Digital Assets; Subcommittee on Economic Policy; Subcommittee on Financial Institutions and Consumer Protection (Chairman) | Committee on Finance: Subcommittee on Health Care; Subcommittee on International Trade, Customs, and Global Competitiveness; Subcommittee on Taxation and IRS Oversight | Committee on the Judiciary: Subcommittee on Antitrust, Competition Policy, and Consumer Rights; Subcommittee on Border Security and Immigration; Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights; Subcommittee on Intellectual Property (Chairman) | Committee on Veterans' Affairs"
T000480,William,Timmons,Republican,SC,House,Financial Services | Oversight and Government Reform
T000481,Rashida,Tlaib,Democrat,MI,House,Financial Services | Oversight and Government Reform
T000487,Jill,Tokuda,Democrat,HI,House,Agriculture | Armed Services | Select Comm on the Strategic Competition US and China
T000469,Paul,Tonko,Democrat,NY,House,Budget | Energy and Commerce
T000474,Norma,Torres,Democrat,CA,House,Appropriations | House Administration
T000486,Ritchie,Torres,Democrat,NY,House,Financial Services | Select Comm on the Strategic Competition US and China
T000482,Lori,Trahan,Democrat,MA,House,Energy and Commerce
T000491,Derek,Tran,Democrat,CA,House,Armed Services | Small Business
T000278,Tommy,Tuberville,Republican,AL,Senate,"Committee on Agriculture, Nutrition, and Forestry: Subcommittee on Commodities, Derivatives, Risk Management, and Trade; Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research; Subcommittee on Rural Development, Energy, and Credit | Committee on Armed Services: Subcommittee on Personnel (Chairman); Subcommittee on Seapower; Subcommittee on Strategic Forces | Committee on Health, Education, Labor, and Pensions: Subcommittee on Education and the American Family (Chairman); Subcommittee on Employment and Workplace Safety | Committee on Veterans' Affairs | Special Committee on Aging"
T000463,Michael,Turner,Republican,OH,House,Armed Services | Oversight and Government Reform
U000040,Lauren,Underwood,Democrat,IL,House,Appropriations
V000129,David,Valadao,Republican,CA,House,Appropriations | Joint Committee of Congress on the Library
V000134,Beth,Van Duyne,Republican,TX,House,Small Business | Ways and Means
V000128,Chris,Van Hollen,Democrat,MD,Senate,"Committee on Appropriations: Subcommittee on Commerce, Justice, Science, and Related Agencies (Ranking); Subcommittee on Department of Homeland Security; Subcommittee on Department of Interior, Environment, and Related Agencies; Subcommittee on Financial Services and General Government; Subcommittee on Transportation, Housing and Urban Development, and Related Agencies | Committee on Banking, Housing, and Urban Affairs: Subcommittee on Digital Assets; Subcommittee on Housing, Transportation, and Community Development; Subcommittee on National Security and International Trade and Finance | Committee on Foreign Relations: Subcommittee on Africa and Global Health Policy; Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy; Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development (Ranking) | Committee on the Budget"
V000135,Derrick,Van Orden,Republican,WI,House,Agriculture | Armed Services | Veterans' Affairs
V000130,Juan,Vargas,Democrat,CA,House,Financial Services
V000136,Gabe,Vasquez,Democrat,NM,House,Agriculture | Armed Services
V000131,Marc,Veasey,Democrat,TX,House,Energy and Commerce
V000081,Nydia,Velázquez,Democrat,NY,House,Financial Services | Natural Resources | Small Business
V000138,Eugene Simon,Vindman,Democrat,VA,House,Agriculture | Armed Services
W000812,Ann,Wagner,Republican,MO,House,Financial Services | Intelligence
W000798,Tim,Walberg,Republican,MI,House,Education and Workforce | Natural Resources
