first_name,middle_name,nick_name,last_name,suffix,chamber,office,role,state,state_abbr,party,fecid,green_id,green_id2,website,campaign_website,date_reelection
Ben,Ray,,Luján,,S,Senate Class 2,Senator,New Mexico,NM,Democratic,S0NM00058,G33802,G46947,https://lujan.senate.gov/,https://www.benraylujan.com/,11/3/26
Cynthia,Marie,,Lummis,,S,Senate Class 2,Senator,Wyoming,WY,Republican,S0WY00137,G35003,G46958,https://www.lummis.senate.gov/,http://www.lummisforwyoming.com/,11/3/26
Anna,Paulina,,Luna,,H,House CD 13,Member of Congress,Florida,FL,Republican,H0FL13158,G41210,G53505,https://luna.house.gov/,https://www.voteannapaulina.com/,11/3/26
Morgan,Joe,,Luttrell,,H,House CD 8,Member of Congress,Texas,TX,Republican,,G41566,,https://luttrell.house.gov/,https://www.morganluttrell.com/,11/3/26
Stephen,F.,,Lynch,,H,House CD 8,Member of Congress,Massachusetts,MA,Democratic,H2MA09072,G337,G53393,https://lynch.house.gov/,http://www.stephenflynch.com/,11/3/26
Nancy,Ruth,,Mace,,H,House CD 1,Member of Congress,South Carolina,SC,Republican,,G35028,G53703,https://mace.house.gov/,https://www.nancymace.org/,11/3/26
Ryan,Edward,,Mackenzie,,H,House CD 7,Member of Congress,Pennsylvania,PA,Republican,H8PA15195,G48549,G53691,https://mackenzie.house.gov/,https://www.mackenzieforcongress.com/,11/3/26
Seth,M.,,Magaziner,,H,House CD 2,Member of Congress,Rhode Island,RI,Democratic,H2RI02184,G42465,G53702,https://magaziner.house.gov/,https://www.sethmagaziner.com/,11/3/26
Nicole,,,Malliotakis,,H,House CD 11,Member of Congress,New York,NY,Republican,H0NY11078,G34033,G53648,https://malliotakis.house.gov/,https://www.nicolemalliotakis.com/,11/3/26
Celeste,,,Maloy,,H,House CD 2,Member of Congress,Utah,UT,Republican,H4UT02296,G13489,G53411,https://maloy.house.gov/,https://www.celesteforutah.com/,11/3/26
Tracey,Robert,,Mann,,H,House CD 1,Member of Congress,Kansas,KS,Republican,H0KS01123,G35598,G53559,https://mann.house.gov/,http://www.traceymann.com/,11/3/26
John,W.,,Mannion,,H,House CD 22,Member of Congress,New York,NY,Democratic,H4NY22085,G48471,G53660,https://mannion.house.gov/,https://www.mannionforny.com/,11/3/26
Edward,John,Ed,Markey,,S,Senate Class 2,Senator,Massachusetts,MA,Democratic,S4MA00028,G340,G39878,https://markey.senate.gov/,https://www.edmarkey.com/,11/3/26
Roger,W.,Doc,Marshall,,S,Senate Class 2,Senator,Kansas,KS,Republican,S0KS00315,G33748,G46936,https://marshall.senate.gov/,https://www.kansansformarshall.com/,11/3/26
Thomas,H.,,Massie,,H,House CD 4,Member of Congress,Kentucky,KY,Republican,H2KY04121,G13913,G53565,https://massie.house.gov/,http://www.thomasmassie.com/,11/3/26
Brian,,,Mast,,H,House CD 21,Member of Congress,Florida,FL,Republican,H6FL18097,G22678,G52663,https://mast.house.gov/,http://www.mastforcongress.com/,11/3/26
Doris,K.,,Matsui,,H,House CD 7,Member of Congress,California,CA,Democratic,H6CA05195,G60,G53452,https://matsui.house.gov/,http://www.matsuiforcongress.com/,11/3/26
Lucia,Kay,Lucy,McBath,,H,House CD 6,Member of Congress,Georgia,GA,Democratic,H8GA06393,G31482,G53521,https://mcbath.house.gov/,http://www.lucyforcongress.com/,11/3/26
Sarah,Elizabeth,,McBride,,H,House At-Large,Member of Congress,Delaware,DE,Democratic,H4DE00045,G48367,G53498,https://mcbride.house.gov/,https://www.sarahmcbride.com/,11/3/26
Michael,T.,,McCaul,,H,House CD 10,Member of Congress,Texas,TX,Republican,,G710,,https://mccaul.house.gov/,http://www.michaelmccaul.com/,11/3/26
Lisa,,,McClain,,H,House CD 9,Member of Congress,Michigan,MI,Republican,H0MI10287,G36071,G53591,https://mcclain.house.gov/,http://www.lisamcclainforcongress.com/,11/3/26
April,,,McClain Delaney,,H,House CD 6,Member of Congress,Maryland,MD,Democratic,H4MD06340,G49130,G53582,https://mcclaindelaney.house.gov/,https://www.aprilmcclaindelaneyforcongress.com/,11/3/26
Jennifer,L.,,McClellan,,H,House CD 4,Member of Congress,Virginia,VA,Democratic,H4VA04066,G24243,G53764,https://mcclellan.house.gov/,https://www.jennifermcclellan.com/,11/3/26
Thomas,,Tom,McClintock,,H,House CD 5,Member of Congress,California,CA,Republican,H8CA04152,G3186,G53449,https://mcclintock.house.gov/,http://www.tommcclintock.com/,11/3/26
Betty,,,McCollum,,H,House CD 4,Member of Congress,Minnesota,MN,Democratic-Farmer Labor,H0MN04049,G53596,G387,https://mccollum.house.gov/,http://www.mccollumforcongress.com/,11/3/26
Mitch,,,McConnell,,S,Senate Class 2,Senator,Kentucky,KY,Republican,,G304,,http://mcconnell.senate.gov/,http://www.teammitch.com/,11/3/26
David,H.,Dave,McCormick,,S,Senate Class 1,Senator,Pennsylvania,PA,Republican,,G48846,,https://mccormick.senate.gov/,https://www.davemccormickpa.com/,11/5/30
Richard,Dean,Rich,McCormick,,H,House CD 7,Member of Congress,Georgia,GA,Republican,H0GA07273,G39669,G53522,https://mccormick.house.gov/,https://www.richmccormick.us/,11/3/26
Kristen,,,McDonald Rivet,,H,House CD 8,Member of Congress,Michigan,MI,Democratic,H4MI08218,G49835,G53320,https://mcdonaldrivet.house.gov/,https://www.kristenmcdonaldrivet.com/,11/3/26
Addison,Parker,,McDowell,,H,House CD 6,Member of Congress,North Carolina,NC,Republican,H4NC06177,G49631,G53310,https://mcdowell.house.gov/,https://www.mcdowellfornc.com/,11/3/26
Morgan,,,McGarvey,,H,House CD 3,Member of Congress,Kentucky,KY,Democratic,H2KY03206,G42727,G53564,https://mcgarvey.house.gov/,http://morganmcgarvey.com/,11/3/26
James,P.,Jim,McGovern,,H,House CD 2,Member of Congress,Massachusetts,MA,Democratic,H4MA03022,G331,G53326,https://mcgovern.house.gov/,http://www.jimmcgovern.com/,11/3/26
John,J.,,McGuire,III,H,House CD 5,Member of Congress,Virginia,VA,Republican,H0VA07133,G49312,G52699,https://mcguire.house.gov/,http://www.mcguireva.com/,11/3/26
LaMonica,R.,,McIver,,H,House CD 10,Member of Congress,New Jersey,NJ,Democratic,H4NJ10176,G503,G53628,https://mciver.house.gov/,https://www.lamonicamciver.com/,11/3/26
Gregory,Weldon,,Meeks,,H,House CD 5,Member of Congress,New York,NY,Democratic,H8NY06048,G540,G53642,https://meeks.house.gov/,http://www.congressmangregorymeeks.com/,11/3/26
Robert,J.,Rob,Menendez,,H,House CD 8,Member of Congress,New Jersey,NJ,Democratic,H2NJ08232,G43445,G53626,https://menendez.house.gov/,https://www.robmenendez.com/,11/3/26
Grace,,,Meng,,H,House CD 6,Member of Congress,New York,NY,Democratic,H2NY06116,G14833,G53643,https://meng.house.gov/,http://www.gracefornewyork.com/,11/3/26
Jeffrey,Alan,Jeff,Merkley,,S,Senate Class 2,Senator,Oregon,OR,Democratic,S8OR00207,G1972,G46949,https://merkley.senate.gov/,http://www.jeffmerkley.com/,11/3/26
Mark,,,Messmer,,H,House CD 8,Member of Congress,Indiana,IN,Republican,H4IN08249,G50082,G53556,https://messmer.house.gov/,https://www.markmessmer.com/,11/3/26
Daniel,Philip,Dan,Meuser,,H,House CD 9,Member of Congress,Pennsylvania,PA,Republican,H8PA10147,G29237,G53403,https://meuser.house.gov/,http://www.meuserforcongress.com/,11/3/26
Kweisi,,,Mfume,,H,House CD 7,Member of Congress,Maryland,MD,Democratic,H6MD07020,G352,G53583,https://mfume.house.gov/,https://www.mfumeforcongress.com/,11/3/26
Carol,Devine,,Miller,,H,House CD 1,Member of Congress,West Virginia,WV,Republican,H8WV03097,G28904,G53791,https://miller.house.gov/,http://www.electcarolmiller.com/,11/3/26
Mary,,,Miller,,H,House CD 15,Member of Congress,Illinois,IL,Republican,H0IL15129,G35972,G53548,https://marymiller.house.gov/,https://www.marymillerforcongress.com/,11/3/26
Max,,,Miller,,H,House CD 7,Member of Congress,Ohio,OH,Republican,H2OH16051,G40248,G53668,https://maxmiller.house.gov/,https://www.votemaxmiller.com/,11/3/26
Mariannette,Jane,,Miller-Meeks,,H,House CD 1,Member of Congress,Iowa,IA,Republican,H8IA02043,G39705,G53532,https://millermeeks.house.gov/,https://drmillermeeks.com/,11/3/26
Cory,Lee,,Mills,,H,House CD 7,Member of Congress,Florida,FL,Republican,H2FL07156,G40523,G53501,https://mills.house.gov/,https://www.millsforflorida.com/,11/3/26
Dave,,,Min,,H,House CD 47,Member of Congress,California,CA,Democratic,H4CA47085,G47171,G53482,https://min.house.gov/,http://www.davemin.com/,11/3/26
Ashley,,,Moody,,S,Senate Class 3,Senator,Florida,FL,Republican,S6FL00640,G52728,G5561,https://moody.senate.gov/,https://www.ashleymoody.com/,11/7/28
John,R.,,Moolenaar,,H,House CD 2,Member of Congress,Michigan,MI,Republican,H4MI04126,G20502,G53586,https://moolenaar.house.gov/,http://www.johnmoolenaarforcongress.com/,11/3/26
Blake,David,,Moore,,H,House CD 1,Member of Congress,Utah,UT,Republican,H0UT01205,G37326,G53759,https://blakemoore.house.gov/,https://www.electmoore.com/,11/3/26
Felix,Barry,Barry,Moore,,H,House CD 1,Member of Congress,Alabama,AL,Republican,,G35350,,https://barrymoore.house.gov/,http://www.barrymooreforcongress.com/,11/3/26
Gwendolynne,S.,Gwen,Moore,,H,House CD 4,Member of Congress,Wisconsin,WI,Democratic,H4WI04183,G802,G53786,https://gwenmoore.house.gov/,https://www.gwenmooreforcongress.com/,11/3/26
Riley,McGowan,,Moore,,H,House CD 2,Member of Congress,West Virginia,WV,Republican,H4WV02205,G46919,G53412,http://rileymoore.house.gov/,https://www.mooreforwv.com/,11/3/26
Timothy,Keith,Tim,Moore,,H,House CD 14,Member of Congress,North Carolina,NC,Republican,H4NC14015,G49193,G53617,https://timmoore.house.gov/,https://www.timmoorenc.com/,11/3/26
Jerry,,,Moran,,S,Senate Class 3,Senator,Kansas,KS,Republican,,G5053,,https://moran.senate.gov/,http://www.moranforkansas.com/,11/7/28
Nathaniel,Quentin,,Moran,,H,House CD 1,Member of Congress,Texas,TX,Republican,H2TX01112,G43195,G53718,https://moran.house.gov/,https://www.nathanielmoran.com/,11/3/26
Joseph,D.,Joe,Morelle,,H,House CD 25,Member of Congress,New York,NY,Democratic,H8NY25105,G31950,G53662,https://morelle.house.gov/,https://www.votemorelle.com/,11/3/26
Bernie,,,Moreno,,S,Senate Class 1,Senator,Ohio,OH,Republican,,G47598,,https://moreno.senate.gov/,https://www.berniemoreno.com/,11/5/30
Kelly,Louise,,Morrison,,H,House CD 3,Member of Congress,Minnesota,MN,Democratic-Farmer Labor,H4MN03118,G53595,G49233,https://morrison.house.gov/,https://www.kellyforcongress.org/,11/3/26
Jared,E.,,Moskowitz,,H,House CD 23,Member of Congress,Florida,FL,Democratic,H2FL22171,G44584,G52664,https://moskowitz.house.gov/,https://www.jaredforflorida.com/,11/3/26
Seth,W.,,Moulton,,H,House CD 6,Member of Congress,Massachusetts,MA,Democratic,H4MA06090,G17984,G53574,https://moulton.house.gov/,http://www.sethmoulton.com/,11/3/26
James,C.,Jim,Moylan,,O,Delegate to the House of Representatives,Territorial Delegate,Guam,GU,Republican,H2GU01031,G44924,G53343,https://moylan.house.gov/,https://www.jamesmoylan.com/,11/3/26
Frank,J.,,Mrvan,,H,House CD 1,Member of Congress,Indiana,IN,Democratic,H0IN01150,G36154,G53551,https://mrvan.house.gov/,https://www.mrvanforcongress.com/,11/3/26
Kevin,,,Mullin,,H,House CD 15,Member of Congress,California,CA,Democratic,H2CA14162,G43092,G53458,https://kevinmullin.house.gov/,https://www.kevinmullinforcongress.com/,11/3/26
Markwayne,,,Mullin,,S,Senate Class 2,Senator,Oklahoma,OK,Republican,S2OK00186,G605,G47202,https://mullin.senate.gov/,http://www.mullinforamerica.com/,11/3/26
Lisa,,,Murkowski,,S,Senate Class 3,Senator,Alaska,AK,Republican,,G4,,http://murkowski.senate.gov/,http://www.lisamurkowski.com/,11/7/28
Christopher,Scott,Chris,Murphy,,S,Senate Class 1,Senator,Connecticut,CT,Democratic,,G11806,,https://www.murphy.senate.gov/,http://www.chrismurphy.com/,11/5/30
Gregory,Francis,Greg,Murphy,,H,House CD 3,Member of Congress,North Carolina,NC,Republican,H0NC03172,G445,G53611,https://murphy.house.gov/,https://www.murphy4congress.com/,11/3/26
Patricia,L.,Patty,Murray,,S,Senate Class 3,Senator,Washington,WA,Democratic,,G793,,https://murray.senate.gov/,http://www.pattymurray.com/,11/7/28
Jerrold,Lewis,Jerry,Nadler,,H,House CD 12,Member of Congress,New York,NY,Democratic,,G542,,https://nadler.house.gov/,http://www.jerrynadler.com/,11/3/26
Richard,E.,,Neal,,H,House CD 1,Member of Congress,Massachusetts,MA,Democratic,H8MA02041,G330,G53571,https://neal.house.gov/,http://www.nealforcongress.com/,11/3/26
Joseph,,Joe,Neguse,,H,House CD 2,Member of Congress,Colorado,CO,Democratic,H8CO02160,G28538,G53488,https://neguse.house.gov/,http://www.joeforcolorado.com/,11/3/26
Troy,E.,,Nehls,,H,House CD 22,Member of Congress,Texas,TX,Republican,H0TX22302,G35745,G53408,https://nehls.house.gov/,https://www.nehlsforcongress.com/,11/3/26
Daniel,Milton,Dan,Newhouse,,H,House CD 4,Member of Congress,Washington,WA,Republican,H4WA04104,G19704,G53776,https://newhouse.house.gov/,http://www.dannewhouse.com/,11/3/26
Donald,W.,,Norcross,,H,House CD 1,Member of Congress,New Jersey,NJ,Democratic,H4NJ01084,G19393,G53620,https://norcross.house.gov/,http://www.donaldnorcrossforcongress.com/,11/3/26
Ralph,W.,,Norman,Jr.,H,House CD 5,Member of Congress,South Carolina,SC,Republican,,G7410,G53707,https://norman.house.gov/,https://www.electralphnorman.com/,11/3/26
Eleanor,Holmes,,Norton,,O,Delegate to the House of Representatives,Territorial Delegate,District of Columbia,DC,Democratic,H0DC00058,G142,G53497,https://norton.house.gov/,https://www.eleanorfordc.com/,11/3/26
Zach,,,Nunn,,H,House CD 3,Member of Congress,Iowa,IA,Republican,H2IA03119,G41991,G53534,https://nunn.house.gov/,http://www.zachnunn.com/,11/3/26
Jay,,,Obernolte,,H,House CD 23,Member of Congress,California,CA,Republican,H0CA08135,G35682,G53463,https://obernolte.house.gov/,http://www.electjay.com/,11/3/26
Alexandria,,,Ocasio-Cortez,,H,House CD 14,Member of Congress,New York,NY,Democratic,H8NY15148,G28181,G53651,https://ocasio-cortez.house.gov/,https://www.ocasiocortez.com/,11/3/26
Andy,,,Ogles,,H,House CD 5,Member of Congress,Tennessee,TN,Republican,H2TN05446,G45073,G53714,https://ogles.house.gov/,https://www.andyogles.com/,11/3/26
John,Anthony,Johnny O,Olszewski,Jr.,H,House CD 2,Member of Congress,Maryland,MD,Democratic,H4MD02232,G50121,G53577,https://olszewski.house.gov/,https://www.gojohnnyo.com/,11/3/26
Ilhan,,,Omar,,H,House CD 5,Member of Congress,Minnesota,MN,Democratic-Farmer Labor,H8MN05239,G53321,G32739,https://omar.house.gov/,http://www.ilhanomar.com/,11/3/26
Robert,Frank,Bob,Onder,Jr.,H,House CD 3,Member of Congress,Missouri,MO,Republican,H8MO09146,G49142,G52705,https://onder.house.gov/,https://www.bobondermo.com/,11/3/26
T.,Jonathan,Jon,Ossoff,,S,Senate Class 2,Senator,Georgia,GA,Democratic,S8GA00180,G39636,G46933,https://ossoff.senate.gov/,https://www.electjon.com/,11/6/26
Burgess,,,Owens,,H,House CD 4,Member of Congress,Utah,UT,Republican,H0UT04076,G36133,G53761,https://owens.house.gov/,https://www.burgess4utah.com/,11/3/26
Alex,,,Padilla,,S,Senate Class 3,Senator,California,CA,Democratic,,G22084,,https://padilla.senate.gov/,http://www.alex-padilla.com/,11/7/28
Frank,,,Pallone,Jr.,H,House CD 6,Member of Congress,New Jersey,NJ,Democratic,H8NJ03073,G499,G53623,https://pallone.house.gov/,http://www.pallonefornewjersey.com/,11/3/26
Gary,,,Palmer,,H,House CD 6,Member of Congress,Alabama,AL,Republican,H4AL06098,G18580,G53434,https://palmer.house.gov/,http://www.palmerforalabama.com/,11/3/26
James,Varni,Jimmy,Panetta,,H,House CD 19,Member of Congress,California,CA,Democratic,H6CA20152,G23319,G53379,https://panetta.house.gov/,https://www.jimmypanetta.com/,11/3/26
Christopher,C.,Chris,Pappas,,S,Senate Class 2,Member of Congress,New Hampshire,NH,Democratic,S6NH00141,G53194,G29783,https://pappas.house.gov/,https://www.chrispappas.org/,11/3/26
Jimmy,,,Patronis,Jr.,H,House CD 1,Member of Congress,Florida,FL,Republican,,G24494,,https://patronis.house.gov/,http://www.mattgaetz.com/,11/3/26
Rand,,,Paul,,S,Senate Class 3,Senator,Kentucky,KY,Republican,,G6319,,https://paul.senate.gov/,https://www.randpaul.com/,11/7/28
Nancy,,,Pelosi,,H,House CD 11,Member of Congress,California,CA,Democratic,H8CA05035,G63,G53455,https://pelosi.house.gov/,http://www.pelosiforcongress.org/,11/3/26
Scott,G.,,Perry,,H,House CD 10,Member of Congress,Pennsylvania,PA,Republican,H2PA04135,G14063,G53693,https://perry.house.gov/,https://www.patriotsforperry.com/,11/3/26
Gary,C.,,Peters,,S,Senate Class 2,Senator,Michigan,MI,Democratic,,G17552,,http://www.peters.senate.gov/,http://www.petersformichigan.com/,11/3/26
Scott,,,Peters,,H,House CD 50,Member of Congress,California,CA,Democratic,H2CA52089,G13276,G53485,https://scottpeters.house.gov/,http://www.scottpeters.com/,11/3/26
Brittany,Louise,,Pettersen,,H,House CD 7,Member of Congress,Colorado,CO,Democratic,H8CO07045,G43695,G53492,https://pettersen.house.gov/,https://www.brittanypettersen.com/,11/3/26
August,Lee,,Pfluger,II,H,House CD 11,Member of Congress,Texas,TX,Republican,H0TX11230,G35638,G53728,https://pfluger.house.gov/,http://www.augustpfluger.com/,11/3/26
Chellie,M.,,Pingree,,H,House CD 1,Member of Congress,Maine,ME,Democratic,H8ME01120,G1380,G53394,https://pingree.house.gov/,http://www.chelliepingree.com/,11/3/26
Stacey,E.,,Plaskett,,O,Delegate to the House of Representatives,Territorial Delegate,Virgin Islands,VI,Democratic,H2VI00082,G18910,G53771,https://plaskett.house.gov/,https://x.com/StaceyPlaskett,11/3/26
Mark,,,Pocan,,H,House CD 2,Member of Congress,Wisconsin,WI,Democratic,H2WI02124,G13107,G53784,https://pocan.house.gov/,http://www.pocanforcongress.com/,11/3/26
Nelida,,Nellie,Pou,,H,House CD 9,Member of Congress,New Jersey,NJ,Democratic,H4NJ09194,G51711,G53627,https://pou.house.gov/,https://www.nelliepoufornewjersey.com/,11/3/26
Ayanna,S.,,Pressley,,H,House CD 7,Member of Congress,Massachusetts,MA,Democratic,H8MA07032,G30764,G53575,https://pressley.house.gov/,https://www.ayannapressley.com/,11/3/26
Mike,,,Quigley,,H,House CD 5,Member of Congress,Illinois,IL,Democratic,H0IL05096,G245,G53540,https://quigley.house.gov/,https://www.quigleyforcongress.com/,11/3/26
Delia,C.,,Ramirez,,H,House CD 3,Member of Congress,Illinois,IL,Democratic,H2IL03162,G43256,G53538,https://ramirez.house.gov/,https://www.deliaforcongress.com/,11/3/26
Emily,,,Randall,,H,House CD 6,Member of Congress,Washington,WA,Democratic,H4WA06117,G49324,G53778,https://randall.house.gov/,https://www.electemilyrandall.com/,11/3/26
Jamin,B.,Jamie,Raskin,,H,House CD 8,Member of Congress,Maryland,MD,Democratic,H6MD08457,G22410,G53584,https://raskin.house.gov/,http://www.jamieraskin.com/,11/3/26
John,F.,Jack,Reed,,S,Senate Class 2,Senator,Rhode Island,RI,Democratic,S6RI00163,G656,G46950,http://reed.senate.gov/,https://www.jackreed.com/,11/3/26
Guy,L.,,Reschenthaler,,H,House CD 14,Member of Congress,Pennsylvania,PA,Republican,H8PA18199,G33563,G53697,https://reschenthaler.house.gov/,https://www.guyforpa.com/,11/3/26
Pete,,,Ricketts,,S,Senate Class 2,Senator,Nebraska,NE,Republican,S6NE00129,G18083,G47247,https://ricketts.senate.gov/,http://www.petericketts.com/,11/3/26
Josh,,,Riley,,H,House CD 19,Member of Congress,New York,NY,Democratic,H8NY22177,G47607,G53655,https://riley.house.gov/,https://www.joshrileyforcongress.com/,11/3/26
James,E.,Jim,Risch,,S,Senate Class 2,Senator,Idaho,ID,Republican,S8ID00092,G2265,G41577,https://risch.senate.gov/,http://www.senatorrisch.com/,11/3/26
Luz,Maria,,Rivas,,H,House CD 29,Member of Congress,California,CA,Democratic,H4CA29141,G49399,G53382,https://rivas.house.gov/,https://www.luzforcongress.com/,11/3/26
Lisa,Blunt,,Rochester,,S,Senate Class 1,Senator,Delaware,DE,Democratic,,G47695,,https://bluntrochester.senate.gov/,http://www.lisabluntrochester.com/,11/5/30
Harold,Dallas,Hal,Rogers,,H,House CD 5,Member of Congress,Kentucky,KY,Republican,H0KY05015,G301,G53566,https://halrogers.house.gov/,https://www.congressmanhalrogers.com/,11/3/26
Michael,Dennis,Mike,Rogers,,H,House CD 3,Member of Congress,Alabama,AL,Republican,H2AL03032,G11,G53797,https://mikerogers.house.gov/,http://www.mikerogersforcongress.com/,11/3/26
John,W.,,Rose,,H,House CD 6,Member of Congress,Tennessee,TN,Republican,,G29069,G52940,https://johnrose.house.gov/,https://www.johnrose.com/,11/3/26
Jacklyn,Sheryl,Jacky,Rosen,,S,Senate Class 1,Senator,Nevada,NV,Democratic,,G26933,,https://rosen.senate.gov/,http://www.rosenfornevada.com/,11/5/30
Deborah,Koff,,Ross,,H,House CD 2,Member of Congress,North Carolina,NC,Democratic,H0NC02125,G36426,G53610,https://ross.house.gov/,https://www.deborahross.com/,11/3/26
Marion,Michael,Mike,Rounds,,S,Senate Class 2,Senator,South Dakota,SD,Republican,S4SD00049,G16638,G46953,http://www.rounds.senate.gov/,http://www.roundsforsenate.com/,11/3/26
David,Cheston,,Rouzer,,H,House CD 7,Member of Congress,North Carolina,NC,Republican,H2NC07096,G17016,G53613,https://rouzer.house.gov/,http://www.davidrouzer.com/,11/3/26
Chip,,,Roy,,H,House CD 21,Member of Congress,Texas,TX,Republican,,G30101,,https://roy.house.gov/,http://www.chiproy.com/,11/3/26
Raul,,,Ruiz,,H,House CD 25,Member of Congress,California,CA,Democratic,H2CA36439,G13193,G53465,https://ruiz.house.gov/,http://www.drraulruiz.com/,11/3/26
Michael,A.,,Rulli,,H,House CD 6,Member of Congress,Ohio,OH,Republican,H4OH06165,G7470,G53667,https://rulli.house.gov/,https://www.michaelrulli.com/,11/3/26
John,H.,,Rutherford,,H,House CD 5,Member of Congress,Florida,FL,Republican,H6FL04105,G22637,G53340,https://rutherford.house.gov/,http://www.votejohnrutherford.com/,11/3/26
Patrick,K.,Pat,Ryan,,H,House CD 18,Member of Congress,New York,NY,Democratic,H8NY19223,G39627,G53654,https://patryan.house.gov/,https://www.patryanforcongress.com/,11/3/26
Linda,T.,,Sánchez,,H,House CD 38,Member of Congress,California,CA,Democratic,H2CA39078,G94,G53475,https://lindasanchez.house.gov/,http://www.voteforlinda.com/,11/3/26
María,Elvira,,Salazar,,H,House CD 27,Member of Congress,Florida,FL,Republican,H8FL27185,G35306,G53515,https://salazar.house.gov/,https://www.mariaelvirasalazar.com/,11/3/26
Andrea,,,Salinas,,H,House CD 6,Member of Congress,Oregon,OR,Democratic,H2OR06066,G42953,G53684,https://salinas.house.gov/,https://www.andreasalinasfororegon.com/,11/3/26
Bernard,,Bernie,Sanders,,S,Senate Class 1,Senator,Vermont,VT,Independent,,G773,,https://sanders.senate.gov/,https://www.berniesanders.com/,11/5/30
Stephen,J.,Steve,Scalise,,H,House CD 1,Member of Congress,Louisiana,LA,Republican,H0LA01087,G313,G53567,https://scalise.house.gov/,http://www.stevescalise.com/,11/3/26
Mary,Gay,,Scanlon,,H,House CD 5,Member of Congress,Pennsylvania,PA,Democratic,H8PA07200,G33560,G53689,https://scanlon.house.gov/,https://www.scanlonforcongress.com/,11/3/26
Janice,D.,Jan,Schakowsky,,H,House CD 9,Member of Congress,Illinois,IL,Democratic,,G249,,https://schakowsky.house.gov/,http://www.janschakowsky.org/,11/3/26
Brian,Emanuel,,Schatz,,S,Senate Class 3,Senator,Hawaii,HI,Democratic,,G213,,https://schatz.senate.gov/,http://www.brianschatz.com/,11/7/28
Adam,B.,,Schiff,,S,Senate Class 1,Senator,California,CA,Democratic,,G112,,https://schiff.senate.gov/,http://www.adamschiff.com/,11/5/30
Derek,,,Schmidt,,H,House CD 2,Member of Congress,Kansas,KS,Republican,H4KS02164,G50892,G53560,https://schmidt.house.gov/,https://www.derekschmidt.com/,11/3/26
Eric,S.,,Schmitt,,S,Senate Class 3,Senator,Missouri,MO,Republican,,G40455,,https://schmitt.senate.gov/,https://www.schmittforsenate.com/,11/7/28
Bradley,Scott,Brad,Schneider,,H,House CD 10,Member of Congress,Illinois,IL,Democratic,H2IL10068,G22444,G53390,https://schneider.house.gov/,http://www.schneiderforcongress.com/,11/3/26
Hillary,,,Scholten,,H,House CD 3,Member of Congress,Michigan,MI,Democratic,H0MI03316,G44057,G53183,https://scholten.house.gov/,https://www.hillaryscholten.com/,11/3/26
Kim,,,Schrier,,H,House CD 8,Member of Congress,Washington,WA,Democratic,H8WA08189,G29042,G53780,https://schrier.house.gov/,https://www.drkimschrier.com/,11/3/26
Charles,E.,Chuck,Schumer,,S,Senate Class 3,Senator,New York,NY,Democratic,,G565,,https://schumer.senate.gov/,http://www.chuckschumer.com/,11/7/28
David,S.,,Schweikert,,H,House CD 1,Member of Congress,Arizona,AZ,Republican,,G5488,G53439,https://schweikert.house.gov/,http://www.davidschweikert.com/,11/3/26
David,Albert,,Scott,,H,House CD 13,Member of Congress,Georgia,GA,Democratic,H2GA13012,G201,G53528,https://davidscott.house.gov/,http://www.votedavidscott.com/,11/3/26
James,Austin,Austin,Scott,,H,House CD 8,Member of Congress,Georgia,GA,Republican,H0GA08099,G10159,G53523,https://austinscott.house.gov/,http://www.scottforga.com/,11/3/26
Richard,L.,Rick,Scott,,S,Senate Class 1,Senator,Florida,FL,Republican,,G32170,,https://rickscott.senate.gov/,http://www.rickscottforflorida.com/,11/5/30
Robert,Cortez,Bobby,Scott,,H,House CD 3,Member of Congress,Virginia,VA,Democratic,H6VA01117,G754,G53836,https://bobbyscott.house.gov/,http://www.bobbyscottforcongress.com/,11/3/26
Timothy,E.,Tim,Scott,,S,Senate Class 3,Senator,South Carolina,SC,Republican,,G671,,https://scott.senate.gov/,http://www.votetimscott.com/,11/7/28
Keith,Alan,,Self,,H,House CD 3,Member of Congress,Texas,TX,Republican,H2TX03290,G42719,G53332,https://keithself.house.gov/,https://www.keithself.com/,11/3/26
Peter,Andrew,Pete,Sessions,,H,House CD 17,Member of Congress,Texas,TX,Republican,H2TX03126,G33885,G53733,https://sessions.house.gov/,http://www.petesessions.com/,11/3/26
Terrycina,Andrea,Terri,Sewell,,H,House CD 7,Member of Congress,Alabama,AL,Democratic,H0AL07086,G5582,G53435,https://sewell.house.gov/,http://www.sewellforcongress.com/,11/3/26
Jeanne,,,Shaheen,,S,Senate Class 2,Senator,New Hampshire,NH,Democratic,,G1821,,http://shaheen.senate.gov/,http://www.jeanneshaheen.org/,11/3/26
Tim,,,Sheehy,,S,Senate Class 1,Senator,Montana,MT,Republican,S4MT00183,G48369,G52772,https://sheehy.senate.gov/,https://www.timformt.com/,11/5/30
Brad,,,Sherman,,H,House CD 32,Member of Congress,California,CA,Democratic,H6CA24113,G82,G53805,https://sherman.house.gov/,http://www.bradsherman.com/,11/3/26
Rebecca,Michelle,Mikie,Sherrill,,H,House CD 11,Member of Congress,New Jersey,NJ,Democratic,H8NJ11142,G28213,G53629,https://sherrill.house.gov/,http://www.mikiesherrill.com/,11/3/26
