bioguide_id,first_name,middle_name,nick_name,last_name,suffix,title,chamber,State,state_abbr,District,Party,Terms,URL,name_slug
G000603,Brandon,,,Gill,,Representative,house,Texas,TX,26,Republican,House: 2025-Present,https://www.congress.gov/member/brandon-gill/G000603,brandon-gill
G000602,Laura,,,Gillen,,Representative,house,New York,NY,4,Democratic,House: 2025-Present,https://www.congress.gov/member/laura-gillen/G000602,laura-gillen
G000555,Kirsten,E.,,Gillibrand,,Senator,senate,New York,NY,,Democratic,Senate: 2009-Present | House: 2007-2009,https://www.congress.gov/member/kirsten-gillibrand/G000555,kirsten-gillibrand
G000593,Carlos,A.,,Gimenez,,Representative,house,Florida,FL,28,Republican,House: 2021-Present,https://www.congress.gov/member/carlos-gimenez/G000593,carlos-gimenez
G000592,Jared,F.,,Golden,,Representative,house,Maine,ME,2,Democratic,House: 2019-Present,https://www.congress.gov/member/jared-golden/G000592,jared-golden
G000601,Craig,A.,,Goldman,,Representative,house,Texas,TX,12,Republican,House: 2025-Present,https://www.congress.gov/member/craig-goldman/G000601,craig-goldman
G000599,Daniel,S.,,Goldman,,Representative,house,New York,NY,10,Democratic,House: 2023-Present,https://www.congress.gov/member/daniel-goldman/G000599,daniel-goldman
G000585,Jimmy,,,Gomez,,Representative,house,California,CA,34,Democratic,House: 2017-Present,https://www.congress.gov/member/jimmy-gomez/G000585,jimmy-gomez
G000594,Tony,,,Gonzales,,Representative,house,Texas,TX,23,Republican,House: 2021-Present,https://www.congress.gov/member/tony-gonzales/G000594,tony-gonzales
G000581,Vicente,,,Gonzalez,,Representative,house,Texas,TX,34,Democratic,House: 2017-Present,https://www.congress.gov/member/vicente-gonzalez/G000581,vicente-gonzalez
G000589,Lance,,,Gooden,,Representative,house,Texas,TX,5,Republican,House: 2019-Present,https://www.congress.gov/member/lance-gooden/G000589,lance-gooden
G000604,Maggie,,,Goodlander,,Representative,house,New Hampshire,NH,2,Democratic,House: 2025-Present,https://www.congress.gov/member/maggie-goodlander/G000604,maggie-goodlander
G000565,Paul,A.,,Gosar,,Representative,house,Arizona,AZ,9,Republican,House: 2011-Present,https://www.congress.gov/member/paul-gosar/G000565,paul-gosar
G000583,Josh,,,Gottheimer,,Representative,house,New Jersey,NJ,5,Democratic,House: 2017-Present,https://www.congress.gov/member/josh-gottheimer/G000583,josh-gottheimer
G000359,Lindsey,,,Graham,,Senator,senate,South Carolina,SC,,Republican,Senate: 2003-Present | House: 1995-2003,https://www.congress.gov/member/lindsey-graham/G000359,lindsey-graham
G000386,Chuck,,,Grassley,,Senator,senate,Iowa,IA,,Republican,Senate: 1981-Present | House: 1975-1981,https://www.congress.gov/member/chuck-grassley/G000386,chuck-grassley
G000546,Sam,,,Graves,,Representative,house,Missouri,MO,6,Republican,House: 2001-Present,https://www.congress.gov/member/sam-graves/G000546,sam-graves
G000605,Adam,,,Gray,,Representative,house,California,CA,13,Democratic,House: 2025-Present,https://www.congress.gov/member/adam-gray/G000605,adam-gray
G000553,Al,,,Green,,Representative,house,Texas,TX,9,Democratic,House: 2005-Present,https://www.congress.gov/member/al-green/G000553,al-green
G000590,Mark,E.,,Green,,Representative,house,Tennessee,TN,7,Republican,House: 2019-2025,https://www.congress.gov/member/mark-green/G000590,mark-green
G000596,Marjorie,Taylor,,Greene,,Representative,house,Georgia,GA,14,Republican,House: 2021-Present,https://www.congress.gov/member/marjorie-greene/G000596,marjorie-greene
G000568,H.,Morgan,,Griffith,,Representative,house,Virginia,VA,9,Republican,House: 2011-Present,https://www.congress.gov/member/h-griffith/G000568,h-griffith
G000551,Ra�l,M.,,Grijalva,,Representative,house,Arizona,AZ,7,Democratic,House: 2003-2025,https://www.congress.gov/member/raul-grijalva/G000551,raul-grijalva
G000576,Glenn,,,Grothman,,Representative,house,Wisconsin,WI,6,Republican,House: 2015-Present,https://www.congress.gov/member/glenn-grothman/G000576,glenn-grothman
G000591,Michael,,,Guest,,Representative,house,Mississippi,MS,3,Republican,House: 2019-Present,https://www.congress.gov/member/michael-guest/G000591,michael-guest
G000558,Brett,,,Guthrie,,Representative,house,Kentucky,KY,2,Republican,House: 2009-Present,https://www.congress.gov/member/brett-guthrie/G000558,brett-guthrie
H001096,Harriet,M.,,Hageman,,Representative,house,Wyoming,WY,At Large,Republican,House: 2023-Present,https://www.congress.gov/member/harriet-hageman/H001096,harriet-hageman
H000601,Bill,,,Hagerty,,Senator,senate,Tennessee,TN,,Republican,Senate: 2021-Present,https://www.congress.gov/member/bill-hagerty/H000601,bill-hagerty
H001098,Abraham,J.,,Hamadeh,,Representative,house,Arizona,AZ,8,Republican,House: 2025-Present,https://www.congress.gov/member/abraham-hamadeh/H001098,abraham-hamadeh
H001090,Josh,,,Harder,,Representative,house,California,CA,9,Democratic,House: 2019-Present,https://www.congress.gov/member/josh-harder/H001090,josh-harder
H001099,Mike,,,Haridopolos,,Representative,house,Florida,FL,8,Republican,House: 2025-Present,https://www.congress.gov/member/mike-haridopolos/H001099,mike-haridopolos
H001101,Pat,,,Harrigan,,Representative,house,North Carolina,NC,10,Republican,House: 2025-Present,https://www.congress.gov/member/pat-harrigan/H001101,pat-harrigan
H001052,Andy,,,Harris,,Representative,house,Maryland,MD,1,Republican,House: 2011-Present,https://www.congress.gov/member/andy-harris/H001052,andy-harris
H001102,Mark,,,Harris,,Representative,house,North Carolina,NC,8,Republican,House: 2025-Present,https://www.congress.gov/member/mark-harris/H001102,mark-harris
H001086,Diana,,,Harshbarger,,Representative,house,Tennessee,TN,1,Republican,House: 2021-Present,https://www.congress.gov/member/diana-harshbarger/H001086,diana-harshbarger
H001076,Margaret,Wood,,Hassan,,Senator,senate,New Hampshire,NH,,Democratic,Senate: 2017-Present,https://www.congress.gov/member/maggie-hassan/H001076,maggie-hassan
H001089,Josh,,,Hawley,,Senator,senate,Missouri,MO,,Republican,Senate: 2019-Present,https://www.congress.gov/member/josh-hawley/H001089,josh-hawley
H001081,Jahana,,,Hayes,,Representative,house,Connecticut,CT,5,Democratic,House: 2019-Present,https://www.congress.gov/member/jahana-hayes/H001081,jahana-hayes
H001046,Martin,,,Heinrich,,Senator,senate,New Mexico,NM,,Democratic,Senate: 2013-Present | House: 2009-2013,https://www.congress.gov/member/martin-heinrich/H001046,martin-heinrich
H001082,Kevin,,,Hern,,Representative,house,Oklahoma,OK,1,Republican,House: 2018-Present,https://www.congress.gov/member/kevin-hern/H001082,kevin-hern
H001103,Pablo,Jose,,Hern�ndez,,Resident Commissioner,house,Puerto Rico,PR,At Large,Democratic,House: 2025-Present,https://www.congress.gov/member/pablo-hernandez/H001103,pablo-hernandez
H000273,John,W.,,Hickenlooper,,Senator,senate,Colorado,CO,,Democratic,Senate: 2021-Present,https://www.congress.gov/member/john-hickenlooper/H000273,john-hickenlooper
H001077,Clay,,,Higgins,,Representative,house,Louisiana,LA,3,Republican,House: 2017-Present,https://www.congress.gov/member/clay-higgins/H001077,clay-higgins
H001072,J.,French,,Hill,,Representative,house,Arkansas,AR,2,Republican,House: 2015-Present,https://www.congress.gov/member/j-hill/H001072,j-hill
H001047,James,A.,,Himes,,Representative,house,Connecticut,CT,4,Democratic,House: 2009-Present,https://www.congress.gov/member/james-himes/H001047,james-himes
H001091,Ashley,,,Hinson,,Representative,house,Iowa,IA,2,Republican,House: 2021-Present,https://www.congress.gov/member/ashley-hinson/H001091,ashley-hinson
H001042,Mazie,K.,,Hirono,,Senator,senate,Hawaii,HI,,Democratic,Senate: 2013-Present | House: 2007-2013,https://www.congress.gov/member/mazie-hirono/H001042,mazie-hirono
H001061,John,,,Hoeven,,Senator,senate,North Dakota,ND,,Republican,Senate: 2011-Present,https://www.congress.gov/member/john-hoeven/H001061,john-hoeven
H001066,Steven,,,Horsford,,Representative,house,Nevada,NV,4,Democratic,"House: 2013-2015, 2019-Present",https://www.congress.gov/member/steven-horsford/H001066,steven-horsford
H001093,Erin,,,Houchin,,Representative,house,Indiana,IN,9,Republican,House: 2023-Present,https://www.congress.gov/member/erin-houchin/H001093,erin-houchin
H001085,Chrissy,,,Houlahan,,Representative,house,Pennsylvania,PA,6,Democratic,House: 2019-Present,https://www.congress.gov/member/chrissy-houlahan/H001085,chrissy-houlahan
H000874,Steny,H.,,Hoyer,,Representative,house,Maryland,MD,5,Democratic,House: 1981-Present,https://www.congress.gov/member/steny-hoyer/H000874,steny-hoyer
H001094,Val,T.,,Hoyle,,Representative,house,Oregon,OR,4,Democratic,House: 2023-Present,https://www.congress.gov/member/val-hoyle/H001094,val-hoyle
H001067,Richard,,,Hudson,,Representative,house,North Carolina,NC,9,Republican,House: 2013-Present,https://www.congress.gov/member/richard-hudson/H001067,richard-hudson
H001068,Jared,,,Huffman,,Representative,house,California,CA,2,Democratic,House: 2013-Present,https://www.congress.gov/member/jared-huffman/H001068,jared-huffman
H001058,Bill,,,Huizenga,,Representative,house,Michigan,MI,4,Republican,House: 2011-Present,https://www.congress.gov/member/bill-huizenga/H001058,bill-huizenga
H001095,Wesley,,,Hunt,,Representative,house,Texas,TX,38,Republican,House: 2023-Present,https://www.congress.gov/member/wesley-hunt/H001095,wesley-hunt
H001100,Jeff,,,Hurd,,Representative,house,Colorado,CO,3,Republican,House: 2025-Present,https://www.congress.gov/member/jeff-hurd/H001100,jeff-hurd
H001104,Jon,,,Husted,,Senator,senate,Ohio,OH,,Republican,Senate: 2025-Present,https://www.congress.gov/member/jon-husted/H001104,jon-husted
H001079,Cindy,,,Hyde-Smith,,Senator,senate,Mississippi,MS,,Republican,Senate: 2018-Present,https://www.congress.gov/member/cindy-hyde-smith/H001079,cindy-hyde-smith
I000056,Darrell,,,Issa,,Representative,house,California,CA,48,Republican,"House: 2001-2019, 2021-Present",https://www.congress.gov/member/darrell-issa/I000056,darrell-issa
I000058,Glenn,,,Ivey,,Representative,house,Maryland,MD,4,Democratic,House: 2023-Present,https://www.congress.gov/member/glenn-ivey/I000058,glenn-ivey
J000311,Brian,,,Jack,,Representative,house,Georgia,GA,3,Republican,House: 2025-Present,https://www.congress.gov/member/brian-jack/J000311,brian-jack
J000309,Jonathan,L.,,Jackson,,Representative,house,Illinois,IL,1,Democratic,House: 2023-Present,https://www.congress.gov/member/jonathan-jackson/J000309,jonathan-jackson
J000304,Ronny,,,Jackson,,Representative,house,Texas,TX,13,Republican,House: 2021-Present,https://www.congress.gov/member/ronny-jackson/J000304,ronny-jackson
J000305,Sara,,,Jacobs,,Representative,house,California,CA,51,Democratic,House: 2021-Present,https://www.congress.gov/member/sara-jacobs/J000305,sara-jacobs
J000307,John,,,James,,Representative,house,Michigan,MI,10,Republican,House: 2023-Present,https://www.congress.gov/member/john-james/J000307,john-james
J000298,Pramila,,,Jayapal,,Representative,house,Washington,WA,7,Democratic,House: 2017-Present,https://www.congress.gov/member/pramila-jayapal/J000298,pramila-jayapal
J000294,Hakeem,S.,,Jeffries,,Representative,house,New York,NY,8,Democratic,House: 2013-Present,https://www.congress.gov/member/hakeem-jeffries/J000294,hakeem-jeffries
J000301,Dusty,,,Johnson,,Representative,house,South Dakota,SD,At Large,Republican,House: 2019-Present,https://www.congress.gov/member/dusty-johnson/J000301,dusty-johnson
J000288,Henry,C.,Hank,Johnson,,Representative,house,Georgia,GA,4,Democratic,House: 2007-Present,https://www.congress.gov/member/henry-johnson/J000288,henry-johnson
J000310,Julie,,,Johnson,,Representative,house,Texas,TX,32,Democratic,House: 2025-Present,https://www.congress.gov/member/julie-johnson/J000310,julie-johnson
J000299,Mike,,,Johnson,,Representative,house,Louisiana,LA,4,Republican,House: 2017-Present,https://www.congress.gov/member/mike-johnson/J000299,mike-johnson
J000293,Ron,,,Johnson,,Senator,senate,Wisconsin,WI,,Republican,Senate: 2011-Present,https://www.congress.gov/member/ron-johnson/J000293,ron-johnson
J000289,Jim,,,Jordan,,Representative,house,Ohio,OH,4,Republican,House: 2007-Present,https://www.congress.gov/member/jim-jordan/J000289,jim-jordan
J000295,David,P.,,Joyce,,Representative,house,Ohio,OH,14,Republican,House: 2013-Present,https://www.congress.gov/member/david-joyce/J000295,david-joyce
J000302,John,,,Joyce,,Representative,house,Pennsylvania,PA,13,Republican,House: 2019-Present,https://www.congress.gov/member/john-joyce/J000302,john-joyce
J000312,James,C.,,Justice,,Senator,senate,West Virginia,WV,,Republican,Senate: 2025-Present,https://www.congress.gov/member/james-justice/J000312,james-justice
K000384,Tim,,,Kaine,,Senator,senate,Virginia,VA,,Democratic,Senate: 2013-Present,https://www.congress.gov/member/timothy-kaine/K000384,timothy-kaine
K000400,Sydney,,,Kamlager-Dove,,Representative,house,California,CA,37,Democratic,House: 2023-Present,https://www.congress.gov/member/sydney-kamlager-dove/K000400,sydney-kamlager-dove
K000009,Marcy,,,Kaptur,,Representative,house,Ohio,OH,9,Democratic,House: 1983-Present,https://www.congress.gov/member/marcy-kaptur/K000009,marcy-kaptur
K000398,Thomas,H.,,Kean,,Representative,house,New Jersey,NJ,7,Republican,House: 2023-Present,https://www.congress.gov/member/thomas-kean/K000398,thomas-kean
K000375,William,R.,,Keating,,Representative,house,Massachusetts,MA,9,Democratic,House: 2011-Present,https://www.congress.gov/member/william-keating/K000375,william-keating
K000377,Mark,,,Kelly,,Senator,senate,Arizona,AZ,,Democratic,Senate: 2020-Present,https://www.congress.gov/member/mark-kelly/K000377,mark-kelly
K000376,Mike,,,Kelly,,Representative,house,Pennsylvania,PA,16,Republican,House: 2011-Present,https://www.congress.gov/member/mike-kelly/K000376,mike-kelly
K000385,Robin,L.,,Kelly,,Representative,house,Illinois,IL,2,Democratic,House: 2013-Present,https://www.congress.gov/member/robin-kelly/K000385,robin-kelly
K000388,Trent,,,Kelly,,Representative,house,Mississippi,MS,1,Republican,House: 2015-Present,https://www.congress.gov/member/trent-kelly/K000388,trent-kelly
K000393,John,,,Kennedy,,Senator,senate,Louisiana,LA,,Republican,Senate: 2017-Present,https://www.congress.gov/member/john-kennedy/K000393,john-kennedy
K000403,Mike,,,Kennedy,,Representative,house,Utah,UT,3,Republican,House: 2025-Present,https://www.congress.gov/member/mike-kennedy/K000403,mike-kennedy
K000402,Timothy,M.,,Kennedy,,Representative,house,New York,NY,26,Democratic,House: 2024-Present,https://www.congress.gov/member/timothy-kennedy/K000402,timothy-kennedy
K000389,Ro,,,Khanna,,Representative,house,California,CA,17,Democratic,House: 2017-Present,https://www.congress.gov/member/ro-khanna/K000389,ro-khanna
K000399,Jennifer,A.,,Kiggans,,Representative,house,Virginia,VA,2,Republican,House: 2023-Present,https://www.congress.gov/member/jennifer-kiggans/K000399,jennifer-kiggans
K000401,Kevin,,,Kiley,,Representative,house,California,CA,3,Republican,House: 2023-Present,https://www.congress.gov/member/kevin-kiley/K000401,kevin-kiley
K000394,Andy,,,Kim,,Senator,senate,New Jersey,NJ,,Democratic,Senate: 2024-Present | House: 2019-2024,https://www.congress.gov/member/andy-kim/K000394,andy-kim
K000397,Young,,,Kim,,Representative,house,California,CA,40,Republican,House: 2021-Present,https://www.congress.gov/member/young-kim/K000397,young-kim
K000383,Angus,S.,,King,Jr.,Senator,senate,Maine,ME,,Independent,Senate: 2013-Present,https://www.congress.gov/member/angus-king/K000383,angus-king
K000404,Kimberlyn,,,King-Hinds,,Delegate,house,Northern Mariana Islands,MP,At Large,Republican,House: 2025-Present,https://www.congress.gov/member/kimberlyn-king-hinds/K000404,kimberlyn-king-hinds
K000367,Amy,,,Klobuchar,,Senator,senate,Minnesota,MN,,Democratic,Senate: 2007-Present,https://www.congress.gov/member/amy-klobuchar/K000367,amy-klobuchar
K000405,Brad,,,Knott,,Representative,house,North Carolina,NC,13,Republican,House: 2025-Present,https://www.congress.gov/member/brad-knott/K000405,brad-knott
K000391,Raja,,,Krishnamoorthi,,Representative,house,Illinois,IL,8,Democratic,House: 2017-Present,https://www.congress.gov/member/raja-krishnamoorthi/K000391,raja-krishnamoorthi
K000392,David,,,Kustoff,,Representative,house,Tennessee,TN,8,Republican,House: 2017-Present,https://www.congress.gov/member/david-kustoff/K000392,david-kustoff
L000585,Darin,,,LaHood,,Representative,house,Illinois,IL,16,Republican,House: 2015-Present,https://www.congress.gov/member/darin-lahood/L000585,darin-lahood
L000598,Nick,,,LaLota,,Representative,house,New York,NY,1,Republican,House: 2023-Present,https://www.congress.gov/member/nick-lalota/L000598,nick-lalota
L000578,Doug,,,LaMalfa,,Representative,house,California,CA,1,Republican,House: 2013-Present,https://www.congress.gov/member/doug-lamalfa/L000578,doug-lamalfa
L000601,Greg,,,Landsman,,Representative,house,Ohio,OH,1,Democratic,House: 2023-Present,https://www.congress.gov/member/greg-landsman/L000601,greg-landsman
L000600,Nicholas,A.,,Langworthy,,Representative,house,New York,NY,23,Republican,House: 2023-Present,https://www.congress.gov/member/nicholas-langworthy/L000600,nicholas-langworthy
L000575,James,,,Lankford,,Senator,senate,Oklahoma,OK,,Republican,Senate: 2015-Present | House: 2011-2015,https://www.congress.gov/member/james-lankford/L000575,james-lankford
L000560,Rick,,,Larsen,,Representative,house,Washington,WA,2,Democratic,House: 2001-Present,https://www.congress.gov/member/rick-larsen/L000560,rick-larsen
L000557,John,B.,,Larson,,Representative,house,Connecticut,CT,1,Democratic,House: 1999-Present,https://www.congress.gov/member/john-larson/L000557,john-larson
L000606,George,,,Latimer,,Representative,house,New York,NY,16,Democratic,House: 2025-Present,https://www.congress.gov/member/george-latimer/L000606,george-latimer
L000566,Robert,E.,,Latta,,Representative,house,Ohio,OH,5,Republican,House: 2007-Present,https://www.congress.gov/member/robert-latta/L000566,robert-latta
L000599,Michael,,,Lawler,,Representative,house,New York,NY,17,Republican,House: 2023-Present,https://www.congress.gov/member/michael-lawler/L000599,michael-lawler
L000597,Laurel,M.,,Lee,,Representative,house,Florida,FL,15,Republican,House: 2023-Present,https://www.congress.gov/member/laurel-lee/L000597,laurel-lee
L000577,Mike,,,Lee,,Senator,senate,Utah,UT,,Republican,Senate: 2011-Present,https://www.congress.gov/member/mike-lee/L000577,mike-lee
L000602,Summer,L.,,Lee,,Representative,house,Pennsylvania,PA,12,Democratic,House: 2023-Present,https://www.congress.gov/member/summer-lee/L000602,summer-lee
L000590,Susie,,,Lee,,Representative,house,Nevada,NV,3,Democratic,House: 2019-Present,https://www.congress.gov/member/susie-lee/L000590,susie-lee
L000273,Teresa,,,Leger Fernandez,,Representative,house,New Mexico,NM,3,Democratic,House: 2021-Present,https://www.congress.gov/member/teresa-leger-fernandez/L000273,teresa-leger-fernandez
L000595,Julia,,,Letlow,,Representative,house,Louisiana,LA,5,Republican,House: 2021-Present,https://www.congress.gov/member/julia-letlow/L000595,julia-letlow
L000593,Mike,,,Levin,,Representative,house,California,CA,49,Democratic,House: 2019-Present,https://www.congress.gov/member/mike-levin/L000593,mike-levin
L000607,Sam,T.,,Liccardo,,Representative,house,California,CA,16,Democratic,House: 2025-Present,https://www.congress.gov/member/sam-liccardo/L000607,sam-liccardo
L000582,Ted,,,Lieu,,Representative,house,California,CA,36,Democratic,House: 2015-Present,https://www.congress.gov/member/ted-lieu/L000582,ted-lieu
L000397,Zoe,,,Lofgren,,Representative,house,California,CA,18,Democratic,House: 1995-Present,https://www.congress.gov/member/zoe-lofgren/L000397,zoe-lofgren
L000583,Barry,,,Loudermilk,,Representative,house,Georgia,GA,11,Republican,House: 2015-Present,https://www.congress.gov/member/barry-loudermilk/L000583,barry-loudermilk
L000491,Frank,D.,,Lucas,,Representative,house,Oklahoma,OK,3,Republican,House: 1993-Present,https://www.congress.gov/member/frank-lucas/L000491,frank-lucas
L000570,Ben,Ray,,Luj�n,,Senator,senate,New Mexico,NM,,Democratic,Senate: 2021-Present | House: 2009-2021,https://www.congress.gov/member/ben-lujan/L000570,ben-lujan
L000571,Cynthia,M.,,Lummis,,Senator,senate,Wyoming,WY,,Republican,Senate: 2021-Present | House: 2009-2017,https://www.congress.gov/member/cynthia-lummis/L000571,cynthia-lummis
L000596,Anna,Paulina,,Luna,,Representative,house,Florida,FL,13,Republican,House: 2023-Present,https://www.congress.gov/member/anna-paulina-luna/L000596,anna-paulina-luna
L000603,Morgan,,,Luttrell,,Representative,house,Texas,TX,8,Republican,House: 2023-Present,https://www.congress.gov/member/morgan-luttrell/L000603,morgan-luttrell
L000562,Stephen,F.,,Lynch,,Representative,house,Massachusetts,MA,8,Democratic,House: 2001-Present,https://www.congress.gov/member/stephen-lynch/L000562,stephen-lynch
M000194,Nancy,,,Mace,,Representative,house,South Carolina,SC,1,Republican,House: 2021-Present,https://www.congress.gov/member/nancy-mace/M000194,nancy-mace
M001230,Ryan,,,Mackenzie,,Representative,house,Pennsylvania,PA,7,Republican,House: 2025-Present,https://www.congress.gov/member/ryan-mackenzie/M001230,ryan-mackenzie
M001223,Seth,,,Magaziner,,Representative,house,Rhode Island,RI,2,Democratic,House: 2023-Present,https://www.congress.gov/member/seth-magaziner/M001223,seth-magaziner
M000317,Nicole,,,Malliotakis,,Representative,house,New York,NY,11,Republican,House: 2021-Present,https://www.congress.gov/member/nicole-malliotakis/M000317,nicole-malliotakis
M001228,Celeste,,,Maloy,,Representative,house,Utah,UT,2,Republican,House: 2023-Present,https://www.congress.gov/member/celeste-maloy/M001228,celeste-maloy
M000871,Tracey,,,Mann,,Representative,house,Kansas,KS,1,Republican,House: 2021-Present,https://www.congress.gov/member/tracey-mann/M000871,tracey-mann
M001231,John,W.,,Mannion,,Representative,house,New York,NY,22,Democratic,House: 2025-Present,https://www.congress.gov/member/john-mannion/M001231,john-mannion
M000133,Edward,J.,,Markey,,Senator,senate,Massachusetts,MA,,Democratic,Senate: 2013-Present | House: 1977-2013,https://www.congress.gov/member/edward-markey/M000133,edward-markey
M001198,Roger,,,Marshall,,Senator,senate,Kansas,KS,,Republican,Senate: 2021-Present | House: 2017-2021,https://www.congress.gov/member/roger-marshall/M001198,roger-marshall
M001184,Thomas,,,Massie,,Representative,house,Kentucky,KY,4,Republican,House: 2012-Present,https://www.congress.gov/member/thomas-massie/M001184,thomas-massie
M001199,Brian,J.,,Mast,,Representative,house,Florida,FL,21,Republican,House: 2017-Present,https://www.congress.gov/member/brian-mast/M001199,brian-mast
M001163,Doris,O.,,Matsui,,Representative,house,California,CA,7,Democratic,House: 2005-Present,https://www.congress.gov/member/doris-matsui/M001163,doris-matsui
M001208,Lucy,,,McBath,,Representative,house,Georgia,GA,6,Democratic,House: 2019-Present,https://www.congress.gov/member/lucy-mcbath/M001208,lucy-mcbath
M001238,Sarah,,,McBride,,Representative,house,Delaware,DE,At Large,Democratic,House: 2025-Present,https://www.congress.gov/member/sarah-mcbride/M001238,sarah-mcbride
M001157,Michael,T.,,McCaul,,Representative,house,Texas,TX,10,Republican,House: 2005-Present,https://www.congress.gov/member/michael-mccaul/M001157,michael-mccaul
M001232,April,,,McClain Delaney,,Representative,house,Maryland,MD,6,Democratic,House: 2025-Present,https://www.congress.gov/member/april-mcclain-delaney/M001232,april-mcclain-delaney
M001136,Lisa,C.,,McClain,,Representative,house,Michigan,MI,9,Republican,House: 2021-Present,https://www.congress.gov/member/lisa-mcclain/M001136,lisa-mcclain
M001227,Jennifer,L.,,McClellan,,Representative,house,Virginia,VA,4,Democratic,House: 2023-Present,https://www.congress.gov/member/jennifer-mcclellan/M001227,jennifer-mcclellan
M001177,Tom,,,McClintock,,Representative,house,California,CA,5,Republican,House: 2009-Present,https://www.congress.gov/member/tom-mcclintock/M001177,tom-mcclintock
M001143,Betty,,,McCollum,,Representative,house,Minnesota,MN,4,Democratic,House: 2001-Present,https://www.congress.gov/member/betty-mccollum/M001143,betty-mccollum
M000355,Mitch,,,McConnell,,Senator,senate,Kentucky,KY,,Republican,Senate: 1985-Present,https://www.congress.gov/member/mitch-mcconnell/M000355,mitch-mcconnell
M001243,David,,,McCormick,,Senator,senate,Pennsylvania,PA,,Republican,Senate: 2025-Present,https://www.congress.gov/member/david-mccormick/M001243,david-mccormick
M001218,Richard,,,McCormick,,Representative,house,Georgia,GA,7,Republican,House: 2023-Present,https://www.congress.gov/member/richard-mccormick/M001218,richard-mccormick
M001237,Kristen,,,McDonald Rivet,,Representative,house,Michigan,MI,8,Democratic,House: 2025-Present,https://www.congress.gov/member/kristen-mcdonald-rivet/M001237,kristen-mcdonald-rivet
M001240,Addison,P.,,McDowell,,Representative,house,North Carolina,NC,6,Republican,House: 2025-Present,https://www.congress.gov/member/addison-mcdowell/M001240,addison-mcdowell
M001220,Morgan,,,McGarvey,,Representative,house,Kentucky,KY,3,Democratic,House: 2023-Present,https://www.congress.gov/member/morgan-mcgarvey/M001220,morgan-mcgarvey
M000312,James,P.,,McGovern,,Representative,house,Massachusetts,MA,2,Democratic,House: 1997-Present,https://www.congress.gov/member/james-mcgovern/M000312,james-mcgovern
M001239,John,J.,,McGuire,,Representative,house,Virginia,VA,5,Republican,House: 2025-Present,https://www.congress.gov/member/john-mcguire/M001239,john-mcguire
M001229,LaMonica,,,McIver,,Representative,house,New Jersey,NJ,10,Democratic,House: 2024-Present,https://www.congress.gov/member/lamonica-mciver/M001229,lamonica-mciver
M001137,Gregory,W.,,Meeks,,Representative,house,New York,NY,5,Democratic,House: 1997-Present,https://www.congress.gov/member/gregory-meeks/M001137,gregory-meeks
M001226,Robert,,,Menendez,,Representative,house,New Jersey,NJ,8,Democratic,House: 2023-Present,https://www.congress.gov/member/robert-menendez/M001226,robert-menendez
M001188,Grace,,,Meng,,Representative,house,New York,NY,6,Democratic,House: 2013-Present,https://www.congress.gov/member/grace-meng/M001188,grace-meng
M001176,Jeff,,,Merkley,,Senator,senate,Oregon,OR,,Democratic,Senate: 2009-Present,https://www.congress.gov/member/jeff-merkley/M001176,jeff-merkley
M001233,Mark,B.,,Messmer,,Representative,house,Indiana,IN,8,Republican,House: 2025-Present,https://www.congress.gov/member/mark-messmer/M001233,mark-messmer
M001204,Daniel,,,Meuser,,Representative,house,Pennsylvania,PA,9,Republican,House: 2019-Present,https://www.congress.gov/member/daniel-meuser/M001204,daniel-meuser
M000687,Kweisi,,,Mfume,,Representative,house,Maryland,MD,7,Democratic,"House: 1987-1997, 2020-Present",https://www.congress.gov/member/kweisi-mfume/M000687,kweisi-mfume
M001205,Carol,D.,,Miller,,Representative,house,West Virginia,WV,1,Republican,House: 2019-Present,https://www.congress.gov/member/carol-miller/M001205,carol-miller
M001211,Mary,E.,,Miller,,Representative,house,Illinois,IL,15,Republican,House: 2021-Present,https://www.congress.gov/member/mary-miller/M001211,mary-miller
M001222,Max,L.,,Miller,,Representative,house,Ohio,OH,7,Republican,House: 2023-Present,https://www.congress.gov/member/max-miller/M001222,max-miller
M001215,Mariannette,,,Miller-Meeks,,Representative,house,Iowa,IA,1,Republican,House: 2021-Present,https://www.congress.gov/member/mariannette-miller-meeks/M001215,mariannette-miller-meeks
M001216,Cory,,,Mills,,Representative,house,Florida,FL,7,Republican,House: 2023-Present,https://www.congress.gov/member/cory-mills/M001216,cory-mills
M001241,Dave,,,Min,,Representative,house,California,CA,47,Democratic,House: 2025-Present,https://www.congress.gov/member/dave-min/M001241,dave-min
M001244,Ashley,,,Moody,,Senator,senate,Florida,FL,,Republican,Senate: 2025-Present,https://www.congress.gov/member/ashley-moody/M001244,ashley-moody
M001194,John,R.,,Moolenaar,,Representative,house,Michigan,MI,2,Republican,House: 2015-Present,https://www.congress.gov/member/john-moolenaar/M001194,john-moolenaar
M001212,Barry,,,Moore,,Representative,house,Alabama,AL,1,Republican,House: 2021-Present,https://www.congress.gov/member/barry-moore/M001212,barry-moore
M001213,Blake,D.,,Moore,,Representative,house,Utah,UT,1,Republican,House: 2021-Present,https://www.congress.gov/member/blake-moore/M001213,blake-moore
M001160,Gwen,,,Moore,,Representative,house,Wisconsin,WI,4,Democratic,House: 2005-Present,https://www.congress.gov/member/gwen-moore/M001160,gwen-moore
