filename,first_name,last_name,title,state,party,terms,nananame,,bioguide_id
JBeatty2.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,B001281
JBeatty3.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,B001281
JBeatty4.jpg,Joyce,Beatty,Representative,Ohio,Democratic,House: 2013-Present,"Beatty, Joyce - Representative",,B001281
NBegich.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,B001323
NBegich1.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,B001323
NBegich2.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,B001323
NBegich3.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,B001323
NBegich4.jpg,Nicholas J.,Begich,Representative,Alaska,Republican,House: 2025-Present,"Begich, Nicholas J. - Representative",,B001323
WBell.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,B001324
WBell1.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,B001324
WBell2.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,B001324
WBell3.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,B001324
WBell4.jpg,Wesley,Bell,Representative,Missouri,Democratic,House: 2025-Present,"Bell, Wesley - Representative",,B001324
MBennet.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,B001267
MBennet1.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,B001267
MBennet2.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,B001267
MBennet3.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,B001267
MBennet4.jpg,Michael F.,Bennet,Senator,Colorado,Democratic,Senate: 2009-Present,"Bennet, Michael F. - Senator",,B001267
CBentz.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,B000668
CBentz1.jpg,Cliff,Bentz,Representative,Oregon,Republican,House: 2021-Present,"Bentz, Cliff - Representative",,B000668
