first_name,last_name,committee,subcommittee,cid,fec_id,bioguide_id,,,,,,fec_id_prev
Michael,Rulli,Education and Workforce,,,H4OH06165,R000619,,,,,,
Michael,Rulli,Energy and Commerce,,,H4OH06165,R000619,,,,,,
John,Rutherford,Appropriations,,N00039777,H6FL04105,R000609,,,,,,H6FL04105
John,Rutherford,Ethics,,N00039777,H6FL04105,R000609,,,,,,H6FL04105
Patrick,Ryan,Armed Services,,,H8NY19223,R000579,,,,,,
Patrick,Ryan,Transportation and Infrastructure,,,H8NY19223,R000579,,,,,,
Maria,Salazar,Financial Services,,N00042810,H8FL27185,S000168,,,,,,H8FL27185
Maria,Salazar,Foreign Affairs,,N00042810,H8FL27185,S000168,,,,,,H8FL27185
Andrea,Salinas,Agriculture,,N00049738,H2OR06066,S001226,,,,,,H2OR06066
Andrea,Salinas,"Science, Space, and Technology",,N00049738,H2OR06066,S001226,,,,,,H2OR06066
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on Finance,Subcommittee on Health Care,,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy",,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on Finance,Subcommittee on Taxation and IRS Oversight,,S4VT00033,S000033,,,,,,
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,S4VT00033,S000033,,,,,,
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,S4VT00033,S000033,,,,,,
Bernard,Sanders,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on the Budget,,,S4VT00033,S000033,,,,,,
Bernard,Sanders,Committee on Veterans' Affairs,,,S4VT00033,S000033,,,,,,
Steve,Scalise,,,N00009660,H0LA01087,S001176,,,,,,H0LA01087
Mary,Scanlon,Judiciary,,N00042706,H8PA07200,S001205,,,,,,H8PA07200
Mary,Scanlon,Rules,,N00042706,H8PA07200,S001205,,,,,,H8PA07200
Janice,Schakowsky,Energy and Commerce,,N00004724,H8IL09067,S001145,,,,,,
Brian,Schatz,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Appropriations,Subcommittee on Department of Defense,N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Committee on Indian Affairs,,N00028138,S4HI00136,S001194,,,,,,S4HI00136
Brian,Schatz,Select Committee on Ethics,,N00028138,S4HI00136,S001194,,,,,,S4HI00136
Adam,Schiff,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on Small Business and Entrepreneurship,,N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on the Judiciary,Subcommittee on Intellectual Property,N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",N00009585,H0CA27085,S001150,,,,,,H0CA27085
Adam,Schiff,Committee on the Judiciary,Subcommittee on the Constitution,N00009585,H0CA27085,S001150,,,,,,H0CA27085
Derek,Schmidt,Armed Services,,,H4KS02164,S001228,,,,,,
Derek,Schmidt,Judiciary,,,H4KS02164,S001228,,,,,,
Derek,Schmidt,Small Business,,,H4KS02164,S001228,,,,,,
Eric,Schmitt,Committee on Armed Services,Subcommittee on Airland,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on Armed Services,Subcommittee on Cybersecurity,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on Armed Services,Subcommittee on Readiness and Management Support,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights",N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights",N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on the Judiciary,Subcommittee on Intellectual Property,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Committee on the Judiciary,Subcommittee on the Constitution,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Eric,Schmitt,Joint Economic Committee,,N00048414,S2MO00544,S001227,,,,,,S2MO00544
Bradley,Schneider,Foreign Affairs,,N00033101,H2IL10068,S001190,,,,,,
Bradley,Schneider,Ways and Means,,N00033101,H2IL10068,S001190,,,,,,
Hillary,Scholten,Small Business,,N00044885,H0MI03316,S001221,,,,,,H0MI03316
Hillary,Scholten,Transportation and Infrastructure,,N00044885,H0MI03316,S001221,,,,,,H0MI03316
Kim,Schrier,Energy and Commerce,,N00041606,H8WA08189,S001216,,,,,,H8WA08189
Charles,Schumer,Committee on Rules and Administration,,N00001093,S8NY00082,S000148,,,,,,S8NY00082
Charles,Schumer,Joint Congressional Committee on Inaugural Ceremonies - 2024,,N00001093,S8NY00082,S000148,,,,,,S8NY00082
Charles,Schumer,Select Committee on Intelligence,,N00001093,S8NY00082,S000148,,,,,,S8NY00082
David,Schweikert,Ways and Means,,N00006460,H4AZ06045,S001183,,,,,,H4AZ06045
Austin,Scott,Agriculture,,N00032457,H0GA08099,S001189,,,,,,H0GA08099
Austin,Scott,Armed Services,,N00032457,H0GA08099,S001189,,,,,,H0GA08099
Austin,Scott,Intelligence,,N00032457,H0GA08099,S001189,,,,,,H0GA08099
Austin,Scott,Rules,,N00032457,H0GA08099,S001189,,,,,,H0GA08099
David,Scott,Agriculture,,N00024871,H2GA13012,S001157,,,,,,H2GA13012
David,Scott,Financial Services,,N00024871,H2GA13012,S001157,,,,,,H2GA13012
Rick,Scott,Committee on Armed Services,Subcommittee on Personnel,,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Armed Services,Subcommittee on Readiness and Management Support,,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Armed Services,Subcommittee on Seapower,,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations,,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",,S8FL00273,S001217,,,,,,
Rick,Scott,Committee on the Budget,,,S8FL00273,S001217,,,,,,
Rick,Scott,Special Committee on Aging,,,S8FL00273,S001217,,,,,,
Robert,Scott,Budget,,N00002147,H6VA01117,S000185,,,,,,H6VA01117
Robert,Scott,Education and Workforce,,N00002147,H6VA01117,S000185,,,,,,H6VA01117
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment",N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,Committee on Finance,Subcommittee on Health Care,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Tim,Scott,Committee on Small Business and Entrepreneurship,,N00031782,S4SC00240,S001184,,,,,,S4SC00240
Keith,Self,Foreign Affairs,,N00049337,H2TX03290,S001224,,,,,,H2TX03290
Keith,Self,"Science, Space, and Technology",,N00049337,H2TX03290,S001224,,,,,,H2TX03290
Keith,Self,Veterans' Affairs,,N00049337,H2TX03290,S001224,,,,,,H2TX03290
Pete,Sessions,Financial Services,,N00005681,H2TX03126,S000250,,,,,,H2TX03126
Pete,Sessions,Oversight and Government Reform,,N00005681,H2TX03126,S000250,,,,,,H2TX03126
Terri,Sewell,House Administration,,N00030622,H0AL07086,S001185,,,,,,H0AL07086
Terri,Sewell,Ways and Means,,N00030622,H0AL07086,S001185,,,,,,H0AL07086
Jeanne,Shaheen,Commission on Security and Cooperation in Europe,,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Appropriations,Subcommittee on Department of Defense,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Appropriations,Subcommittee on Department of Homeland Security,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Readiness and Management Support,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Armed Services,Subcommittee on Seapower,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation,,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,S001181,,,,,,
Jeanne,Shaheen,Committee on Small Business and Entrepreneurship,,,,S001181,,,,,,
Jeanne,Shaheen,Select Committee on Ethics,,,,S001181,,,,,,
Tim,Sheehy,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,,S4MT00183,S001232,,,,,,
Tim,Sheehy,Committee on Armed Services,Subcommittee on Readiness and Management Support,,S4MT00183,S001232,,,,,,
Tim,Sheehy,Committee on Armed Services,Subcommittee on Seapower,,S4MT00183,S001232,,,,,,
Tim,Sheehy,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",,S4MT00183,S001232,,,,,,
Tim,Sheehy,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",,S4MT00183,S001232,,,,,,
Tim,Sheehy,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,S4MT00183,S001232,,,,,,
Tim,Sheehy,Committee on Veterans' Affairs,,,S4MT00183,S001232,,,,,,
Brad,Sherman,Financial Services,,N00006897,H6CA24113,S000344,,,,,,H6CA24113
Brad,Sherman,Foreign Affairs,,N00006897,H6CA24113,S000344,,,,,,H6CA24113
Mikie,Sherrill,Armed Services,,N00041154,H8NJ11142,S001207,,,,,,H8NJ11142
Mikie,Sherrill,Select Comm on the Strategic Competition US and China,,N00041154,H8NJ11142,S001207,,,,,,H8NJ11142
Jefferson,Shreve,Foreign Affairs,,,H4IN06185,S001229,,,,,,
Jefferson,Shreve,Transportation and Infrastructure,,,H4IN06185,S001229,,,,,,
Lateefah,Simon,Oversight and Government Reform,,,H4CA12154,S001231,,,,,,
Lateefah,Simon,Small Business,,,H4CA12154,S001231,,,,,,
Michael,Simpson,Appropriations,,N00006263,H8ID02064,S001148,,,,,,H8ID02064
Elissa,Slotkin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,Committee on Armed Services,Subcommittee on Airland,N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,Committee on Armed Services,Subcommittee on Cybersecurity,N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs",N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census",N00041357,S4MI00470,S001208,,,,,,H8MI08102
Elissa,Slotkin,Committee on Veterans' Affairs,,N00041357,S4MI00470,S001208,,,,,,H8MI08102
Adam,Smith,Armed Services,,N00007833,H6WA09025,S000510,,,,,,H6WA09025
Adrian,Smith,Joint Committee on Taxation,,N00027623,H6NE03115,S001172,,,,,,H6NE03115
Adrian,Smith,Ways and Means,,N00027623,H6NE03115,S001172,,,,,,H6NE03115
Christopher,Smith,Foreign Affairs,,N00009816,H8NJ04014,S000522,,,,,,H8NJ04014
Jason,Smith,Joint Committee on Taxation,,N00035282,H4MO08162,S001195,,,,,,H4MO08162
Jason,Smith,Ways and Means,,N00035282,H4MO08162,S001195,,,,,,H4MO08162
Tina,Smith,Commission on Security and Cooperation in Europe,,,,S001203,,,,,,
Tina,Smith,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research",,,S001203,,,,,,
Tina,Smith,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",,,S001203,,,,,,
Tina,Smith,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit",,,S001203,,,,,,
Tina,Smith,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets,,,S001203,,,,,,
Tina,Smith,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy,,,S001203,,,,,,
Tina,Smith,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development",,,S001203,,,,,,
Tina,Smith,Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,,,S001203,,,,,,
Tina,Smith,Committee on Finance,Subcommittee on Health Care,,,S001203,,,,,,
Tina,Smith,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",,,S001203,,,,,,
Tina,Smith,Committee on Indian Affairs,,,,S001203,,,,,,
Lloyd,Smucker,Budget,,N00038781,H6PA16320,S001199,,,,,,H6PA16320
Lloyd,Smucker,Ways and Means,,N00038781,H6PA16320,S001199,,,,,,H6PA16320
Eric,Sorensen,Agriculture,,N00049558,H2IL17147,S001225,,,,,,H2IL17147
Eric,Sorensen,Armed Services,,N00049558,H2IL17147,S001225,,,,,,H2IL17147
Darren,Soto,Energy and Commerce,,N00037422,H6FL09179,S001200,,,,,,H6FL09179
Darren,Soto,Natural Resources,,N00037422,H6FL09179,S001200,,,,,,H6FL09179
Victoria,Spartz,,,N00046537,H0IN05326,S000929,,,,,,H0IN05326
Melanie,Stansbury,Natural Resources,,N00047871,H2NM01144,S001218,,,,,,H2NM01144
Melanie,Stansbury,Oversight and Government Reform,,N00047871,H2NM01144,S001218,,,,,,H2NM01144
Greg,Stanton,Foreign Affairs,,N00041750,H8AZ09040,S001211,,,,,,H8AZ09040
Greg,Stanton,Select Comm on the Strategic Competition US and China,,N00041750,H8AZ09040,S001211,,,,,,H8AZ09040
Greg,Stanton,Transportation and Infrastructure,,N00041750,H8AZ09040,S001211,,,,,,H8AZ09040
Pete,Stauber,Natural Resources,,N00041511,H8MN08043,S001212,,,,,,H8MN08043
Pete,Stauber,Small Business,,N00041511,H8MN08043,S001212,,,,,,H8MN08043
Pete,Stauber,Transportation and Infrastructure,,N00041511,H8MN08043,S001212,,,,,,H8MN08043
Elise,Stefanik,Armed Services,,N00035523,H4NY21079,S001196,,,,,,H4NY21079
Elise,Stefanik,Education and Workforce,,N00035523,H4NY21079,S001196,,,,,,H4NY21079
Elise,Stefanik,Intelligence,,N00035523,H4NY21079,S001196,,,,,,H4NY21079
Bryan,Steil,Financial Services,,N00043379,H8WI01156,S001213,,,,,,H8WI01156
Bryan,Steil,House Administration,,N00043379,H8WI01156,S001213,,,,,,H8WI01156
Bryan,Steil,Joint Committee of Congress on the Library,,N00043379,H8WI01156,S001213,,,,,,H8WI01156
W.,Steube,Intelligence,,,,S001214,,,,,,
W.,Steube,Ways and Means,,,,S001214,,,,,,
Haley,Stevens,Education and Workforce,,N00040915,H8MI11254,S001215,,,,,,H8MI11254
Haley,Stevens,"Science, Space, and Technology",,N00040915,H8MI11254,S001215,,,,,,H8MI11254
Haley,Stevens,Select Comm on the Strategic Competition US and China,,N00040915,H8MI11254,S001215,,,,,,H8MI11254
Marilyn,Strickland,Armed Services,,N00046320,H0WA10034,S001159,,,,,,H0WA10034
Marilyn,Strickland,Transportation and Infrastructure,,N00046320,H0WA10034,S001159,,,,,,H0WA10034
Dale,Strong,Appropriations,,N00048145,H2AL05102,S001220,,,,,,H2AL05102
Dale,Strong,Homeland Security,,N00048145,H2AL05102,S001220,,,,,,H2AL05102
Marlin,Stutzman,Budget,,,,S001188,,,,,,
Marlin,Stutzman,Financial Services,,,,S001188,,,,,,
Suhas,Subramanyam,Ethics,,,H4VA10279,S001230,,,,,,
Suhas,Subramanyam,Oversight and Government Reform,,,H4VA10279,S001230,,,,,,
Suhas,Subramanyam,"Science, Space, and Technology",,,H4VA10279,S001230,,,,,,
Dan,Sullivan,Committee on Armed Services,Subcommittee on Airland,N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,Committee on Armed Services,Subcommittee on Readiness and Management Support,N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,Committee on Armed Services,Subcommittee on Seapower,N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,N00051393,H2MA09254,S001198,,,,,,H2MA09254
Dan,Sullivan,Committee on Veterans' Affairs,,N00051393,H2MA09254,S001198,,,,,,H2MA09254
Thomas,Suozzi,Ways and Means,,,H6NY03247,S001201,,,,,,
Eric,Swalwell,Homeland Security,,N00033508,H2CA15094,S001193,,,,,,H2CA15094
Eric,Swalwell,Judiciary,,N00033508,H2CA15094,S001193,,,,,,H2CA15094
Eric,Swalwell,"Select Subcomm to Investigate Questions about Jan 6, 2021",,N00033508,H2CA15094,S001193,,,,,,H2CA15094
Emilia,Sykes,"Science, Space, and Technology",,N00050165,H2OH13264,S001223,,,,,,H2OH13264
Emilia,Sykes,Transportation and Infrastructure,,N00050165,H2OH13264,S001223,,,,,,H2OH13264
Mark,Takano,Education and Workforce,,N00006701,H2CA43245,T000472,,,,,,H2CA43245
Mark,Takano,Veterans' Affairs,,N00006701,H2CA43245,T000472,,,,,,H2CA43245
David,Taylor,Agriculture,,,H4OH02248,T000490,,,,,,
David,Taylor,Transportation and Infrastructure,,,H4OH02248,T000490,,,,,,
Claudia,Tenney,Intelligence,,N00036351,H4NY22051,T000478,,,,,,H4NY22051
Claudia,Tenney,"Science, Space, and Technology",,N00036351,H4NY22051,T000478,,,,,,H4NY22051
Claudia,Tenney,Ways and Means,,N00036351,H4NY22051,T000478,,,,,,H4NY22051
Shri,Thanedar,Agriculture,,N00049602,H2MI13204,T000488,,,,,,H2MI13204
Shri,Thanedar,Homeland Security,,N00049602,H2MI13204,T000488,,,,,,H2MI13204
Bennie,Thompson,Homeland Security,,N00003288,H4MS02068,T000193,,,,,,H4MS02068
Glenn,Thompson,Agriculture,,N00029736,H8PA05071,T000467,,,,,,H8PA05071
Glenn,Thompson,Education and Workforce,,N00029736,H8PA05071,T000467,,,,,,H8PA05071
Mike,Thompson,Ways and Means,,N00007419,H8CA01109,T000460,,,,,,H8CA01109
John,Thune,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade",N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology",N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety",N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,Committee on Finance,Subcommittee on Health Care,N00004572,S2SD00068,T000250,,,,,,S2SD00068
John,Thune,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",N00004572,S2SD00068,T000250,,,,,,S2SD00068
