first_name,last_name,committee,subcommittee,cid,fec_id,match_method,match_score,matched_name,status
Julia,Brownley,Transportation and Infrastructure,,N00034254,H2CA00120,alias-gated-fuzzy,1.000,Julia Brownley,matched
Julia,Brownley,Veterans' Affairs,,N00034254,H2CA00120,alias-gated-fuzzy,1.000,Julia Brownley,matched
Vern,Buchanan,Joint Committee on Taxation,,N00027626,H6FL13148,first-fuzzy,0.800,Vernon Buchanan,unsure
Vern,Buchanan,Ways and Means,,N00027626,H6FL13148,first-fuzzy,0.800,Vernon Buchanan,unsure
Ted,Budd,Committee on Armed Services,Subcommittee on Airland,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,Committee on Armed Services,Subcommittee on Cybersecurity,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,Committee on Armed Services,Subcommittee on Personnel,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,Committee on Small Business and Entrepreneurship,,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,Joint Economic Committee,,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Ted,Budd,Select Committee on Intelligence,,N00039551,S2NC00505,alias-gated-fuzzy,1.000,Ted Budd,matched
Nikki,Budzinski,Agriculture,,N00049102,H2IL13153,alias-gated-fuzzy,1.000,Nikki Budzinski,matched
Nikki,Budzinski,Veterans' Affairs,,N00049102,H2IL13153,alias-gated-fuzzy,1.000,Nikki Budzinski,matched
Tim,Burchett,Foreign Affairs,,N00041594,H8TN02119,alias-gated-fuzzy,1.000,Tim Burchett,matched
Tim,Burchett,Oversight and Government Reform,,N00041594,H8TN02119,alias-gated-fuzzy,1.000,Tim Burchett,matched
Tim,Burchett,Transportation and Infrastructure,,N00041594,H8TN02119,alias-gated-fuzzy,1.000,Tim Burchett,matched
Eric,Burlison,Oversight and Government Reform,,N00049123,H2MO07143,alias-gated-fuzzy,1.000,Eric Burlison,matched
Eric,Burlison,Transportation and Infrastructure,,N00049123,H2MO07143,alias-gated-fuzzy,1.000,Eric Burlison,matched
Janelle,Bynum,Financial Services,,,,no-bucket,0.000,,unmatched
Ken,Calvert,Appropriations,,N00007099,H2CA37023,alias-gated-fuzzy,1.000,Ken Calvert,matched
Kat,Cammack,Agriculture,,N00045978,H0FL03175,alias-gated-fuzzy,1.000,Kat Cammack,matched
Kat,Cammack,Energy and Commerce,,N00045978,H0FL03175,alias-gated-fuzzy,1.000,Kat Cammack,matched
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",,,no-bucket,0.000,,unmatched
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries",,,no-bucket,0.000,,unmatched
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,no-bucket,0.000,,unmatched
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness",,,no-bucket,0.000,,unmatched
Maria,Cantwell,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,no-bucket,0.000,,unmatched
Maria,Cantwell,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Maria,Cantwell,Committee on Energy and Natural Resources,,,,no-bucket,0.000,,unmatched
Maria,Cantwell,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",,,no-bucket,0.000,,unmatched
Maria,Cantwell,Committee on Indian Affairs,,,,no-bucket,0.000,,unmatched
Maria,Cantwell,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Maria,Cantwell,Joint Committee on Taxation,,,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Appropriations,Subcommittee on Department of Defense,,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Appropriations,Subcommittee on Department of Homeland Security,,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",,,no-bucket,0.000,,unmatched
Shelley,Capito,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation",,,no-bucket,0.000,,unmatched
Shelley,Capito,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy",,,no-bucket,0.000,,unmatched
Shelley,Capito,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety",,,no-bucket,0.000,,unmatched
Shelley,Capito,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media,,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight",,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety",,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water",,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure,,,no-bucket,0.000,,unmatched
Shelley,Capito,Committee on Rules and Administration,,,,no-bucket,0.000,,unmatched
Salud,Carbajal,Agriculture,,N00037015,H6CA24303,alias-gated-fuzzy,1.000,Salud Carbajal,matched
Salud,Carbajal,Armed Services,,N00037015,H6CA24303,alias-gated-fuzzy,1.000,Salud Carbajal,matched
Salud,Carbajal,Transportation and Infrastructure,,N00037015,H6CA24303,alias-gated-fuzzy,1.000,Salud Carbajal,matched
Mike,Carey,Budget,,N00048568,H2OH15228,alias-gated-fuzzy,1.000,Mike Carey,matched
Mike,Carey,House Administration,,N00048568,H2OH15228,alias-gated-fuzzy,1.000,Mike Carey,matched
Mike,Carey,Joint Committee of Congress on the Library,,N00048568,H2OH15228,alias-gated-fuzzy,1.000,Mike Carey,matched
Mike,Carey,Ways and Means,,N00048568,H2OH15228,alias-gated-fuzzy,1.000,Mike Carey,matched
Andre,Carson,Intelligence,,N00029513,H8IN07184,alias-gated-fuzzy,1.000,Andre Carson,matched
Andre,Carson,Select Comm on the Strategic Competition US and China,,N00029513,H8IN07184,alias-gated-fuzzy,1.000,Andre Carson,matched
Andre,Carson,Transportation and Infrastructure,,N00029513,H8IN07184,alias-gated-fuzzy,1.000,Andre Carson,matched
Earl,Carter,Budget,,,,first-fuzzy-low,0.250,,unmatched
Earl,Carter,Energy and Commerce,,,,first-fuzzy-low,0.250,,unmatched
John,Carter,Appropriations,,N00025095,H2TX31044,alias-gated-fuzzy,1.000,John Carter,matched
Troy,Carter,Energy and Commerce,,N00025766,H2LA02149,alias-gated-fuzzy,1.000,Troy Carter,matched
Troy,Carter,Homeland Security,,N00025766,H2LA02149,alias-gated-fuzzy,1.000,Troy Carter,matched
Greg,Casar,Education and Workforce,,N00049855,H2TX35144,alias-gated-fuzzy,1.000,Greg Casar,matched
Greg,Casar,Oversight and Government Reform,,N00049855,H2TX35144,alias-gated-fuzzy,1.000,Greg Casar,matched
Ed,Case,Appropriations,,N00025882,H2HI02128,alias-gated-fuzzy,1.000,Ed Case,matched
Bill,Cassidy,Committee on Energy and Natural Resources,Subcommittee on Energy,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,Committee on Energy and Natural Resources,Subcommittee on National Parks,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,Committee on Energy and Natural Resources,Subcommittee on Water and Power,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,Committee on Finance,Subcommittee on Health Care,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,Committee on Finance,Subcommittee on Taxation and IRS Oversight,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,first-fuzzy-low,0.364,,unmatched
Bill,Cassidy,Committee on Veterans' Affairs,,,,first-fuzzy-low,0.364,,unmatched
Sean,Casten,Financial Services,,N00041338,H8IL06139,alias-gated-fuzzy,1.000,Sean Casten,matched
Kathy,Castor,Energy and Commerce,,N00027514,H6FL11126,alias-gated-fuzzy,1.000,Kathy Castor,matched
Kathy,Castor,Select Comm on the Strategic Competition US and China,,N00027514,H6FL11126,alias-gated-fuzzy,1.000,Kathy Castor,matched
Joaquin,Castro,Foreign Affairs,,N00033316,H2TX35011,alias-gated-fuzzy,1.000,Joaquin Castro,matched
Joaquin,Castro,Intelligence,,N00033316,H2TX35011,alias-gated-fuzzy,1.000,Joaquin Castro,matched
Sheila,Cherfilus-McCormick,Foreign Affairs,,N00043504,H8FL20032,alias-gated,1.000,Sheila Cherfilus-McCormick,matched
Sheila,Cherfilus-McCormick,Veterans' Affairs,,N00043504,H8FL20032,alias-gated,1.000,Sheila Cherfilus-McCormick,matched
Judy,Chu,Budget,,N00030600,H0CA32101,alias-gated-fuzzy,1.000,Judy Chu,matched
Judy,Chu,Ways and Means,,N00030600,H0CA32101,alias-gated-fuzzy,1.000,Judy Chu,matched
Juan,Ciscomani,Appropriations,,N00049039,H2AZ02360,alias-gated-fuzzy,1.000,Juan Ciscomani,matched
Juan,Ciscomani,Veterans' Affairs,,N00049039,H2AZ02360,alias-gated-fuzzy,1.000,Juan Ciscomani,matched
Gilbert,Cisneros,Armed Services,,,,first-fuzzy-low,0.400,,unmatched
Gilbert,Cisneros,Small Business,,,,first-fuzzy-low,0.400,,unmatched
Katherine,Clark,,,N00035278,H4MA05084,alias-gated-fuzzy,1.000,Katherine Clark,matched
Yvette,Clarke,Energy and Commerce,,N00026961,H4NY11138,alias-gated-fuzzy,1.000,Yvette Clarke,matched
Emanuel,Cleaver,Financial Services,,N00026790,H4MO05234,alias-gated-fuzzy,1.000,Emanuel Cleaver,matched
Ben,Cline,Appropriations,,N00042296,H8VA06104,alias-gated-fuzzy,1.000,Ben Cline,matched
Ben,Cline,Budget,,N00042296,H8VA06104,alias-gated-fuzzy,1.000,Ben Cline,matched
Ben,Cline,Intelligence,,N00042296,H8VA06104,alias-gated-fuzzy,1.000,Ben Cline,matched
Ben,Cline,Judiciary,,N00042296,H8VA06104,alias-gated-fuzzy,1.000,Ben Cline,matched
Michael,Cloud,Appropriations,,N00041882,H8TX27049,alias-gated-fuzzy,1.000,Michael Cloud,matched
Michael,Cloud,Oversight and Government Reform,,N00041882,H8TX27049,alias-gated-fuzzy,1.000,Michael Cloud,matched
James,Clyburn,Appropriations,,N00002408,H2SC02042,alias-gated-fuzzy,0.960,James E Clyburn,matched
Andrew,Clyde,Appropriations,,N00046654,H0GA09246,alias-gated-fuzzy,1.000,Andrew Clyde,matched
Andrew,Clyde,Budget,,N00046654,H0GA09246,alias-gated-fuzzy,1.000,Andrew Clyde,matched
Steve,Cohen,Intelligence,,N00003225,H6TN09068,alias-gated-fuzzy,1.000,Steve Cohen,matched
Steve,Cohen,Judiciary,,N00003225,H6TN09068,alias-gated-fuzzy,1.000,Steve Cohen,matched
Tom,Cole,Appropriations,,N00025726,H2OK04055,alias-gated-fuzzy,1.000,Tom Cole,matched
Mike,Collins,Natural Resources,,N00035370,H4GA10071,alias-gated-fuzzy,1.000,Mike Collins,matched
Mike,Collins,"Science, Space, and Technology",,N00035370,H4GA10071,alias-gated-fuzzy,1.000,Mike Collins,matched
Mike,Collins,Transportation and Infrastructure,,N00035370,H4GA10071,alias-gated-fuzzy,1.000,Mike Collins,matched
Susan,Collins,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,Subcommittee on Department of Defense,,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,Subcommittee on Department of Homeland Security,,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,Subcommittee on Energy and Water Development,,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,Subcommittee on Financial Services and General Government,,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,Subcommittee on Legislative Branch,,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security,,,first-fuzzy-low,0.600,,unmatched
Susan,Collins,Select Committee on Intelligence,,,,first-fuzzy-low,0.600,,unmatched
James,Comer,Education and Workforce,,N00038260,H6KY01110,alias-gated-fuzzy,1.000,James Comer,matched
James,Comer,Oversight and Government Reform,,N00038260,H6KY01110,alias-gated-fuzzy,1.000,James Comer,matched
Herbert,Conaway,Small Business,,,,no-bucket,0.000,,unmatched
Herbert,Conaway,Veterans' Affairs,,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies",,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Appropriations,Subcommittee on Department of Defense,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Appropriations,Subcommittee on Energy and Water Development,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Appropriations,Subcommittee on Financial Services and General Government,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs",,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies",,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy",,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development",,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on Small Business and Entrepreneurship,,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on the Judiciary,Subcommittee on Intellectual Property,,,no-bucket,0.000,,unmatched
Christopher,Coons,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,no-bucket,0.000,,unmatched
Christopher,Coons,Select Committee on Ethics,,,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure",,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness",,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on Finance,Subcommittee on Taxation and IRS Oversight,,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy,,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy",,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues",,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on the Budget,,,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on the Judiciary,Subcommittee on Border Security and Immigration,,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism,,,no-bucket,0.000,,unmatched
John,Cornyn,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law",,,no-bucket,0.000,,unmatched
