first_name,last_name,state,district,party,committee
Valerie,Foushee,,4th,D,"Science, Space, and Technology"
Valerie,Foushee,,4th,D,Transportation and Infrastructure
Jesus,Garcia,,4th,D,Judiciary
Jesus,Garcia,,4th,D,Transportation and Infrastructure
Laura,Gillen,,4th,D,"Science, Space, and Technology"
Laura,Gillen,,4th,D,Transportation and Infrastructure
James,Himes,,4th,D,Financial Services
James,Himes,,4th,D,Intelligence
Steven,Horsford,,4th,D,Ways and Means
Val,Hoyle,,4th,D,Natural Resources
Val,Hoyle,,4th,D,Transportation and Infrastructure
Bill,Huizenga,,4th,R,Financial Services
Bill,Huizenga,,4th,R,Foreign Affairs
Glenn,Ivey,,4th,D,Appropriations
Glenn,Ivey,,4th,D,Ethics
Mike,Johnson,,4th,R,
Henry,Johnson,,4th,D,Judiciary
Henry,Johnson,,4th,D,Transportation and Infrastructure
Jim,Jordan,,4th,R,Judiciary
Jim,Jordan,,4th,R,Oversight and Government Reform
Thomas,Massie,,4th,R,Judiciary
Thomas,Massie,,4th,R,Transportation and Infrastructure
Jennifer,McClellan,,4th,D,Energy and Commerce
Betty,McCollum,,4th,D,Appropriations
Gwen,Moore,,4th,D,Ways and Means
Dan,Newhouse,,4th,R,Agriculture
Dan,Newhouse,,4th,R,Appropriations
Dan,Newhouse,,4th,R,Select Comm on the Strategic Competition US and China
Burgess,Owens,,4th,R,Education and Workforce
Burgess,Owens,,4th,R,Transportation and Infrastructure
Christopher,Smith,,4th,R,Foreign Affairs
Greg,Stanton,,4th,D,Foreign Affairs
Greg,Stanton,,4th,D,Select Comm on the Strategic Competition US and China
Greg,Stanton,,4th,D,Transportation and Infrastructure
Mike,Thompson,,4th,D,Ways and Means
William,Timmons,,4th,R,Financial Services
William,Timmons,,4th,R,Oversight and Government Reform
Bruce,Westerman,,4th,R,Natural Resources
Bruce,Westerman,,4th,R,Transportation and Infrastructure
Scott,Peters,,50th,D,Budget
Scott,Peters,,50th,D,Energy and Commerce
Sara,Jacobs,,51st,D,Armed Services
Sara,Jacobs,,51st,D,Foreign Affairs
Juan,Vargas,,52nd,D,Financial Services
Michael,Baumgartner,,5th,R,Education and Workforce
Michael,Baumgartner,,5th,R,Foreign Affairs
Michael,Baumgartner,,5th,R,Judiciary
Stephanie,Bice,,5th,R,Appropriations
Stephanie,Bice,,5th,R,House Administration
Andy,Biggs,,5th,R,Judiciary
Andy,Biggs,,5th,R,Oversight and Government Reform
Janelle,Bynum,,5th,D,Financial Services
Katherine,Clark,,5th,D,
Emanuel,Cleaver,,5th,D,Financial Services
Jeff,Crank,,5th,R,Armed Services
Jeff,Crank,,5th,R,Natural Resources
Scott,Fitzgerald,,5th,R,Financial Services
Scott,Fitzgerald,,5th,R,Judiciary
Virginia,Foxx,,5th,R,Education and Workforce
Virginia,Foxx,,5th,R,Oversight and Government Reform
Virginia,Foxx,,5th,R,Rules
Lance,Gooden,,5th,R,Armed Services
Lance,Gooden,,5th,R,Judiciary
Josh,Gottheimer,,5th,D,Financial Services
Josh,Gottheimer,,5th,D,Intelligence
Jahana,Hayes,,5th,D,Agriculture
Jahana,Hayes,,5th,D,Education and Workforce
Steny,Hoyer,,5th,D,Appropriations
Robert,Latta,,5th,R,Energy and Commerce
Julia,Letlow,,5th,R,Appropriations
Julia,Letlow,,5th,R,Education and Workforce
Tom,McClintock,,5th,R,Budget
Tom,McClintock,,5th,R,Judiciary
Tom,McClintock,,5th,R,Natural Resources
John,McGuire,,5th,R,Armed Services
John,McGuire,,5th,R,Oversight and Government Reform
Gregory,Meeks,,5th,D,Financial Services
Gregory,Meeks,,5th,D,Foreign Affairs
Ralph,Norman,,5th,R,Budget
Ralph,Norman,,5th,R,Financial Services
Ralph,Norman,,5th,R,Rules
Andrew,Ogles,,5th,R,Financial Services
Andrew,Ogles,,5th,R,Homeland Security
Ilhan,Omar,,5th,D,Budget
Ilhan,Omar,,5th,D,Education and Workforce
Mike,Quigley,,5th,D,Appropriations
Mike,Quigley,,5th,D,Intelligence
Harold,Rogers,,5th,R,Appropriations
John,Rutherford,,5th,R,Appropriations
John,Rutherford,,5th,R,Ethics
Mary Gay,Scanlon,,5th,D,Judiciary
Mary Gay,Scanlon,,5th,D,Rules
Victoria,Spartz,,5th,R,
Dale,Strong,,5th,R,Appropriations
Dale,Strong,,5th,R,Homeland Security
Tim,Walberg,,5th,R,Education and Workforce
Tim,Walberg,,5th,R,Natural Resources
Nikema,Williams,,5th,D,Financial Services
Andy,Barr,,6th,R,Financial Services
Andy,Barr,,6th,R,Foreign Affairs
Andy,Barr,,6th,R,Select Comm on the Strategic Competition US and China
Ami,Bera,,6th,D,Foreign Affairs
Ami,Bera,,6th,D,Intelligence
Sean,Casten,,6th,D,Financial Services
Juan,Ciscomani,,6th,R,Appropriations
Juan,Ciscomani,,6th,R,Veterans' Affairs
Ben,Cline,,6th,R,Appropriations
Ben,Cline,,6th,R,Budget
Ben,Cline,,6th,R,Intelligence
Ben,Cline,,6th,R,Judiciary
James,Clyburn,,6th,D,Appropriations
Jason,Crow,,6th,D,Armed Services
Jason,Crow,,6th,D,Intelligence
Debbie,Dingell,,6th,D,Energy and Commerce
Debbie,Dingell,,6th,D,Natural Resources
Jake,Ellzey,,6th,R,Appropriations
Jake,Ellzey,,6th,R,Small Business
Tom,Emmer,,6th,R,Financial Services
Cleo,Fields,,6th,D,Financial Services
Randy,Fine,,6th,R,Education and Workforce
Randy,Fine,,6th,R,Foreign Affairs
Sam,Graves,,6th,R,Armed Services
Sam,Graves,,6th,R,Transportation and Infrastructure
Glenn,Grothman,,6th,R,Budget
Glenn,Grothman,,6th,R,Education and Workforce
Glenn,Grothman,,6th,R,Judiciary
Glenn,Grothman,,6th,R,Oversight and Government Reform
Chrissy,Houlahan,,6th,D,Armed Services
Chrissy,Houlahan,,6th,D,Intelligence
Lucy,McBath,,6th,D,Education and Workforce
Lucy,McBath,,6th,D,Judiciary
April,McClain Delaney,,6th,D,Agriculture
April,McClain Delaney,,6th,D,"Science, Space, and Technology"
Addison,McDowell,,6th,R,Budget
Addison,McDowell,,6th,R,Natural Resources
Addison,McDowell,,6th,R,Transportation and Infrastructure
Grace,Meng,,6th,D,Appropriations
Seth,Moulton,,6th,D,Armed Services
Seth,Moulton,,6th,D,Select Comm on the Strategic Competition US and China
Seth,Moulton,,6th,D,Transportation and Infrastructure
Frank,Pallone,,6th,D,Energy and Commerce
Gary,Palmer,,6th,R,Energy and Commerce
Gary,Palmer,,6th,R,Oversight and Government Reform
Emily,Randall,,6th,D,Natural Resources
Emily,Randall,,6th,D,Oversight and Government Reform
John,Rose,,6th,R,Agriculture
John,Rose,,6th,R,Financial Services
Michael A.,Rulli,,6th,R,Education and Workforce
Michael A.,Rulli,,6th,R,Energy and Commerce
Andrea,Salinas,,6th,D,Agriculture
Andrea,Salinas,,6th,D,"Science, Space, and Technology"
Jefferson,Shreve,,6th,R,Foreign Affairs
Jefferson,Shreve,,6th,R,Transportation and Infrastructure
Tom,Barrett,,7th,R,Transportation and Infrastructure
Tom,Barrett,,7th,R,Veterans' Affairs
Eric,Burlison,,7th,R,Oversight and Government Reform
Eric,Burlison,,7th,R,Transportation and Infrastructure
Andre,Carson,,7th,D,Intelligence
Andre,Carson,,7th,D,Select Comm on the Strategic Competition US and China
Andre,Carson,,7th,D,Transportation and Infrastructure
Danny,Davis,,7th,D,Ways and Means
Michelle,Fischbach,,7th,R,Rules
Michelle,Fischbach,,7th,R,Ways and Means
Lizzie,Fletcher,,7th,D,Energy and Commerce
Russell,Fry,,7th,R,Energy and Commerce
Russell,Fry,,7th,R,Judiciary
Mark E.,Green,,7th,R,
Raúl M.,Grijalva,,7th,D,
Pramila,Jayapal,,7th,D,Budget
Pramila,Jayapal,,7th,D,Foreign Affairs
Pramila,Jayapal,,7th,D,Judiciary
Thomas,Kean,,7th,R,Energy and Commerce
Thomas,Kean,,7th,R,Foreign Affairs
Ryan,Mackenzie,,7th,R,Education and Workforce
Ryan,Mackenzie,,7th,R,Foreign Affairs
Ryan,Mackenzie,,7th,R,Homeland Security
Doris,Matsui,,7th,D,Energy and Commerce
Richard,McCormick,,7th,R,Armed Services
Richard,McCormick,,7th,R,Foreign Affairs
Richard,McCormick,,7th,R,"Science, Space, and Technology"
Kweisi,Mfume,,7th,D,Foreign Affairs
Kweisi,Mfume,,7th,D,Oversight and Government Reform
Max,Miller,,7th,R,"Science, Space, and Technology"
Max,Miller,,7th,R,Ways and Means
Cory,Mills,,7th,R,Armed Services
Cory,Mills,,7th,R,Foreign Affairs
Brittany,Pettersen,,7th,D,Financial Services
Ayanna,Pressley,,7th,D,Financial Services
Ayanna,Pressley,,7th,D,Oversight and Government Reform
David,Rouzer,,7th,R,Agriculture
David,Rouzer,,7th,R,"Science, Space, and Technology"
David,Rouzer,,7th,R,Transportation and Infrastructure
Terri,Sewell,,7th,D,House Administration
Terri,Sewell,,7th,D,Ways and Means
Thomas,Tiffany,,7th,R,Judiciary
Thomas,Tiffany,,7th,R,Natural Resources
Nydia,Velazquez,,7th,D,Financial Services
Nydia,Velazquez,,7th,D,Natural Resources
Nydia,Velazquez,,7th,D,Small Business
Eugene,Vindman,,7th,D,Agriculture
Eugene,Vindman,,7th,D,Armed Services
Donald,Beyer,,8th,D,Ways and Means
Robert,Bresnahan,,8th,R,Agriculture
Robert,Bresnahan,,8th,R,Small Business
Robert,Bresnahan,,8th,R,Transportation and Infrastructure
Warren,Davidson,,8th,R,Financial Services
Warren,Davidson,,8th,R,Foreign Affairs
Gabe,Evans,,8th,R,Energy and Commerce
Gabe,Evans,,8th,R,Homeland Security
John,Garamendi,,8th,D,Armed Services
John,Garamendi,,8th,D,Transportation and Infrastructure
Abraham,Hamadeh,,8th,R,Armed Services
Abraham,Hamadeh,,8th,R,Veterans' Affairs
Mike,Haridopolos,,8th,R,Financial Services
Mike,Haridopolos,,8th,R,"Science, Space, and Technology"
Mark,Harris,,8th,R,Agriculture
Mark,Harris,,8th,R,Education and Workforce
Mark,Harris,,8th,R,Judiciary
Hakeem,Jeffries,,8th,D,
Raja,Krishnamoorthi,,8th,D,Intelligence
Raja,Krishnamoorthi,,8th,D,Oversight and Government Reform
Raja,Krishnamoorthi,,8th,D,Select Comm on the Strategic Competition US and China
David,Kustoff,,8th,R,Ways and Means
Morgan,Luttrell,,8th,R,Armed Services
Morgan,Luttrell,,8th,R,Homeland Security
Morgan,Luttrell,,8th,R,Veterans' Affairs
Stephen,Lynch,,8th,D,Financial Services
Stephen,Lynch,,8th,D,Oversight and Government Reform
Kristen,McDonald Rivet,,8th,D,Agriculture
Kristen,McDonald Rivet,,8th,D,Transportation and Infrastructure
Robert,Menendez,,8th,D,Energy and Commerce
Mark,Messmer,,8th,R,Agriculture
Mark,Messmer,,8th,R,Armed Services
Mark,Messmer,,8th,R,Education and Workforce
Jamie,Raskin,,8th,D,Judiciary
Kim,Schrier,,8th,D,Energy and Commerce
Austin,Scott,,8th,R,Agriculture
Austin,Scott,,8th,R,Armed Services
Austin,Scott,,8th,R,Intelligence
Austin,Scott,,8th,R,Rules
Jason,Smith,,8th,R,Joint Committee on Taxation
Jason,Smith,,8th,R,Ways and Means
Pete,Stauber,,8th,R,Natural Resources
Pete,Stauber,,8th,R,Small Business
Pete,Stauber,,8th,R,Transportation and Infrastructure
Tony,Wied,,8th,R,Agriculture
Tony,Wied,,8th,R,Small Business
Tony,Wied,,8th,R,Transportation and Infrastructure
Yvette,Clarke,,9th,D,Energy and Commerce
Andrew,Clyde,,9th,R,Appropriations
Andrew,Clyde,,9th,R,Budget
Steve,Cohen,,9th,D,Intelligence
Steve,Cohen,,9th,D,Judiciary
Paul,Gosar,,9th,R,Natural Resources
Paul,Gosar,,9th,R,Oversight and Government Reform
Al,Green,,9th,D,Financial Services
Al,Green,,9th,D,Homeland Security
H.,Griffith,,9th,R,Energy and Commerce
H.,Griffith,,9th,R,House Administration
H.,Griffith,,9th,R,Rules
H.,Griffith,,9th,R,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Josh,Harder,,9th,D,Appropriations
Erin,Houchin,,9th,R,Budget
Erin,Houchin,,9th,R,Energy and Commerce
Erin,Houchin,,9th,R,Rules
Richard,Hudson,,9th,R,Energy and Commerce
Marcy,Kaptur,,9th,D,Appropriations
Marcy,Kaptur,,9th,D,Budget
William,Keating,,9th,D,Armed Services
William,Keating,,9th,D,Foreign Affairs
Lisa,McClain,,9th,R,Education and Workforce
Lisa,McClain,,9th,R,Financial Services
Daniel,Meuser,,9th,R,Financial Services
Daniel,Meuser,,9th,R,Small Business
Nellie,Pou,,9th,D,Homeland Security
Nellie,Pou,,9th,D,Transportation and Infrastructure
Janice,Schakowsky,,9th,D,Energy and Commerce
Adam,Smith,,9th,D,Armed Services
Darren,Soto,,9th,D,Energy and Commerce
Darren,Soto,,9th,D,Natural Resources
North Carolina,12th,,"Adams, Alma",2436 RHOB,Agriculture
North Carolina,12th,,"Adams, Alma",2436 RHOB,Education and Workforce
Alabama,4th,,"Aderholt, Robert",272 CHOB,Appropriations
California,33rd,,"Aguilar, Pete",108 CHOB,Appropriations
Missouri,4th,,"Alford, Mark",328 CHOB,Appropriations
Missouri,4th,,"Alford, Mark",328 CHOB,Small Business
Georgia,12th,,"Allen, Rick",462 CHOB,Education and Workforce
Georgia,12th,,"Allen, Rick",462 CHOB,Energy and Commerce
Rhode Island,1st,,"Amo, Gabe",1119 LHOB,Budget
Rhode Island,1st,,"Amo, Gabe",1119 LHOB,Foreign Affairs
Rhode Island,1st,,"Amo, Gabe",1119 LHOB,"Science, Space, and Technology"
Nevada,2nd,,"Amodei, Mark",104 CHOB,Appropriations
Nevada,2nd,,"Amodei, Mark",104 CHOB,Natural Resources
Arizona,3rd,,"Ansari, Yassamin",1432 LHOB,Education and Workforce
Arizona,3rd,,"Ansari, Yassamin",1432 LHOB,Natural Resources
Arizona,3rd,,"Ansari, Yassamin",1432 LHOB,Oversight and Government Reform
Texas,19th,,"Arrington, Jodey",1111 LHOB,Budget
Texas,19th,,"Arrington, Jodey",1111 LHOB,Ways and Means
Becca,Balint,,At Large,D,Budget
Becca,Balint,,At Large,D,Judiciary
Nicholas,Begich,,At Large,R,Natural Resources
Nicholas,Begich,,At Large,R,"Science, Space, and Technology"
Nicholas,Begich,,At Large,R,Transportation and Infrastructure
Julie,Fedorchak,,At Large,R,Energy and Commerce
Harriet,Hageman,,At Large,R,Judiciary
Harriet,Hageman,,At Large,R,Natural Resources
Harriet,Hageman,,At Large,R,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Dusty,Johnson,,At Large,R,Agriculture
Dusty,Johnson,,At Large,R,Select Comm on the Strategic Competition US and China
Dusty,Johnson,,At Large,R,Transportation and Infrastructure
Sarah,McBride,,At Large,D,Foreign Affairs
Sarah,McBride,,At Large,D,"Science, Space, and Technology"
Massachusetts,4th,,"Auchincloss, Jake",1524 LHOB,Energy and Commerce
Texas,36th,,"Babin, Brian",2236 RHOB,"Science, Space, and Technology"
Texas,36th,,"Babin, Brian",2236 RHOB,Transportation and Infrastructure
Nebraska,2nd,,"Bacon, Don",2104 RHOB,Agriculture
Nebraska,2nd,,"Bacon, Don",2104 RHOB,Armed Services
Indiana,4th,,"Baird, James",2303 RHOB,Agriculture
Indiana,4th,,"Baird, James",2303 RHOB,Foreign Affairs
Indiana,4th,,"Baird, James",2303 RHOB,"Science, Space, and Technology"
Ohio,12th,,"Balderson, Troy",2429 RHOB,Energy and Commerce
Vermont At,Large,,"Balint, Becca",1510 LHOB,Budget
Vermont At,Large,,"Balint, Becca",1510 LHOB,Judiciary
Kentucky,6th,,"Barr, Andy",2430 RHOB,Financial Services
Kentucky,6th,,"Barr, Andy",2430 RHOB,Foreign Affairs
Kentucky,6th,,"Barr, Andy",2430 RHOB,Select Comm on the Strategic Competition US and China
California,44th,,"Barragan, Nanette",2312 RHOB,Energy and Commerce
Michigan,7th,,"Barrett, Tom",1232 LHOB,Transportation and Infrastructure
Michigan,7th,,"Barrett, Tom",1232 LHOB,Veterans' Affairs
Washington,5th,,"Baumgartner, Michael",124 CHOB,Education and Workforce
Washington,5th,,"Baumgartner, Michael",124 CHOB,Foreign Affairs
Washington,5th,,"Baumgartner, Michael",124 CHOB,Judiciary
Florida,4th,,"Bean, Aaron",2459 RHOB,Ways and Means
Ohio,3rd,,"Beatty, Joyce",2079 RHOB,Financial Services
Alaska At,Large,,"Begich, Nicholas",153 CHOB,Natural Resources
Alaska At,Large,,"Begich, Nicholas",153 CHOB,"Science, Space, and Technology"
Alaska At,Large,,"Begich, Nicholas",153 CHOB,Transportation and Infrastructure
Missouri,1st,,"Bell, Wesley",1429 LHOB,Armed Services
Missouri,1st,,"Bell, Wesley",1429 LHOB,Oversight and Government Reform
Oregon,2nd,,"Bentz, Cliff",409 CHOB,Energy and Commerce
Oregon,2nd,,"Bentz, Cliff",409 CHOB,Natural Resources
California,6th,,"Bera, Ami",172 CHOB,Foreign Affairs
California,6th,,"Bera, Ami",172 CHOB,Intelligence
Michigan,1st,,"Bergman, Jack",566 CHOB,Armed Services
Michigan,1st,,"Bergman, Jack",566 CHOB,Budget
Michigan,1st,,"Bergman, Jack",566 CHOB,Veterans' Affairs
Virginia,8th,,"Beyer, Donald",1226 LHOB,Ways and Means
Oklahoma,5th,,"Bice, Stephanie",2402 RHOB,Appropriations
Oklahoma,5th,,"Bice, Stephanie",2402 RHOB,House Administration
Arizona,5th,,"Biggs, Andy",464 CHOB,Judiciary
Arizona,5th,,"Biggs, Andy",464 CHOB,Oversight and Government Reform
South Carolina,3rd,,"Biggs, Sheri",1530 LHOB,Foreign Affairs
South Carolina,3rd,,"Biggs, Sheri",1530 LHOB,Homeland Security
South Carolina,3rd,,"Biggs, Sheri",1530 LHOB,"Science, Space, and Technology"
Florida,12th,,"Bilirakis, Gus",2306 RHOB,Energy and Commerce
Florida,12th,,"Bilirakis, Gus",2306 RHOB,Select Comm on the Strategic Competition US and China
Georgia,2nd,,"Bishop, Sanford",2407 RHOB,Appropriations
Colorado,4th,,"Boebert, Lauren",1713 LHOB,Natural Resources
Colorado,4th,,"Boebert, Lauren",1713 LHOB,Oversight and Government Reform
Oregon,1st,,"Bonamici, Suzanne",2231 RHOB,Education and Workforce
Oregon,1st,,"Bonamici, Suzanne",2231 RHOB,"Science, Space, and Technology"
Illinois,12th,,"Bost, Mike",352 CHOB,Agriculture
Illinois,12th,,"Bost, Mike",352 CHOB,Transportation and Infrastructure
Illinois,12th,,"Bost, Mike",352 CHOB,Veterans' Affairs
Pennsylvania,2nd,,"Boyle, Brendan",1502 LHOB,Budget
Pennsylvania,2nd,,"Boyle, Brendan",1502 LHOB,Ways and Means
Oklahoma,2nd,,"Brecheen, Josh",351 CHOB,Budget
Oklahoma,2nd,,"Brecheen, Josh",351 CHOB,Homeland Security
Pennsylvania,8th,,"Bresnahan, Robert",1133 LHOB,Agriculture
Pennsylvania,8th,,"Bresnahan, Robert",1133 LHOB,Small Business
Pennsylvania,8th,,"Bresnahan, Robert",1133 LHOB,Transportation and Infrastructure
Ohio,11th,,"Brown, Shontel",2455 RHOB,Agriculture
Ohio,11th,,"Brown, Shontel",2455 RHOB,Oversight and Government Reform
Ohio,11th,,"Brown, Shontel",2455 RHOB,Select Comm on the Strategic Competition US and China
California,26th,,"Brownley, Julia",2262 RHOB,Natural Resources
California,26th,,"Brownley, Julia",2262 RHOB,Transportation and Infrastructure
California,26th,,"Brownley, Julia",2262 RHOB,Veterans' Affairs
Florida,16th,,"Buchanan, Vern",2409 RHOB,Joint Committee on Taxation
Florida,16th,,"Buchanan, Vern",2409 RHOB,Ways and Means
Illinois,13th,,"Budzinski, Nikki",1717 LHOB,Agriculture
Illinois,13th,,"Budzinski, Nikki",1717 LHOB,Veterans' Affairs
Tennessee,2nd,,"Burchett, Tim",1122 LHOB,Foreign Affairs
Tennessee,2nd,,"Burchett, Tim",1122 LHOB,Oversight and Government Reform
Tennessee,2nd,,"Burchett, Tim",1122 LHOB,Transportation and Infrastructure
Missouri,7th,,"Burlison, Eric",1108 LHOB,Oversight and Government Reform
Missouri,7th,,"Burlison, Eric",1108 LHOB,Transportation and Infrastructure
Oregon,5th,,"Bynum, Janelle",1508 LHOB,Financial Services
California,41st,,"Calvert, Ken",2205 RHOB,Appropriations
Florida,3rd,,"Cammack, Kat",2421 RHOB,Agriculture
Florida,3rd,,"Cammack, Kat",2421 RHOB,Energy and Commerce
California,24th,,"Carbajal, Salud",2331 RHOB,Agriculture
California,24th,,"Carbajal, Salud",2331 RHOB,Armed Services
California,24th,,"Carbajal, Salud",2331 RHOB,Transportation and Infrastructure
Ohio,15th,,"Carey, Mike",1433 LHOB,Budget
Ohio,15th,,"Carey, Mike",1433 LHOB,House Administration
Ohio,15th,,"Carey, Mike",1433 LHOB,Joint Committee of Congress on the Library
Ohio,15th,,"Carey, Mike",1433 LHOB,Ways and Means
Indiana,7th,,"Carson, Andre",2135 RHOB,Intelligence
Indiana,7th,,"Carson, Andre",2135 RHOB,Select Comm on the Strategic Competition US and China
Indiana,7th,,"Carson, Andre",2135 RHOB,Transportation and Infrastructure
Georgia,1st,,"Carter, Earl",2432 RHOB,Budget
Georgia,1st,,"Carter, Earl",2432 RHOB,Energy and Commerce
Texas,31st,,"Carter, John",2208 RHOB,Appropriations
Louisiana,2nd,,"Carter, Troy",442 CHOB,Energy and Commerce
Louisiana,2nd,,"Carter, Troy",442 CHOB,Homeland Security
Texas,35th,,"Casar, Greg",446 CHOB,Education and Workforce
Texas,35th,,"Casar, Greg",446 CHOB,Oversight and Government Reform
Hawaii,1st,,"Case, Ed",2210 RHOB,Appropriations
Illinois,6th,,"Casten, Sean",2440 RHOB,Financial Services
Florida,14th,,"Castor, Kathy",2188 RHOB,Energy and Commerce
Florida,14th,,"Castor, Kathy",2188 RHOB,Select Comm on the Strategic Competition US and China
Texas,20th,,"Castro, Joaquin",2241 RHOB,Foreign Affairs
Texas,20th,,"Castro, Joaquin",2241 RHOB,Intelligence
Florida,20th,,"Cherfilus-McCormick, Sheila",2442 RHOB,Foreign Affairs
Florida,20th,,"Cherfilus-McCormick, Sheila",2442 RHOB,Veterans' Affairs
California,28th,,"Chu, Judy",2423 RHOB,Budget
California,28th,,"Chu, Judy",2423 RHOB,Ways and Means
Arizona,6th,,"Ciscomani, Juan",461 CHOB,Appropriations
Arizona,6th,,"Ciscomani, Juan",461 CHOB,Veterans' Affairs
California,31st,,"Cisneros, Gilbert",2463 RHOB,Armed Services
California,31st,,"Cisneros, Gilbert",2463 RHOB,Small Business
Massachusetts,5th,,"Clark, Katherine",2368 RHOB,
New York,9th,,"Clarke, Yvette",2058 RHOB,Energy and Commerce
Missouri,5th,,"Cleaver, Emanuel",2217 RHOB,Financial Services
Virginia,6th,,"Cline, Ben",2443 RHOB,Appropriations
Virginia,6th,,"Cline, Ben",2443 RHOB,Budget
Virginia,6th,,"Cline, Ben",2443 RHOB,Intelligence
Virginia,6th,,"Cline, Ben",2443 RHOB,Judiciary
Texas,27th,,"Cloud, Michael",304 CHOB,Appropriations
Texas,27th,,"Cloud, Michael",304 CHOB,Oversight and Government Reform
South Carolina,6th,,"Clyburn, James",274 CHOB,Appropriations
Georgia,9th,,"Clyde, Andrew",445 CHOB,Appropriations
Georgia,9th,,"Clyde, Andrew",445 CHOB,Budget
Tennessee,9th,,"Cohen, Steve",2268 RHOB,Intelligence
Tennessee,9th,,"Cohen, Steve",2268 RHOB,Judiciary
Oklahoma,4th,,"Cole, Tom",2207 RHOB,Appropriations
Georgia,10th,,"Collins, Mike",2351 RHOB,Natural Resources
Georgia,10th,,"Collins, Mike",2351 RHOB,"Science, Space, and Technology"
Georgia,10th,,"Collins, Mike",2351 RHOB,Transportation and Infrastructure
Kentucky,1st,,"Comer, James",2410 RHOB,Education and Workforce
Kentucky,1st,,"Comer, James",2410 RHOB,Oversight and Government Reform
New Jersey,3rd,,"Conaway, Herbert",1022 LHOB,Small Business
New Jersey,3rd,,"Conaway, Herbert",1022 LHOB,Veterans' Affairs
California,46th,,"Correa, J.",2082 RHOB,Homeland Security
California,46th,,"Correa, J.",2082 RHOB,Judiciary
California,21st,,"Costa, Jim",2081 RHOB,Agriculture
California,21st,,"Costa, Jim",2081 RHOB,Foreign Affairs
Connecticut,2nd,,"Courtney, Joe",2449 RHOB,Armed Services
Connecticut,2nd,,"Courtney, Joe",2449 RHOB,Education and Workforce
Minnesota,2nd,,"Craig, Angie",2052 RHOB,Agriculture
Arizona,2nd,,"Crane, Elijah",307 CHOB,Homeland Security
Arizona,2nd,,"Crane, Elijah",307 CHOB,Oversight and Government Reform
Colorado,5th,,"Crank, Jeff",1029 LHOB,Armed Services
Colorado,5th,,"Crank, Jeff",1029 LHOB,Natural Resources
Arkansas,1st,,"Crawford, Eric",2422 RHOB,Agriculture
Arkansas,1st,,"Crawford, Eric",2422 RHOB,Intelligence
Arkansas,1st,,"Crawford, Eric",2422 RHOB,Transportation and Infrastructure
Texas,2nd,,"Crenshaw, Dan",248 CHOB,Energy and Commerce
Texas,2nd,,"Crenshaw, Dan",248 CHOB,Intelligence
Texas,30th,,"Crockett, Jasmine",1616 LHOB,Judiciary
Texas,30th,,"Crockett, Jasmine",1616 LHOB,Oversight and Government Reform
Texas,30th,,"Crockett, Jasmine",1616 LHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Colorado,6th,,"Crow, Jason",1323 LHOB,Armed Services
Colorado,6th,,"Crow, Jason",1323 LHOB,Intelligence
Texas,28th,,"Cuellar, Henry",2308 RHOB,Appropriations
Kansas,3rd,,"Davids, Sharice",2435 RHOB,Agriculture
Kansas,3rd,,"Davids, Sharice",2435 RHOB,Transportation and Infrastructure
Ohio,8th,,"Davidson, Warren",2113 RHOB,Financial Services
Ohio,8th,,"Davidson, Warren",2113 RHOB,Foreign Affairs
Illinois,7th,,"Davis, Danny",2159 RHOB,Ways and Means
North Carolina,1st,,"Davis, Donald",1123 LHOB,Agriculture
North Carolina,1st,,"Davis, Donald",1123 LHOB,Armed Services
Texas,15th,,"De La Cruz, Monica",1415 LHOB,Agriculture
Texas,15th,,"De La Cruz, Monica",1415 LHOB,Financial Services
Colorado,1st,,"DeGette, Diana",2111 RHOB,Energy and Commerce
Connecticut,3rd,,"DeLauro, Rosa",2413 RHOB,Appropriations
California,10th,,"DeSaulnier, Mark",2134 RHOB,Education and Workforce
California,10th,,"DeSaulnier, Mark",2134 RHOB,Ethics
California,10th,,"DeSaulnier, Mark",2134 RHOB,Transportation and Infrastructure
Pennsylvania,4th,,"Dean, Madeleine",150 CHOB,Appropriations
Pennsylvania,4th,,"Dean, Madeleine",150 CHOB,Foreign Affairs
Washington,1st,,"DelBene, Suzan",2311 RHOB,Ways and Means
Kimberlyn,King-Hinds,,Delegate,R,Small Business
Kimberlyn,King-Hinds,,Delegate,R,Transportation and Infrastructure
Kimberlyn,King-Hinds,,Delegate,R,Veterans' Affairs
James,Moylan,,Delegate,R,Armed Services
James,Moylan,,Delegate,R,Education and Workforce
James,Moylan,,Delegate,R,Foreign Affairs
Eleanor,Norton,,Delegate,D,Oversight and Government Reform
Eleanor,Norton,,Delegate,D,Transportation and Infrastructure
Stacey,Plaskett,,Delegate,D,Budget
Stacey,Plaskett,,Delegate,D,Intelligence
Stacey,Plaskett,,Delegate,D,Ways and Means
Aumua Amata,Radewagen,,Delegate,R,Foreign Affairs
Aumua Amata,Radewagen,,Delegate,R,Natural Resources
Aumua Amata,Radewagen,,Delegate,R,Veterans' Affairs
Pennsylvania,17th,,"Deluzio, Christopher",1222 LHOB,Armed Services
Pennsylvania,17th,,"Deluzio, Christopher",1222 LHOB,Transportation and Infrastructure
Tennessee,4th,,"DesJarlais, Scott",2304 RHOB,Agriculture
