first_name,last_name,state,district,party,committee
Texas,1st,,"Moran, Nathaniel",1605 LHOB,Select Comm on the Strategic Competition US and China
Texas,1st,,"Moran, Nathaniel",1605 LHOB,Ways and Means
New York,25th,,"Morelle, Joseph",570 CHOB,Appropriations
New York,25th,,"Morelle, Joseph",570 CHOB,House Administration
New York,25th,,"Morelle, Joseph",570 CHOB,Joint Committee of Congress on the Library
Minnesota,3rd,,"Morrison, Kelly",1205 LHOB,Small Business
Minnesota,3rd,,"Morrison, Kelly",1205 LHOB,Veterans' Affairs
Florida,23rd,,"Moskowitz, Jared",242 CHOB,Foreign Affairs
Florida,23rd,,"Moskowitz, Jared",242 CHOB,Judiciary
Florida,23rd,,"Moskowitz, Jared",242 CHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Massachusetts,6th,,"Moulton, Seth",1126 LHOB,Armed Services
Massachusetts,6th,,"Moulton, Seth",1126 LHOB,Select Comm on the Strategic Competition US and China
Massachusetts,6th,,"Moulton, Seth",1126 LHOB,Transportation and Infrastructure
Guam,Delegate,,"Moylan, James",228 CHOB,Armed Services
Guam,Delegate,,"Moylan, James",228 CHOB,Education and Workforce
Guam,Delegate,,"Moylan, James",228 CHOB,Foreign Affairs
Indiana,1st,,"Mrvan, Frank",2441 RHOB,Appropriations
California,15th,,"Mullin, Kevin",1404 LHOB,Energy and Commerce
North Carolina,3rd,,"Murphy, Gregory",407 CHOB,House Administration
North Carolina,3rd,,"Murphy, Gregory",407 CHOB,Veterans' Affairs
North Carolina,3rd,,"Murphy, Gregory",407 CHOB,Ways and Means
New York,12th,,"Nadler, Jerrold",2132 RHOB,Judiciary
New York,12th,,"Nadler, Jerrold",2132 RHOB,Transportation and Infrastructure
Massachusetts,1st,,"Neal, Richard",372 CHOB,Joint Committee on Taxation
Massachusetts,1st,,"Neal, Richard",372 CHOB,Ways and Means
Colorado,2nd,,"Neguse, Joe",2400 RHOB,Judiciary
Colorado,2nd,,"Neguse, Joe",2400 RHOB,Natural Resources
Colorado,2nd,,"Neguse, Joe",2400 RHOB,Rules
Texas,22nd,,"Nehls, Troy",1104 LHOB,Judiciary
Texas,22nd,,"Nehls, Troy",1104 LHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Texas,22nd,,"Nehls, Troy",1104 LHOB,Transportation and Infrastructure
Washington,4th,,"Newhouse, Dan",460 CHOB,Agriculture
Washington,4th,,"Newhouse, Dan",460 CHOB,Appropriations
Washington,4th,,"Newhouse, Dan",460 CHOB,Select Comm on the Strategic Competition US and China
New Jersey,1st,,"Norcross, Donald",2427 RHOB,Armed Services
New Jersey,1st,,"Norcross, Donald",2427 RHOB,Education and Workforce
South Carolina,5th,,"Norman, Ralph",569 CHOB,Budget
South Carolina,5th,,"Norman, Ralph",569 CHOB,Financial Services
South Carolina,5th,,"Norman, Ralph",569 CHOB,Rules
District of Columbia,Delegate,,"Norton, Eleanor",2136 RHOB,Oversight and Government Reform
District of Columbia,Delegate,,"Norton, Eleanor",2136 RHOB,Transportation and Infrastructure
Iowa,3rd,,"Nunn, Zachary",1410 LHOB,Agriculture
Iowa,3rd,,"Nunn, Zachary",1410 LHOB,Financial Services
Iowa,3rd,,"Nunn, Zachary",1410 LHOB,Select Comm on the Strategic Competition US and China
California,23rd,,"Obernolte, Jay",2433 RHOB,Budget
California,23rd,,"Obernolte, Jay",2433 RHOB,Energy and Commerce
California,23rd,,"Obernolte, Jay",2433 RHOB,"Science, Space, and Technology"
New York,14th,,"Ocasio-Cortez, Alexandria",250 CHOB,Energy and Commerce
Tennessee,5th,,"Ogles, Andrew",151 CHOB,Financial Services
Tennessee,5th,,"Ogles, Andrew",151 CHOB,Homeland Security
Maryland,2nd,,"Olszewski, Johnny",1339 LHOB,Foreign Affairs
Maryland,2nd,,"Olszewski, Johnny",1339 LHOB,Small Business
Minnesota,5th,,"Omar, Ilhan",1730 LHOB,Budget
Minnesota,5th,,"Omar, Ilhan",1730 LHOB,Education and Workforce
Missouri,3rd,,"Onder, Robert",1113 LHOB,Education and Workforce
Missouri,3rd,,"Onder, Robert",1113 LHOB,Judiciary
Missouri,3rd,,"Onder, Robert",1113 LHOB,Transportation and Infrastructure
Utah,4th,,"Owens, Burgess",309 CHOB,Education and Workforce
Utah,4th,,"Owens, Burgess",309 CHOB,Transportation and Infrastructure
New Jersey,6th,,"Pallone, Frank",2107 RHOB,Energy and Commerce
Alabama,6th,,"Palmer, Gary",170 CHOB,Energy and Commerce
Alabama,6th,,"Palmer, Gary",170 CHOB,Oversight and Government Reform
California,19th,,"Panetta, Jimmy",200 CHOB,Budget
California,19th,,"Panetta, Jimmy",200 CHOB,Ways and Means
New Hampshire,1st,,"Pappas, Chris",452 CHOB,Transportation and Infrastructure
New Hampshire,1st,,"Pappas, Chris",452 CHOB,Veterans' Affairs
Florida,1st,,"Patronis, Jimmy",2021 RHOB,Small Business
Florida,1st,,"Patronis, Jimmy",2021 RHOB,Transportation and Infrastructure
California,11th,,"Pelosi, Nancy",1236 LHOB,
Washington,3rd,,"Perez, Marie",1431 LHOB,Appropriations
Pennsylvania,10th,,"Perry, Scott",2160 RHOB,Foreign Affairs
Pennsylvania,10th,,"Perry, Scott",2160 RHOB,Intelligence
Pennsylvania,10th,,"Perry, Scott",2160 RHOB,Oversight and Government Reform
Pennsylvania,10th,,"Perry, Scott",2160 RHOB,Transportation and Infrastructure
California,50th,,"Peters, Scott",2369 RHOB,Budget
California,50th,,"Peters, Scott",2369 RHOB,Energy and Commerce
Colorado,7th,,"Pettersen, Brittany",348 CHOB,Financial Services
Texas,11th,,"Pfluger, August",2202 RHOB,Energy and Commerce
Texas,11th,,"Pfluger, August",2202 RHOB,Homeland Security
Maine,1st,,"Pingree, Chellie",2354 RHOB,Agriculture
Maine,1st,,"Pingree, Chellie",2354 RHOB,Appropriations
Virgin Islands,Delegate,,"Plaskett, Stacey",2059 RHOB,Budget
Virgin Islands,Delegate,,"Plaskett, Stacey",2059 RHOB,Intelligence
Virgin Islands,Delegate,,"Plaskett, Stacey",2059 RHOB,Ways and Means
Wisconsin,2nd,,"Pocan, Mark",1026 LHOB,Appropriations
New Jersey,9th,,"Pou, Nellie",1007 LHOB,Homeland Security
New Jersey,9th,,"Pou, Nellie",1007 LHOB,Transportation and Infrastructure
Massachusetts,7th,,"Pressley, Ayanna",402 CHOB,Financial Services
Massachusetts,7th,,"Pressley, Ayanna",402 CHOB,Oversight and Government Reform
Illinois,5th,,"Quigley, Mike",2083 RHOB,Appropriations
Illinois,5th,,"Quigley, Mike",2083 RHOB,Intelligence
American Samoa,Delegate,,"Radewagen, Aumua Amata",2001 RHOB,Foreign Affairs
American Samoa,Delegate,,"Radewagen, Aumua Amata",2001 RHOB,Natural Resources
American Samoa,Delegate,,"Radewagen, Aumua Amata",2001 RHOB,Veterans' Affairs
Illinois,3rd,,"Ramirez, Delia",1523 LHOB,Homeland Security
Illinois,3rd,,"Ramirez, Delia",1523 LHOB,Veterans' Affairs
Washington,6th,,"Randall, Emily",1531 LHOB,Natural Resources
Washington,6th,,"Randall, Emily",1531 LHOB,Oversight and Government Reform
Maryland,8th,,"Raskin, Jamie",2242 RHOB,Judiciary
Pennsylvania,14th,,"Reschenthaler, Guy",2209 RHOB,Appropriations
Pablo,Hernandez,,Resident Commissioner,D,Homeland Security
Pablo,Hernandez,,Resident Commissioner,D,Natural Resources
New York,19th,,"Riley, Josh",128 CHOB,Agriculture
New York,19th,,"Riley, Josh",128 CHOB,"Science, Space, and Technology"
California,29th,,"Rivas, Luz",1319 LHOB,Natural Resources
California,29th,,"Rivas, Luz",1319 LHOB,"Science, Space, and Technology"
Kentucky,5th,,"Rogers, Harold",2406 RHOB,Appropriations
Alabama,3rd,,"Rogers, Mike",2469 RHOB,Armed Services
Tennessee,6th,,"Rose, John",2238 RHOB,Agriculture
Tennessee,6th,,"Rose, John",2238 RHOB,Financial Services
North Carolina,2nd,,"Ross, Deborah",1221 LHOB,Ethics
North Carolina,2nd,,"Ross, Deborah",1221 LHOB,Judiciary
North Carolina,2nd,,"Ross, Deborah",1221 LHOB,"Science, Space, and Technology"
North Carolina,7th,,"Rouzer, David",2333 RHOB,Agriculture
North Carolina,7th,,"Rouzer, David",2333 RHOB,"Science, Space, and Technology"
North Carolina,7th,,"Rouzer, David",2333 RHOB,Transportation and Infrastructure
Texas,21st,,"Roy, Chip",103 CHOB,Budget
Texas,21st,,"Roy, Chip",103 CHOB,Judiciary
Texas,21st,,"Roy, Chip",103 CHOB,Rules
California,25th,,"Ruiz, Raul",2342 RHOB,Energy and Commerce
Ohio,6th,,"Rulli, Michael A.",421 CHOB,Education and Workforce
Ohio,6th,,"Rulli, Michael A.",421 CHOB,Energy and Commerce
Florida,5th,,"Rutherford, John",1711 LHOB,Appropriations
Florida,5th,,"Rutherford, John",1711 LHOB,Ethics
New York,18th,,"Ryan, Patrick",1708 LHOB,Armed Services
New York,18th,,"Ryan, Patrick",1708 LHOB,Transportation and Infrastructure
Florida,27th,,"Salazar, Maria",2162 RHOB,Financial Services
Florida,27th,,"Salazar, Maria",2162 RHOB,Foreign Affairs
Oregon,6th,,"Salinas, Andrea",403 CHOB,Agriculture
Oregon,6th,,"Salinas, Andrea",403 CHOB,"Science, Space, and Technology"
California,38th,,"Sanchez, Linda",2309 RHOB,Ways and Means
Louisiana,1st,,"Scalise, Steve",266 CHOB,
Pennsylvania,5th,,"Scanlon, Mary Gay",1214 LHOB,Judiciary
Pennsylvania,5th,,"Scanlon, Mary Gay",1214 LHOB,Rules
Illinois,9th,,"Schakowsky, Janice",2408 RHOB,Energy and Commerce
Kansas,2nd,,"Schmidt, Derek",1223 LHOB,Armed Services
Kansas,2nd,,"Schmidt, Derek",1223 LHOB,Judiciary
Kansas,2nd,,"Schmidt, Derek",1223 LHOB,Small Business
Illinois,10th,,"Schneider, Bradley",300 CHOB,Foreign Affairs
Illinois,10th,,"Schneider, Bradley",300 CHOB,Ways and Means
Michigan,3rd,,"Scholten, Hillary",1317 LHOB,Small Business
Michigan,3rd,,"Scholten, Hillary",1317 LHOB,Transportation and Infrastructure
Washington,8th,,"Schrier, Kim",1110 LHOB,Energy and Commerce
Arizona,1st,,"Schweikert, David",166 CHOB,Ways and Means
Georgia,8th,,"Scott, Austin",2185 RHOB,Agriculture
Georgia,8th,,"Scott, Austin",2185 RHOB,Armed Services
Georgia,8th,,"Scott, Austin",2185 RHOB,Intelligence
Georgia,8th,,"Scott, Austin",2185 RHOB,Rules
Georgia,13th,,"Scott, David",468 CHOB,Agriculture
Georgia,13th,,"Scott, David",468 CHOB,Financial Services
Virginia,3rd,,"Scott, Robert",2328 RHOB,Budget
Virginia,3rd,,"Scott, Robert",2328 RHOB,Education and Workforce
Texas,3rd,,"Self, Keith",1030 LHOB,Foreign Affairs
Texas,3rd,,"Self, Keith",1030 LHOB,"Science, Space, and Technology"
Texas,3rd,,"Self, Keith",1030 LHOB,Veterans' Affairs
Texas,17th,,"Sessions, Pete",2204 RHOB,Financial Services
Texas,17th,,"Sessions, Pete",2204 RHOB,Oversight and Government Reform
Alabama,7th,,"Sewell, Terri",1035 LHOB,House Administration
Alabama,7th,,"Sewell, Terri",1035 LHOB,Ways and Means
California,32nd,,"Sherman, Brad",2365 RHOB,Financial Services
California,32nd,,"Sherman, Brad",2365 RHOB,Foreign Affairs
New Jersey,11th,,"Sherrill, Mikie",1427 LHOB,Armed Services
New Jersey,11th,,"Sherrill, Mikie",1427 LHOB,Select Comm on the Strategic Competition US and China
Indiana,6th,,"Shreve, Jefferson",224 CHOB,Foreign Affairs
Indiana,6th,,"Shreve, Jefferson",224 CHOB,Transportation and Infrastructure
California,12th,,"Simon, Lateefah",1023 LHOB,Oversight and Government Reform
California,12th,,"Simon, Lateefah",1023 LHOB,Small Business
Idaho,2nd,,"Simpson, Michael",2084 RHOB,Appropriations
Washington,9th,,"Smith, Adam",2264 RHOB,Armed Services
Nebraska,3rd,,"Smith, Adrian",502 CHOB,Joint Committee on Taxation
Nebraska,3rd,,"Smith, Adrian",502 CHOB,Ways and Means
New Jersey,4th,,"Smith, Christopher",2373 RHOB,Foreign Affairs
Missouri,8th,,"Smith, Jason",1011 LHOB,Joint Committee on Taxation
Missouri,8th,,"Smith, Jason",1011 LHOB,Ways and Means
Pennsylvania,11th,,"Smucker, Lloyd",302 CHOB,Budget
Pennsylvania,11th,,"Smucker, Lloyd",302 CHOB,Ways and Means
Illinois,17th,,"Sorensen, Eric",1314 LHOB,Agriculture
Illinois,17th,,"Sorensen, Eric",1314 LHOB,Armed Services
Florida,9th,,"Soto, Darren",2353 RHOB,Energy and Commerce
Florida,9th,,"Soto, Darren",2353 RHOB,Natural Resources
Indiana,5th,,"Spartz, Victoria",1609 LHOB,
New Mexico,1st,,"Stansbury, Melanie",1421 LHOB,Natural Resources
New Mexico,1st,,"Stansbury, Melanie",1421 LHOB,Oversight and Government Reform
Arizona,4th,,"Stanton, Greg",207 CHOB,Foreign Affairs
Arizona,4th,,"Stanton, Greg",207 CHOB,Select Comm on the Strategic Competition US and China
Arizona,4th,,"Stanton, Greg",207 CHOB,Transportation and Infrastructure
Minnesota,8th,,"Stauber, Pete",145 CHOB,Natural Resources
Minnesota,8th,,"Stauber, Pete",145 CHOB,Small Business
Minnesota,8th,,"Stauber, Pete",145 CHOB,Transportation and Infrastructure
New York,21st,,"Stefanik, Elise",2211 RHOB,Armed Services
New York,21st,,"Stefanik, Elise",2211 RHOB,Education and Workforce
New York,21st,,"Stefanik, Elise",2211 RHOB,Intelligence
Wisconsin,1st,,"Steil, Bryan",1526 LHOB,Financial Services
Wisconsin,1st,,"Steil, Bryan",1526 LHOB,House Administration
Wisconsin,1st,,"Steil, Bryan",1526 LHOB,Joint Committee of Congress on the Library
Florida,17th,,"Steube, W.",2457 RHOB,Intelligence
Florida,17th,,"Steube, W.",2457 RHOB,Ways and Means
Michigan,11th,,"Stevens, Haley",2411 RHOB,Education and Workforce
Michigan,11th,,"Stevens, Haley",2411 RHOB,"Science, Space, and Technology"
Michigan,11th,,"Stevens, Haley",2411 RHOB,Select Comm on the Strategic Competition US and China
Washington,10th,,"Strickland, Marilyn",1724 LHOB,Armed Services
Washington,10th,,"Strickland, Marilyn",1724 LHOB,Transportation and Infrastructure
Alabama,5th,,"Strong, Dale",449 CHOB,Appropriations
Alabama,5th,,"Strong, Dale",449 CHOB,Homeland Security
Indiana,3rd,,"Stutzman, Marlin",404 CHOB,Budget
Indiana,3rd,,"Stutzman, Marlin",404 CHOB,Financial Services
Virginia,10th,,"Subramanyam, Suhas",1009 LHOB,Ethics
Virginia,10th,,"Subramanyam, Suhas",1009 LHOB,Oversight and Government Reform
Virginia,10th,,"Subramanyam, Suhas",1009 LHOB,"Science, Space, and Technology"
New York,3rd,,"Suozzi, Thomas R.",203 CHOB,Ways and Means
California,14th,,"Swalwell, Eric",174 CHOB,Homeland Security
California,14th,,"Swalwell, Eric",174 CHOB,Judiciary
California,14th,,"Swalwell, Eric",174 CHOB,"Select Subcomm to Investigate Questions about Jan 6, 2021"
Ohio,13th,,"Sykes, Emilia",1217 LHOB,"Science, Space, and Technology"
Ohio,13th,,"Sykes, Emilia",1217 LHOB,Transportation and Infrastructure
California,39th,,"Takano, Mark",2078 RHOB,Education and Workforce
California,39th,,"Takano, Mark",2078 RHOB,Veterans' Affairs
Ohio,2nd,,"Taylor, David",325 CHOB,Agriculture
Ohio,2nd,,"Taylor, David",325 CHOB,Transportation and Infrastructure
New York,24th,,"Tenney, Claudia",2230 RHOB,Intelligence
New York,24th,,"Tenney, Claudia",2230 RHOB,"Science, Space, and Technology"
New York,24th,,"Tenney, Claudia",2230 RHOB,Ways and Means
Michigan,13th,,"Thanedar, Shri",154 CHOB,Agriculture
Michigan,13th,,"Thanedar, Shri",154 CHOB,Homeland Security
Mississippi,2nd,,"Thompson, Bennie",2466 RHOB,Homeland Security
Pennsylvania,15th,,"Thompson, Glenn",400 CHOB,Agriculture
Pennsylvania,15th,,"Thompson, Glenn",400 CHOB,Education and Workforce
California,4th,,"Thompson, Mike",268 CHOB,Ways and Means
Wisconsin,7th,,"Tiffany, Thomas",451 CHOB,Judiciary
Wisconsin,7th,,"Tiffany, Thomas",451 CHOB,Natural Resources
South Carolina,4th,,"Timmons, William",267 CHOB,Financial Services
South Carolina,4th,,"Timmons, William",267 CHOB,Oversight and Government Reform
Nevada,1st,,"Titus, Dina",2370 RHOB,Foreign Affairs
Nevada,1st,,"Titus, Dina",2370 RHOB,Transportation and Infrastructure
Michigan,12th,,"Tlaib, Rashida",2438 RHOB,Financial Services
Michigan,12th,,"Tlaib, Rashida",2438 RHOB,Oversight and Government Reform
Hawaii,2nd,,"Tokuda, Jill",1027 LHOB,Agriculture
Hawaii,2nd,,"Tokuda, Jill",1027 LHOB,Armed Services
Hawaii,2nd,,"Tokuda, Jill",1027 LHOB,Select Comm on the Strategic Competition US and China
New York,20th,,"Tonko, Paul",2269 RHOB,Budget
New York,20th,,"Tonko, Paul",2269 RHOB,Energy and Commerce
California,35th,,"Torres, Norma",2227 RHOB,Appropriations
California,35th,,"Torres, Norma",2227 RHOB,House Administration
New York,15th,,"Torres, Ritchie",1414 LHOB,Financial Services
New York,15th,,"Torres, Ritchie",1414 LHOB,Select Comm on the Strategic Competition US and China
Massachusetts,3rd,,"Trahan, Lori",2233 RHOB,Energy and Commerce
California,45th,,"Tran, Derek",1127 LHOB,Armed Services
California,45th,,"Tran, Derek",1127 LHOB,Small Business
Ohio,10th,,"Turner, Michael",2183 RHOB,Armed Services
Ohio,10th,,"Turner, Michael",2183 RHOB,Oversight and Government Reform
Texas,18th,,"Turner, Sylvester - Vacancy",1318 LHOB,
Illinois,14th,,"Underwood, Lauren",2228 RHOB,Appropriations
California,22nd,,"Valadao, David",2465 RHOB,Appropriations
California,22nd,,"Valadao, David",2465 RHOB,Joint Committee of Congress on the Library
New Jersey,2nd,,"Van Drew, Jefferson",2447 RHOB,Judiciary
New Jersey,2nd,,"Van Drew, Jefferson",2447 RHOB,Transportation and Infrastructure
Texas,24th,,"Van Duyne, Beth",1725 LHOB,Small Business
Texas,24th,,"Van Duyne, Beth",1725 LHOB,Ways and Means
Wisconsin,3rd,,"Van Orden, Derrick",1513 LHOB,Agriculture
Wisconsin,3rd,,"Van Orden, Derrick",1513 LHOB,Armed Services
Wisconsin,3rd,,"Van Orden, Derrick",1513 LHOB,Veterans' Affairs
California,52nd,,"Vargas, Juan",2467 RHOB,Financial Services
New Mexico,2nd,,"Vasquez, Gabe",322 CHOB,Agriculture
New Mexico,2nd,,"Vasquez, Gabe",322 CHOB,Armed Services
Texas,33rd,,"Veasey, Marc",2186 RHOB,Energy and Commerce
New York,7th,,"Velazquez, Nydia",2302 RHOB,Financial Services
New York,7th,,"Velazquez, Nydia",2302 RHOB,Natural Resources
New York,7th,,"Velazquez, Nydia",2302 RHOB,Small Business
Virginia,7th,,"Vindman, Eugene",1005 LHOB,Agriculture
Virginia,7th,,"Vindman, Eugene",1005 LHOB,Armed Services
Missouri,2nd,,"Wagner, Ann",2350 RHOB,Financial Services
Missouri,2nd,,"Wagner, Ann",2350 RHOB,Intelligence
Michigan,5th,,"Walberg, Tim",2266 RHOB,Education and Workforce
Michigan,5th,,"Walberg, Tim",2266 RHOB,Natural Resources
Virginia,11th,,"Walkinshaw, James",2265 RHOB,Oversight and Government Reform
Florida,25th,,"Wasserman Schultz, Debbie",270 CHOB,Appropriations
California,43rd,,"Waters, Maxine",2221 RHOB,Financial Services
New Jersey,12th,,"Watson Coleman, Bonnie",168 CHOB,Appropriations
New Jersey,12th,,"Watson Coleman, Bonnie",168 CHOB,Budget
Texas,14th,,"Weber, Randy",107 CHOB,Energy and Commerce
Texas,14th,,"Weber, Randy",107 CHOB,"Science, Space, and Technology"
Florida,11th,,"Webster, Daniel",2184 RHOB,Natural Resources
Florida,11th,,"Webster, Daniel",2184 RHOB,"Science, Space, and Technology"
Florida,11th,,"Webster, Daniel",2184 RHOB,Transportation and Infrastructure
Arkansas,4th,,"Westerman, Bruce",202 CHOB,Natural Resources
Arkansas,4th,,"Westerman, Bruce",202 CHOB,Transportation and Infrastructure
California,27th,,"Whitesides, George",1504 LHOB,Armed Services
California,27th,,"Whitesides, George",1504 LHOB,"Science, Space, and Technology"
Wisconsin,8th,,"Wied, Tony",424 CHOB,Agriculture
Wisconsin,8th,,"Wied, Tony",424 CHOB,Small Business
Wisconsin,8th,,"Wied, Tony",424 CHOB,Transportation and Infrastructure
Georgia,5th,,"Williams, Nikema",1406 LHOB,Financial Services
Texas,25th,,"Williams, Roger",2336 RHOB,Financial Services
Texas,25th,,"Williams, Roger",2336 RHOB,Small Business
Florida,24th,,"Wilson, Frederica",2080 RHOB,Education and Workforce
Florida,24th,,"Wilson, Frederica",2080 RHOB,Transportation and Infrastructure
South Carolina,2nd,,"Wilson, Joe",1436 LHOB,Armed Services
South Carolina,2nd,,"Wilson, Joe",1436 LHOB,Education and Workforce
South Carolina,2nd,,"Wilson, Joe",1436 LHOB,Foreign Affairs
Virginia,1st,,"Wittman, Robert",2055 RHOB,Armed Services
Virginia,1st,,"Wittman, Robert",2055 RHOB,Natural Resources
Virginia,1st,,"Wittman, Robert",2055 RHOB,Select Comm on the Strategic Competition US and China
Arkansas,3rd,,"Womack, Steve",2412 RHOB,Appropriations
Indiana,2nd,,"Yakym, Rudy",349 CHOB,Ways and Means
Montana,1st,,"Zinke, Ryan",512 CHOB,Appropriations
Montana,1st,,"Zinke, Ryan",512 CHOB,Foreign Affairs
