first_name,first_name1,last_name,last_name1,bioguide_id1,position1,state1
John,John,Cornyn,Cornyn,C001056,Senator,TX
John,John,Cornyn,Cornyn,C001056,Senator,TX
J. Luis,Jose,Correa,Correa,C001110,Representative,CA
J. Luis,Jose,Correa,Correa,C001110,Representative,CA
J. Luis,Jose,Correa,Correa,C001110,Representative,CA
J. Luis,Jose,Correa,Correa,C001110,Representative,CA
J. Luis,Jose,Correa,Correa,C001110,Representative,CA
Catherine,Catherine,Cortez Masto,Cortez Masto,C001113,Senator,NV
Catherine,Catherine,Cortez Masto,Cortez Masto,C001113,Senator,NV
Catherine,Catherine,Cortez Masto,Cortez Masto,C001113,Senator,NV
Catherine,Catherine,Cortez Masto,Cortez Masto,C001113,Senator,NV
Catherine,Catherine,Cortez Masto,Cortez Masto,C001113,Senator,NV
Jim,Jim,Costa,Costa,C001059,Representative,CA
Jim,Jim,Costa,Costa,C001059,Representative,CA
Jim,Jim,Costa,Costa,C001059,Representative,CA
Jim,Jim,Costa,Costa,C001059,Representative,CA
Jim,Jim,Costa,Costa,C001059,Representative,CA
Tom,Tom,Cotton,Cotton,C001095,Senator,AR
Tom,Tom,Cotton,Cotton,C001095,Senator,AR
Tom,Tom,Cotton,Cotton,C001095,Senator,AR
Tom,Tom,Cotton,Cotton,C001095,Senator,AR
Tom,Tom,Cotton,Cotton,C001095,Senator,AR
Joe,Joe,Courtney,Courtney,C001069,Representative,CT
Joe,Joe,Courtney,Courtney,C001069,Representative,CT
Joe,Joe,Courtney,Courtney,C001069,Representative,CT
Joe,Joe,Courtney,Courtney,C001069,Representative,CT
Joe,Joe,Courtney,Courtney,C001069,Representative,CT
Angie,,Craig,,,,
Angie,,Craig,,,,
Angie,,Craig,,,,
Angie,,Craig,,,,
Angie,,Craig,,,,
Kevin,Kevin,Cramer,Cramer,C001096,Senator,ND
Kevin,Kevin,Cramer,Cramer,C001096,Senator,ND
Kevin,Kevin,Cramer,Cramer,C001096,Senator,ND
Kevin,Kevin,Cramer,Cramer,C001096,Senator,ND
Kevin,Kevin,Cramer,Cramer,C001096,Senator,ND
Elijah,Eli,Crane,Crane,C001132,Representative,AZ
Elijah,Eli,Crane,Crane,C001132,Representative,AZ
Elijah,Eli,Crane,Crane,C001132,Representative,AZ
Elijah,Eli,Crane,Crane,C001132,Representative,AZ
Elijah,Eli,Crane,Crane,C001132,Representative,AZ
Jeff,Jeff,Crank,Crank,C001137,Representative,CO
Jeff,Jeff,Crank,Crank,C001137,Representative,CO
Jeff,Jeff,Crank,Crank,C001137,Representative,CO
Jeff,Jeff,Crank,Crank,C001137,Representative,CO
Jeff,Jeff,Crank,Crank,C001137,Representative,CO
Mike,Michael,Crapo,Crapo,C000880,Senator,ID
Mike,Michael,Crapo,Crapo,C000880,Senator,ID
Mike,Michael,Crapo,Crapo,C000880,Senator,ID
Mike,Michael,Crapo,Crapo,C000880,Senator,ID
Mike,Michael,Crapo,Crapo,C000880,Senator,ID
"Eric A. ""Rick""",Rick,Crawford,Crawford,C001087,Representative,AR
"Eric A. ""Rick""",Rick,Crawford,Crawford,C001087,Representative,AR
"Eric A. ""Rick""",Rick,Crawford,Crawford,C001087,Representative,AR
"Eric A. ""Rick""",Rick,Crawford,Crawford,C001087,Representative,AR
"Eric A. ""Rick""",Rick,Crawford,Crawford,C001087,Representative,AR
Dan,Daniel,Crenshaw,Crenshaw,C001120,Representative,TX
Dan,Daniel,Crenshaw,Crenshaw,C001120,Representative,TX
Dan,Daniel,Crenshaw,Crenshaw,C001120,Representative,TX
Dan,Daniel,Crenshaw,Crenshaw,C001120,Representative,TX
Dan,Daniel,Crenshaw,Crenshaw,C001120,Representative,TX
Jasmine,Jasmine,Crockett,Crockett,C001130,Representative,TX
Jasmine,Jasmine,Crockett,Crockett,C001130,Representative,TX
Jasmine,Jasmine,Crockett,Crockett,C001130,Representative,TX
Jasmine,Jasmine,Crockett,Crockett,C001130,Representative,TX
Jasmine,Jasmine,Crockett,Crockett,C001130,Representative,TX
Jason,Jason,Crow,Crow,C001121,Representative,CO
Jason,Jason,Crow,Crow,C001121,Representative,CO
Jason,Jason,Crow,Crow,C001121,Representative,CO
Jason,Jason,Crow,Crow,C001121,Representative,CO
Jason,Jason,Crow,Crow,C001121,Representative,CO
Ted,Rafael,Cruz,Cruz,C001098,Senator,TX
Ted,Rafael,Cruz,Cruz,C001098,Senator,TX
Ted,Rafael,Cruz,Cruz,C001098,Senator,TX
Ted,Rafael,Cruz,Cruz,C001098,Senator,TX
Ted,Rafael,Cruz,Cruz,C001098,Senator,TX
Henry,Henry,Cuellar,Cuellar,C001063,Representative,TX
Henry,Henry,Cuellar,Cuellar,C001063,Representative,TX
Henry,Henry,Cuellar,Cuellar,C001063,Representative,TX
Henry,Henry,Cuellar,Cuellar,C001063,Representative,TX
Henry,Henry,Cuellar,Cuellar,C001063,Representative,TX
John R.,John,Curtis,Curtis,C001114,Senator,UT
John R.,John,Curtis,Curtis,C001114,Senator,UT
John R.,John,Curtis,Curtis,C001114,Senator,UT
John R.,John,Curtis,Curtis,C001114,Senator,UT
John R.,John,Curtis,Curtis,C001114,Senator,UT
Steve,Steve,Daines,Daines,D000618,Senator,MT
Steve,Steve,Daines,Daines,D000618,Senator,MT
Steve,Steve,Daines,Daines,D000618,Senator,MT
Steve,Steve,Daines,Daines,D000618,Senator,MT
Steve,Steve,Daines,Daines,D000618,Senator,MT
Sharice,Sharice,Davids,Davids,D000629,Representative,KS
Sharice,Sharice,Davids,Davids,D000629,Representative,KS
Sharice,Sharice,Davids,Davids,D000629,Representative,KS
Sharice,Sharice,Davids,Davids,D000629,Representative,KS
Sharice,Sharice,Davids,Davids,D000629,Representative,KS
Warren,Warren,Davidson,Davidson,D000626,Representative,OH
Warren,Warren,Davidson,Davidson,D000626,Representative,OH
Warren,Warren,Davidson,Davidson,D000626,Representative,OH
Warren,Warren,Davidson,Davidson,D000626,Representative,OH
Warren,Warren,Davidson,Davidson,D000626,Representative,OH
Danny K.,Danny,Davis,Davis,D000096,Representative,IL
Donald G.,,Davis,,,,
Danny K.,Danny,Davis,Davis,D000096,Representative,IL
Donald G.,,Davis,,,,
Danny K.,Danny,Davis,Davis,D000096,Representative,IL
Donald G.,,Davis,,,,
Danny K.,Danny,Davis,Davis,D000096,Representative,IL
Donald G.,,Davis,,,,
Danny K.,Danny,Davis,Davis,D000096,Representative,IL
Donald G.,,Davis,,,,
Monica,Monica,De La Cruz,De La Cruz,D000594,Representative,TX
Monica,Monica,De La Cruz,De La Cruz,D000594,Representative,TX
Monica,Monica,De La Cruz,De La Cruz,D000594,Representative,TX
Monica,Monica,De La Cruz,De La Cruz,D000594,Representative,TX
Monica,Monica,De La Cruz,De La Cruz,D000594,Representative,TX
Madeleine,Madeleine,Dean,Dean,D000631,Representative,PA
Madeleine,Madeleine,Dean,Dean,D000631,Representative,PA
Madeleine,Madeleine,Dean,Dean,D000631,Representative,PA
Madeleine,Madeleine,Dean,Dean,D000631,Representative,PA
Madeleine,Madeleine,Dean,Dean,D000631,Representative,PA
Diana,Diana,DeGette,DeGette,D000197,Representative,CO
Diana,Diana,DeGette,DeGette,D000197,Representative,CO
Diana,Diana,DeGette,DeGette,D000197,Representative,CO
Diana,Diana,DeGette,DeGette,D000197,Representative,CO
Diana,Diana,DeGette,DeGette,D000197,Representative,CO
Rosa L.,Rosa,DeLauro,Delauro,D000216,Representative,CT
Rosa L.,Rosa,DeLauro,Delauro,D000216,Representative,CT
Rosa L.,Rosa,DeLauro,Delauro,D000216,Representative,CT
Rosa L.,Rosa,DeLauro,Delauro,D000216,Representative,CT
Rosa L.,Rosa,DeLauro,Delauro,D000216,Representative,CT
Suzan K.,Suzan,DelBene,Delbene,D000617,Representative,WA
Suzan K.,Suzan,DelBene,Delbene,D000617,Representative,WA
Suzan K.,Suzan,DelBene,Delbene,D000617,Representative,WA
Suzan K.,Suzan,DelBene,Delbene,D000617,Representative,WA
Suzan K.,Suzan,DelBene,Delbene,D000617,Representative,WA
Christopher R.,Chris,Deluzio,Deluzio,D000530,Representative,PA
Christopher R.,Chris,Deluzio,Deluzio,D000530,Representative,PA
Christopher R.,Chris,Deluzio,Deluzio,D000530,Representative,PA
Christopher R.,Chris,Deluzio,Deluzio,D000530,Representative,PA
Christopher R.,Chris,Deluzio,Deluzio,D000530,Representative,PA
Mark,Mark,DeSaulnier,Desaulnier,D000623,Representative,CA
Mark,Mark,DeSaulnier,Desaulnier,D000623,Representative,CA
Mark,Mark,DeSaulnier,Desaulnier,D000623,Representative,CA
Mark,Mark,DeSaulnier,Desaulnier,D000623,Representative,CA
Mark,Mark,DeSaulnier,Desaulnier,D000623,Representative,CA
Scott,Scott,DesJarlais,Desjarlais,D000616,Representative,TN
Scott,Scott,DesJarlais,Desjarlais,D000616,Representative,TN
Scott,Scott,DesJarlais,Desjarlais,D000616,Representative,TN
Scott,Scott,DesJarlais,Desjarlais,D000616,Representative,TN
Scott,Scott,DesJarlais,Desjarlais,D000616,Representative,TN
Maxine,Maxine,Dexter,Dexter,D000635,Representative,OR
Maxine,Maxine,Dexter,Dexter,D000635,Representative,OR
Maxine,Maxine,Dexter,Dexter,D000635,Representative,OR
Maxine,Maxine,Dexter,Dexter,D000635,Representative,OR
Maxine,Maxine,Dexter,Dexter,D000635,Representative,OR
Mario,Mario,Diaz-Balart,Diaz-Balart,D000600,Representative,FL
Mario,Mario,Diaz-Balart,Diaz-Balart,D000600,Representative,FL
Mario,Mario,Diaz-Balart,Diaz-Balart,D000600,Representative,FL
Mario,Mario,Diaz-Balart,Diaz-Balart,D000600,Representative,FL
Mario,Mario,Diaz-Balart,Diaz-Balart,D000600,Representative,FL
Debbie,Debbie,Dingell,Dingell,D000624,Representative,MI
Debbie,Debbie,Dingell,Dingell,D000624,Representative,MI
Debbie,Debbie,Dingell,Dingell,D000624,Representative,MI
Debbie,Debbie,Dingell,Dingell,D000624,Representative,MI
Debbie,Debbie,Dingell,Dingell,D000624,Representative,MI
Lloyd,Lloyd,Doggett,Doggett,D000399,Representative,TX
Lloyd,Lloyd,Doggett,Doggett,D000399,Representative,TX
Lloyd,Lloyd,Doggett,Doggett,D000399,Representative,TX
Lloyd,Lloyd,Doggett,Doggett,D000399,Representative,TX
Lloyd,Lloyd,Doggett,Doggett,D000399,Representative,TX
Byron,Byron,Donalds,Donalds,D000032,Representative,FL
Byron,Byron,Donalds,Donalds,D000032,Representative,FL
Byron,Byron,Donalds,Donalds,D000032,Representative,FL
Byron,Byron,Donalds,Donalds,D000032,Representative,FL
Byron,Byron,Donalds,Donalds,D000032,Representative,FL
Troy,Troy,Downing,Downing,D000634,Representative,MT
Troy,Troy,Downing,Downing,D000634,Representative,MT
Troy,Troy,Downing,Downing,D000634,Representative,MT
Troy,Troy,Downing,Downing,D000634,Representative,MT
Troy,Troy,Downing,Downing,D000634,Representative,MT
Tammy,Tammy,Duckworth,Duckworth,D000622,Senator,IL
Tammy,Tammy,Duckworth,Duckworth,D000622,Senator,IL
Tammy,Tammy,Duckworth,Duckworth,D000622,Senator,IL
Tammy,Tammy,Duckworth,Duckworth,D000622,Senator,IL
Tammy,Tammy,Duckworth,Duckworth,D000622,Senator,IL
Neal P.,Neal,Dunn,Dunn,D000628,Representative,FL
Neal P.,Neal,Dunn,Dunn,D000628,Representative,FL
Neal P.,Neal,Dunn,Dunn,D000628,Representative,FL
Neal P.,Neal,Dunn,Dunn,D000628,Representative,FL
Neal P.,Neal,Dunn,Dunn,D000628,Representative,FL
Richard J.,Richard,Durbin,Durbin,D000563,Senator,IL
Richard J.,Richard,Durbin,Durbin,D000563,Senator,IL
Richard J.,Richard,Durbin,Durbin,D000563,Senator,IL
Richard J.,Richard,Durbin,Durbin,D000563,Senator,IL
Richard J.,Richard,Durbin,Durbin,D000563,Senator,IL
Chuck,Chuck,Edwards,Edwards,E000246,Representative,NC
Chuck,Chuck,Edwards,Edwards,E000246,Representative,NC
Chuck,Chuck,Edwards,Edwards,E000246,Representative,NC
Chuck,Chuck,Edwards,Edwards,E000246,Representative,NC
Chuck,Chuck,Edwards,Edwards,E000246,Representative,NC
Sarah,Sarah,Elfreth,Elfreth,E000301,Representative,MD
Sarah,Sarah,Elfreth,Elfreth,E000301,Representative,MD
Sarah,Sarah,Elfreth,Elfreth,E000301,Representative,MD
Sarah,Sarah,Elfreth,Elfreth,E000301,Representative,MD
Sarah,Sarah,Elfreth,Elfreth,E000301,Representative,MD
Jake,Jake,Ellzey,Ellzey,E000071,Representative,TX
Jake,Jake,Ellzey,Ellzey,E000071,Representative,TX
Jake,Jake,Ellzey,Ellzey,E000071,Representative,TX
Jake,Jake,Ellzey,Ellzey,E000071,Representative,TX
Jake,Jake,Ellzey,Ellzey,E000071,Representative,TX
Tom,Thomas,Emmer,Emmer,E000294,Representative,MN
Tom,Thomas,Emmer,Emmer,E000294,Representative,MN
Tom,Thomas,Emmer,Emmer,E000294,Representative,MN
Tom,Thomas,Emmer,Emmer,E000294,Representative,MN
Tom,Thomas,Emmer,Emmer,E000294,Representative,MN
Joni,Joni,Ernst,Ernst,E000295,Senator,IA
Joni,Joni,Ernst,Ernst,E000295,Senator,IA
Joni,Joni,Ernst,Ernst,E000295,Senator,IA
Joni,Joni,Ernst,Ernst,E000295,Senator,IA
Joni,Joni,Ernst,Ernst,E000295,Senator,IA
Veronica,Veronica,Escobar,Escobar,E000299,Representative,TX
Veronica,Veronica,Escobar,Escobar,E000299,Representative,TX
Veronica,Veronica,Escobar,Escobar,E000299,Representative,TX
Veronica,Veronica,Escobar,Escobar,E000299,Representative,TX
Veronica,Veronica,Escobar,Escobar,E000299,Representative,TX
Adriano,Adriano,Espaillat,Espaillat,E000297,Representative,NY
Adriano,Adriano,Espaillat,Espaillat,E000297,Representative,NY
Adriano,Adriano,Espaillat,Espaillat,E000297,Representative,NY
Adriano,Adriano,Espaillat,Espaillat,E000297,Representative,NY
Adriano,Adriano,Espaillat,Espaillat,E000297,Representative,NY
Ron,Ron,Estes,Estes,E000298,Representative,KS
Ron,Ron,Estes,Estes,E000298,Representative,KS
Ron,Ron,Estes,Estes,E000298,Representative,KS
Ron,Ron,Estes,Estes,E000298,Representative,KS
Ron,Ron,Estes,Estes,E000298,Representative,KS
Dwight,Dwight,Evans,Evans,E000296,Representative,PA
Gabe,Gabe,Evans,Evans,E000300,Representative,CO
Dwight,Dwight,Evans,Evans,E000296,Representative,PA
Gabe,Gabe,Evans,Evans,E000300,Representative,CO
Dwight,Dwight,Evans,Evans,E000296,Representative,PA
Gabe,Gabe,Evans,Evans,E000300,Representative,CO
Dwight,Dwight,Evans,Evans,E000296,Representative,PA
Gabe,Gabe,Evans,Evans,E000300,Representative,CO
Dwight,Dwight,Evans,Evans,E000296,Representative,PA
Gabe,Gabe,Evans,Evans,E000300,Representative,CO
Mike,Mike,Ezell,Ezell,E000235,Representative,MS
Mike,Mike,Ezell,Ezell,E000235,Representative,MS
Mike,Mike,Ezell,Ezell,E000235,Representative,MS
Mike,Mike,Ezell,Ezell,E000235,Representative,MS
Mike,Mike,Ezell,Ezell,E000235,Representative,MS
Pat,Pat,Fallon,Fallon,F000246,Representative,TX
Pat,Pat,Fallon,Fallon,F000246,Representative,TX
Pat,Pat,Fallon,Fallon,F000246,Representative,TX
Pat,Pat,Fallon,Fallon,F000246,Representative,TX
Pat,Pat,Fallon,Fallon,F000246,Representative,TX
Julie,Julie,Fedorchak,Fedorchak,F000482,Representative,ND
Julie,Julie,Fedorchak,Fedorchak,F000482,Representative,ND
Julie,Julie,Fedorchak,Fedorchak,F000482,Representative,ND
Julie,Julie,Fedorchak,Fedorchak,F000482,Representative,ND
Julie,Julie,Fedorchak,Fedorchak,F000482,Representative,ND
Randy,Randy,Feenstra,Feenstra,F000446,Representative,IA
Randy,Randy,Feenstra,Feenstra,F000446,Representative,IA
Randy,Randy,Feenstra,Feenstra,F000446,Representative,IA
Randy,Randy,Feenstra,Feenstra,F000446,Representative,IA
Randy,Randy,Feenstra,Feenstra,F000446,Representative,IA
John,John,Fetterman,Fetterman,F000479,Senator,PA
John,John,Fetterman,Fetterman,F000479,Senator,PA
John,John,Fetterman,Fetterman,F000479,Senator,PA
John,John,Fetterman,Fetterman,F000479,Senator,PA
John,John,Fetterman,Fetterman,F000479,Senator,PA
Cleo,Cleo,Fields,Fields,F000110,Representative,LA
Cleo,Cleo,Fields,Fields,F000110,Representative,LA
Cleo,Cleo,Fields,Fields,F000110,Representative,LA
Cleo,Cleo,Fields,Fields,F000110,Representative,LA
Cleo,Cleo,Fields,Fields,F000110,Representative,LA
Shomari,Shomari,Figures,Figures,F000481,Representative,AL
Shomari,Shomari,Figures,Figures,F000481,Representative,AL
Shomari,Shomari,Figures,Figures,F000481,Representative,AL
Shomari,Shomari,Figures,Figures,F000481,Representative,AL
Shomari,Shomari,Figures,Figures,F000481,Representative,AL
Randy,Randy,Fine,Fine,F000484,Representative,FL
Randy,Randy,Fine,Fine,F000484,Representative,FL
Randy,Randy,Fine,Fine,F000484,Representative,FL
Randy,Randy,Fine,Fine,F000484,Representative,FL
Randy,Randy,Fine,Fine,F000484,Representative,FL
Brad,Brad,Finstad,Finstad,F000475,Representative,MN
Brad,Brad,Finstad,Finstad,F000475,Representative,MN
Brad,Brad,Finstad,Finstad,F000475,Representative,MN
Brad,Brad,Finstad,Finstad,F000475,Representative,MN
Brad,Brad,Finstad,Finstad,F000475,Representative,MN
Michelle,Michelle,Fischbach,Fischbach,F000470,Representative,MN
Michelle,Michelle,Fischbach,Fischbach,F000470,Representative,MN
Michelle,Michelle,Fischbach,Fischbach,F000470,Representative,MN
Michelle,Michelle,Fischbach,Fischbach,F000470,Representative,MN
Michelle,Michelle,Fischbach,Fischbach,F000470,Representative,MN
Deb,Debra,Fischer,Fischer,F000463,Senator,NE
Deb,Debra,Fischer,Fischer,F000463,Senator,NE
Deb,Debra,Fischer,Fischer,F000463,Senator,NE
Deb,Debra,Fischer,Fischer,F000463,Senator,NE
Deb,Debra,Fischer,Fischer,F000463,Senator,NE
Scott,Scott,Fitzgerald,Fitzgerald,F000471,Representative,WI
Scott,Scott,Fitzgerald,Fitzgerald,F000471,Representative,WI
Scott,Scott,Fitzgerald,Fitzgerald,F000471,Representative,WI
Scott,Scott,Fitzgerald,Fitzgerald,F000471,Representative,WI
Scott,Scott,Fitzgerald,Fitzgerald,F000471,Representative,WI
Brian K.,Brian,Fitzpatrick,Fitzpatrick,F000466,Representative,PA
Brian K.,Brian,Fitzpatrick,Fitzpatrick,F000466,Representative,PA
Brian K.,Brian,Fitzpatrick,Fitzpatrick,F000466,Representative,PA
Brian K.,Brian,Fitzpatrick,Fitzpatrick,F000466,Representative,PA
Brian K.,Brian,Fitzpatrick,Fitzpatrick,F000466,Representative,PA
"Charles J. ""Chuck""",Chuck,Fleischmann,Fleischmann,F000459,Representative,TN
"Charles J. ""Chuck""",Chuck,Fleischmann,Fleischmann,F000459,Representative,TN
"Charles J. ""Chuck""",Chuck,Fleischmann,Fleischmann,F000459,Representative,TN
"Charles J. ""Chuck""",Chuck,Fleischmann,Fleischmann,F000459,Representative,TN
"Charles J. ""Chuck""",Chuck,Fleischmann,Fleischmann,F000459,Representative,TN
Lizzie,Elizabeth,Fletcher,Fletcher,F000468,Representative,TX
Lizzie,Elizabeth,Fletcher,Fletcher,F000468,Representative,TX
Lizzie,Elizabeth,Fletcher,Fletcher,F000468,Representative,TX
Lizzie,Elizabeth,Fletcher,Fletcher,F000468,Representative,TX
Lizzie,Elizabeth,Fletcher,Fletcher,F000468,Representative,TX
Mike,Mike,Flood,Flood,F000474,Representative,NE
Mike,Mike,Flood,Flood,F000474,Representative,NE
Mike,Mike,Flood,Flood,F000474,Representative,NE
Mike,Mike,Flood,Flood,F000474,Representative,NE
Mike,Mike,Flood,Flood,F000474,Representative,NE
Vince,Vince,Fong,Fong,F000480,Representative,CA
Vince,Vince,Fong,Fong,F000480,Representative,CA
Vince,Vince,Fong,Fong,F000480,Representative,CA
Vince,Vince,Fong,Fong,F000480,Representative,CA
Vince,Vince,Fong,Fong,F000480,Representative,CA
Bill,Bill,Foster,Foster,F000454,Representative,IL
Bill,Bill,Foster,Foster,F000454,Representative,IL
Bill,Bill,Foster,Foster,F000454,Representative,IL
Bill,Bill,Foster,Foster,F000454,Representative,IL
Bill,Bill,Foster,Foster,F000454,Representative,IL
Valerie P.,Valerie,Foushee,Foushee,F000477,Representative,NC
Valerie P.,Valerie,Foushee,Foushee,F000477,Representative,NC
Valerie P.,Valerie,Foushee,Foushee,F000477,Representative,NC
Valerie P.,Valerie,Foushee,Foushee,F000477,Representative,NC
Valerie P.,Valerie,Foushee,Foushee,F000477,Representative,NC
Virginia,Virginia,Foxx,Foxx,F000450,Representative,NC
Virginia,Virginia,Foxx,Foxx,F000450,Representative,NC
Virginia,Virginia,Foxx,Foxx,F000450,Representative,NC
Virginia,Virginia,Foxx,Foxx,F000450,Representative,NC
Virginia,Virginia,Foxx,Foxx,F000450,Representative,NC
Lois,Lois,Frankel,Frankel,F000462,Representative,FL
Lois,Lois,Frankel,Frankel,F000462,Representative,FL
Lois,Lois,Frankel,Frankel,F000462,Representative,FL
Lois,Lois,Frankel,Frankel,F000462,Representative,FL
Lois,Lois,Frankel,Frankel,F000462,Representative,FL
Scott,Scott,Franklin,Franklin,F000472,Representative,FL
Scott,Scott,Franklin,Franklin,F000472,Representative,FL
Scott,Scott,Franklin,Franklin,F000472,Representative,FL
Scott,Scott,Franklin,Franklin,F000472,Representative,FL
Scott,Scott,Franklin,Franklin,F000472,Representative,FL
Laura,Laura,Friedman,Friedman,F000483,Representative,CA
Laura,Laura,Friedman,Friedman,F000483,Representative,CA
Laura,Laura,Friedman,Friedman,F000483,Representative,CA
Laura,Laura,Friedman,Friedman,F000483,Representative,CA
Laura,Laura,Friedman,Friedman,F000483,Representative,CA
Maxwell,Maxwell,Frost,Frost,F000476,Representative,FL
Maxwell,Maxwell,Frost,Frost,F000476,Representative,FL
Maxwell,Maxwell,Frost,Frost,F000476,Representative,FL
Maxwell,Maxwell,Frost,Frost,F000476,Representative,FL
Maxwell,Maxwell,Frost,Frost,F000476,Representative,FL
Russell,Russell,Fry,Fry,F000478,Representative,SC
Russell,Russell,Fry,Fry,F000478,Representative,SC
Russell,Russell,Fry,Fry,F000478,Representative,SC
Russell,Russell,Fry,Fry,F000478,Representative,SC
Russell,Russell,Fry,Fry,F000478,Representative,SC
Russ,Russell,Fulcher,Fulcher,F000469,Representative,ID
Russ,Russell,Fulcher,Fulcher,F000469,Representative,ID
Russ,Russell,Fulcher,Fulcher,F000469,Representative,ID
Russ,Russell,Fulcher,Fulcher,F000469,Representative,ID
Russ,Russell,Fulcher,Fulcher,F000469,Representative,ID
Ruben,Ruben,Gallego,Gallego,G000574,Senator,AZ
Ruben,Ruben,Gallego,Gallego,G000574,Senator,AZ
Ruben,Ruben,Gallego,Gallego,G000574,Senator,AZ
Ruben,Ruben,Gallego,Gallego,G000574,Senator,AZ
Ruben,Ruben,Gallego,Gallego,G000574,Senator,AZ
John,John,Garamendi,Garamendi,G000559,Representative,CA
John,John,Garamendi,Garamendi,G000559,Representative,CA
John,John,Garamendi,Garamendi,G000559,Representative,CA
John,John,Garamendi,Garamendi,G000559,Representative,CA
John,John,Garamendi,Garamendi,G000559,Representative,CA
Andrew R.,Andrew,Garbarino,Garbarino,G000597,Representative,NY
Andrew R.,Andrew,Garbarino,Garbarino,G000597,Representative,NY
Andrew R.,Andrew,Garbarino,Garbarino,G000597,Representative,NY
Andrew R.,Andrew,Garbarino,Garbarino,G000597,Representative,NY
Andrew R.,Andrew,Garbarino,Garbarino,G000597,Representative,NY
Robert,Robert,Garcia,Garcia,G000598,Representative,CA
Sylvia R.,Sylvia,Garcia,Garcia,G000587,Representative,TX
Robert,Robert,Garcia,Garcia,G000598,Representative,CA
Sylvia R.,Sylvia,Garcia,Garcia,G000587,Representative,TX
Robert,Robert,Garcia,Garcia,G000598,Representative,CA
Sylvia R.,Sylvia,Garcia,Garcia,G000587,Representative,TX
Robert,Robert,Garcia,Garcia,G000598,Representative,CA
Sylvia R.,Sylvia,Garcia,Garcia,G000587,Representative,TX
Robert,Robert,Garcia,Garcia,G000598,Representative,CA
Sylvia R.,Sylvia,Garcia,Garcia,G000587,Representative,TX
Jesus,Jesus,Garcia,Garcia,G000586,Representative,IL
Jesus,Jesus,Garcia,Garcia,G000586,Representative,IL
Jesus,Jesus,Garcia,Garcia,G000586,Representative,IL
Jesus,Jesus,Garcia,Garcia,G000586,Representative,IL
Jesus,Jesus,Garcia,Garcia,G000586,Representative,IL
Brandon,Brandon,Gill,Gill,G000603,Representative,TX
Brandon,Brandon,Gill,Gill,G000603,Representative,TX
Brandon,Brandon,Gill,Gill,G000603,Representative,TX
Brandon,Brandon,Gill,Gill,G000603,Representative,TX
Brandon,Brandon,Gill,Gill,G000603,Representative,TX
Laura,Laura,Gillen,Gillen,G000602,Representative,NY
Laura,Laura,Gillen,Gillen,G000602,Representative,NY
Laura,Laura,Gillen,Gillen,G000602,Representative,NY
Laura,Laura,Gillen,Gillen,G000602,Representative,NY
Laura,Laura,Gillen,Gillen,G000602,Representative,NY
Kirsten E.,Kirsten,Gillibrand,Gillibrand,G000555,Senator,NY
Kirsten E.,Kirsten,Gillibrand,Gillibrand,G000555,Senator,NY
Kirsten E.,Kirsten,Gillibrand,Gillibrand,G000555,Senator,NY
Kirsten E.,Kirsten,Gillibrand,Gillibrand,G000555,Senator,NY
Kirsten E.,Kirsten,Gillibrand,Gillibrand,G000555,Senator,NY
Carlos A.,Carlos,Gimenez,Gimenez,G000593,Representative,FL
Carlos A.,Carlos,Gimenez,Gimenez,G000593,Representative,FL
Carlos A.,Carlos,Gimenez,Gimenez,G000593,Representative,FL
Carlos A.,Carlos,Gimenez,Gimenez,G000593,Representative,FL
Carlos A.,Carlos,Gimenez,Gimenez,G000593,Representative,FL
Jared F.,Jared,Golden,Golden,G000592,Representative,ME
Jared F.,Jared,Golden,Golden,G000592,Representative,ME
Jared F.,Jared,Golden,Golden,G000592,Representative,ME
Jared F.,Jared,Golden,Golden,G000592,Representative,ME
Jared F.,Jared,Golden,Golden,G000592,Representative,ME
Craig A.,Craig,Goldman,Goldman,G000601,Representative,TX
Daniel S.,Daniel,Goldman,Goldman,G000599,Representative,NY
Craig A.,Craig,Goldman,Goldman,G000601,Representative,TX
Daniel S.,Daniel,Goldman,Goldman,G000599,Representative,NY
Craig A.,Craig,Goldman,Goldman,G000601,Representative,TX
Daniel S.,Daniel,Goldman,Goldman,G000599,Representative,NY
Craig A.,Craig,Goldman,Goldman,G000601,Representative,TX
Daniel S.,Daniel,Goldman,Goldman,G000599,Representative,NY
Craig A.,Craig,Goldman,Goldman,G000601,Representative,TX
Daniel S.,Daniel,Goldman,Goldman,G000599,Representative,NY
Jimmy,Jimmy,Gomez,Gomez,G000585,Representative,CA
Jimmy,Jimmy,Gomez,Gomez,G000585,Representative,CA
Jimmy,Jimmy,Gomez,Gomez,G000585,Representative,CA
Jimmy,Jimmy,Gomez,Gomez,G000585,Representative,CA
Jimmy,Jimmy,Gomez,Gomez,G000585,Representative,CA
Tony,Tony,Gonzales,Gonzales,G000594,Representative,TX
Tony,Tony,Gonzales,Gonzales,G000594,Representative,TX
Tony,Tony,Gonzales,Gonzales,G000594,Representative,TX
Tony,Tony,Gonzales,Gonzales,G000594,Representative,TX
Tony,Tony,Gonzales,Gonzales,G000594,Representative,TX
Vicente,Vicente,Gonzalez,Gonzalez,G000581,Representative,TX
Vicente,Vicente,Gonzalez,Gonzalez,G000581,Representative,TX
Vicente,Vicente,Gonzalez,Gonzalez,G000581,Representative,TX
