timestamp_iso,group_root,kept_file,duplicate_file,hash_method,hash_value,action,src_path,dest_path
2025-10-02T14:29:57,DMeuser,DMeuser5.jpg,DMeuser6.jpg,md5,64e0de7d5674e126692855a8a34363ab,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/DMeuser6.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/DMeuser6.jpg
2025-10-02T14:29:57,BCline,BCline5.jpg,BCline6.jpg,md5,c62c756181f0d4b0e670c74a7406ba80,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/BCline6.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/BCline6.jpg
2025-10-02T14:29:57,DCrenshaw,DCrenshaw5.jpg,DCrenshaw6.jpg,md5,a461d76a273b1c08833569cc6a52a4ff,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/DCrenshaw6.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/DCrenshaw6.jpg
2025-10-02T14:29:57,RFulcher,RFulcher2.jpg,RFulcher3.jpg,md5,ec39febc10c99798d9a2cd0e978f116b,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/RFulcher3.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/RFulcher3.jpg
2025-10-02T14:29:57,ACraig,ACraig3.jpg,ACraig5.jpg,md5,95d83598f3bc54fb40aee9c3c9a950a2,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/ACraig5.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/ACraig5.jpg
2025-10-02T14:29:57,AOgles,AOgles5.jpg,AOgles6.jpg,md5,a1dd365fe227165530816051c168a5ec,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/AOgles6.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/AOgles6.jpg
2025-10-02T14:29:58,TBurchett,TBurchett2.jpg,TBurchett3.jpg,md5,91022e6f8b754c7fe4e5a97efc9a1630,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/TBurchett3.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/TBurchett3.jpg
2025-10-02T14:29:58,MRogers,MRogers2.jpg,MRogers3.jpg,md5,57e39bd0d834f33beb1ffe80e17f61d3,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/MRogers3.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/MRogers3.jpg
2025-10-02T14:29:58,NLaLota,NLaLota.jpg,NLaLota1.jpg,md5,278fd6348d397afdc4c7439d78306d3b,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/NLaLota1.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/NLaLota1.jpg
2025-10-02T14:29:58,DNewhouse,DNewhouse5.jpg,DNewhouse6.jpg,md5,b393259e3403da5cdc7a90e8da30afba,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/DNewhouse6.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/DNewhouse6.jpg
2025-10-02T14:29:58,SCohen,SCohen1.jpg,SCohen2.jpg,md5,60fe8bae4dbce5f914f30e57fe9439d4,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/SCohen2.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/SCohen2.jpg
2025-10-02T14:29:58,TEmmer,TEmmer3.jpg,TEmmer4.jpg,md5,da043f0684765cd83449611c2970a0b0,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/TEmmer4.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/TEmmer4.jpg
2025-10-02T14:29:58,GCisneros,GCisneros5.jpg,GCisneros6.jpg,md5,bde16291e34b40d45c59c26f77966f29,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/GCisneros6.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/GCisneros6.jpg
2025-10-02T14:29:58,LFletcher,LFletcher2.jpg,LFletcher3.jpg,md5,9acf7dd587c2e2a818e41ec0523d2c2c,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/LFletcher3.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/LFletcher3.jpg
2025-10-02T14:29:58,SDove,SDove1.jpg,SDove2.jpg,md5,1ab9804ced399a798787b0fe76f23686,moved,/Users/topherxl/face_overlay_proj/00_core/faces_db/SDove2.jpg,/Users/topherxl/face_overlay_proj/00_core/faces_db_dupes/SDove2.jpg
