first_name,last_name,committee,subcommittee
Mike,Crapo,Joint Committee on Taxation,
Eric,Crawford,Agriculture,
Eric,Crawford,Intelligence,
Eric,Crawford,Transportation and Infrastructure,
Dan,Crenshaw,Energy and Commerce,
Dan,Crenshaw,Intelligence,
Jasmine,Crockett,Judiciary,
Jasmine,Crockett,Oversight and Government Reform,
Jasmine,Crockett,"Select Subcomm to Investigate Questions about Jan 6, 2021",
Jason,Crow,Armed Services,
Jason,Crow,Intelligence,
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Ted,Cruz,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Ted,Cruz,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Ted,Cruz,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
Ted,Cruz,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Ted,Cruz,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Ted,Cruz,Committee on Rules and Administration,
Ted,Cruz,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Ted,Cruz,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism
Ted,Cruz,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
Ted,Cruz,Committee on the Judiciary,Subcommittee on the Constitution
Henry,Cuellar,Appropriations,
John,Curtis,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
John,Curtis,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
John,Curtis,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
John,Curtis,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
John,Curtis,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
John,Curtis,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
John,Curtis,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
John,Curtis,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
John,Curtis,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
John,Curtis,Committee on Small Business and Entrepreneurship,
Steve,Daines,Committee on Energy and Natural Resources,Subcommittee on National Parks
Steve,Daines,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Steve,Daines,Committee on Energy and Natural Resources,Subcommittee on Water and Power
Steve,Daines,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure"
Steve,Daines,Committee on Finance,Subcommittee on Health Care
Steve,Daines,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness"
Steve,Daines,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
Steve,Daines,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Steve,Daines,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Steve,Daines,Committee on Indian Affairs,
Sharice,Davids,Agriculture,
Sharice,Davids,Transportation and Infrastructure,
Warren,Davidson,Financial Services,
Warren,Davidson,Foreign Affairs,
Danny,Davis,Ways and Means,
Donald,Davis,Agriculture,
Donald,Davis,Armed Services,
Monica,De La Cruz,Agriculture,
Monica,De La Cruz,Financial Services,
Madeleine,Dean,Appropriations,
Madeleine,Dean,Foreign Affairs,
Diana,DeGette,Energy and Commerce,
Rosa,DeLauro,Appropriations,
Suzan,DelBene,Ways and Means,
Christopher,Deluzio,Armed Services,
Christopher,Deluzio,Transportation and Infrastructure,
Mark,DeSaulnier,Education and Workforce,
Mark,DeSaulnier,Ethics,
Mark,DeSaulnier,Transportation and Infrastructure,
Scott,DesJarlais,Agriculture,
Scott,DesJarlais,Armed Services,
Maxine,Dexter,Natural Resources,
Maxine,Dexter,Veterans' Affairs,
Mario,Diaz-Balart,Appropriations,
Debbie,Dingell,Energy and Commerce,
Debbie,Dingell,Natural Resources,
Lloyd,Doggett,Budget,
Lloyd,Doggett,Joint Committee on Taxation,
Lloyd,Doggett,Ways and Means,
Byron,Donalds,Financial Services,
Byron,Donalds,Oversight and Government Reform,
Troy,Downing,Financial Services,
Troy,Downing,Small Business,
Tammy,Duckworth,Committee on Armed Services,Subcommittee on Airland
Tammy,Duckworth,Committee on Armed Services,Subcommittee on Personnel
Tammy,Duckworth,Committee on Armed Services,Subcommittee on Readiness and Management Support
Tammy,Duckworth,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Tammy,Duckworth,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Tammy,Duckworth,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Tammy,Duckworth,Committee on Foreign Relations,Subcommittee on Europe and Regional Security Cooperation
Tammy,Duckworth,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Tammy,Duckworth,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Tammy,Duckworth,Committee on Veterans' Affairs,
Neal,Dunn,Energy and Commerce,
Neal,Dunn,Select Comm on the Strategic Competition US and China,
Richard,Durbin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Richard,Durbin,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
Richard,Durbin,Committee on Appropriations,Subcommittee on Department of Defense
Richard,Durbin,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Richard,Durbin,Committee on Appropriations,Subcommittee on Energy and Water Development
Richard,Durbin,Committee on Appropriations,Subcommittee on Financial Services and General Government
Richard,Durbin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Richard,Durbin,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Richard,Durbin,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism
Chuck,Edwards,Appropriations,
Chuck,Edwards,Budget,
Sarah,Elfreth,Armed Services,
Sarah,Elfreth,Natural Resources,
Jake,Ellzey,Appropriations,
Jake,Ellzey,Small Business,
Tom,Emmer,Financial Services,
Joni,Ernst,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
Joni,Ernst,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
Joni,Ernst,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Joni,Ernst,Committee on Armed Services,Subcommittee on Cybersecurity
Joni,Ernst,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Joni,Ernst,Committee on Armed Services,Subcommittee on Personnel
Joni,Ernst,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Joni,Ernst,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Joni,Ernst,Committee on Small Business and Entrepreneurship,
Veronica,Escobar,Appropriations,
Veronica,Escobar,Budget,
Adriano,Espaillat,Appropriations,
Ron,Estes,Budget,
Ron,Estes,Ways and Means,
Dwight,Evans,Ways and Means,
Gabe,Evans,Energy and Commerce,
Gabe,Evans,Homeland Security,
Mike,Ezell,Natural Resources,
Mike,Ezell,Transportation and Infrastructure,
Pat,Fallon,Armed Services,
Pat,Fallon,Intelligence,
Pat,Fallon,Oversight and Government Reform,
Julie,Fedorchak,Energy and Commerce,
Randy,Feenstra,Agriculture,
Randy,Feenstra,Ways and Means,
John,Fetterman,Commission on Security and Cooperation in Europe,
John,Fetterman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
John,Fetterman,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
John,Fetterman,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
John,Fetterman,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
John,Fetterman,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
John,Fetterman,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Cleo,Fields,Financial Services,
Shomari,Figures,Agriculture,
Shomari,Figures,Transportation and Infrastructure,
Randy,Fine,Education and Workforce,
Randy,Fine,Foreign Affairs,
Brad,Finstad,Agriculture,
Brad,Finstad,Armed Services,
Brad,Finstad,Small Business,
Michelle,Fischbach,Rules,
Michelle,Fischbach,Ways and Means,
Deb,Fischer,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
Deb,Fischer,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Deb,Fischer,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Deb,Fischer,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Deb,Fischer,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Deb,Fischer,Committee on Appropriations,Subcommittee on Financial Services and General Government
Deb,Fischer,Committee on Appropriations,Subcommittee on Legislative Branch
Deb,Fischer,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Deb,Fischer,Committee on Armed Services,Subcommittee on Airland
Deb,Fischer,Committee on Armed Services,Subcommittee on Readiness and Management Support
Deb,Fischer,Committee on Armed Services,Subcommittee on Strategic Forces
Deb,Fischer,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Deb,Fischer,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Deb,Fischer,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Deb,Fischer,Committee on Rules and Administration,
Deb,Fischer,Joint Committee of Congress on the Library,
Deb,Fischer,Joint Committee on Printing,
Deb,Fischer,Joint Congressional Committee on Inaugural Ceremonies - 2024,
Deb,Fischer,Select Committee on Ethics,
Scott,Fitzgerald,Financial Services,
Scott,Fitzgerald,Judiciary,
Brian,Fitzpatrick,Intelligence,
Brian,Fitzpatrick,Ways and Means,
Charles,Fleischmann,Appropriations,
Charles,Fleischmann,"Science, Space, and Technology",
Lizzie,Fletcher,Energy and Commerce,
Mike,Flood,Financial Services,
Vince,Fong,"Science, Space, and Technology",
Vince,Fong,Transportation and Infrastructure,
Bill,Foster,Financial Services,
Bill,Foster,"Science, Space, and Technology",
Valerie,Foushee,"Science, Space, and Technology",
Valerie,Foushee,Transportation and Infrastructure,
Virginia,Foxx,Education and Workforce,
Virginia,Foxx,Oversight and Government Reform,
Virginia,Foxx,Rules,
Lois,Frankel,Appropriations,
Scott,Franklin,Appropriations,
Scott,Franklin,"Science, Space, and Technology",
Laura,Friedman,"Science, Space, and Technology",
Laura,Friedman,Transportation and Infrastructure,
Maxwell,Frost,Oversight and Government Reform,
Maxwell,Frost,"Science, Space, and Technology",
Maxwell,Frost,Transportation and Infrastructure,
Russell,Fry,Energy and Commerce,
Russell,Fry,Judiciary,
Russ,Fulcher,Energy and Commerce,
Russ,Fulcher,Natural Resources,
Ruben,Gallego,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
Ruben,Gallego,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Ruben,Gallego,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development"
Ruben,Gallego,Committee on Energy and Natural Resources,Subcommittee on Energy
Ruben,Gallego,Committee on Energy and Natural Resources,Subcommittee on National Parks
Ruben,Gallego,Committee on Energy and Natural Resources,Subcommittee on Water and Power
Ruben,Gallego,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Ruben,Gallego,Committee on Veterans' Affairs,
John,Garamendi,Armed Services,
John,Garamendi,Transportation and Infrastructure,
Andrew,Garbarino,Ethics,
Andrew,Garbarino,Financial Services,
Andrew,Garbarino,Homeland Security,
Jesus,Garcia,Judiciary,
Jesus,Garcia,Transportation and Infrastructure,
Robert,Garcia,Oversight and Government Reform,
Robert,Garcia,Transportation and Infrastructure,
Sylvia,Garcia,Ethics,
Sylvia,Garcia,Financial Services,
Brandon,Gill,Budget,
Brandon,Gill,Judiciary,
Brandon,Gill,Oversight and Government Reform,
Laura,Gillen,"Science, Space, and Technology",
Laura,Gillen,Transportation and Infrastructure,
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Kirsten,Gillibrand,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Kirsten,Gillibrand,Committee on Armed Services,Subcommittee on Cybersecurity
Kirsten,Gillibrand,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Kirsten,Gillibrand,Committee on Armed Services,Subcommittee on Strategic Forces
Kirsten,Gillibrand,Select Committee on Intelligence,
Kirsten,Gillibrand,Special Committee on Aging,
Carlos,Gimenez,Armed Services,
Carlos,Gimenez,Homeland Security,
Carlos,Gimenez,Select Comm on the Strategic Competition US and China,
Jared,Golden,Armed Services,
Jared,Golden,Natural Resources,
Craig,Goldman,Energy and Commerce,
Daniel,Goldman,Homeland Security,
Daniel,Goldman,Judiciary,
Jimmy,Gomez,Intelligence,
Jimmy,Gomez,Ways and Means,
Tony,Gonzales,Appropriations,
Tony,Gonzales,Homeland Security,
Vicente,Gonzalez,Financial Services,
Lance,Gooden,Armed Services,
Lance,Gooden,Judiciary,
Maggie,Goodlander,Armed Services,
Maggie,Goodlander,Small Business,
Paul,Gosar,Natural Resources,
Paul,Gosar,Oversight and Government Reform,
Josh,Gottheimer,Financial Services,
Josh,Gottheimer,Intelligence,
Lindsey,Graham,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Lindsey,Graham,Committee on Appropriations,Subcommittee on Department of Defense
Lindsey,Graham,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Lindsey,Graham,Committee on Appropriations,Subcommittee on Energy and Water Development
Lindsey,Graham,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Lindsey,Graham,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Lindsey,Graham,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
Lindsey,Graham,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Lindsey,Graham,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Lindsey,Graham,Committee on the Budget,
Lindsey,Graham,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Lindsey,Graham,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism
Lindsey,Graham,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
Lindsey,Graham,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
Chuck,Grassley,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Chuck,Grassley,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness"
Chuck,Grassley,Committee on Finance,"Subcommittee on Social Security, Pensions, and Family Policy"
Chuck,Grassley,Committee on Finance,Subcommittee on Taxation and IRS Oversight
Chuck,Grassley,Committee on the Budget,
Chuck,Grassley,Committee on the Judiciary,
Chuck,Grassley,Joint Committee on Taxation,
Chuck,Grassley,United States Senate Caucus on International Narcotics Control,
Sam,Graves,Armed Services,
Sam,Graves,Transportation and Infrastructure,
Adam,Gray,Agriculture,
Adam,Gray,Natural Resources,
Al,Green,Financial Services,
Al,Green,Homeland Security,
Mark,Green,,
Marjorie,Greene,Homeland Security,
Marjorie,Greene,Oversight and Government Reform,
H.,Griffith,Energy and Commerce,
H.,Griffith,House Administration,
H.,Griffith,Rules,
H.,Griffith,"Select Subcomm to Investigate Questions about Jan 6, 2021",
Raúl,Grijalva,,
Glenn,Grothman,Budget,
Glenn,Grothman,Education and Workforce,
Glenn,Grothman,Judiciary,
Glenn,Grothman,Oversight and Government Reform,
Michael,Guest,Appropriations,
Michael,Guest,Ethics,
Michael,Guest,Homeland Security,
Brett,Guthrie,Energy and Commerce,
Harriet,Hageman,Judiciary,
Harriet,Hageman,Natural Resources,
Harriet,Hageman,"Select Subcomm to Investigate Questions about Jan 6, 2021",
Bill,Hagerty,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Bill,Hagerty,Committee on Appropriations,Subcommittee on Department of Homeland Security
Bill,Hagerty,Committee on Appropriations,Subcommittee on Energy and Water Development
Bill,Hagerty,Committee on Appropriations,Subcommittee on Financial Services and General Government
Bill,Hagerty,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Bill,Hagerty,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Bill,Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
Bill,Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Bill,Hagerty,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance
Bill,Hagerty,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Bill,Hagerty,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Bill,Hagerty,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Bill,Hagerty,Committee on Rules and Administration,
Bill,Hagerty,Joint Committee on Printing,
Abraham,Hamadeh,Armed Services,
Abraham,Hamadeh,Veterans' Affairs,
Josh,Harder,Appropriations,
Mike,Haridopolos,Financial Services,
Mike,Haridopolos,"Science, Space, and Technology",
Pat,Harrigan,Armed Services,
Pat,Harrigan,"Science, Space, and Technology",
Andy,Harris,Appropriations,
Mark,Harris,Agriculture,
Mark,Harris,Education and Workforce,
Mark,Harris,Judiciary,
Diana,Harshbarger,Energy and Commerce,
Margaret,Hassan,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure"
Margaret,Hassan,Committee on Finance,Subcommittee on Health Care
Margaret,Hassan,Committee on Finance,Subcommittee on Taxation and IRS Oversight
Margaret,Hassan,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Margaret,Hassan,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Margaret,Hassan,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Margaret,Hassan,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Margaret,Hassan,Committee on Veterans' Affairs,
Margaret,Hassan,Joint Economic Committee,
Josh,Hawley,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Josh,Hawley,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Josh,Hawley,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Josh,Hawley,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Josh,Hawley,Committee on Small Business and Entrepreneurship,
Josh,Hawley,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Josh,Hawley,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism
Josh,Hawley,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Josh,Hawley,Committee on the Judiciary,Subcommittee on the Constitution
Jahana,Hayes,Agriculture,
Jahana,Hayes,Education and Workforce,
Martin,Heinrich,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Martin,Heinrich,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Martin,Heinrich,Committee on Appropriations,Subcommittee on Energy and Water Development
Martin,Heinrich,Committee on Appropriations,Subcommittee on Legislative Branch
Martin,Heinrich,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Martin,Heinrich,Committee on Energy and Natural Resources,Subcommittee on Energy
Martin,Heinrich,Committee on Energy and Natural Resources,Subcommittee on National Parks
Martin,Heinrich,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Martin,Heinrich,Committee on Energy and Natural Resources,Subcommittee on Water and Power
Martin,Heinrich,Joint Economic Committee,
Martin,Heinrich,Select Committee on Intelligence,
Kevin,Hern,Ways and Means,
Pablo,Hernandez,Homeland Security,
Pablo,Hernandez,Natural Resources,
John,Hickenlooper,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
John,Hickenlooper,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
John,Hickenlooper,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
John,Hickenlooper,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
John,Hickenlooper,Committee on Energy and Natural Resources,Subcommittee on Energy
John,Hickenlooper,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
John,Hickenlooper,Committee on Energy and Natural Resources,Subcommittee on Water and Power
John,Hickenlooper,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
John,Hickenlooper,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
John,Hickenlooper,Committee on Small Business and Entrepreneurship,
Clay,Higgins,Armed Services,
Clay,Higgins,Oversight and Government Reform,
Clay,Higgins,"Select Subcomm to Investigate Questions about Jan 6, 2021",
J.,Hill,Financial Services,
J.,Hill,Intelligence,
James,Himes,Financial Services,
James,Himes,Intelligence,
Ashley,Hinson,Appropriations,
Ashley,Hinson,Ethics,
Ashley,Hinson,Select Comm on the Strategic Competition US and China,
Mazie,Hirono,Committee on Armed Services,Subcommittee on Personnel
Mazie,Hirono,Committee on Armed Services,Subcommittee on Readiness and Management Support
Mazie,Hirono,Committee on Armed Services,Subcommittee on Seapower
Mazie,Hirono,Committee on Energy and Natural Resources,Subcommittee on Energy
Mazie,Hirono,Committee on Energy and Natural Resources,Subcommittee on National Parks
Mazie,Hirono,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Mazie,Hirono,Committee on Small Business and Entrepreneurship,
Mazie,Hirono,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Mazie,Hirono,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
Mazie,Hirono,Committee on the Judiciary,Subcommittee on Intellectual Property
Mazie,Hirono,Committee on the Judiciary,Subcommittee on the Constitution
Mazie,Hirono,Committee on Veterans' Affairs,
John,Hoeven,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
John,Hoeven,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
John,Hoeven,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
John,Hoeven,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
John,Hoeven,Committee on Appropriations,Subcommittee on Department of Defense
John,Hoeven,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
John,Hoeven,Committee on Appropriations,Subcommittee on Energy and Water Development
John,Hoeven,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
John,Hoeven,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
John,Hoeven,Committee on Energy and Natural Resources,Subcommittee on Energy
John,Hoeven,Committee on Energy and Natural Resources,Subcommittee on Water and Power
John,Hoeven,Committee on Indian Affairs,
Steven,Horsford,Ways and Means,
Erin,Houchin,Budget,
Erin,Houchin,Energy and Commerce,
Erin,Houchin,Rules,
Chrissy,Houlahan,Armed Services,
Chrissy,Houlahan,Intelligence,
Steny,Hoyer,Appropriations,
Val,Hoyle,Natural Resources,
Val,Hoyle,Transportation and Infrastructure,
Richard,Hudson,Energy and Commerce,
Jared,Huffman,Natural Resources,
Jared,Huffman,Transportation and Infrastructure,
Bill,Huizenga,Financial Services,
Bill,Huizenga,Foreign Affairs,
Wesley,Hunt,Judiciary,
Wesley,Hunt,Natural Resources,
Jeff,Hurd,Natural Resources,
Jeff,Hurd,"Science, Space, and Technology",
Jeff,Hurd,Transportation and Infrastructure,
Jon,Husted,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
Jon,Husted,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Jon,Husted,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Jon,Husted,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Jon,Husted,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Jon,Husted,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Jon,Husted,Committee on Small Business and Entrepreneurship,
Jon,Husted,Special Committee on Aging,
Cindy,Hyde-Smith,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Cindy,Hyde-Smith,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
Cindy,Hyde-Smith,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
Cindy,Hyde-Smith,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Cindy,Hyde-Smith,Committee on Appropriations,Subcommittee on Department of Homeland Security
Cindy,Hyde-Smith,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Cindy,Hyde-Smith,Committee on Appropriations,Subcommittee on Energy and Water Development
