first_name,last_name,committee,subcommittee
Cindy,Hyde-Smith,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Cindy,Hyde-Smith,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Cindy,Hyde-Smith,Committee on Energy and Natural Resources,Subcommittee on Energy
Cindy,Hyde-Smith,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Cindy,Hyde-Smith,Committee on Rules and Administration,
Cindy,Hyde-Smith,Joint Committee of Congress on the Library,
Darrell,Issa,Foreign Affairs,
Darrell,Issa,Judiciary,
Darrell,Issa,"Science, Space, and Technology",
Glenn,Ivey,Appropriations,
Glenn,Ivey,Ethics,
Brian,Jack,Oversight and Government Reform,
Brian,Jack,Rules,
Brian,Jack,Small Business,
Jonathan,Jackson,Agriculture,
Jonathan,Jackson,Foreign Affairs,
Ronny,Jackson,Agriculture,
Ronny,Jackson,Armed Services,
Ronny,Jackson,Foreign Affairs,
Ronny,Jackson,Intelligence,
Sara,Jacobs,Armed Services,
Sara,Jacobs,Foreign Affairs,
John,James,Energy and Commerce,
Pramila,Jayapal,Budget,
Pramila,Jayapal,Foreign Affairs,
Pramila,Jayapal,Judiciary,
Hakeem,Jeffries,,
Dusty,Johnson,Agriculture,
Dusty,Johnson,Select Comm on the Strategic Competition US and China,
Dusty,Johnson,Transportation and Infrastructure,
Henry,Johnson,Judiciary,
Henry,Johnson,Transportation and Infrastructure,
Julie,Johnson,Foreign Affairs,
Julie,Johnson,Homeland Security,
Julie,Johnson,House Administration,
Julie,Johnson,Joint Committee of Congress on the Library,
Mike,Johnson,,
Ron,Johnson,Committee on Finance,Subcommittee on Fiscal Responsibility and Economic Growth
Ron,Johnson,Committee on Finance,Subcommittee on Health Care
Ron,Johnson,Committee on Finance,Subcommittee on Taxation and IRS Oversight
Ron,Johnson,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Ron,Johnson,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Ron,Johnson,Committee on the Budget,
Ron,Johnson,Special Committee on Aging,
Jim,Jordan,Judiciary,
Jim,Jordan,Oversight and Government Reform,
David,Joyce,Appropriations,
John,Joyce,Energy and Commerce,
James,Justice,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
James,Justice,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
James,Justice,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
James,Justice,Committee on Energy and Natural Resources,Subcommittee on Energy
James,Justice,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
James,Justice,Committee on Energy and Natural Resources,Subcommittee on Water and Power
James,Justice,Committee on Small Business and Entrepreneurship,
James,Justice,Special Committee on Aging,
Tim,Kaine,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Tim,Kaine,Committee on Armed Services,Subcommittee on Readiness and Management Support
Tim,Kaine,Committee on Armed Services,Subcommittee on Seapower
Tim,Kaine,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Tim,Kaine,Committee on Foreign Relations,"Subcommittee on State Department and USAID Management, International Operations, and Bilateral International Development"
Tim,Kaine,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Tim,Kaine,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Tim,Kaine,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Tim,Kaine,Committee on the Budget,
Sydney,Kamlager-Dove,Foreign Affairs,
Sydney,Kamlager-Dove,Judiciary,
Marcy,Kaptur,Appropriations,
Marcy,Kaptur,Budget,
Thomas,Kean,Energy and Commerce,
Thomas,Kean,Foreign Affairs,
William,Keating,Armed Services,
William,Keating,Foreign Affairs,
Mark,Kelly,Committee on Armed Services,Subcommittee on Airland
Mark,Kelly,Committee on Armed Services,Subcommittee on Emerging Threats and Capabilities
Mark,Kelly,Committee on Armed Services,Subcommittee on Strategic Forces
Mark,Kelly,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Mark,Kelly,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Mark,Kelly,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Mark,Kelly,Joint Economic Committee,
Mark,Kelly,Select Committee on Intelligence,
Mark,Kelly,Special Committee on Aging,
Mike,Kelly,Ways and Means,
Robin,Kelly,Energy and Commerce,
Trent,Kelly,Agriculture,
Trent,Kelly,Armed Services,
Trent,Kelly,Intelligence,
John,Kennedy,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
John,Kennedy,Committee on Appropriations,Subcommittee on Department of Defense
John,Kennedy,Committee on Appropriations,Subcommittee on Department of Homeland Security
John,Kennedy,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
John,Kennedy,Committee on Appropriations,Subcommittee on Energy and Water Development
John,Kennedy,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
John,Kennedy,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Economic Policy
John,Kennedy,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
John,Kennedy,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
John,Kennedy,Committee on the Budget,
John,Kennedy,Committee on the Judiciary,Subcommittee on Border Security and Immigration
John,Kennedy,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
John,Kennedy,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
John,Kennedy,Committee on the Judiciary,Subcommittee on the Constitution
Mike,Kennedy,Natural Resources,
Mike,Kennedy,"Science, Space, and Technology",
Mike,Kennedy,Transportation and Infrastructure,
Timothy,Kennedy,Homeland Security,
Timothy,Kennedy,Veterans' Affairs,
Ro,Khanna,Armed Services,
Ro,Khanna,Oversight and Government Reform,
Ro,Khanna,Select Comm on the Strategic Competition US and China,
Jennifer,Kiggans,Armed Services,
Jennifer,Kiggans,Natural Resources,
Jennifer,Kiggans,Veterans' Affairs,
Kevin,Kiley,Education and Workforce,
Kevin,Kiley,Judiciary,
Kevin,Kiley,Transportation and Infrastructure,
Andy,Kim,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Andy,Kim,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance
Andy,Kim,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Andy,Kim,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Andy,Kim,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Andy,Kim,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Andy,Kim,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Andy,Kim,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Andy,Kim,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Andy,Kim,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Andy,Kim,Special Committee on Aging,
Young,Kim,Financial Services,
Young,Kim,Foreign Affairs,
Young,Kim,Select Comm on the Strategic Competition US and China,
Angus,King,Committee on Armed Services,Subcommittee on Airland
Angus,King,Committee on Armed Services,Subcommittee on Seapower
Angus,King,Committee on Armed Services,Subcommittee on Strategic Forces
Angus,King,Committee on Energy and Natural Resources,Subcommittee on Energy
Angus,King,Committee on Energy and Natural Resources,Subcommittee on National Parks
Angus,King,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Angus,King,Committee on Veterans' Affairs,
Angus,King,Select Committee on Intelligence,
Kimberlyn,King-Hinds,Small Business,
Kimberlyn,King-Hinds,Transportation and Infrastructure,
Kimberlyn,King-Hinds,Veterans' Affairs,
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Livestock, Dairy, Poultry, and Food Safety"
Amy,Klobuchar,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Amy,Klobuchar,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Amy,Klobuchar,Committee on Rules and Administration,
Amy,Klobuchar,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Amy,Klobuchar,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Amy,Klobuchar,Committee on the Judiciary,Subcommittee on Crime and Counterterrorism
Amy,Klobuchar,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Amy,Klobuchar,Joint Committee of Congress on the Library,
Amy,Klobuchar,Joint Congressional Committee on Inaugural Ceremonies - 2024,
Amy,Klobuchar,Joint Economic Committee,
Brad,Knott,Homeland Security,
Brad,Knott,Judiciary,
Brad,Knott,Transportation and Infrastructure,
Raja,Krishnamoorthi,Intelligence,
Raja,Krishnamoorthi,Oversight and Government Reform,
Raja,Krishnamoorthi,Select Comm on the Strategic Competition US and China,
David,Kustoff,Ways and Means,
Darin,LaHood,Intelligence,
Darin,LaHood,Select Comm on the Strategic Competition US and China,
Darin,LaHood,Ways and Means,
Nick,LaLota,Appropriations,
Nick,LaLota,Small Business,
Doug,LaMalfa,Agriculture,
Doug,LaMalfa,Natural Resources,
Doug,LaMalfa,Transportation and Infrastructure,
Greg,Landsman,Energy and Commerce,
Nicholas,Langworthy,Energy and Commerce,
Nicholas,Langworthy,Oversight and Government Reform,
Nicholas,Langworthy,Rules,
James,Lankford,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure"
James,Lankford,Committee on Finance,Subcommittee on Health Care
James,Lankford,Committee on Finance,Subcommittee on Taxation and IRS Oversight
James,Lankford,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
James,Lankford,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
James,Lankford,Select Committee on Ethics,
James,Lankford,Select Committee on Intelligence,
Rick,Larsen,Transportation and Infrastructure,
John,Larson,Ways and Means,
George,Latimer,Foreign Affairs,
George,Latimer,Small Business,
Robert,Latta,Energy and Commerce,
Michael,Lawler,Financial Services,
Michael,Lawler,Foreign Affairs,
Laurel,Lee,Energy and Commerce,
Laurel,Lee,House Administration,
Laurel,Lee,Judiciary,
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on Energy
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on National Parks
Mike,Lee,Committee on Energy and Natural Resources,"Subcommittee on Public Lands, Forests, and Mining"
Mike,Lee,Committee on Energy and Natural Resources,Subcommittee on Water and Power
Mike,Lee,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
Mike,Lee,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
Mike,Lee,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
Mike,Lee,Committee on the Budget,
Mike,Lee,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Mike,Lee,Committee on the Judiciary,"Subcommittee on Federal Courts, Oversight, Agency Action, and Federal Rights"
Mike,Lee,Committee on the Judiciary,Subcommittee on Intellectual Property
Mike,Lee,Committee on the Judiciary,Subcommittee on the Constitution
Summer,Lee,Education and Workforce,
Summer,Lee,Oversight and Government Reform,
Susie,Lee,Appropriations,
Susie,Lee,Natural Resources,
Teresa,Leger Fernandez,Natural Resources,
Teresa,Leger Fernandez,Rules,
Julia,Letlow,Appropriations,
Julia,Letlow,Education and Workforce,
Mike,Levin,Appropriations,
Sam,Liccardo,Financial Services,
Ted,Lieu,Foreign Affairs,
Ted,Lieu,Judiciary,
Zoe,Lofgren,Judiciary,
Zoe,Lofgren,"Science, Space, and Technology",
Barry,Loudermilk,Financial Services,
Barry,Loudermilk,House Administration,
Barry,Loudermilk,"Select Subcomm to Investigate Questions about Jan 6, 2021",
Frank,Lucas,Agriculture,
Frank,Lucas,Financial Services,
Ben,Luján,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
Ben,Luján,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
Ben,Luján,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Ben,Luján,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Ben,Luján,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Ben,Luján,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Ben,Luján,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure"
Ben,Luján,Committee on Finance,Subcommittee on Health Care
Ben,Luján,Committee on Finance,Subcommittee on Taxation and IRS Oversight
Ben,Luján,Committee on Indian Affairs,
Ben,Luján,Committee on the Budget,
Ben,Luján,United States Senate Caucus on International Narcotics Control,
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Financial Institutions and Consumer Protection
Cynthia,Lummis,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Cynthia,Lummis,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Cynthia,Lummis,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Cynthia,Lummis,Committee on Environment and Public Works,"Subcommittee on Fisheries, Wildlife, and Water"
Cynthia,Lummis,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Anna,Luna,Foreign Affairs,
Anna,Luna,Oversight and Government Reform,
Morgan,Luttrell,Armed Services,
Morgan,Luttrell,Homeland Security,
Morgan,Luttrell,Veterans' Affairs,
Stephen,Lynch,Financial Services,
Stephen,Lynch,Oversight and Government Reform,
Nancy,Mace,Armed Services,
Nancy,Mace,Oversight and Government Reform,
Nancy,Mace,Veterans' Affairs,
Ryan,Mackenzie,Education and Workforce,
Ryan,Mackenzie,Foreign Affairs,
Ryan,Mackenzie,Homeland Security,
Seth,Magaziner,Homeland Security,
Seth,Magaziner,Natural Resources,
Nicole,Malliotakis,Ways and Means,
Celeste,Maloy,Appropriations,
Celeste,Maloy,Natural Resources,
Tracey,Mann,Agriculture,
Tracey,Mann,Transportation and Infrastructure,
John,Mannion,Agriculture,
John,Mannion,Education and Workforce,
Edward,Markey,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Edward,Markey,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Edward,Markey,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Edward,Markey,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
Edward,Markey,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Edward,Markey,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Edward,Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Edward,Markey,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Edward,Markey,Committee on Small Business and Entrepreneurship,
Roger,Marshall,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Conservation, Forestry, Natural Resources, and Biotechnology"
Roger,Marshall,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
Roger,Marshall,Committee on Finance,"Subcommittee on Energy, Natural Resources, and Infrastructure"
Roger,Marshall,Committee on Finance,Subcommittee on Health Care
Roger,Marshall,Committee on Finance,"Subcommittee on International Trade, Customs, and Global Competitiveness"
Roger,Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Employment and Workplace Safety
Roger,Marshall,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Roger,Marshall,Committee on the Budget,
Thomas,Massie,Judiciary,
Thomas,Massie,Transportation and Infrastructure,
Brian,Mast,Foreign Affairs,
Brian,Mast,Transportation and Infrastructure,
Doris,Matsui,Energy and Commerce,
Lucy,McBath,Education and Workforce,
Lucy,McBath,Judiciary,
Sarah,McBride,Foreign Affairs,
Sarah,McBride,"Science, Space, and Technology",
Michael,McCaul,Foreign Affairs,
Michael,McCaul,Homeland Security,
Lisa,McClain,Education and Workforce,
Lisa,McClain,Financial Services,
April,McClain Delaney,Agriculture,
April,McClain Delaney,"Science, Space, and Technology",
Jennifer,McClellan,Energy and Commerce,
Tom,McClintock,Budget,
Tom,McClintock,Judiciary,
Tom,McClintock,Natural Resources,
Betty,McCollum,Appropriations,
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Food and Nutrition, Specialty Crops, Organics, and Research"
Mitch,McConnell,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Mitch,McConnell,Committee on Appropriations,Subcommittee on Department of Defense
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Mitch,McConnell,Committee on Appropriations,Subcommittee on Energy and Water Development
Mitch,McConnell,Committee on Appropriations,"Subcommittee on Military Construction, Veterans Affairs, and Related Agencies"
Mitch,McConnell,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Mitch,McConnell,Committee on Rules and Administration,
Mitch,McConnell,Joint Committee of Congress on the Library,
Mitch,McConnell,Joint Committee on Printing,
David,McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
David,McCormick,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development"
David,McCormick,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on National Security and International Trade and Finance
David,McCormick,Committee on Energy and Natural Resources,Subcommittee on Energy
David,McCormick,Committee on Energy and Natural Resources,Subcommittee on Water and Power
David,McCormick,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
David,McCormick,Committee on Foreign Relations,"Subcommittee on Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy"
David,McCormick,Committee on Foreign Relations,"Subcommittee on Near East, South Asia, Central Asia, and Counterterrorism"
David,McCormick,Joint Economic Committee,
David,McCormick,Special Committee on Aging,
Richard,McCormick,Armed Services,
Richard,McCormick,Foreign Affairs,
Richard,McCormick,"Science, Space, and Technology",
Kristen,McDonald Rivet,Agriculture,
Kristen,McDonald Rivet,Transportation and Infrastructure,
Addison,McDowell,Budget,
Addison,McDowell,Natural Resources,
Addison,McDowell,Transportation and Infrastructure,
Morgan,McGarvey,Budget,
Morgan,McGarvey,Small Business,
Morgan,McGarvey,Veterans' Affairs,
James,McGovern,Agriculture,
James,McGovern,Rules,
John,McGuire,Armed Services,
John,McGuire,Oversight and Government Reform,
LaMonica,McIver,Homeland Security,
LaMonica,McIver,Small Business,
Gregory,Meeks,Financial Services,
Gregory,Meeks,Foreign Affairs,
Robert,Menendez,Energy and Commerce,
Grace,Meng,Appropriations,
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Jeff,Merkley,Committee on Appropriations,Subcommittee on Energy and Water Development
Jeff,Merkley,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Chemical Safety, Waste Management, Environmental Justice, and Regulatory Oversight"
Jeff,Merkley,Committee on Environment and Public Works,"Subcommittee on Clean Air, Climate, and Nuclear Innovation and Safety"
Jeff,Merkley,Committee on Environment and Public Works,Subcommittee on Transportation and Infrastructure
Jeff,Merkley,Committee on Foreign Relations,Subcommittee on Africa and Global Health Policy
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on East Asia, the Pacific, and International Cybersecurity Policy"
Jeff,Merkley,Committee on Foreign Relations,"Subcommittee on Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues"
Jeff,Merkley,Committee on Rules and Administration,
Jeff,Merkley,Committee on the Budget,
Jeff,Merkley,Joint Committee on Printing,
Mark,Messmer,Agriculture,
Mark,Messmer,Armed Services,
Mark,Messmer,Education and Workforce,
Daniel,Meuser,Financial Services,
Daniel,Meuser,Small Business,
Kweisi,Mfume,Foreign Affairs,
Kweisi,Mfume,Oversight and Government Reform,
Carol,Miller,Ways and Means,
Mary,Miller,Agriculture,
Mary,Miller,Education and Workforce,
Mary,Miller,House Administration,
Max,Miller,"Science, Space, and Technology",
Max,Miller,Ways and Means,
Mariannette,Miller-Meeks,Energy and Commerce,
Mariannette,Miller-Meeks,Veterans' Affairs,
Cory,Mills,Armed Services,
Cory,Mills,Foreign Affairs,
Dave,Min,Natural Resources,
Dave,Min,Oversight and Government Reform,
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Education and the American Family
Ashley,Moody,"Committee on Health, Education, Labor, and Pensions",Subcommittee on Primary Health and Retirement Security
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Ashley,Moody,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Disaster Management, District of Columbia, and Census"
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Antitrust, Competition Policy, and Consumer Rights"
Ashley,Moody,Committee on the Judiciary,Subcommittee on Border Security and Immigration
Ashley,Moody,Committee on the Judiciary,Subcommittee on Intellectual Property
Ashley,Moody,Committee on the Judiciary,"Subcommittee on Privacy, Technology, and the Law"
Ashley,Moody,Joint Economic Committee,
Ashley,Moody,Special Committee on Aging,
John,Moolenaar,Appropriations,
John,Moolenaar,Select Comm on the Strategic Competition US and China,
Barry,Moore,Agriculture,
Barry,Moore,Judiciary,
Blake,Moore,Budget,
Blake,Moore,Ways and Means,
Gwen,Moore,Ways and Means,
Riley,Moore,Appropriations,
Tim,Moore,Budget,
Tim,Moore,Financial Services,
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Commodities, Derivatives, Risk Management, and Trade"
Jerry,Moran,"Committee on Agriculture, Nutrition, and Forestry","Subcommittee on Rural Development, Energy, and Credit"
Jerry,Moran,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Jerry,Moran,Committee on Appropriations,"Subcommittee on Commerce, Justice, Science, and Related Agencies"
Jerry,Moran,Committee on Appropriations,Subcommittee on Department of Defense
Jerry,Moran,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Jerry,Moran,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
Jerry,Moran,Committee on Appropriations,"Subcommittee on Transportation, Housing and Urban Development, and Related Agencies"
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Aviation, Space, and Innovation"
Jerry,Moran,"Committee on Commerce, Science, and Transportation","Subcommittee on Consumer Protection, Technology, and Data Privacy"
Jerry,Moran,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Jerry,Moran,Committee on Indian Affairs,
Jerry,Moran,Committee on Veterans' Affairs,
Jerry,Moran,Select Committee on Intelligence,
Nathaniel,Moran,Ethics,
Nathaniel,Moran,Select Comm on the Strategic Competition US and China,
Nathaniel,Moran,Ways and Means,
Joseph,Morelle,Appropriations,
Joseph,Morelle,House Administration,
Joseph,Morelle,Joint Committee of Congress on the Library,
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs",Subcommittee on Digital Assets
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Housing, Transportation, and Community Development"
Bernie,Moreno,"Committee on Banking, Housing, and Urban Affairs","Subcommittee on Securities, Insurance, and Investment"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Coast Guard, Maritime, and Fisheries"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Science, Manufacturing, and Competitiveness"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation","Subcommittee on Surface Transportation, Freight, Pipelines, and Safety"
Bernie,Moreno,"Committee on Commerce, Science, and Transportation",Subcommittee on Telecommunications and Media
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,Permanent Subcommittee on Investigations
Bernie,Moreno,Committee on Homeland Security and Governmental Affairs,"Subcommittee on Border Management, Federal Workforce, and Regulatory Affairs"
Bernie,Moreno,Committee on the Budget,
Bernie,Moreno,United States Senate Caucus on International Narcotics Control,
Kelly,Morrison,Small Business,
Kelly,Morrison,Veterans' Affairs,
Jared,Moskowitz,Foreign Affairs,
Jared,Moskowitz,Judiciary,
Jared,Moskowitz,"Select Subcomm to Investigate Questions about Jan 6, 2021",
Seth,Moulton,Armed Services,
Seth,Moulton,Select Comm on the Strategic Competition US and China,
Seth,Moulton,Transportation and Infrastructure,
James,Moylan,Armed Services,
James,Moylan,Education and Workforce,
James,Moylan,Foreign Affairs,
Frank,Mrvan,Appropriations,
Kevin,Mullin,Energy and Commerce,
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Agriculture, Rural Development, Food and Drug Administration, and Related Agencies"
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Department of Interior, Environment, and Related Agencies"
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on Departments of Labor, Health and Human Services, and Education, and Related Agencies"
Markwayne,Mullin,Committee on Appropriations,Subcommittee on Financial Services and General Government
Markwayne,Mullin,Committee on Appropriations,Subcommittee on Legislative Branch
Markwayne,Mullin,Committee on Appropriations,"Subcommittee on State, Foreign Operations, and Related Programs"
