first_name,last_name,slug_name,slug_url,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,top_contributors,top_industries
James E.,Risch,james-e-risch,https://www.opensecrets.org/members-of-congress/risch-james-e/summary?cid=N00029441&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"National Republican Senatorial Cmte ($35,000); Delta Air Lines ($34,955); General Atomics ($32,100); Apollo Global Management ($24,400); Alpha Services (Idaho) ($22,772)","Leadership PACs ($329,217); Securities & Investment ($242,537); Retired ($201,028); Electric Utilities ($144,440); Oil & Gas ($143,604)"
Luz M.,Rivas,luz-m-rivas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harold,Rogers,harold-rogers,https://www.opensecrets.org/members-of-congress/rogers-hal/summary?cid=N00003473&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Cornerstone Government Affairs ($29,000); Outdoor Venture Corp ($14,700); American Israel Public Affairs Cmte ($10,500); American Crystal Sugar ($10,000); Appalachian Recovery Center ($10,000)","Lobbyists ($97,711); Air Transport ($57,000); Misc Defense ($45,700); Defense Aerospace ($43,800); Leadership PACs ($39,500)"
Mike D.,Rogers,mike-d-rogers,https://www.opensecrets.org/members-of-congress/rogers-mike-d/summary?cid=N00024759&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"L3Harris Technologies ($68,400); Microsoft Corp ($23,200); Elliott Management ($19,800); Medical Place Inc ($19,800); Radiance Technologies ($18,200)","Pro-Israel ($355,374); Misc Defense ($263,350); Defense Aerospace ($136,700); Defense Electronics ($136,500); Lobbyists ($130,470)"
John W.,Rose,john-w-rose,https://www.opensecrets.org/members-of-congress/rose-john/summary?cid=N00041599&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($26,908); R&S Northeast LLC ($21,300); J&S Construction (Tennessee) ($16,200); Cumberland Supply Co ($14,900); National Assn of Small Trucking Companies ($14,200)","Retired ($363,051); Real Estate ($98,458); Health Professionals ($86,439); Commercial Banks ($73,350); Agricultural Services/Products ($45,950)"
Jacky,Rosen,jacky-rosen,https://www.opensecrets.org/members-of-congress/rosen-jacky/summary?cid=N00038734&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($1,269,951); EMILY's List ($305,147); Google Inc ($112,950); Blackstone Group ($89,650); Apollo Global Management ($85,300)","Retired ($7,538,879); Securities & Investment ($2,396,516); Lawyers/Law Firms ($2,388,571); Democratic/Liberal ($1,665,367); Education ($1,627,185)"
Deborah K.,Ross,deborah-k-ross,https://www.opensecrets.org/members-of-congress/ross-deborah/summary?cid=N00038565&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($55,438); Duke University ($20,164); North Carolina State University ($15,620); North Carolina Museum of Natural Sciences ($11,800); Kellanova ($10,889)","Retired ($203,856); Lawyers/Law Firms ($140,721); Pharmaceuticals/Health Products ($101,295); Health Professionals ($89,737); Education ($75,291)"
Mike,Rounds,mike-rounds,https://www.opensecrets.org/members-of-congress/rounds-mike/summary?cid=N00035187&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Apollo Global Management ($48,300); Rocket Mortgage ($28,900); Sanford Health ($28,500); Blackstone Group ($25,400); Capital Group Companies ($24,400)","Securities & Investment ($531,421); Leadership PACs ($466,467); Retired ($320,015); Insurance ($304,260); Commercial Banks ($266,680)"
David,Rouzer,david-rouzer,https://www.opensecrets.org/members-of-congress/david-rouzer/summary?cid=N00033527,,,,,,,,,,,,,,,,,,,,,,,,,"Altria Group ($19,900); American Israel Public Affairs Cmte ($18,002); Old Dominion Freight Line ($16,870); Live Oak Bank ($14,100); Trans-Global Solutions ($13,200)","Retired ($152,172); Lobbyists ($94,907); Real Estate ($90,679); Crop Production & Basic Processing ($87,091); Agricultural Services/Products ($78,082)"
Chip,Roy,chip-roy,https://www.opensecrets.org/members-of-congress/chip-roy/summary?cid=N00042268,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($60,050); Q2 Holdings ($22,400); Allegiance Refining LLC ($13,200); Anthem Ventures ($13,200); Ashford Inc ($13,200)","Retired ($546,941); Republican/Conservative ($358,848); Securities & Investment ($140,573); Real Estate ($124,446); Oil & Gas ($115,973)"
Marco,Rubio,marco-rubio,https://www.opensecrets.org/members-of-congress/marco-rubio/summary?cid=N00030612,,,,,,,,,,,,,,,,,,,,,,,,,"Pro-Israel America PAC ($109,800); The Villages ($78,405); Republican Jewish Coalition ($77,736); National Republican Senatorial Cmte ($51,200); GEO Group ($48,800)","Retired ($15,054,176); Republican/Conservative ($2,631,301); Real Estate ($1,913,801); Securities & Investment ($1,379,036); Health Professionals ($738,531)"
Raul,Ruiz,raul-ruiz,https://www.opensecrets.org/members-of-congress/raul-ruiz/summary?cid=N00033510,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($73,717); US Acute Care Solutions ($32,000); DaVita Inc ($24,550); JStreetPAC ($21,450); Intersect Power ($16,600)","Health Professionals ($479,564); Pharmaceuticals/Health Products ($136,888); Retired ($120,505); Lawyers/Law Firms ($117,710); Casinos/Gambling ($107,375)"
Michael A.,Rulli,michael-a-rulli,https://www.opensecrets.org/members-of-congress/rulli-michael/summary?cid=N00054190&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Brilex Industries ($20,050); Air Line Pilots Assn ($20,000); Pi&I Motor Express ($20,000); Compco Industries ($17,600); 10SIX LLC ($16,000)","Retired ($89,707); Leadership PACs ($69,100); Misc Manufacturing & Distributing ($52,183); Oil & Gas ($38,365); Real Estate ($30,364)"
John H.,Rutherford,john-h-rutherford,https://www.opensecrets.org/members-of-congress/rutherford-john/summary?cid=N00039777&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Ring Power Corp ($13,200); Boeing Co ($10,500); American Israel Public Affairs Cmte ($10,000); American Sportfishing Assn ($10,000); CSX Corp ($10,000)","Lobbyists ($65,950); Misc Defense ($64,300); Air Transport ($61,000); Real Estate ($60,960); Defense Aerospace ($51,100)"
Patrick,Ryan,patrick-ryan,https://www.opensecrets.org/members-of-congress/ryan-pat/summary?cid=N00041165&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($220,662); Palantir Technologies ($49,513); Digidems PAC ($39,810); Patterson Planning & Services ($38,800); Bain Capital ($33,004)","Securities & Investment ($790,566); Retired ($727,652); Lawyers/Law Firms ($483,182); Leadership PACs ($413,256); Real Estate ($273,345)"
Maria Elvira,Salazar,maria-elvira-salazar,https://www.opensecrets.org/members-of-congress/salazar-maria/summary?cid=N00042810&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Leon Medical Centers ($39,300); American Israel Public Affairs Cmte ($33,607); Tecnoglass ($33,000); Starkey Hearing Technologies ($19,800); Kaseya Inc ($15,950)","Leadership PACs ($410,000); Retired ($355,674); Securities & Investment ($327,432); Real Estate ($178,974); Republican/Conservative ($131,304)"
Andrea,Salinas,andrea-salinas,https://www.opensecrets.org/members-of-congress/andrea-salinas/summary?cid=N00049738,,,,,,,,,,,,,,,,,,,,,,,,,"EMILY's List ($133,864); JStreetPAC ($88,829); American Israel Public Affairs Cmte ($82,450); Digidems PAC ($31,450); Fair Shot PAC ($23,200)","Retired ($610,408); Leadership PACs ($401,324); Democratic/Liberal ($261,124); Lawyers/Law Firms ($203,169); Securities & Investment ($195,589)"
Linda T.,Sánchez,linda-t-sanchez,https://www.opensecrets.org/members-of-congress/sanchez-linda/summary?cid=N00024870&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($32,322); Rolex Boutique J Licht & Sons ($21,700); Google Inc ($11,600); Air Line Pilots Assn ($10,000); American Crystal Sugar ($10,000)","Insurance ($134,500); Health Professionals ($96,908); Securities & Investment ($88,400); Lobbyists ($83,920); Pharmaceuticals/Health Products ($80,300)"
Bernard,Sanders,bernard-sanders,https://www.opensecrets.org/members-of-congress/sanders-bernie/summary?cid=N00000528&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Google Inc ($52,117); Apple Inc ($37,682); Kaiser Permanente ($37,608); Amazon.com ($36,227); US Postal Service ($35,399)","Retired ($2,548,518); Education ($1,594,803); Health Professionals ($849,977); Civil Servants/Public Officials ($566,529); Democratic/Liberal ($468,081)"
Steve,Scalise,steve-scalise,https://www.opensecrets.org/members-of-congress/steve-scalise/summary?cid=N00009660,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($473,758); National Assn of Realtors ($164,500); Valero Energy ($52,080); Cornerstone Government Affairs ($48,350); Ochsner Health System ($46,786)","Republican/Conservative ($8,727,667); Retired ($4,365,475); Real Estate ($806,305); Pro-Israel ($681,872); Securities & Investment ($536,891)"
Mary Gay,Scanlon,mary-gay-scanlon,https://www.opensecrets.org/members-of-congress/mary-gay-scanlon/summary?cid=N00042706,,,,,,,,,,,,,,,,,,,,,,,,,"Ballard Spahr LLP ($96,745); University of Pennsylvania ($25,385); Duane Morris LLP ($20,550); Cencora Inc ($16,600); Service Employees International Union ($15,000)","Lawyers/Law Firms ($237,316); Retired ($127,170); Building Trade Unions ($68,000); Education ($64,797); Industrial Unions ($58,195)"
Janice D.,Schakowsky,janice-d-schakowsky,https://www.opensecrets.org/members-of-congress/schakowsky-jan/summary?cid=N00004724&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"State of Illinois ($34,250); JStreetPAC ($23,620); Cooney & Conway ($20,800); Power Rogers LLP ($19,800); Ariel Investments ($13,200)","Lawyers/Law Firms ($211,868); Democratic/Liberal ($159,092); Retired ($112,127); Health Professionals ($96,725); Civil Servants/Public Officials ($84,000)"
Brian,Schatz,brian-schatz,https://www.opensecrets.org/members-of-congress/brian-schatz/summary?cid=N00028138,,,,,,,,,,,,,,,,,,,,,,,,,"Charter Communications ($48,900); Matson Inc ($33,188); DISH Network ($24,200); Dentons US ($17,960); Emerson Collective ($17,900)","Leadership PACs ($347,000); Real Estate ($259,414); Casinos/Gambling ($234,750); Lawyers/Law Firms ($206,677); Lobbyists ($193,359)"
Adam B.,Schiff,adam-b-schiff,https://www.opensecrets.org/members-of-congress/schiff-adam/summary?cid=N00009585&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($311,663); State of California ($72,809); Munger, Tolles & Olson ($63,973); Cotchett, Pitre & McCarthy ($60,800); Paul, Weiss et al ($56,633)","Retired ($9,981,655); Lawyers/Law Firms ($2,625,869); Democratic/Liberal ($2,208,038); Education ($1,416,245); Securities & Investment ($1,389,655)"
Derek,Schmidt,derek-schmidt,https://www.opensecrets.org/members-of-congress/derek-schmidt/summary?cid=N00055179&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Watco Companies ($37,200); Monarch Cement ($19,800); SNK Real Property Holdings ($19,800); Miller'S Professional Imaging ($15,700); American Israel Public Affairs Cmte ($15,250)","Retired ($121,727); Leadership PACs ($92,800); Railroads ($50,800); Real Estate ($43,134); Insurance ($38,060)"
Eric,Schmitt,eric-schmitt,https://www.opensecrets.org/members-of-congress/eric-schmitt/summary?cid=N00048414,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($114,166); Herzog ($64,600); Husch Blackwell LLP ($55,535); Enterprise Mobility ($54,215); National Republican Senatorial Cmte ($51,200)","Retired ($947,656); Republican/Conservative ($490,458); Securities & Investment ($469,996); Real Estate ($389,453); Lawyers/Law Firms ($350,373)"
Bradley Scott,Schneider,bradley-scott-schneider,https://www.opensecrets.org/members-of-congress/schneider-brad/summary?cid=N00033101&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($267,310); Mesirow Financial ($21,000); Sidley Austin LLP ($17,550); Discover Financial Services ($16,600); Henry Crown & Co ($16,500)","Retired ($463,494); Pro-Israel ($391,633); Securities & Investment ($357,446); Insurance ($247,390); Pharmaceuticals/Health Products ($213,461)"
Hillary J.,Scholten,hillary-j-scholten,https://www.opensecrets.org/members-of-congress/scholten-hillary/summary?cid=N00044885&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($135,936); Miller, Johnson et al ($54,490); JStreetPAC ($46,554); Varnum Llp ($30,521); EMILY's List ($30,005)","Retired ($565,898); Securities & Investment ($353,049); Lawyers/Law Firms ($333,540); Leadership PACs ($321,619); Pro-Israel ($198,970)"
Kim,Schrier,kim-schrier,https://www.opensecrets.org/members-of-congress/kim-schrier/summary?cid=N00041606,,,,,,,,,,,,,,,,,,,,,,,,,"University of Washington ($135,679); Microsoft Corp ($100,978); American Israel Public Affairs Cmte ($67,950); Amazon.com ($41,480); Bendich, Stobaugh & Strong ($29,632)","Retired ($1,106,009); Democratic/Liberal ($543,872); Health Professionals ($526,558); Leadership PACs ($279,402); Lawyers/Law Firms ($256,098)"
Charles E.,Schumer,charles-e-schumer,https://www.opensecrets.org/members-of-congress/schumer-charles-e/summary?cid=N00001093&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Group ($292,900); Nextera Energy ($238,300); Paul, Weiss et al ($236,691); Newmark Group ($194,606); L3Harris Technologies ($161,341)","Securities & Investment ($4,945,813); Lawyers/Law Firms ($3,272,480); Retired ($3,095,943); Real Estate ($2,650,945); Electronics Mfg & Equip ($981,938)"
David,Schweikert,david-schweikert,https://www.opensecrets.org/members-of-congress/david-schweikert/summary?cid=N00006460,,,,,,,,,,,,,,,,,,,,,,,,,"Club for Growth ($83,295); American Israel Public Affairs Cmte ($75,751); Club for Growth Action ($32,359); Stenson Tamaddon ($26,900); CVS Health ($16,600)","Retired ($383,900); Securities & Investment ($380,782); Leadership PACs ($352,750); Republican/Conservative ($297,508); Real Estate ($296,519)"
Austin,Scott,austin-scott,https://www.opensecrets.org/members-of-congress/austin-scott/summary?cid=N00032457,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($22,350); Yancey Brothers ($17,500); Home Depot ($11,000); Alabama Peanut Producers Assn ($10,000); American Crystal Sugar ($10,000)","Crop Production & Basic Processing ($155,378); Agricultural Services/Products ($110,550); Insurance ($50,803); Health Professionals ($34,150); Commercial Banks ($33,250)"
David,Scott,david-scott,https://www.opensecrets.org/members-of-congress/david-scott/summary?cid=N00024871,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($37,500); CME Group ($15,000); Fifth Third Bancorp ($12,500); National Confectioners Assn ($11,000); AFLAC Inc ($10,000)","Crop Production & Basic Processing ($116,000); Commercial Banks ($110,450); Agricultural Services/Products ($107,000); Securities & Investment ($100,100); Insurance ($75,000)"
Rick,Scott,rick-scott,https://www.opensecrets.org/members-of-congress/scott-rick/summary?cid=N00043290&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($269,235); Senate Conservatives Fund ($216,561); The Villages ($137,365); Club for Growth ($97,019); GEO Group ($66,900)","Retired ($3,988,166); Republican/Conservative ($1,758,938); Securities & Investment ($1,497,053); Real Estate ($1,127,104); Pro-Israel ($544,193)"
"Robert C. ""Bobby""",Scott,robert-c-bobby-scott,https://www.opensecrets.org/members-of-congress/scott-bobby/summary?cid=N00002147&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Dominion Energy ($29,050); Service Employees International Union ($20,000); Norfolk Southern ($13,200); American Federation of State/Cnty/Munic Employees ($10,000); Boilermakers Union ($10,000)","Retired ($61,232); Industrial Unions ($60,500); Building Trade Unions ($46,000); Lawyers/Law Firms ($45,300); Public Sector Unions ($37,500)"
Tim,Scott,tim-scott,https://www.opensecrets.org/members-of-congress/tim-scott/summary?cid=N00031782,,,,,,,,,,,,,,,,,,,,,,,,,"Goldman Sachs ($174,975); Capital Group ($94,505); Johnson Development Assoc ($88,181); Penn Mutual Life Insurance ($87,650); Blackstone Group ($80,800)","Retired ($18,881,091); Securities & Investment ($3,043,274); Republican/Conservative ($2,699,730); Real Estate ($2,493,809); Lawyers/Law Firms ($1,101,599)"
Keith,Self,keith-self,https://www.opensecrets.org/members-of-congress/keith-self/summary?cid=N00049337,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($18,100); Southwest Airlines ($17,200); House Freedom Fund ($13,450); American Crystal Sugar ($10,000); Airborne Aspect ($9,900)","Retired ($117,824); Republican/Conservative ($45,592); Leadership PACs ($44,300); Real Estate ($33,750); Air Transport ($26,725)"
Pete,Sessions,pete-sessions,https://www.opensecrets.org/members-of-congress/pete-sessions/summary?cid=N00005681,,,,,,,,,,,,,,,,,,,,,,,,,"Bankers Life ($12,400); Elements Massage ($12,400); Deason Capital Services ($11,900); Texas Farm Bureau ($10,805); Allied Pilots Assn ($10,000)","Commercial Banks ($90,413); Securities & Investment ($87,400); Insurance ($68,150); Health Professionals ($67,350); Real Estate ($59,000)"
Terri A.,Sewell,terri-a-sewell,https://www.opensecrets.org/members-of-congress/sewell-terri/summary?cid=N00030622&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"National Assn of Realtors ($128,350); American Israel Public Affairs Cmte ($48,050); Grail Inc ($36,000); Charter Brokerage LLC ($25,250); Community Oncology Alliance ($20,000)","Insurance ($273,811); Securities & Investment ($204,730); Pharmaceuticals/Health Products ($198,848); Real Estate ($188,471); Health Professionals ($177,972)"
Jeanne,Shaheen,jeanne-shaheen,https://www.opensecrets.org/members-of-congress/shaheen-jeanne/summary?cid=N00024790&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Emily's List ($159,594); Dartmouth College ($64,489); Capital Group ($51,805); University of New Hampshire ($51,013); State of New Hampshire ($44,677)","Retired ($3,053,776); Securities & Investment ($1,036,487); Lawyers/Law Firms ($937,765); Education ($835,070); Women's Issues ($704,526)"
Tim,Sheehy,tim-sheehy,https://www.opensecrets.org/members-of-congress/tim-sheehy/summary?cid=N00053174,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($196,986); Blackstone Group ($192,610); Welsh, Carson et al ($69,294); Yellowstone Bank ($66,500); AAON Inc ($59,900)","Retired ($7,168,558); Republican/Conservative ($1,926,673); Securities & Investment ($1,783,866); Real Estate ($1,076,816); Oil & Gas ($866,106)"
Brad,Sherman,brad-sherman,https://www.opensecrets.org/members-of-congress/brad-sherman/summary?cid=N00006897,,,,,,,,,,,,,,,,,,,,,,,,,"Capital Group Companies ($16,600); Veterans United Home Loans ($13,200); 7-Eleven ($12,250); Kite Pharma ($11,500); America's Credit Unions ($11,000)","Securities & Investment ($273,120); Real Estate ($163,472); Retired ($137,411); Commercial Banks ($74,500); Insurance ($70,200)"
Mikie,Sherrill,mikie-sherrill,https://www.opensecrets.org/members-of-congress/mikie-sherrill/summary?cid=N00041154,,,,,,,,,,,,,,,,,,,,,,,,,"Verizon Communications ($28,854); New York Life Insurance ($20,225); Reworld Holding ($19,850); Mazie, Slater et al ($19,800); Olympus Holdings ($19,800)","Retired ($471,608); Securities & Investment ($463,923); Lawyers/Law Firms ($351,744); Real Estate ($166,362); Insurance ($140,457)"
Jefferson,Shreve,jefferson-shreve,https://www.opensecrets.org/members-of-congress/summary?cid=N00054651&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Runnebohm Construction ($7,600); Indiana Spine Group ($6,600); US Chamber of Commerce ($6,000); American Academy of Dermatology Assn ($5,000); American Council of Engineering Cos ($5,000)","Leadership PACs ($64,000); Candidate Committees ($17,000); Health Professionals ($14,900); Pro-Israel ($12,300); Retired ($11,938)"
Lateefah,Simon,lateefah-simon,https://www.opensecrets.org/members-of-congress/lateefah-simon/summary?cid=N00052195&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Exelixis Inc ($22,750); Medley Partners ($19,800); Keker, Van Nest & Peters ($19,550); Service Employees International Union ($15,000); Jordan Real Estate Investments ($14,945)","Non-Profit Institutions ($148,554); Lawyers/Law Firms ($132,072); Retired ($125,106); Business Services ($86,245); Securities & Investment ($76,188)"
Michael K.,Simpson,michael-k-simpson,https://www.opensecrets.org/members-of-congress/simpson-mike/summary?cid=N00006263&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Native American Nation ($38,400); American Israel Public Affairs Cmte ($19,250); Cornerstone Government Affairs ($17,250); S-3 Group ($13,900); Apercen Partners ($13,200)","Lobbyists ($149,050); Health Professionals ($99,061); Electric Utilities ($94,405); Casinos/Gambling ($64,450); Retired ($56,872)"
Elissa,Slotkin,elissa-slotkin,https://www.opensecrets.org/members-of-congress/elissa-slotkin/summary?cid=N00041357,,,,,,,,,,,,,,,,,,,,,,,,,"University of Michigan ($305,221); Michigan State University ($272,068); EMILY's List ($214,953); Google Inc ($86,745); WilmerHale LLP ($83,150)","Retired ($8,331,062); Lawyers/Law Firms ($2,251,505); Securities & Investment ($2,158,313); Education ($2,001,423); Democratic/Liberal ($1,347,594)"
Adam,Smith,adam-smith,https://www.opensecrets.org/members-of-congress/adam-smith/summary?cid=N00007833,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($327,764); General Atomics ($32,600); Palantir Technologies ($28,100); General Dynamics ($26,500); Microsoft Corp ($22,900)","Pro-Israel ($335,464); Misc Defense ($146,400); Defense Aerospace ($122,600); Electronics Mfg & Equip ($95,479); Air Transport ($76,344)"
Adrian,Smith,adrian-smith,https://www.opensecrets.org/members-of-congress/adrian-smith/summary?cid=N00027623,,,,,,,,,,,,,,,,,,,,,,,,,"Sandhills Global ($26,400); American Israel Public Affairs Cmte ($20,508); Union Pacific Corp ($20,400); Hawkins Construction ($19,800); Tenaska Inc ($17,600)","Health Professionals ($163,500); Insurance ($142,650); Agricultural Services/Products ($119,500); Pharmaceuticals/Health Products ($116,500); Securities & Investment ($83,200)"
Christopher H.,Smith,christopher-h-smith,https://www.opensecrets.org/members-of-congress/smith-chris/summary?cid=N00009816&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($27,500); NorPAC ($15,000); Hill & Co (Vernon W Hill) ($13,200); Windmill Health Products ($13,200); Allied Pilots Assn ($10,000)","Retired ($73,282); Pro-Israel ($56,900); Building Trade Unions ($52,000); Transportation Unions ($48,500); Securities & Investment ($32,665)"
Jason,Smith,jason-smith,https://www.opensecrets.org/members-of-congress/jason-smith/summary?cid=N00035282,,,,,,,,,,,,,,,,,,,,,,,,,"National Assn of Realtors ($131,200); KKR & Co ($73,600); Blackstone Group ($65,400); Herzog ($52,000); American Israel Public Affairs Cmte ($47,300)","Securities & Investment ($681,920); Retired ($488,287); Insurance ($388,274); Real Estate ($361,462); Health Professionals ($283,879)"
Tina,Smith,tina-smith,https://www.opensecrets.org/members-of-congress/smith-tina/summary?cid=N00042353&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"University Of Minnesota ($164,551); EMILY's List ($156,217); Signature Bank ($67,650); State of Minnesota ($58,467); Mayo Clinic ($53,389)","Retired ($2,218,447); Democratic/Liberal ($1,056,495); Securities & Investment ($885,671); Lawyers/Law Firms ($860,005); Women's Issues ($855,569)"
Lloyd,Smucker,lloyd-smucker,https://www.opensecrets.org/members-of-congress/lloyd-smucker/summary?cid=N00038781,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($33,450); Select Medical Corp ($23,200); Wohlsen Construction ($13,700); Direct Wire & Cable ($13,200); Kreider Farms ($13,200)","Insurance ($133,325); Securities & Investment ($101,097); Real Estate ($98,202); Pharmaceuticals/Health Products ($67,250); Health Professionals ($63,557)"
Eric,Sorensen,eric-sorensen,https://www.opensecrets.org/members-of-congress/eric-sorensen/summary?cid=N00049558,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($87,014); Digidems PAC ($39,310); JStreetPAC ($34,501); Clifford Law Offices ($28,400); State of Illinois ($27,135)","Retired ($572,316); Leadership PACs ($374,104); Lawyers/Law Firms ($327,354); Democratic/Liberal ($241,112); Securities & Investment ($227,543)"
Darren,Soto,darren-soto,https://www.opensecrets.org/members-of-congress/darren-soto/summary?cid=N00037422,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($159,290); GuideWell ($20,000); GrayRobinson PA ($17,000); Service Employees International Union ($15,000); Amscot Financial ($12,500)","Pro-Israel ($182,532); Health Professionals ($149,220); Leadership PACs ($117,618); Lawyers/Law Firms ($106,754); Securities & Investment ($84,168)"
Victoria,Spartz,victoria-spartz,https://www.opensecrets.org/members-of-congress/victoria-spartz/summary?cid=N00046537,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($33,700); Indiana Spine Group ($32,700); Prime Stone Group ($11,200); American Institute of CPAs ($10,000); Eye of the Tiger PAC ($10,000)","Republican/Conservative ($122,419); Leadership PACs ($111,400); Retired ($103,238); Health Professionals ($49,725); Real Estate ($49,100)"
Melanie A.,Stansbury,melanie-a-stansbury,https://www.opensecrets.org/members-of-congress/stansbury-melanie/summary?cid=N00047871&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"JStreetPAC ($20,300); University of New Mexico ($14,461); State of New Mexico ($10,628); American Federation of State/Cnty/Munic Employees ($10,000); American Physical Therapy Assn ($10,000)","Retired ($220,259); Casinos/Gambling ($101,236); Leadership PACs ($70,001); Lawyers/Law Firms ($68,256); Health Professionals ($53,775)"
Greg,Stanton,greg-stanton,https://www.opensecrets.org/members-of-congress/greg-stanton/summary?cid=N00041750,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($58,750); Snell & Wilmer ($20,650); Eb5 New York State ($19,800); Arizona State University ($16,949); GPW & Assoc ($13,250)","Retired ($261,333); Lawyers/Law Firms ($196,672); Real Estate ($117,883); Securities & Investment ($116,645); Transportation Unions ($95,020)"
Pete,Stauber,pete-stauber,https://www.opensecrets.org/members-of-congress/pete-stauber/summary?cid=N00041511,,,,,,,,,,,,,,,,,,,,,,,,,"Davisco Foods International ($22,000); King Capital Corp ($19,800); Del Zotto Products of Texas ($16,600); Starkey Hearing Technologies ($16,500); Hubbard Broadcasting ($16,282)","Retired ($202,380); Oil & Gas ($146,123); Leadership PACs ($77,300); Republican/Conservative ($59,061); Transportation Unions ($57,375)"
Elise M.,Stefanik,elise-m-stefanik,https://www.opensecrets.org/members-of-congress/stefanik-elise/summary?cid=N00035523&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($359,494); Apollo Global Management ($29,400); NorPAC ($20,312); Andreessen Horowitz ($19,800); Cassidy Organization ($19,800)","Republican/Conservative ($4,654,043); Retired ($1,984,568); Pro-Israel ($774,178); Securities & Investment ($479,969); Real Estate ($430,612)"
Bryan,Steil,bryan-steil,https://www.opensecrets.org/members-of-congress/bryan-steil/summary?cid=N00043379,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Group ($56,500); Qps Employment Group ($39,600); American Israel Public Affairs Cmte ($35,750); Neumann Developments ($33,000); Northwestern Mutual ($31,600)","Securities & Investment ($723,821); Retired ($676,208); Leadership PACs ($462,800); Real Estate ($361,678); Insurance ($340,244)"
