first_name,last_name,slug_name,slug_url,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,Top Contributor 1,amount 1,Top Contributor 2,amount 2,Top Contributor 3,amount 3,Top Industry 1,industry amount 1,Top Industry 2,industry amount 2,Top Industry 3,industry amount 3,top_contributors,top_industries
Ted,Cruz,ted-cruz,https://www.opensecrets.org/members-of-congress/cruz-ted/summary?cid=N00033085&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($562,593); Senate Conservatives Fund ($267,076); Club for Growth ($120,644); Herzog Contracting ($88,400); Republican Jewish Coalition ($81,157)","Retired ($24,124,864); Republican/Conservative ($10,931,464); Securities & Investment ($1,867,456); Real Estate ($1,793,103); Oil & Gas ($1,361,590)"
Henry,Cuellar,henry-cuellar,https://www.opensecrets.org/members-of-congress/henry-cuellar/summary?cid=N00024978,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($48,600); ATS Communications ($26,400); Select Dedicated Solutions ($26,400); AmeriPAC: The Fund for a Greater America ($24,700); GEO Group ($24,200)","Oil & Gas ($186,146); Securities & Investment ($128,700); Lobbyists ($109,746); Pro-Israel ($99,100); Health Professionals ($96,407)"
John R.,Curtis,john-r-curtis,https://www.opensecrets.org/members-of-congress/curtis-john/summary?cid=N00041221&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"No Labels Problem Solvers ($181,450); American Israel Public Affairs Cmte ($88,400); Sunrun Inc ($59,700); Keller Investment Properties ($59,500); Vivint Smart Home ($59,400)","Securities & Investment ($499,831); Retired ($271,963); Oil & Gas ($258,188); Real Estate ($235,666); Pharmaceuticals/Health Products ($224,166)"
Steve,Daines,steve-daines,https://www.opensecrets.org/members-of-congress/daines-steven/summary?cid=N00033054&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Senate Conservatives Fund ($293,841); Club for Growth ($109,971); Charter Communications ($84,422); Blackstone Group ($82,968); Susan B Anthony Pro-Life America ($72,625)","Retired ($7,548,502); Republican/Conservative ($3,572,251); Securities & Investment ($1,713,733); Real Estate ($1,472,765); Health Professionals ($814,225)"
Sharice,Davids,sharice-davids,https://www.opensecrets.org/members-of-congress/sharice-davids/summary?cid=N00042626,,,,,,,,,,,,,,,,,,,,,,,,,"JStreetPAC ($46,025); American Israel Public Affairs Cmte ($36,504); University of Kansas ($25,052); Fair Shot PAC ($23,200); Arnold Ventures ($19,800)","Retired ($631,607); Securities & Investment ($305,554); Lawyers/Law Firms ($261,355); Leadership PACs ($254,551); Casinos/Gambling ($242,777)"
Warren,Davidson,warren-davidson,https://www.opensecrets.org/members-of-congress/warren-davidson/summary?cid=N00038767,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($25,200); Capital Funding Group ($13,200); CGCN Group ($11,730); America's Credit Unions ($11,000); Liberty Mutual Insurance ($11,000)","Insurance ($191,115); Real Estate ($126,226); Securities & Investment ($98,150); Commercial Banks ($88,503); Leadership PACs ($71,100)"
Danny K.,Davis,danny-k-davis,https://www.opensecrets.org/members-of-congress/davis-danny-k/summary?cid=N00004884&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"McDonald's Corp ($11,301); American Optometric Assn ($11,000); American Federation of State/Cnty/Munic Employees ($10,000); AmeriPAC: The Fund for a Greater America ($10,000); Jobs Education & Families First ($10,000)","Health Professionals ($61,429); Leadership PACs ($47,515); Insurance ($39,500); Public Sector Unions ($31,500); Real Estate ($30,650)"
Donald G.,Davis,donald-g-davis,https://www.opensecrets.org/members-of-congress/davis-don/summary?cid=N00049636&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($537,110); AmeriPAC: The Fund for a Greater America ($34,625); Digidems PAC ($33,750); Swing Left ($24,404); Fair Shot PAC ($23,200)","Pro-Israel ($577,110); Retired ($463,785); Securities & Investment ($461,333); Leadership PACs ($357,560); Democratic/Liberal ($276,371)"
Monica,De La Cruz,monica-de-la-cruz,https://www.opensecrets.org/members-of-congress/monica-de-la-cruz/summary?cid=N00045793,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($57,406); Energy Transfer Partners ($19,100); Listos Properties ($16,500); Starkey Hearing Technologies ($16,500); Boggus Ford ($14,325)","Retired ($2,415,630); Republican/Conservative ($432,681); Leadership PACs ($376,869); Securities & Investment ($313,471); Real Estate ($312,745)"
Madeleine,Dean,madeleine-dean,https://www.opensecrets.org/members-of-congress/madeleine-dean/summary?cid=N00042894,,,,,,,,,,,,,,,,,,,,,,,,,"University of Pennsylvania ($25,824); JStreetPAC ($24,250); Apollo Global Management ($20,000); Service Employees International Union ($15,000); Truist Financial ($12,500)","Securities & Investment ($127,384); Retired ($101,397); Insurance ($100,205); Lawyers/Law Firms ($94,723); Real Estate ($66,909)"
Diana,DeGette,diana-degette,https://www.opensecrets.org/members-of-congress/diana-degette/summary?cid=N00006134,,,,,,,,,,,,,,,,,,,,,,,,,"DISH Network ($20,000); DaVita Inc ($18,800); Sean N Parker Foundation ($13,200); Xcel Energy ($12,510); Abbott Laboratories ($10,000)","Health Professionals ($173,734); Pharmaceuticals/Health Products ($144,615); Health Services/HMOs ($66,865); Lawyers/Law Firms ($63,848); Retired ($46,193)"
Rosa L.,DeLauro,rosa-l-delauro,https://www.opensecrets.org/members-of-congress/delauro-rosa/summary?cid=N00000615&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Yale University ($46,529); RTX Corp ($21,105); GiveGreen United Action ($18,200); JStreetPAC ($15,293); Alzheimer's Assn ($15,000)","Health Professionals ($134,543); Lobbyists ($110,434); Lawyers/Law Firms ($99,076); Retired ($74,147); Education ($73,840)"
Suzan K.,DelBene,suzan-k-delbene,https://www.opensecrets.org/members-of-congress/delbene-suzan/summary?cid=N00030693&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($123,400); Microsoft Corp ($102,993); Amazon.com ($48,060); T-Mobile USA ($23,523); Apollo Global Management ($22,100)","Retired ($316,330); Insurance ($206,078); Health Professionals ($203,494); Democratic/Liberal ($197,901); Securities & Investment ($190,950)"
Christopher R.,Deluzio,christopher-r-deluzio,https://www.opensecrets.org/members-of-congress/deluzio-christopher/summary?cid=N00049160&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"JStreetPAC ($146,620); American Israel Public Affairs Cmte ($37,900); Digidems PAC ($33,500); Fair Shot PAC ($23,200); Titan Robotics (Pennsylvania) ($20,456)","Retired ($469,709); Lawyers/Law Firms ($466,410); Securities & Investment ($442,293); Leadership PACs ($355,205); Pro-Israel ($217,181)"
Mark,DeSaulnier,mark-desaulnier,https://www.opensecrets.org/members-of-congress/mark-desaulnier/summary?cid=N00030709,,,,,,,,,,,,,,,,,,,,,,,,,"Mackenzie Capital Management ($15,700); American Council of Engineering Cos ($10,000); American Crystal Sugar ($10,000); American Federation of State/Cnty/Munic Employees ($10,000); American Federation of Teachers Staff Union ($10,000)","Transportation Unions ($57,812); Building Trade Unions ($51,600); Public Sector Unions ($42,000); Retired ($40,167); Lawyers/Law Firms ($40,000)"
Scott,DesJarlais,scott-desjarlais,https://www.opensecrets.org/members-of-congress/scott-desjarlais/summary?cid=N00030957,,,,,,,,,,,,,,,,,,,,,,,,,"McKee Foods ($19,800); House Freedom Fund ($13,600); National Assn of Realtors ($10,500); American Revival PAC ($10,000); Majority Cmte PAC ($10,000)","Leadership PACs ($62,500); Food Processing & Sales ($26,400); Republican/Conservative ($17,760); Real Estate ($14,576); Home Builders ($13,400)"
Maxine,Dexter,maxine-dexter,https://www.opensecrets.org/members-of-congress/maxine-dexter/summary?cid=N00054144&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Northwest Permanente ($20,553); Oregon Health & Science University ($15,225); State of Oregon ($13,275); American Academy of Dermatology Assn ($10,000); American Academy of Family Physicians ($10,000)","Democratic/Liberal ($298,033); Health Professionals ($178,837); Retired ($149,824); Real Estate ($127,532); Securities & Investment ($119,210)"
Mario,Diaz-Balart,mario-diaz-balart,https://www.opensecrets.org/members-of-congress/mario-diaz-balart/summary?cid=N00025337,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($480,227); National Assn of Realtors ($122,000); AEG Fuels ($28,400); General Atomics ($21,000); Innovative Federal Strategies ($13,800)","Pro-Israel ($516,462); Real Estate ($204,418); Lobbyists ($131,600); Air Transport ($119,900); Misc Defense ($95,200)"
Debbie,Dingell,debbie-dingell,https://www.opensecrets.org/members-of-congress/debbie-dingell/summary?cid=N00036149,,,,,,,,,,,,,,,,,,,,,,,,,"University of Michigan ($34,110); Dearborn Sausage Co ($14,705); Cisco Systems ($14,200); Boeing Co ($13,310); Oxford Co ($13,200)","Health Professionals ($135,593); Retired ($90,399); Electric Utilities ($71,050); Lawyers/Law Firms ($60,451); Building Trade Unions ($60,000)"
Lloyd,Doggett,lloyd-doggett,https://www.opensecrets.org/members-of-congress/lloyd-doggett/summary?cid=N00006023,,,,,,,,,,,,,,,,,,,,,,,,,"Service Employees International Union ($20,000); University of Texas/Austin ($14,696); Perry & Haas ($11,200); American Assn for Justice ($10,000); American Dental Assn ($10,000)","Health Professionals ($124,221); Retired ($104,253); Lawyers/Law Firms ($100,920); Democratic/Liberal ($80,025); Building Trade Unions ($59,500)"
Byron,Donalds,byron-donalds,https://www.opensecrets.org/members-of-congress/byron-donalds/summary?cid=N00034016,,,,,,,,,,,,,,,,,,,,,,,,,"Robinhood Markets ($31,500); Cassidy Organization ($19,800); Advocate Radiation Oncology ($19,000); House Freedom Fund ($17,055); Andreessen Horowitz ($16,500)","Retired ($1,404,997); Republican/Conservative ($820,141); Securities & Investment ($271,760); Real Estate ($177,263); Insurance ($102,126)"
Troy,Downing,troy-downing,https://www.opensecrets.org/members-of-congress/summary?cid=N00041283&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Yellowstone Bank ($27,900); Republican Main Street Partnership ($20,000); Town Pump Inc ($20,000); Oakland & Co ($18,200); 71 Ranch LP ($13,200)","Retired ($504,039); Leadership PACs ($137,500); Republican/Conservative ($73,735); Real Estate ($69,039); Oil & Gas ($63,489)"
Tammy,Duckworth,tammy-duckworth,https://www.opensecrets.org/members-of-congress/tammy-duckworth/summary?cid=N00027860,,,,,,,,,,,,,,,,,,,,,,,,,"EMILY's List ($188,986); Simmons Hanly Conroy ($122,500); American Israel Public Affairs Cmte ($105,500); Marquis Energy ($77,699); United Airlines ($59,568)","Retired ($3,443,738); Lawyers/Law Firms ($871,507); Women's Issues ($780,685); Democratic/Liberal ($621,380); Securities & Investment ($512,684)"
Neal P.,Dunn,neal-p-dunn,https://www.opensecrets.org/members-of-congress/dunn-neal/summary?cid=N00037442&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($23,608); Applied Research Assoc ($19,900); Wichita Urology Group ($19,097); Kedrick Cerry Inc ($13,200); Advanced Urology Institute ($12,900)","Health Professionals ($237,469); Pharmaceuticals/Health Products ($127,000); Lobbyists ($93,837); Health Services/HMOs ($65,750); Retired ($61,079)"
Richard J.,Durbin,richard-j-durbin,https://www.opensecrets.org/members-of-congress/durbin-dick/summary?cid=N00004981&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Power Rogers LLP ($104,916); Simmons Hanly Conroy ($74,258); State of Illinois ($64,982); Clifford Law Offices ($57,400); Kirkland & Ellis ($55,613)","Lawyers/Law Firms ($1,602,764); Retired ($878,099); Health Professionals ($400,658); Securities & Investment ($388,830); Real Estate ($356,198)"
Chuck,Edwards,chuck-edwards,https://www.opensecrets.org/members-of-congress/chuck-edwards/summary?cid=N00049670,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($34,085); McDonald's Corp ($14,941); Brodie Generational Capital Partners ($13,200); Energy Transfer Partners ($13,200); First Virtual Group ($13,200)","Retired ($214,391); Securities & Investment ($140,238); Real Estate ($121,007); Leadership PACs ($106,000); Candidate Committees ($64,750)"
Sarah,Elfreth,sarah-elfreth,https://www.opensecrets.org/members-of-congress/sarah-kelly-elfreth/summary?cid=N00053710&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Nai Michael Co ($19,150); Servenco Management ($16,500); HA Sustainable Infrastructure Capital ($14,200); Perry, White et al ($13,900); Buch Construction ($13,300)","Pro-Israel ($611,579); Retired ($163,170); Lobbyists ($72,107); Real Estate ($65,144); Lawyers/Law Firms ($61,492)"
Jake,Ellzey,jake-ellzey,https://www.opensecrets.org/members-of-congress/jake-ellzey/summary?cid=N00042243,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($83,008); Home Depot ($12,884); Boeing Co ($12,597); Northrop Grumman ($11,086); Caterpillar Inc ($10,101)","Retired ($3,827,100); Republican/Conservative ($1,336,450); Real Estate ($131,046); Pro-Israel ($117,881); Health Professionals ($109,849)"
Tom,Emmer,tom-emmer,https://www.opensecrets.org/members-of-congress/tom-emmer/summary?cid=N00035440,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($454,467); Google Inc ($50,850); Valero Energy ($47,000); KKR & Co ($45,100); National Assn of Broadcasters ($35,750)","Republican/Conservative ($2,084,921); Retired ($1,050,842); Securities & Investment ($899,179); Pro-Israel ($559,686); Human Rights ($383,958)"
Joni,Ernst,joni-ernst,https://www.opensecrets.org/members-of-congress/ernst-joni/summary?cid=N00035483&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"NorPAC ($70,570); Apollo Global Management ($64,250); Blackstone Group ($64,200); RTX Corp ($53,461); Capital Group ($45,800)","Retired ($8,290,640); Republican/Conservative ($2,644,343); Securities & Investment ($1,756,781); Real Estate ($1,319,809); Health Professionals ($719,433)"
Veronica,Escobar,veronica-escobar,https://www.opensecrets.org/members-of-congress/veronica-escobar/summary?cid=N00041702,,,,,,,,,,,,,,,,,,,,,,,,,"Adelanto Healthcare Ventures ($14,200); Tropicana Homes ($13,200); L3Harris Technologies ($12,500); Fox Auto Team ($11,600); Hunt Companies ($10,559)","Lawyers/Law Firms ($69,740); Health Professionals ($51,479); Lobbyists ($51,100); Real Estate ($46,709); Securities & Investment ($43,467)"
Adriano,Espaillat,adriano-espaillat,https://www.opensecrets.org/members-of-congress/adriano-espaillat/summary?cid=N00034549,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($160,810); Columbia University ($20,200); Pan Am Equities ($19,800); Monroe College ($17,100); Pediatrics 2000 ($15,300)","Pro-Israel ($169,410); Real Estate ($108,875); Securities & Investment ($86,950); Health Professionals ($68,075); Lawyers/Law Firms ($50,340)"
Ron,Estes,ron-estes,https://www.opensecrets.org/members-of-congress/ron-estes/summary?cid=N00040712,,,,,,,,,,,,,,,,,,,,,,,,,"NorPAC ($18,200); ICM Inc (Kansas) ($17,500); American Council of Engineering Cos ($15,250); Spirit Aerosystems ($15,000); American Israel Public Affairs Cmte ($14,750)","Health Professionals ($139,675); Insurance ($135,306); Retired ($119,263); Oil & Gas ($109,700); Air Transport ($105,100)"
Dwight,Evans,dwight-evans,https://www.opensecrets.org/members-of-congress/dwight-evans/summary?cid=N00038450,,,,,,,,,,,,,,,,,,,,,,,,,"Duane Morris LLP ($16,800); Service Employees International Union ($15,000); Comcast Corp ($11,000); American Federation of State/Cnty/Munic Employees ($10,000); Bricklayers Union ($10,000)","Lawyers/Law Firms ($85,984); Insurance ($79,000); Building Trade Unions ($78,000); Health Professionals ($51,683); Real Estate ($50,250)"
Gabe,Evans,gabe-evans,https://www.opensecrets.org/members-of-congress/timothy-gabriel-joseph-evans/summary?cid=N00053312&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Haselden Construction ($20,113); Bt Construction ($16,600); Jane Street Capital ($16,500); Transwest Automotive Group ($16,500); Academy Partners Group ($15,032)","Retired ($450,414); Leadership PACs ($330,900); Securities & Investment ($206,659); Real Estate ($165,898); Republican/Conservative ($148,387)"
Mike,Ezell,mike-ezell,https://www.opensecrets.org/members-of-congress/mike-ezell/summary?cid=N00048240,,,,,,,,,,,,,,,,,,,,,,,,,"Edison Chouest Offshore ($46,200); Cornerstone Government Affairs ($26,800); Seemann Composites ($18,634); Specs for Veterans ($15,700); Anduril Industries ($13,200)","Leadership PACs ($117,550); Sea Transport ($74,891); Lobbyists ($52,235); Lawyers/Law Firms ($44,869); Misc Defense ($42,159)"
Pat,Fallon,pat-fallon,https://www.opensecrets.org/members-of-congress/fallon-patrick/summary?cid=N00047264&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Partee Enterprises ($20,757); Barnes Capital Management ($13,200); Blackridge (Texas) ($13,200); Fisher Investments ($13,200); Airborne Aspect ($12,000)","Real Estate ($64,162); Crop Production & Basic Processing ($46,200); Securities & Investment ($45,274); Leadership PACs ($45,172); Retired ($28,872)"
Julie,Fedorchak,julie-fedorchak,https://www.opensecrets.org/members-of-congress/julie-fedorchak/summary?cid=N00054800&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"State of North Dakota ($50,030); Goldmark Property Management ($24,100); Brandt Holdings ($19,000); First International Bank & Trust ($17,728); Tharaldson Hospitality Management ($14,200)","Retired ($209,665); Leadership PACs ($185,300); Oil & Gas ($117,425); Pro-Israel ($88,050); Commercial Banks ($67,878)"
Randy,Feenstra,randy-feenstra,https://www.opensecrets.org/members-of-congress/randy-feenstra/summary?cid=N00044011,,,,,,,,,,,,,,,,,,,,,,,,,"Marquis Energy ($33,500); Doll Distributing ($32,705); Versova Management ($26,450); BGR Group ($24,898); Poet LLC ($16,600)","Insurance ($317,145); Leadership PACs ($252,600); Securities & Investment ($207,420); Retired ($180,198); Real Estate ($167,103)"
John,Fetterman,john-fetterman,https://www.opensecrets.org/members-of-congress/john-fetterman/summary?cid=N00038201,,,,,,,,,,,,,,,,,,,,,,,,,"JStreetPAC ($175,021); Google Inc ($154,387); University Of Pennsylvania ($138,520); University Of Pittsburgh ($100,609); Penn State University ($98,165)","Retired ($9,855,621); Lawyers/Law Firms ($2,413,164); Education ($2,343,420); Health Professionals ($1,471,140); Securities & Investment ($1,014,095)"
Cleo,Fields,cleo-fields,https://www.opensecrets.org/members-of-congress/cleo-fields/summary?cid=N00005398&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Talbot, Carmouche & Marcello ($26,400); LHC Group ($25,600); Robin & Assoc ($18,200); Csrs Inc ($14,700); Industrial Fabrics Inc ($13,400)","Lawyers/Law Firms ($194,217); Lobbyists ($60,600); Health Professionals ($38,350); Real Estate ($38,300); Retired ($25,586)"
Shomari,Figures,shomari-figures,https://www.opensecrets.org/members-of-congress/shomari-c-figures/summary?cid=N00053909&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Cunningham Bounds LLC ($49,500); American Israel Public Affairs Cmte ($36,300); AmeriPAC: The Fund for a Greater America ($24,325); Blue Cross/Blue Shield of Alabama ($22,000); Ball Healthcare Services ($20,300)","Leadership PACs ($248,744); Lawyers/Law Firms ($246,677); Retired ($210,575); Securities & Investment ($115,958); Democratic/Liberal ($76,132)"
Randy,Fine,randy-fine,https://www.opensecrets.org/officeholders/randy-fine/summary?cycle=2021&id=41676813,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad,Finstad,brad-finstad,https://www.opensecrets.org/members-of-congress/brad-finstad/summary?cid=N00050649,,,,,,,,,,,,,,,,,,,,,,,,,"Mr Paving ($25,800); King Capital Corp ($20,071); Starkey Hearing Technologies ($18,500); Target Corp ($17,700); Poet LLC ($16,600)","Retired ($166,736); Crop Production & Basic Processing ($135,698); Agricultural Services/Products ($117,300); Renewable Energy ($70,750); Leadership PACs ($65,069)"
Michelle,Fischbach,michelle-fischbach,https://www.opensecrets.org/members-of-congress/michelle-fischbach/summary?cid=N00045251,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($30,250); Marquis Energy ($20,000); King Capital Corp ($19,800); Poet LLC ($16,600); Hubbard Broadcasting ($15,258)","Retired ($184,581); Leadership PACs ($128,400); Crop Production & Basic Processing ($96,476); Insurance ($87,787); Securities & Investment ($83,145)"
Deb,Fischer,deb-fischer,https://www.opensecrets.org/members-of-congress/fischer-deb/summary?cid=N00033443&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($430,658); Tenaska Inc ($59,630); Union Pacific Corp ($55,350); National Republican Senatorial Cmte ($52,800); Marquis Energy ($42,100)","Retired ($632,034); Leadership PACs ($583,239); Pro-Israel ($506,136); Securities & Investment ($504,163); Lobbyists ($360,681)"
Scott,Fitzgerald,scott-fitzgerald,https://www.opensecrets.org/members-of-congress/scott-fitzgerald/summary?cid=N00045434,,,,,,,,,,,,,,,,,,,,,,,,,"Blackstone Group ($21,800); BGR Group ($17,750); America's Credit Unions ($17,600); Delta Defense Llc ($13,200); Fisher Creek West LLC ($13,200)","Insurance ($143,452); Real Estate ($115,475); Securities & Investment ($102,265); Commercial Banks ($89,505); Retired ($81,503)"
Brian K.,Fitzpatrick,brian-k-fitzpatrick,https://www.opensecrets.org/members-of-congress/fitzpatrick-brian/summary?cid=N00038779&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"No Labels Problem Solvers ($545,714); American Israel Public Affairs Cmte ($283,462); Blackstone Group ($33,350); Comcast Corp ($23,851); Jane Street Capital ($23,700)","Securities & Investment ($718,764); Misc Issues ($609,116); Retired ($475,460); Leadership PACs ($458,650); Pro-Israel ($357,862)"
"Charles J. """"Chuck""""""",Fleischmann,charles-j-chuck-fleischmann,https://www.opensecrets.org/members-of-congress/chuck-fleischmann/summary?cid=N00030815,,,,,,,,,,,,,,,,,,,,,,,,,"Oak Ridge National Laboratory ($35,050); McKee Foods ($27,100); DeRoyal Industries ($26,400); McKee Baking Co ($19,800); Nuscale Power ($19,300)","Electric Utilities ($159,400); Lobbyists ($94,350); Misc Defense ($75,800); Health Professionals ($69,228); Lawyers/Law Firms ($61,455)"
Lizzie,Fletcher,lizzie-fletcher,https://www.opensecrets.org/members-of-congress/lizzie-fletcher/summary?cid=N00041194,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($124,531); Rice University ($25,740); Plains All American Pipeline ($24,900); UT MD Anderson Cancer Center ($19,660); Ahmad, Zavitsanos & Mensing ($16,150)","Oil & Gas ($228,783); Lawyers/Law Firms ($226,619); Retired ($151,326); Health Professionals ($148,013); Pro-Israel ($138,362)"
Mike,Flood,mike-flood,https://www.opensecrets.org/members-of-congress/mike-flood/summary?cid=N00050145,,,,,,,,,,,,,,,,,,,,,,,,,"Tenaska Inc ($34,500); Hawkins Construction ($24,500); Crete Carrier Corp ($23,550); Norfolk Iron & Metal ($23,100); Sandhills Global ($19,800)","Insurance ($159,400); Securities & Investment ($147,843); Real Estate ($111,250); Commercial Banks ($103,850); Leadership PACs ($65,500)"
Vince,Fong,vince-fong,https://www.opensecrets.org/members-of-congress/fong-vince/summary?cid=N00054216&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"San Joaquin Refining Co ($29,700); Western National Group ($26,400); Wonderful Co ($26,400); America's Credit Unions ($20,000); Koch Inc ($20,000)","Leadership PACs ($224,300); Oil & Gas ($141,151); Retired ($138,046); Crop Production & Basic Processing ($137,550); Real Estate ($97,202)"
Bill,Foster,bill-foster,https://www.opensecrets.org/members-of-congress/bill-foster/summary?cid=N00029139,,,,,,,,,,,,,,,,,,,,,,,,,"Argonne National Laboratory ($44,295); JStreetPAC ($32,280); Fermilab ($30,238); University of Chicago ($29,920); Clifford Law Offices ($29,700)","Education ($386,856); Securities & Investment ($339,835); Retired ($281,522); Lawyers/Law Firms ($241,679); Commercial Banks ($155,250)"
Valerie P.,Foushee,valerie-p-foushee,https://www.opensecrets.org/members-of-congress/valerie-foushee/summary?cid=N00049652,,,,,,,,,,,,,,,,,,,,,,,,,"University of North Carolina/Chapel Hill ($14,162); Duke University ($13,253); American Israel Public Affairs Cmte ($10,680); American Federation of State/Cnty/Munic Employees ($10,000); Jobs Education & Families First ($10,000)","Retired ($81,282); Transportation Unions ($49,000); Education ($41,377); Leadership PACs ($41,070); Public Sector Unions ($32,503)"
Virginia,Foxx,virginia-foxx,https://www.opensecrets.org/members-of-congress/virginia-foxx/summary?cid=N00026166,,,,,,,,,,,,,,,,,,,,,,,,,"Apollo Global Management ($60,600); Bob Barker Co ($15,900); South College ($14,900); Randy Marion Automotive Group ($14,200); Associated Equipment Distributors ($13,400)","Retired ($217,052); Securities & Investment ($196,056); Pro-Israel ($121,269); For-Profit Education ($98,685); Insurance ($94,256)"
Lois,Frankel,lois-frankel,https://www.opensecrets.org/members-of-congress/lois-frankel/summary?cid=N00002893,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($371,164); Florida Crystals ($26,400); Southern Glazer'S Wine & Spirits ($21,600); Tate Development ($16,500); Searcy, Denney et al ($15,050)","Pro-Israel ($381,614); Retired ($224,933); Real Estate ($116,905); Securities & Investment ($88,153); Lawyers/Law Firms ($81,750)"
Scott,Franklin,scott-franklin,https://www.opensecrets.org/members-of-congress/scott-franklin/summary?cid=N00046760,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($39,500); Publix Super Markets ($17,600); Cassidy Organization ($13,200); US Sugar ($12,500); Van Scoyoc Assoc ($10,600)","Misc Defense ($49,805); Lobbyists ($48,000); Retired ($47,410); Crop Production & Basic Processing ($40,768); Pro-Israel ($39,750)"
Laura,Friedman,laura-friedman,https://www.opensecrets.org/members-of-congress/fleischmann-chuck/summary?cid=N00030815&cycle=2024,,,,,,,,,,,,,,,,,,,,,,,,,"Oak Ridge National Laboratory ($35,050); McKee Foods ($27,100); DeRoyal Industries ($26,400); McKee Baking Co ($19,800); Nuscale Power ($19,300)","Electric Utilities ($159,400); Lobbyists ($94,350); Misc Defense ($75,800); Health Professionals ($69,228); Lawyers/Law Firms ($61,455)"
Maxwell,Frost,maxwell-frost,https://www.opensecrets.org/members-of-congress/maxwell-frost/summary?cid=N00049075,,,,,,,,,,,,,,,,,,,,,,,,,"DreamWorks SKG ($19,800); New York Times Co ($19,800); Smarthinking ($19,800); Maher Law Firm ($16,200); Service Employees International Union ($15,337)","Retired ($765,195); Lawyers/Law Firms ($146,614); TV/Movies/Music ($140,895); Real Estate ($111,339); Education ($107,778)"
Russell,Fry,russell-fry,https://www.opensecrets.org/members-of-congress/russell-fry/summary?cid=N00049165,,,,,,,,,,,,,,,,,,,,,,,,,"American Israel Public Affairs Cmte ($37,200); Kemmerer Resources ($26,400); American Crystal Sugar ($15,000); Jfd Tube & Coil Products ($13,331); Burr & Forman ($13,320)","Retired ($97,990); Leadership PACs ($66,550); Crop Production & Basic Processing ($53,502); Real Estate ($53,198); Lawyers/Law Firms ($51,171)"
Russ,Fulcher,russ-fulcher,https://www.opensecrets.org/members-of-congress/russ-fulcher/summary?cid=N00041335,,,,,,,,,,,,,,,,,,,,,,,,,"House Freedom Fund ($13,600); Harris Family LP ($13,198); Tree Top Ranches ($12,000); Auto Care Assn ($10,000); Charter Communications ($10,000)","Retired ($54,528); Telecom Services ($43,000); Leadership PACs ($37,000); Republican/Conservative ($32,010); Real Estate ($30,666)"
