name_map_first,name_map_last,name_map_middle,name_map_nick,want_state,matched,score,matched_target_key,matched_index_key,bioguide_id_transferred
Chuck,Edwards,,,North Carolina,yes,100,charles edwards,charles edwards,E000246
Chuck,Edwards,,,North Carolina,yes,100,charles edwards,charles edwards,E000246
Chuck,Edwards,,,North Carolina,yes,100,charles edwards,charles edwards,E000246
Chuck,Edwards,,,North Carolina,yes,100,charles edwards,charles edwards,E000246
Chuck,Edwards,,,North Carolina,yes,100,charles edwards,charles edwards,E000246
Sarah,Elfreth,,,Maryland,yes,100,sarah elfreth,sarah elfreth,E000301
Sarah,Elfreth,,,Maryland,yes,100,sarah elfreth,sarah elfreth,E000301
Sarah,Elfreth,,,Maryland,yes,100,sarah elfreth,sarah elfreth,E000301
Sarah,Elfreth,,,Maryland,yes,100,sarah elfreth,sarah elfreth,E000301
Sarah,Elfreth,,,Maryland,yes,100,sarah elfreth,sarah elfreth,E000301
Jake,Ellzey,,,Texas,yes,100,jake ellzey,jake ellzey,E000071
Jake,Ellzey,,,Texas,yes,100,jake ellzey,jake ellzey,E000071
Jake,Ellzey,,,Texas,yes,100,jake ellzey,jake ellzey,E000071
Jake,Ellzey,,,Texas,yes,100,jake ellzey,jake ellzey,E000071
Jake,Ellzey,,,Texas,yes,100,jake ellzey,jake ellzey,E000071
Tom,Emmer,,,Minnesota,yes,100,thomas emmer,thomas emmer,E000294
Tom,Emmer,,,Minnesota,yes,100,thomas emmer,thomas emmer,E000294
Tom,Emmer,,,Minnesota,yes,100,thomas emmer,thomas emmer,E000294
Tom,Emmer,,,Minnesota,yes,100,thomas emmer,thomas emmer,E000294
Tom,Emmer,,,Minnesota,yes,100,thomas emmer,thomas emmer,E000294
Joni,Ernst,,,Iowa,yes,100,joni ernst,joni ernst,E000295
Joni,Ernst,,,Iowa,yes,100,joni ernst,joni ernst,E000295
Joni,Ernst,,,Iowa,yes,100,joni ernst,joni ernst,E000295
Joni,Ernst,,,Iowa,yes,100,joni ernst,joni ernst,E000295
Joni,Ernst,,,Iowa,yes,100,joni ernst,joni ernst,E000295
Veronica,Escobar,,,Texas,yes,100,veronica escobar,veronica escobar,E000299
Veronica,Escobar,,,Texas,yes,100,veronica escobar,veronica escobar,E000299
Veronica,Escobar,,,Texas,yes,100,veronica escobar,veronica escobar,E000299
Veronica,Escobar,,,Texas,yes,100,veronica escobar,veronica escobar,E000299
Veronica,Escobar,,,Texas,yes,100,veronica escobar,veronica escobar,E000299
Adriano,Espaillat,,,New York,yes,100,adriano espaillat,adriano espaillat,E000297
Adriano,Espaillat,,,New York,yes,100,adriano espaillat,adriano espaillat,E000297
Adriano,Espaillat,,,New York,yes,100,adriano espaillat,adriano espaillat,E000297
Adriano,Espaillat,,,New York,yes,100,adriano espaillat,adriano espaillat,E000297
Adriano,Espaillat,,,New York,yes,100,adriano espaillat,adriano espaillat,E000297
Ron,Estes,,,Kansas,yes,100,ron estes,ron estes,E000298
Ron,Estes,,,Kansas,yes,100,ron estes,ron estes,E000298
Ron,Estes,,,Kansas,yes,100,ron estes,ron estes,E000298
Ron,Estes,,,Kansas,yes,100,ron estes,ron estes,E000298
Ron,Estes,,,Kansas,yes,100,ron estes,ron estes,E000298
Dwight,Evans,,,Pennsylvania,yes,100,dwight evans,dwight evans,E000296
Gabe,Evans,,,Colorado,yes,100,gabe evans,gabe evans,E000300
Dwight,Evans,,,Pennsylvania,yes,100,dwight evans,dwight evans,E000296
Gabe,Evans,,,Colorado,yes,100,gabe evans,gabe evans,E000300
Dwight,Evans,,,Pennsylvania,yes,100,dwight evans,dwight evans,E000296
Gabe,Evans,,,Colorado,yes,100,gabe evans,gabe evans,E000300
Dwight,Evans,,,Pennsylvania,yes,100,dwight evans,dwight evans,E000296
Gabe,Evans,,,Colorado,yes,100,gabe evans,gabe evans,E000300
Dwight,Evans,,,Pennsylvania,yes,100,dwight evans,dwight evans,E000296
Gabe,Evans,,,Colorado,yes,100,gabe evans,gabe evans,E000300
Mike,Ezell,,,Mississippi,yes,100,michael ezell,michael ezell,E000235
Mike,Ezell,,,Mississippi,yes,100,michael ezell,michael ezell,E000235
Mike,Ezell,,,Mississippi,yes,100,michael ezell,michael ezell,E000235
Mike,Ezell,,,Mississippi,yes,100,michael ezell,michael ezell,E000235
Mike,Ezell,,,Mississippi,yes,100,michael ezell,michael ezell,E000235
Pat,Fallon,,,Texas,yes,100,pat fallon,pat fallon,F000246
Pat,Fallon,,,Texas,yes,100,pat fallon,pat fallon,F000246
Pat,Fallon,,,Texas,yes,100,pat fallon,pat fallon,F000246
Pat,Fallon,,,Texas,yes,100,pat fallon,pat fallon,F000246
Pat,Fallon,,,Texas,yes,100,pat fallon,pat fallon,F000246
Julie,Fedorchak,,,North Dakota,yes,100,julie fedorchak,julie fedorchak,F000482
Julie,Fedorchak,,,North Dakota,yes,100,julie fedorchak,julie fedorchak,F000482
Julie,Fedorchak,,,North Dakota,yes,100,julie fedorchak,julie fedorchak,F000482
Julie,Fedorchak,,,North Dakota,yes,100,julie fedorchak,julie fedorchak,F000482
Julie,Fedorchak,,,North Dakota,yes,100,julie fedorchak,julie fedorchak,F000482
Randy,Feenstra,,,Iowa,yes,100,randy feenstra,randy feenstra,F000446
Randy,Feenstra,,,Iowa,yes,100,randy feenstra,randy feenstra,F000446
Randy,Feenstra,,,Iowa,yes,100,randy feenstra,randy feenstra,F000446
Randy,Feenstra,,,Iowa,yes,100,randy feenstra,randy feenstra,F000446
Randy,Feenstra,,,Iowa,yes,100,randy feenstra,randy feenstra,F000446
John,Fetterman,,,Pennsylvania,yes,100,john fetterman,john fetterman,F000479
John,Fetterman,,,Pennsylvania,yes,100,john fetterman,john fetterman,F000479
John,Fetterman,,,Pennsylvania,yes,100,john fetterman,john fetterman,F000479
John,Fetterman,,,Pennsylvania,yes,100,john fetterman,john fetterman,F000479
John,Fetterman,,,Pennsylvania,yes,100,john fetterman,john fetterman,F000479
Cleo,Fields,,,Louisiana,yes,100,cleo fields,cleo fields,F000110
Cleo,Fields,,,Louisiana,yes,100,cleo fields,cleo fields,F000110
Cleo,Fields,,,Louisiana,yes,100,cleo fields,cleo fields,F000110
Cleo,Fields,,,Louisiana,yes,100,cleo fields,cleo fields,F000110
Cleo,Fields,,,Louisiana,yes,100,cleo fields,cleo fields,F000110
Shomari,Figures,,,Alabama,yes,100,shomari figures,shomari figures,F000481
Shomari,Figures,,,Alabama,yes,100,shomari figures,shomari figures,F000481
Shomari,Figures,,,Alabama,yes,100,shomari figures,shomari figures,F000481
Shomari,Figures,,,Alabama,yes,100,shomari figures,shomari figures,F000481
Shomari,Figures,,,Alabama,yes,100,shomari figures,shomari figures,F000481
Randy,Fine,,,Florida,yes,100,randy fine,randy fine,F000484
Randy,Fine,,,Florida,yes,100,randy fine,randy fine,F000484
Randy,Fine,,,Florida,yes,100,randy fine,randy fine,F000484
Randy,Fine,,,Florida,yes,100,randy fine,randy fine,F000484
Randy,Fine,,,Florida,yes,100,randy fine,randy fine,F000484
Brad,Finstad,,,Minnesota,yes,100,brad finstad,brad finstad,F000475
Brad,Finstad,,,Minnesota,yes,100,brad finstad,brad finstad,F000475
Brad,Finstad,,,Minnesota,yes,100,brad finstad,brad finstad,F000475
Brad,Finstad,,,Minnesota,yes,100,brad finstad,brad finstad,F000475
Brad,Finstad,,,Minnesota,yes,100,brad finstad,brad finstad,F000475
Michelle,Fischbach,,,Minnesota,yes,100,michelle fischbach,michelle fischbach,F000470
Michelle,Fischbach,,,Minnesota,yes,100,michelle fischbach,michelle fischbach,F000470
Michelle,Fischbach,,,Minnesota,yes,100,michelle fischbach,michelle fischbach,F000470
Michelle,Fischbach,,,Minnesota,yes,100,michelle fischbach,michelle fischbach,F000470
Michelle,Fischbach,,,Minnesota,yes,100,michelle fischbach,michelle fischbach,F000470
Deb,Fischer,,,Nebraska,yes,100,deb fischer,deb fischer,F000463
Deb,Fischer,,,Nebraska,yes,100,deb fischer,deb fischer,F000463
Deb,Fischer,,,Nebraska,yes,100,deb fischer,deb fischer,F000463
Deb,Fischer,,,Nebraska,yes,100,deb fischer,deb fischer,F000463
Deb,Fischer,,,Nebraska,yes,100,deb fischer,deb fischer,F000463
Scott,Fitzgerald,,,Wisconsin,yes,100,scott fitzgerald,scott fitzgerald,F000471
Scott,Fitzgerald,,,Wisconsin,yes,100,scott fitzgerald,scott fitzgerald,F000471
Scott,Fitzgerald,,,Wisconsin,yes,100,scott fitzgerald,scott fitzgerald,F000471
Scott,Fitzgerald,,,Wisconsin,yes,100,scott fitzgerald,scott fitzgerald,F000471
Scott,Fitzgerald,,,Wisconsin,yes,100,scott fitzgerald,scott fitzgerald,F000471
Brian K.,Fitzpatrick,,,Pennsylvania,yes,100,brian k  fitzpatrick,brian k  fitzpatrick,F000466
Brian K.,Fitzpatrick,,,Pennsylvania,yes,100,brian k  fitzpatrick,brian k  fitzpatrick,F000466
Brian K.,Fitzpatrick,,,Pennsylvania,yes,100,brian k  fitzpatrick,brian k  fitzpatrick,F000466
Brian K.,Fitzpatrick,,,Pennsylvania,yes,100,brian k  fitzpatrick,brian k  fitzpatrick,F000466
Brian K.,Fitzpatrick,,,Pennsylvania,yes,100,brian k  fitzpatrick,brian k  fitzpatrick,F000466
"Charles J. ""Chuck""",Fleischmann,,,Tennessee,yes,100,charles j chuck  fleischmann,charles fleischmann,F000459
"Charles J. ""Chuck""",Fleischmann,,,Tennessee,yes,100,charles j chuck  fleischmann,charles fleischmann,F000459
"Charles J. ""Chuck""",Fleischmann,,,Tennessee,yes,100,charles j chuck  fleischmann,charles fleischmann,F000459
"Charles J. ""Chuck""",Fleischmann,,,Tennessee,yes,100,charles j chuck  fleischmann,charles fleischmann,F000459
"Charles J. ""Chuck""",Fleischmann,,,Tennessee,yes,100,charles j chuck  fleischmann,charles fleischmann,F000459
Lizzie,Fletcher,,,Texas,yes,100,bess fletcher,bess fletcher,F000468
Lizzie,Fletcher,,,Texas,yes,100,bess fletcher,bess fletcher,F000468
Lizzie,Fletcher,,,Texas,yes,100,bess fletcher,bess fletcher,F000468
Lizzie,Fletcher,,,Texas,yes,100,bess fletcher,bess fletcher,F000468
Lizzie,Fletcher,,,Texas,yes,100,bess fletcher,bess fletcher,F000468
Mike,Flood,,,Nebraska,yes,100,michael flood,michael flood,F000474
Mike,Flood,,,Nebraska,yes,100,michael flood,michael flood,F000474
Mike,Flood,,,Nebraska,yes,100,michael flood,michael flood,F000474
Mike,Flood,,,Nebraska,yes,100,michael flood,michael flood,F000474
Mike,Flood,,,Nebraska,yes,100,michael flood,michael flood,F000474
Vince,Fong,,,California,yes,100,vince fong,vince fong,F000480
Vince,Fong,,,California,yes,100,vince fong,vince fong,F000480
Vince,Fong,,,California,yes,100,vince fong,vince fong,F000480
Vince,Fong,,,California,yes,100,vince fong,vince fong,F000480
Vince,Fong,,,California,yes,100,vince fong,vince fong,F000480
Bill,Foster,,,Illinois,yes,100,bill foster,bill foster,F000454
Bill,Foster,,,Illinois,yes,100,bill foster,bill foster,F000454
Bill,Foster,,,Illinois,yes,100,bill foster,bill foster,F000454
Bill,Foster,,,Illinois,yes,100,bill foster,bill foster,F000454
Bill,Foster,,,Illinois,yes,100,bill foster,bill foster,F000454
Valerie P.,Foushee,,,North Carolina,yes,100,valerie p  foushee,valerie foushee,F000477
Valerie P.,Foushee,,,North Carolina,yes,100,valerie p  foushee,valerie foushee,F000477
Valerie P.,Foushee,,,North Carolina,yes,100,valerie p  foushee,valerie foushee,F000477
Valerie P.,Foushee,,,North Carolina,yes,100,valerie p  foushee,valerie foushee,F000477
Valerie P.,Foushee,,,North Carolina,yes,100,valerie p  foushee,valerie foushee,F000477
Virginia,Foxx,,,North Carolina,yes,100,virginia foxx,virginia foxx,F000450
Virginia,Foxx,,,North Carolina,yes,100,virginia foxx,virginia foxx,F000450
Virginia,Foxx,,,North Carolina,yes,100,virginia foxx,virginia foxx,F000450
Virginia,Foxx,,,North Carolina,yes,100,virginia foxx,virginia foxx,F000450
Virginia,Foxx,,,North Carolina,yes,100,virginia foxx,virginia foxx,F000450
Lois,Frankel,,,Florida,yes,100,lois frankel,lois frankel,F000462
Lois,Frankel,,,Florida,yes,100,lois frankel,lois frankel,F000462
Lois,Frankel,,,Florida,yes,100,lois frankel,lois frankel,F000462
Lois,Frankel,,,Florida,yes,100,lois frankel,lois frankel,F000462
Lois,Frankel,,,Florida,yes,100,lois frankel,lois frankel,F000462
Scott,Franklin,,,Florida,yes,100,scott franklin,scott franklin,F000472
Scott,Franklin,,,Florida,yes,100,scott franklin,scott franklin,F000472
Scott,Franklin,,,Florida,yes,100,scott franklin,scott franklin,F000472
Scott,Franklin,,,Florida,yes,100,scott franklin,scott franklin,F000472
Scott,Franklin,,,Florida,yes,100,scott franklin,scott franklin,F000472
Laura,Friedman,,,California,yes,100,laura friedman,laura friedman,F000483
Laura,Friedman,,,California,yes,100,laura friedman,laura friedman,F000483
Laura,Friedman,,,California,yes,100,laura friedman,laura friedman,F000483
Laura,Friedman,,,California,yes,100,laura friedman,laura friedman,F000483
Laura,Friedman,,,California,yes,100,laura friedman,laura friedman,F000483
Maxwell,Frost,,,Florida,yes,100,maxwell frost,maxwell frost,F000476
Maxwell,Frost,,,Florida,yes,100,maxwell frost,maxwell frost,F000476
Maxwell,Frost,,,Florida,yes,100,maxwell frost,maxwell frost,F000476
Maxwell,Frost,,,Florida,yes,100,maxwell frost,maxwell frost,F000476
Maxwell,Frost,,,Florida,yes,100,maxwell frost,maxwell frost,F000476
Russell,Fry,,,South Carolina,yes,100,russ fry,russ fry,F000478
Russell,Fry,,,South Carolina,yes,100,russ fry,russ fry,F000478
Russell,Fry,,,South Carolina,yes,100,russ fry,russ fry,F000478
Russell,Fry,,,South Carolina,yes,100,russ fry,russ fry,F000478
Russell,Fry,,,South Carolina,yes,100,russ fry,russ fry,F000478
Russ,Fulcher,,,Idaho,yes,100,russ fulcher,russ fulcher,F000469
Russ,Fulcher,,,Idaho,yes,100,russ fulcher,russ fulcher,F000469
Russ,Fulcher,,,Idaho,yes,100,russ fulcher,russ fulcher,F000469
Russ,Fulcher,,,Idaho,yes,100,russ fulcher,russ fulcher,F000469
Russ,Fulcher,,,Idaho,yes,100,russ fulcher,russ fulcher,F000469
Ruben,Gallego,,,Arizona,yes,100,ruben gallego,ruben gallego,G000574
Ruben,Gallego,,,Arizona,yes,100,ruben gallego,ruben gallego,G000574
Ruben,Gallego,,,Arizona,yes,100,ruben gallego,ruben gallego,G000574
Ruben,Gallego,,,Arizona,yes,100,ruben gallego,ruben gallego,G000574
Ruben,Gallego,,,Arizona,yes,100,ruben gallego,ruben gallego,G000574
John,Garamendi,,,California,yes,100,john garamendi,john garamendi,G000559
John,Garamendi,,,California,yes,100,john garamendi,john garamendi,G000559
John,Garamendi,,,California,yes,100,john garamendi,john garamendi,G000559
John,Garamendi,,,California,yes,100,john garamendi,john garamendi,G000559
John,Garamendi,,,California,yes,100,john garamendi,john garamendi,G000559
Andrew R.,Garbarino,,,New York,yes,100,andrew r  garbarino,andrew r  garbarino,G000597
Andrew R.,Garbarino,,,New York,yes,100,andrew r  garbarino,andrew r  garbarino,G000597
Andrew R.,Garbarino,,,New York,yes,100,andrew r  garbarino,andrew r  garbarino,G000597
Andrew R.,Garbarino,,,New York,yes,100,andrew r  garbarino,andrew r  garbarino,G000597
Andrew R.,Garbarino,,,New York,yes,100,andrew r  garbarino,andrew r  garbarino,G000597
Robert,Garcia,,,California,yes,100,bert garcia,bert garcia,G000598
Sylvia R.,Garcia,,,Texas,yes,100,sylvia r  garcia,sylvia garcia,G000587
Robert,Garcia,,,California,yes,100,bert garcia,bert garcia,G000598
Sylvia R.,Garcia,,,Texas,yes,100,sylvia r  garcia,sylvia garcia,G000587
Robert,Garcia,,,California,yes,100,bert garcia,bert garcia,G000598
Sylvia R.,Garcia,,,Texas,yes,100,sylvia r  garcia,sylvia garcia,G000587
Robert,Garcia,,,California,yes,100,bert garcia,bert garcia,G000598
Sylvia R.,Garcia,,,Texas,yes,100,sylvia r  garcia,sylvia garcia,G000587
Robert,Garcia,,,California,yes,100,bert garcia,bert garcia,G000598
Sylvia R.,Garcia,,,Texas,yes,100,sylvia r  garcia,sylvia garcia,G000587
Jesus,Garcia,,,Illinois,yes,100,jesus garcia,jesus garcia,G000586
Jesus,Garcia,,,Illinois,yes,100,jesus garcia,jesus garcia,G000586
Jesus,Garcia,,,Illinois,yes,100,jesus garcia,jesus garcia,G000586
Jesus,Garcia,,,Illinois,yes,100,jesus garcia,jesus garcia,G000586
Jesus,Garcia,,,Illinois,yes,100,jesus garcia,jesus garcia,G000586
Brandon,Gill,,,Texas,yes,100,brandon gill,brandon gill,G000603
Brandon,Gill,,,Texas,yes,100,brandon gill,brandon gill,G000603
Brandon,Gill,,,Texas,yes,100,brandon gill,brandon gill,G000603
Brandon,Gill,,,Texas,yes,100,brandon gill,brandon gill,G000603
Brandon,Gill,,,Texas,yes,100,brandon gill,brandon gill,G000603
Laura,Gillen,,,New York,yes,100,laura gillen,laura gillen,G000602
Laura,Gillen,,,New York,yes,100,laura gillen,laura gillen,G000602
Laura,Gillen,,,New York,yes,100,laura gillen,laura gillen,G000602
Laura,Gillen,,,New York,yes,100,laura gillen,laura gillen,G000602
Laura,Gillen,,,New York,yes,100,laura gillen,laura gillen,G000602
Kirsten E.,Gillibrand,,,New York,yes,100,kirsten e  gillibrand,kirsten gillibrand,G000555
Kirsten E.,Gillibrand,,,New York,yes,100,kirsten e  gillibrand,kirsten gillibrand,G000555
Kirsten E.,Gillibrand,,,New York,yes,100,kirsten e  gillibrand,kirsten gillibrand,G000555
Kirsten E.,Gillibrand,,,New York,yes,100,kirsten e  gillibrand,kirsten gillibrand,G000555
Kirsten E.,Gillibrand,,,New York,yes,100,kirsten e  gillibrand,kirsten gillibrand,G000555
Carlos A.,Gimenez,,,Florida,yes,100,carlos a  gimenez,carlos a  gimenez,G000593
Carlos A.,Gimenez,,,Florida,yes,100,carlos a  gimenez,carlos a  gimenez,G000593
Carlos A.,Gimenez,,,Florida,yes,100,carlos a  gimenez,carlos a  gimenez,G000593
Carlos A.,Gimenez,,,Florida,yes,100,carlos a  gimenez,carlos a  gimenez,G000593
Carlos A.,Gimenez,,,Florida,yes,100,carlos a  gimenez,carlos a  gimenez,G000593
Jared F.,Golden,,,Maine,yes,100,jared f  golden,jared golden,G000592
Jared F.,Golden,,,Maine,yes,100,jared f  golden,jared golden,G000592
Jared F.,Golden,,,Maine,yes,100,jared f  golden,jared golden,G000592
Jared F.,Golden,,,Maine,yes,100,jared f  golden,jared golden,G000592
Jared F.,Golden,,,Maine,yes,100,jared f  golden,jared golden,G000592
Craig A.,Goldman,,,Texas,yes,100,craig a  goldman,craig a  goldman,G000601
Daniel S.,Goldman,,,New York,yes,100,daniel s  goldman,daniel goldman,G000599
Craig A.,Goldman,,,Texas,yes,100,craig a  goldman,craig a  goldman,G000601
Daniel S.,Goldman,,,New York,yes,100,daniel s  goldman,daniel goldman,G000599
Craig A.,Goldman,,,Texas,yes,100,craig a  goldman,craig a  goldman,G000601
Daniel S.,Goldman,,,New York,yes,100,daniel s  goldman,daniel goldman,G000599
Craig A.,Goldman,,,Texas,yes,100,craig a  goldman,craig a  goldman,G000601
Daniel S.,Goldman,,,New York,yes,100,daniel s  goldman,daniel goldman,G000599
Craig A.,Goldman,,,Texas,yes,100,craig a  goldman,craig a  goldman,G000601
Daniel S.,Goldman,,,New York,yes,100,daniel s  goldman,daniel goldman,G000599
Jimmy,Gomez,,,California,yes,100,james gomez,james gomez,G000585
Jimmy,Gomez,,,California,yes,100,james gomez,james gomez,G000585
Jimmy,Gomez,,,California,yes,100,james gomez,james gomez,G000585
Jimmy,Gomez,,,California,yes,100,james gomez,james gomez,G000585
Jimmy,Gomez,,,California,yes,100,james gomez,james gomez,G000585
Tony,Gonzales,,,Texas,yes,100,anthony gonzales,anthony gonzales,G000594
Tony,Gonzales,,,Texas,yes,100,anthony gonzales,anthony gonzales,G000594
Tony,Gonzales,,,Texas,yes,100,anthony gonzales,anthony gonzales,G000594
Tony,Gonzales,,,Texas,yes,100,anthony gonzales,anthony gonzales,G000594
Tony,Gonzales,,,Texas,yes,100,anthony gonzales,anthony gonzales,G000594
Vicente,Gonzalez,,,Texas,yes,100,vicente gonzalez,vicente gonzalez,G000581
Vicente,Gonzalez,,,Texas,yes,100,vicente gonzalez,vicente gonzalez,G000581
Vicente,Gonzalez,,,Texas,yes,100,vicente gonzalez,vicente gonzalez,G000581
Vicente,Gonzalez,,,Texas,yes,100,vicente gonzalez,vicente gonzalez,G000581
Vicente,Gonzalez,,,Texas,yes,100,vicente gonzalez,vicente gonzalez,G000581
Lance,Gooden,,,Texas,yes,100,lance gooden,lance gooden,G000589
Lance,Gooden,,,Texas,yes,100,lance gooden,lance gooden,G000589
Lance,Gooden,,,Texas,yes,100,lance gooden,lance gooden,G000589
Lance,Gooden,,,Texas,yes,100,lance gooden,lance gooden,G000589
Lance,Gooden,,,Texas,yes,100,lance gooden,lance gooden,G000589
Maggie,Goodlander,,,New Hampshire,yes,100,greta goodlander,greta goodlander,G000604
Maggie,Goodlander,,,New Hampshire,yes,100,greta goodlander,greta goodlander,G000604
Maggie,Goodlander,,,New Hampshire,yes,100,greta goodlander,greta goodlander,G000604
Maggie,Goodlander,,,New Hampshire,yes,100,greta goodlander,greta goodlander,G000604
Maggie,Goodlander,,,New Hampshire,yes,100,greta goodlander,greta goodlander,G000604
Paul A.,Gosar,,,Arizona,yes,100,paul a  gosar,paul gosar,G000565
Paul A.,Gosar,,,Arizona,yes,100,paul a  gosar,paul gosar,G000565
Paul A.,Gosar,,,Arizona,yes,100,paul a  gosar,paul gosar,G000565
Paul A.,Gosar,,,Arizona,yes,100,paul a  gosar,paul gosar,G000565
Paul A.,Gosar,,,Arizona,yes,100,paul a  gosar,paul gosar,G000565
Josh,Gottheimer,,,New Jersey,yes,100,josh gottheimer,josh gottheimer,G000583
Josh,Gottheimer,,,New Jersey,yes,100,josh gottheimer,josh gottheimer,G000583
Josh,Gottheimer,,,New Jersey,yes,100,josh gottheimer,josh gottheimer,G000583
Josh,Gottheimer,,,New Jersey,yes,100,josh gottheimer,josh gottheimer,G000583
Josh,Gottheimer,,,New Jersey,yes,100,josh gottheimer,josh gottheimer,G000583
Lindsey,Graham,,,South Carolina,yes,100,lindsey graham,lindsey graham,G000359
Lindsey,Graham,,,South Carolina,yes,100,lindsey graham,lindsey graham,G000359
Lindsey,Graham,,,South Carolina,yes,100,lindsey graham,lindsey graham,G000359
Lindsey,Graham,,,South Carolina,yes,100,lindsey graham,lindsey graham,G000359
Lindsey,Graham,,,South Carolina,yes,100,lindsey graham,lindsey graham,G000359
Chuck,Grassley,,,Iowa,yes,100,charles grassley,charles grassley,G000386
Chuck,Grassley,,,Iowa,yes,100,charles grassley,charles grassley,G000386
Chuck,Grassley,,,Iowa,yes,100,charles grassley,charles grassley,G000386
Chuck,Grassley,,,Iowa,yes,100,charles grassley,charles grassley,G000386
Chuck,Grassley,,,Iowa,yes,100,charles grassley,charles grassley,G000386
Sam,Graves,,,Missouri,yes,100,sam graves,sam graves,G000546
Sam,Graves,,,Missouri,yes,100,sam graves,sam graves,G000546
Sam,Graves,,,Missouri,yes,100,sam graves,sam graves,G000546
Sam,Graves,,,Missouri,yes,100,sam graves,sam graves,G000546
Sam,Graves,,,Missouri,yes,100,sam graves,sam graves,G000546
Adam,Gray,,,California,yes,100,adam gray,adam gray,G000605
Adam,Gray,,,California,yes,100,adam gray,adam gray,G000605
Adam,Gray,,,California,yes,100,adam gray,adam gray,G000605
Adam,Gray,,,California,yes,100,adam gray,adam gray,G000605
Adam,Gray,,,California,yes,100,adam gray,adam gray,G000605
Al,Green,,,Texas,yes,100,al green,al green,G000553
Mark E.,Green,,,Tennessee,yes,100,mark e  green,mark e  green,G000590
Al,Green,,,Texas,yes,100,al green,al green,G000553
Mark E.,Green,,,Tennessee,yes,100,mark e  green,mark e  green,G000590
Al,Green,,,Texas,yes,100,al green,al green,G000553
Mark E.,Green,,,Tennessee,yes,100,mark e  green,mark e  green,G000590
Al,Green,,,Texas,yes,100,al green,al green,G000553
Mark E.,Green,,,Tennessee,yes,100,mark e  green,mark e  green,G000590
Al,Green,,,Texas,yes,100,al green,al green,G000553
Mark E.,Green,,,Tennessee,yes,100,mark e  green,mark e  green,G000590
Marjorie Taylor,Greene,,,Georgia,yes,100,marjorie taylor greene,marjorie taylor greene,G000596
Marjorie Taylor,Greene,,,Georgia,yes,100,marjorie taylor greene,marjorie taylor greene,G000596
Marjorie Taylor,Greene,,,Georgia,yes,100,marjorie taylor greene,marjorie taylor greene,G000596
Marjorie Taylor,Greene,,,Georgia,yes,100,marjorie taylor greene,marjorie taylor greene,G000596
Marjorie Taylor,Greene,,,Georgia,yes,100,marjorie taylor greene,marjorie taylor greene,G000596
H. Morgan,Griffith,,,Virginia,yes,100,h morgan griffith,h  griffith,G000568
H. Morgan,Griffith,,,Virginia,yes,100,h morgan griffith,h  griffith,G000568
H. Morgan,Griffith,,,Virginia,yes,100,h morgan griffith,h  griffith,G000568
H. Morgan,Griffith,,,Virginia,yes,100,h morgan griffith,h  griffith,G000568
H. Morgan,Griffith,,,Virginia,yes,100,h morgan griffith,h  griffith,G000568
Raul,Grijalva,,,Arizona,yes,100,raul grijalva,raul grijalva,G000551
Raul,Grijalva,,,Arizona,yes,100,raul grijalva,raul grijalva,G000551
Raul,Grijalva,,,Arizona,yes,100,raul grijalva,raul grijalva,G000551
Raul,Grijalva,,,Arizona,yes,100,raul grijalva,raul grijalva,G000551
Raul,Grijalva,,,Arizona,yes,100,raul grijalva,raul grijalva,G000551
Glenn,Grothman,,,Wisconsin,yes,100,glenn grothman,glenn grothman,G000576
Glenn,Grothman,,,Wisconsin,yes,100,glenn grothman,glenn grothman,G000576
Glenn,Grothman,,,Wisconsin,yes,100,glenn grothman,glenn grothman,G000576
Glenn,Grothman,,,Wisconsin,yes,100,glenn grothman,glenn grothman,G000576
Glenn,Grothman,,,Wisconsin,yes,100,glenn grothman,glenn grothman,G000576
Michael,Guest,,,Mississippi,yes,100,michael guest,michael guest,G000591
Michael,Guest,,,Mississippi,yes,100,michael guest,michael guest,G000591
Michael,Guest,,,Mississippi,yes,100,michael guest,michael guest,G000591
Michael,Guest,,,Mississippi,yes,100,michael guest,michael guest,G000591
Michael,Guest,,,Mississippi,yes,100,michael guest,michael guest,G000591
Brett,Guthrie,,,Kentucky,yes,100,brett guthrie,brett guthrie,G000558
Brett,Guthrie,,,Kentucky,yes,100,brett guthrie,brett guthrie,G000558
Brett,Guthrie,,,Kentucky,yes,100,brett guthrie,brett guthrie,G000558
Brett,Guthrie,,,Kentucky,yes,100,brett guthrie,brett guthrie,G000558
Brett,Guthrie,,,Kentucky,yes,100,brett guthrie,brett guthrie,G000558
Harriet M.,Hageman,,,Wyoming,yes,100,harriet m  hageman,harriet hageman,H001096
Harriet M.,Hageman,,,Wyoming,yes,100,harriet m  hageman,harriet hageman,H001096
Harriet M.,Hageman,,,Wyoming,yes,100,harriet m  hageman,harriet hageman,H001096
Harriet M.,Hageman,,,Wyoming,yes,100,harriet m  hageman,harriet hageman,H001096
Harriet M.,Hageman,,,Wyoming,yes,100,harriet m  hageman,harriet hageman,H001096
Bill,Hagerty,,,Tennessee,yes,100,bill hagerty,bill hagerty,H000601
Bill,Hagerty,,,Tennessee,yes,100,bill hagerty,bill hagerty,H000601
Bill,Hagerty,,,Tennessee,yes,100,bill hagerty,bill hagerty,H000601
Bill,Hagerty,,,Tennessee,yes,100,bill hagerty,bill hagerty,H000601
Bill,Hagerty,,,Tennessee,yes,100,bill hagerty,bill hagerty,H000601
