first_name,last_name,slug_url,contributor_1,contributor_2,contributor_3,contributor_4,contributor_5,industry_1,industry_2,industry_3,industry_4,industry_5
Alma S.,Adams,https://www.opensecrets.org/members-of-congress/adams-alma/summary?cid=N00035451&cycle=2024,"Duke Energy ($10,350)","American Crystal Sugar ($10,000)","American Federation of State/Cnty/Munic Employees ($10,000)","American Federation of Teachers ($10,000)","Blue Cross & Blue Shield Assn ($10,000)","Commercial Banks ($48,245)","Public Sector Unions ($44,000)","Building Trade Unions ($40,500)","Insurance ($36,980)","Health Professionals ($32,720)"
