first_name,last_name,slug_name,slug_url
Brian,Jack,brian-jack,https://www.opensecrets.org/members-of-congress/brian-jack/summary?cid=N00055118&cycle=2024
Jonathan L.,Jackson,jonathan-l-jackson,https://www.opensecrets.org/campaign-expenditures/vendor?cycle=2024&vendor=Jonathan+Jackson+for+Congress
Ronny,Jackson,ronny-jackson,https://www.opensecrets.org/members-of-congress/ronny-jackson/summary?cid=N00046055
Sara,Jacobs,sara-jacobs,https://www.opensecrets.org/members-of-congress/sara-jacobs/summary?cid=N00042081
John,James,john-james,https://www.opensecrets.org/members-of-congress/john-james/summary?cid=N00041550
Pramila,Jayapal,pramila-jayapal,https://www.opensecrets.org/members-of-congress/pramila-jayapal/summary?cid=N00038858
Hakeem S.,Jeffries,hakeem-s-jeffries,https://www.opensecrets.org/members-of-congress/jeffries-hakeem/summary?cid=N00033640&cycle=2024
Dusty,Johnson,dusty-johnson,https://www.opensecrets.org/members-of-congress/dusty-johnson/summary?cid=N00040559
"Henry C. ""Hank""",Johnson,henry-c-hank-johnson,https://www.opensecrets.org/members-of-congress/johnson-hank/summary?cid=N00027848&cycle=2024
Julie,Johnson,julie-johnson,https://www.opensecrets.org/members-of-congress/julie-johnson/summary?cid=N00052806&cycle=2024
Mike,Johnson,mike-johnson,https://www.opensecrets.org/members-of-congress/mike-johnson/summary?cid=N00039106
Ron,Johnson,ron-johnson,https://www.opensecrets.org/members-of-congress/ron-johnson/summary?cid=N00032546
Jim,Jordan,jim-jordan,https://www.opensecrets.org/members-of-congress/jim-jordan/summary?cid=N00027894
David P.,Joyce,david-p-joyce,https://www.opensecrets.org/members-of-congress/joyce-david-p/summary?cid=N00035007&cycle=2024
John,Joyce,john-joyce,https://www.opensecrets.org/members-of-congress/john-joyce/summary?cid=N00043242
James C.,Justice,james-c-justice,
Tim,Kaine,tim-kaine,https://www.opensecrets.org/members-of-congress/kaine-tim/summary?cid=N00033177&cycle=2024
Sydney!,Kamlager-Dove,sydney,https://www.opensecrets.org/members-of-congress/kamlager-sydney/summary?cid=N00049460&cycle=2024
Marcy,Kaptur,marcy-kaptur,https://www.opensecrets.org/members-of-congress/marcy-kaptur/summary?cid=N00003522
Thomas H.,Kean,thomas-h-kean,https://www.opensecrets.org/members-of-congress/kean-thomas-h-jr/summary?cid=N00027502&cycle=2024
William R.,Keating,william-r-keating,https://www.opensecrets.org/members-of-congress/keating-bill/summary?cid=N00031933&cycle=2024
Mark,Kelly,mark-kelly,https://www.opensecrets.org/members-of-congress/mark-kelly/summary?cid=N00044223
Mike,Kelly,mike-kelly,https://www.opensecrets.org/members-of-congress/mike-kelly/summary?cid=N00031647
Robin L.,Kelly,robin-l-kelly,https://www.opensecrets.org/members-of-congress/kelly-robin/summary?cid=N00035215&cycle=2024
Trent,Kelly,trent-kelly,https://www.opensecrets.org/members-of-congress/trent-kelly/summary?cid=N00037003
John,Kennedy,john-kennedy,https://www.opensecrets.org/members-of-congress/john-kennedy/summary?cid=N00026823
Mike,Kennedy,mike-kennedy,https://www.opensecrets.org/members-of-congress/mike-kennedy/industries?cid=N00043086&cycle=2024
Timothy M.,Kennedy,timothy-m-kennedy,https://www.opensecrets.org/members-of-congress/kennedy-timothy/summary?cid=N00054366&cycle=2024
Ro,Khanna,ro-khanna,https://www.opensecrets.org/members-of-congress/ro-khanna/summary?cid=N00026427
Jennifer A.,Kiggans,jennifer-a-kiggans,https://www.opensecrets.org/members-of-congress/jen-kiggans/summary?cid=N00048315&cycle=2024
Kevin,Kiley,kevin-kiley,https://www.opensecrets.org/members-of-congress/kevin-kiley/summary?cid=N00050259
Andy,Kim,andy-kim,https://www.opensecrets.org/members-of-congress/andy-kim/summary?cid=N00041370
Young,Kim,young-kim,https://www.opensecrets.org/members-of-congress/young-kim/summary?cid=N00042386
"Angus S., Jr.",King,angus-s-jr-king,https://www.opensecrets.org/members-of-congress/king-angus/summary?cid=N00034580&cycle=2024
kim,King-Hinds,kim-king-hinds,
Amy,Klobuchar,amy-klobuchar,https://www.opensecrets.org/members-of-congress/klobuchar-amy/summary?cid=N00027500&cycle=2024
Brad,Knott,brad-knott,https://www.opensecrets.org/members-of-congress/brad-knott/summary?cid=N00053743&cycle=2024
Raja,Krishnamoorthi,raja-krishnamoorthi,https://www.opensecrets.org/members-of-congress/raja-krishnamoorthi/summary?cid=N00033240
David,Kustoff,david-kustoff,https://www.opensecrets.org/members-of-congress/david-kustoff/summary?cid=N00025445
Darin,LaHood,darin-lahood,https://www.opensecrets.org/members-of-congress/darin-lahood/summary?cid=N00037031
Nick,LaLota,nick-lalota,https://www.opensecrets.org/members-of-congress/nick-lalota/summary?cid=N00050419
Doug,LaMalfa,doug-lamalfa,https://www.opensecrets.org/members-of-congress/doug-lamalfa/summary?cid=N00033987
Greg,Landsman,greg-landsman,https://www.opensecrets.org/members-of-congress/greg-landsman/summary?cid=N00049718
Nicholas A.,Langworthy,nicholas-a-langworthy,https://www.opensecrets.org/members-of-congress/langworthy-nick/summary?cid=N00051431&cycle=2024
James,Lankford,james-lankford,https://www.opensecrets.org/members-of-congress/james-lankford/summary?cid=N00031129
Rick,Larsen,rick-larsen,https://www.opensecrets.org/members-of-congress/rick-larsen/summary?cid=N00009759
John B.,Larson,john-b-larson,https://www.opensecrets.org/members-of-congress/larson-john/summary?cid=N00000575&cycle=2024
George,Latimer,george-latimer,https://www.opensecrets.org/campaign-expenditures/vendor?cycle=2024&vendor=George+Latimer+for+Congress
Robert E.,Latta,robert-e-latta,https://www.opensecrets.org/members-of-congress/bob-latta/summary?cid=N00012233
Michael,Lawler,michael-lawler,https://www.opensecrets.org/members-of-congress/mike-lawler/summary?cid=N00051208
Laurel M.,Lee,laurel-m-lee,https://www.opensecrets.org/members-of-congress/lee-laurel/summary?cid=N00051178&cycle=2024
Mike,Lee,mike-lee,https://www.opensecrets.org/members-of-congress/mike-lee/summary?cid=N00031696
Summer L.,Lee,summer-l-lee,https://www.opensecrets.org/members-of-congress/lee-summer/summary?cid=N00049757&cycle=2024
Susie,Lee,susie-lee,https://www.opensecrets.org/members-of-congress/susie-lee/summary?cid=N00037247
Teresa,Leger Fernandez,teresa-leger-fernandez,https://www.opensecrets.org/members-of-congress/teresa-leger-fernandez/summary?cid=N00044559
Julia,Letlow,julia-letlow,https://www.opensecrets.org/members-of-congress/julia-letlow/summary?cid=N00047972
Mike,Levin,mike-levin,https://www.opensecrets.org/members-of-congress/mike-levin/summary?cid=N00040667
Sam T.,Liccardo,sam-t-liccardo,https://www.opensecrets.org/members-of-congress/sam-t-liccardo/pacs?cid=N00054265&cycle=2024
Ted,Lieu,ted-lieu,https://www.opensecrets.org/members-of-congress/ted-lieu/summary?cid=N00035825
Zoe,Lofgren,zoe-lofgren,https://www.opensecrets.org/members-of-congress/zoe-lofgren/summary?cid=N00007479
Barry,Loudermilk,barry-loudermilk,https://www.opensecrets.org/members-of-congress/barry-loudermilk/summary?cid=N00035347
Frank D.,Lucas,frank-d-lucas,https://www.opensecrets.org/members-of-congress/lucas-frank-d/summary?cid=N00005559&cycle=2024
Ben Ray,Luján,ben-ray-lujan,https://www.opensecrets.org/members-of-congress/lujan-ben-ray/summary?cid=N00029562&cycle=2024
Cynthia M.,Lummis,cynthia-m-lummis,https://www.opensecrets.org/members-of-congress/lummis-cynthia/summary?cid=N00029788&cycle=2024
Anna Paulina,Luna,anna-paulina-luna,https://www.opensecrets.org/members-of-congress/anna-paulina-luna/summary?cid=N00045228
Morgan,Luttrell,morgan-luttrell,https://www.opensecrets.org/members-of-congress/morgan-luttrell/summary?cid=N00048776
Stephen F.,Lynch,stephen-f-lynch,https://www.opensecrets.org/members-of-congress/lynch-stephen/summary?cid=N00013855&cycle=2024
Nancy,Mace,nancy-mace,https://www.opensecrets.org/members-of-congress/nancy-mace/summary?cid=N00035670
Ryan,Mackenzie,ryan-mackenzie,
Seth,Magaziner,seth-magaziner,https://www.opensecrets.org/members-of-congress/seth-magaziner/summary?cid=N00050458
Nicole,Malliotakis,nicole-malliotakis,https://www.opensecrets.org/members-of-congress/nicole-malliotakis/summary?cid=N00044040
Celeste,Maloy,celeste-maloy,https://www.opensecrets.org/members-of-congress/celeste-maloy/summary?cid=N00052817
Tracey,Mann,tracey-mann,https://www.opensecrets.org/members-of-congress/tracey-mann/summary?cid=N00030743
John W.,Mannion,john-w-mannion,https://www.opensecrets.org/members-of-congress/john-mannion/summary?cid=N00053112&cycle=2024
Edward J.,Markey,edward-j-markey,https://www.opensecrets.org/members-of-congress/markey-ed/summary?cid=N00000270&cycle=2024
Roger,Marshall,roger-marshall,https://www.opensecrets.org/members-of-congress/marshall-roger/summary?cid=N00037034&cycle=2024
Thomas,Massie,thomas-massie,https://www.opensecrets.org/members-of-congress/thomas-massie/summary?cid=N00034041
Brian J.,Mast,brian-j-mast,https://www.opensecrets.org/members-of-congress/mast-brian/summary?cid=N00037269&cycle=2024
Doris O.,Matsui,doris-o-matsui,https://www.opensecrets.org/members-of-congress/matsui-doris/summary?cid=N00027459&cycle=2024
Lucy,McBath,lucy-mcbath,https://www.opensecrets.org/members-of-congress/lucy-mcbath/summary?cid=N00042813
Sarah,McBride,sarah-mcbride,https://www.opensecrets.org/members-of-congress/sarah-mcbride/summary?cid=N00052698&cycle=2024
Michael T.,McCaul,michael-t-mccaul,https://www.opensecrets.org/members-of-congress/mccaul-michael/summary?cid=N00026460&cycle=2024
Lisa C.,McClain,lisa-c-mcclain,https://www.opensecrets.org/members-of-congress/mcclain-lisa/summary?cid=N00045730&cycle=2024
April,McClain Delaney,april-mcclain-delaney,
Jennifer L.,McClellan,jennifer-l-mcclellan,https://www.opensecrets.org/members-of-congress/mcclellan-jennifer/summary?cid=N00051961&cycle=2024
Tom,McClintock,tom-mcclintock,https://www.opensecrets.org/members-of-congress/tom-mcclintock/summary?cid=N00006863
Betty,McCollum,betty-mccollum,https://www.opensecrets.org/members-of-congress/betty-mccollum/summary?cid=N00012942
Mitch,McConnell,mitch-mcconnell,https://www.opensecrets.org/members-of-congress/mcconnell-mitch/summary?cid=N00003389&cycle=2024
David,McCormick,david-mccormick,
Richard,McCormick,richard-mccormick,https://www.opensecrets.org/members-of-congress/richard-mccormick/summary?cid=N00044520
Kristen,McDonald Rivet,kristen-mcdonald-rivet,
Addison P.,McDowell,addison-p-mcdowell,https://www.opensecrets.org/members-of-congress/addison-mcdowell/summary?cid=N00054055&cycle=2024
Morgan,McGarvey,morgan-mcgarvey,https://www.opensecrets.org/members-of-congress/morgan-mcgarvey/summary?cid=N00049295
James P.,McGovern,james-p-mcgovern,https://www.opensecrets.org/members-of-congress/mcgovern-james-p/summary?cid=N00000179&cycle=2024
John J.,McGuire,john-j-mcguire,
LaMonica,McIver,lamonica-mciver,https://www.opensecrets.org/members-of-congress/mciver-lamonica/summary?cid=N00055172&cycle=2024
Gregory W.,Meeks,gregory-w-meeks,https://www.opensecrets.org/members-of-congress/meeks-gregory/summary?cid=N00001171&cycle=2024
Robert,Menendez,robert-menendez,https://www.opensecrets.org/members-of-congress/menendez-rob/summary?cid=N00049686&cycle=2024
Grace,Meng,grace-meng,https://www.opensecrets.org/members-of-congress/grace-meng/summary?cid=N00034547
Jeff,Merkley,jeff-merkley,https://www.opensecrets.org/members-of-congress/merkley-jeff/summary?cid=N00029303&cycle=2024
Mark B.,Messmer,mark-b-messmer,https://www.opensecrets.org/officeholders/mark-b-messmer/summary?cycle=2023&id=6675248
Daniel,Meuser,daniel-meuser,https://www.opensecrets.org/members-of-congress/meuser-dan/summary?cid=N00029416&cycle=2024
Kweisi,Mfume,kweisi-mfume,https://www.opensecrets.org/members-of-congress/kweisi-mfume/summary?cid=N00001799
Carol D.,Miller,carol-d-miller,https://www.opensecrets.org/members-of-congress/miller-carol/summary?cid=N00041542&cycle=2024
Mary E.,Miller,mary-e-miller,https://www.opensecrets.org/members-of-congress/miller-mary/summary?cid=N00045703&cycle=2024
Max L.,Miller,max-l-miller,https://www.opensecrets.org/members-of-congress/miller-max/summary?cid=N00048277&cycle=2024
Mariannette,Miller-Meeks,mmiller-meeks,https://www.opensecrets.org/members-of-congress/miller-meeks-mariannette/summary?cid=N00029495&cycle=2024
Cory,Mills,cory-mills,https://www.opensecrets.org/members-of-congress/cory-mills/summary?cid=N00048179
Dave,Min,dave-min,https://www.opensecrets.org/members-of-congress/dave-min/summary?cid=N00040866&cycle=2024
Ashley,Moody,ashley-moody,
John R.,Moolenaar,john-r-moolenaar,https://www.opensecrets.org/members-of-congress/moolenaar-john/summary?cid=N00036275&cycle=2024
Barry,Moore,barry-moore,https://www.opensecrets.org/members-of-congress/barry-moore/summary?cid=N00041295
Blake D.,Moore,blake-d-moore,https://www.opensecrets.org/members-of-congress/moore-blake/summary?cid=N00046598&cycle=2024
Gwen,Moore,gwen-moore,https://www.opensecrets.org/members-of-congress/gwen-moore/summary?cid=N00026914
Riley M.,Moore,riley-m-moore,https://www.opensecrets.org/members-of-congress/riley-moore/summary?cid=N00051965&cycle=2024
Tim,Moore,tim-moore,https://www.opensecrets.org/members-of-congress/tim-moore/industries?cid=N00053948&cycle=2024&recs=0&type=I
Jerry,Moran,jerry-moran,https://www.opensecrets.org/members-of-congress/jerry-moran/summary?cid=N00005282
Nathaniel,Moran,nathaniel-moran,https://www.opensecrets.org/members-of-congress/nathaniel-moran/summary?cid=N00049775
Joseph D.,Morelle,joseph-d-morelle,https://www.opensecrets.org/members-of-congress/morelle-joseph-d/summary?cid=N00043207&cycle=2024
Bernie,Moreno,bernie-moreno,https://www.opensecrets.org/members-of-congress/bernie-moreno/summary?cid=N00048437
Kelly,Morrison,kelly-morrison,
Jared,Moskowitz,jared-moskowitz,https://www.opensecrets.org/members-of-congress/jared-moskowitz/summary?cid=N00050596
Seth,Moulton,seth-moulton,https://www.opensecrets.org/members-of-congress/seth-moulton/summary?cid=N00035431
James C.,Moylan,james-c-moylan,https://www.opensecrets.org/members-of-congress/moylan-james-c/summary?cid=N00050604&cycle=2024
Frank J.,Mrvan,frank-j-mrvan,https://www.opensecrets.org/members-of-congress/mrvan-frank-jr/summary?cid=N00045905&cycle=2024
Kevin,Mullin,kevin-mullin,https://www.opensecrets.org/members-of-congress/kevin-mullin/summary?cid=N00049438
Markwayne,Mullin,markwayne-mullin,https://www.opensecrets.org/members-of-congress/markwayne-mullin/summary?cid=N00033410
Lisa,Murkowski,lisa-murkowski,https://www.opensecrets.org/members-of-congress/lisa-murkowski/summary?cid=N00026050
Christopher,Murphy,christopher-murphy,https://www.opensecrets.org/members-of-congress/murphy-christopher-s/summary?cid=N00027566&cycle=2024
Gregory F.,Murphy,gregory-f-murphy,https://www.opensecrets.org/members-of-congress/murphy-greg/summary?cid=N00044027&cycle=2024
Patty,Murray,patty-murray,https://www.opensecrets.org/members-of-congress/patty-murray/summary?cid=N00007876
Jerrold,Nadler,jerrold-nadler,https://www.opensecrets.org/members-of-congress/jerrold-nadler/summary?cid=N00000939
Richard E.,Neal,richard-e-neal,https://www.opensecrets.org/members-of-congress/neal-richard-e/summary?cid=N00000153&cycle=2024
Joe,Neguse,joe-neguse,https://www.opensecrets.org/members-of-congress/neguse-joseph/summary?cid=N00041080&cycle=2024
Troy E.,Nehls,troy-e-nehls,https://www.opensecrets.org/members-of-congress/nehls-troy/summary?cid=N00046067&cycle=2024
Dan,Newhouse,dan-newhouse,https://www.opensecrets.org/members-of-congress/dan-newhouse/summary?cid=N00036403
Donald,Norcross,donald-norcross,https://www.opensecrets.org/members-of-congress/norcross-don/summary?cid=N00036154&cycle=2024
Ralph,Norman,ralph-norman,https://www.opensecrets.org/members-of-congress/ralph-norman/summary?cid=N00027783
Eleanor Holmes,Norton,eleanor-holmes-norton,https://www.opensecrets.org/members-of-congress/eleanor-holmes-norton/summary?cid=N00001692
Zachary,Nunn,zachary-nunn,https://www.opensecrets.org/members-of-congress/summary?cid=N00048870
Jay,Obernolte,jay-obernolte,https://www.opensecrets.org/members-of-congress/jay-obernolte/summary?cid=N00045377
Alexandria,Ocasio-Cortez,alexandria-ocasio-cortez,https://www.opensecrets.org/members-of-congress/alexandria-ocasio-cortez/summary?cid=N00041162
Andrew,Ogles,andrew-ogles,https://www.opensecrets.org/members-of-congress/ogles-andy/summary?cid=N00050943&cycle=2024
Johnny,Olszewski,johnny-olszewski,https://www.opensecrets.org/members-of-congress/john-anthony-olszewski-jr/industries?cid=N00054814&cycle=2024&recs=0&type=I
Ilhan,Omar,ilhan-omar,https://www.opensecrets.org/members-of-congress/ilhan-omar/summary?cid=N00043581
Robert F.,Onder,robert-f-onder,https://www.opensecrets.org/members-of-congress/robert-frank-onder-jr/summary?cid=N00030025&cycle=2024
Jon,Ossoff,jon-ossoff,https://www.opensecrets.org/members-of-congress/ossoff-jon/summary?cid=N00040675&cycle=2024
Burgess,Owens,burgess-owens,https://www.opensecrets.org/members-of-congress/burgess-owens/summary?cid=N00045812
Alex,Padilla,alex-padilla,https://www.opensecrets.org/members-of-congress/alex-padilla/summary?cid=N00047888
Frank,Pallone,frank-pallone,https://www.opensecrets.org/members-of-congress/pallone-frank-jr/summary?cid=N00000781&cycle=2024
Gary J.,Palmer,gary-j-palmer,https://www.opensecrets.org/members-of-congress/palmer-gary/summary?cid=N00035691&cycle=2024
Jimmy,Panetta,jimmy-panetta,https://www.opensecrets.org/members-of-congress/jimmy-panetta/summary?cid=N00038601
Chris,Pappas,chris-pappas,https://www.opensecrets.org/members-of-congress/chris-pappas/summary?cid=N00042161
Jimmy,Patronis,jimmy-patronis,
Rand,Paul,rand-paul,https://www.opensecrets.org/members-of-congress/rand-paul/summary?cid=N00030836
Nancy,Pelosi,nancy-pelosi,https://www.opensecrets.org/members-of-congress/nancy-pelosi/summary?cid=N00007360
Marie Gluesenkamp,Perez,marie-gluesenkamp-perez,https://www.opensecrets.org/members-of-congress/marie-gluesenkamp-perez/summary?cid=N00050490
Scott,Perry,scott-perry,https://www.opensecrets.org/members-of-congress/scott-perry/summary?cid=N00034120
Gary C.,Peters,gary-c-peters,https://www.opensecrets.org/members-of-congress/peters-gary/summary?cid=N00029277&cycle=2024
Scott H.,Peters,scott-h-peters,https://www.opensecrets.org/members-of-congress/peters-scott/summary?cid=N00033591&cycle=2024
Brittany,Pettersen,brittany-pettersen,https://www.opensecrets.org/members-of-congress/brittany-pettersen/summary?cid=N00040878
August,Pfluger,august-pfluger,https://www.opensecrets.org/members-of-congress/august-pfluger/summary?cid=N00045421
Chellie,Pingree,chellie-pingree,https://www.opensecrets.org/members-of-congress/chellie-pingree/summary?cid=N00013817
Stacey E.,Plaskett,stacey-e-plaskett,https://www.opensecrets.org/members-of-congress/plaskett-stacey/summary?cid=N00035000&cycle=2024
Mark,Pocan,mark-pocan,https://www.opensecrets.org/members-of-congress/mark-pocan/summary?cid=N00033549
Nellie,Pou,nellie-pou,https://www.opensecrets.org/officeholders/nellie-pou/summary?cycle=2017&id=6749723
Ayanna,Pressley,ayanna-pressley,https://www.opensecrets.org/members-of-congress/ayanna-pressley/summary?cid=N00042581
Mike,Quigley,mike-quigley,https://www.opensecrets.org/members-of-congress/mike-quigley/summary?cid=N00030581
Aumua Amata Coleman,Radewagen,aumua-amata-coleman-radewagen,https://www.opensecrets.org/members-of-congress/radewagen-amata-coleman/summary?cid=N00007635&cycle=2024
Delia C.,Ramirez,delia-c-ramirez,https://www.opensecrets.org/members-of-congress/ramirez-delia/summary?cid=N00049548&cycle=2024
Emily,Randall,emily-randall,https://www.opensecrets.org/officeholders/emily-randall/summary?cycle=2024&id=45285246
Jamie,Raskin,jamie-raskin,https://www.opensecrets.org/members-of-congress/jamie-raskin/summary?cid=N00037036
Jack,Reed,jack-reed,https://www.opensecrets.org/members-of-congress/reed-jack/summary?cid=N00000362&cycle=2024
Guy,Reschenthaler,guy-reschenthaler,https://www.opensecrets.org/members-of-congress/guy-reschenthaler/summary?cid=N00041871
Pete,Ricketts,pete-ricketts,https://www.opensecrets.org/members-of-congress/ricketts-pete/summary?cid=N00027695&cycle=2024
Josh,Riley,josh-riley,https://www.opensecrets.org/members-of-congress/josh-riley/summary?cid=N00049916
James E.,Risch,james-e-risch,https://www.opensecrets.org/members-of-congress/risch-james-e/summary?cid=N00029441&cycle=2024
Luz M.,Rivas,luz-m-rivas,
Harold,Rogers,harold-rogers,https://www.opensecrets.org/members-of-congress/rogers-hal/summary?cid=N00003473&cycle=2024
Mike D.,Rogers,mike-d-rogers,https://www.opensecrets.org/members-of-congress/rogers-mike-d/summary?cid=N00024759&cycle=2024
John W.,Rose,john-w-rose,https://www.opensecrets.org/members-of-congress/rose-john/summary?cid=N00041599&cycle=2024
Jacky,Rosen,jacky-rosen,https://www.opensecrets.org/members-of-congress/rosen-jacky/summary?cid=N00038734&cycle=2024
Deborah K.,Ross,deborah-k-ross,https://www.opensecrets.org/members-of-congress/ross-deborah/summary?cid=N00038565&cycle=2024
Mike,Rounds,mike-rounds,https://www.opensecrets.org/members-of-congress/rounds-mike/summary?cid=N00035187&cycle=2024
David,Rouzer,david-rouzer,https://www.opensecrets.org/members-of-congress/david-rouzer/summary?cid=N00033527
Chip,Roy,chip-roy,https://www.opensecrets.org/members-of-congress/chip-roy/summary?cid=N00042268
Marco,Rubio,marco-rubio,https://www.opensecrets.org/members-of-congress/marco-rubio/summary?cid=N00030612
Raul,Ruiz,raul-ruiz,https://www.opensecrets.org/members-of-congress/raul-ruiz/summary?cid=N00033510
Michael A.,Rulli,michael-a-rulli,https://www.opensecrets.org/members-of-congress/rulli-michael/summary?cid=N00054190&cycle=2024
John H.,Rutherford,john-h-rutherford,https://www.opensecrets.org/members-of-congress/rutherford-john/summary?cid=N00039777&cycle=2024
Patrick,Ryan,patrick-ryan,https://www.opensecrets.org/members-of-congress/ryan-pat/summary?cid=N00041165&cycle=2024
Maria Elvira,Salazar,maria-elvira-salazar,https://www.opensecrets.org/members-of-congress/salazar-maria/summary?cid=N00042810&cycle=2024
Andrea,Salinas,andrea-salinas,https://www.opensecrets.org/members-of-congress/andrea-salinas/summary?cid=N00049738
Linda T.,Sánchez,linda-t-sanchez,https://www.opensecrets.org/members-of-congress/sanchez-linda/summary?cid=N00024870&cycle=2024
Bernard,Sanders,bernard-sanders,https://www.opensecrets.org/members-of-congress/sanders-bernie/summary?cid=N00000528&cycle=2024
Steve,Scalise,steve-scalise,https://www.opensecrets.org/members-of-congress/steve-scalise/summary?cid=N00009660
Mary Gay,Scanlon,mary-gay-scanlon,https://www.opensecrets.org/members-of-congress/mary-gay-scanlon/summary?cid=N00042706
Janice D.,Schakowsky,janice-d-schakowsky,https://www.opensecrets.org/members-of-congress/schakowsky-jan/summary?cid=N00004724&cycle=2024
Brian,Schatz,brian-schatz,https://www.opensecrets.org/members-of-congress/brian-schatz/summary?cid=N00028138
Adam B.,Schiff,adam-b-schiff,https://www.opensecrets.org/members-of-congress/schiff-adam/summary?cid=N00009585&cycle=2024
Derek,Schmidt,derek-schmidt,https://www.opensecrets.org/members-of-congress/derek-schmidt/summary?cid=N00055179&cycle=2024
Eric,Schmitt,eric-schmitt,https://www.opensecrets.org/members-of-congress/eric-schmitt/summary?cid=N00048414
Bradley Scott,Schneider,bradley-scott-schneider,https://www.opensecrets.org/members-of-congress/schneider-brad/summary?cid=N00033101&cycle=2024
Hillary J.,Scholten,hillary-j-scholten,https://www.opensecrets.org/members-of-congress/scholten-hillary/summary?cid=N00044885&cycle=2024
Kim,Schrier,kim-schrier,https://www.opensecrets.org/members-of-congress/kim-schrier/summary?cid=N00041606
Charles E.,Schumer,charles-e-schumer,https://www.opensecrets.org/members-of-congress/schumer-charles-e/summary?cid=N00001093&cycle=2024
David,Schweikert,david-schweikert,https://www.opensecrets.org/members-of-congress/david-schweikert/summary?cid=N00006460
Austin,Scott,austin-scott,https://www.opensecrets.org/members-of-congress/austin-scott/summary?cid=N00032457
David,Scott,david-scott,https://www.opensecrets.org/members-of-congress/david-scott/summary?cid=N00024871
Rick,Scott,rick-scott,https://www.opensecrets.org/members-of-congress/scott-rick/summary?cid=N00043290&cycle=2024
"Robert C. ""Bobby""",Scott,robert-c-bobby-scott,https://www.opensecrets.org/members-of-congress/scott-bobby/summary?cid=N00002147&cycle=2024
Tim,Scott,tim-scott,https://www.opensecrets.org/members-of-congress/tim-scott/summary?cid=N00031782
Keith,Self,keith-self,https://www.opensecrets.org/members-of-congress/keith-self/summary?cid=N00049337
Pete,Sessions,pete-sessions,https://www.opensecrets.org/members-of-congress/pete-sessions/summary?cid=N00005681
Terri A.,Sewell,terri-a-sewell,https://www.opensecrets.org/members-of-congress/sewell-terri/summary?cid=N00030622&cycle=2024
Jeanne,Shaheen,jeanne-shaheen,https://www.opensecrets.org/members-of-congress/shaheen-jeanne/summary?cid=N00024790&cycle=2024
Tim,Sheehy,tim-sheehy,https://www.opensecrets.org/members-of-congress/tim-sheehy/summary?cid=N00053174
Brad,Sherman,brad-sherman,https://www.opensecrets.org/members-of-congress/brad-sherman/summary?cid=N00006897
Mikie,Sherrill,mikie-sherrill,https://www.opensecrets.org/members-of-congress/mikie-sherrill/summary?cid=N00041154
Jefferson,Shreve,jefferson-shreve,https://www.opensecrets.org/members-of-congress/summary?cid=N00054651&cycle=2024
Lateefah,Simon,lateefah-simon,https://www.opensecrets.org/members-of-congress/lateefah-simon/summary?cid=N00052195&cycle=2024
Michael K.,Simpson,michael-k-simpson,https://www.opensecrets.org/members-of-congress/simpson-mike/summary?cid=N00006263&cycle=2024
Elissa,Slotkin,elissa-slotkin,https://www.opensecrets.org/members-of-congress/elissa-slotkin/summary?cid=N00041357
Adam,Smith,adam-smith,https://www.opensecrets.org/members-of-congress/adam-smith/summary?cid=N00007833
Adrian,Smith,adrian-smith,https://www.opensecrets.org/members-of-congress/adrian-smith/summary?cid=N00027623
Christopher H.,Smith,christopher-h-smith,https://www.opensecrets.org/members-of-congress/smith-chris/summary?cid=N00009816&cycle=2024
Jason,Smith,jason-smith,https://www.opensecrets.org/members-of-congress/jason-smith/summary?cid=N00035282
Tina,Smith,tina-smith,https://www.opensecrets.org/members-of-congress/smith-tina/summary?cid=N00042353&cycle=2024
Lloyd,Smucker,lloyd-smucker,https://www.opensecrets.org/members-of-congress/lloyd-smucker/summary?cid=N00038781
Eric,Sorensen,eric-sorensen,https://www.opensecrets.org/members-of-congress/eric-sorensen/summary?cid=N00049558
Darren,Soto,darren-soto,https://www.opensecrets.org/members-of-congress/darren-soto/summary?cid=N00037422
Victoria,Spartz,victoria-spartz,https://www.opensecrets.org/members-of-congress/victoria-spartz/summary?cid=N00046537
Melanie A.,Stansbury,melanie-a-stansbury,https://www.opensecrets.org/members-of-congress/stansbury-melanie/summary?cid=N00047871&cycle=2024
Greg,Stanton,greg-stanton,https://www.opensecrets.org/members-of-congress/greg-stanton/summary?cid=N00041750
Pete,Stauber,pete-stauber,https://www.opensecrets.org/members-of-congress/pete-stauber/summary?cid=N00041511
Elise M.,Stefanik,elise-m-stefanik,https://www.opensecrets.org/members-of-congress/stefanik-elise/summary?cid=N00035523&cycle=2024
Bryan,Steil,bryan-steil,https://www.opensecrets.org/members-of-congress/bryan-steil/summary?cid=N00043379
W. Gregory,Steube,w-gregory-steube,https://www.opensecrets.org/members-of-congress/steube-greg/summary?cid=N00042808&cycle=2024
Haley M.,Stevens,haley-m-stevens,https://www.opensecrets.org/members-of-congress/stevens-haley/summary?cid=N00040915&cycle=2024
Marilyn,Strickland,marilyn-strickland,https://www.opensecrets.org/members-of-congress/marilyn-strickland/summary?cid=N00046320
Dale W.,Strong,dale-w-strong,https://www.opensecrets.org/members-of-congress/strong-dale/summary?cid=N00048145&cycle=2024
Marlin A.,Stutzman,marlin-a-stutzman,https://www.opensecrets.org/members-of-congress/marlin-stutzman/summary?cid=N00030891
